Plot Title: 10169168,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",End Of File
1,10/14/2019 12:36,8.282,3272.2,2.52,
2,10/14/2019 18:36,7.882,0,2.52,
3,10/15/2019 0:36,8.182,0,2.52,
4,10/15/2019 6:36,8.182,96.9,2.52,
5,10/15/2019 12:36,11.625,4650,2.52,
6,10/15/2019 18:36,10.161,0,2.52,
7,10/16/2019 0:36,9.965,0,2.52,
8,10/16/2019 6:36,8.182,139.9,2.52,
9,10/16/2019 12:36,7.481,1722.2,2.52,
10,10/16/2019 18:36,6.471,0,2.52,
11,10/17/2019 0:36,4.934,0,2.51,
12,10/17/2019 6:36,3.578,21.5,2.51,
13,10/17/2019 12:36,3.367,947.2,2.51,
14,10/17/2019 18:36,3.893,0,2.51,
15,10/18/2019 0:36,2.943,0,2.51,
16,10/18/2019 6:36,2.41,21.5,2.51,
17,10/18/2019 12:36,4.519,2583.4,2.52,
18,10/18/2019 18:36,3.893,0,2.51,
19,10/19/2019 0:36,3.578,0,2.51,
20,10/19/2019 6:36,2.303,0,2.49,
21,10/19/2019 12:36,2.303,592,2.49,
22,10/19/2019 18:36,1.98,0,2.49,
23,10/20/2019 0:36,2.195,0,2.49,
24,10/20/2019 6:36,2.088,21.5,2.49,
25,10/20/2019 12:36,3.788,2325,2.51,
26,10/20/2019 18:36,5.552,0,2.51,
27,10/21/2019 0:36,4.727,0,2.51,
28,10/21/2019 6:36,4.519,21.5,2.51,
29,10/21/2019 12:36,7.28,5338.9,2.51,
30,10/21/2019 18:36,6.775,0,2.51,
31,10/22/2019 0:36,7.582,0,2.52,
32,10/22/2019 6:36,7.782,21.5,2.52,
33,10/22/2019 12:36,10.553,6200,2.51,
34,10/22/2019 18:36,8.581,0,2.52,
35,10/23/2019 0:36,6.471,0,2.51,
36,10/23/2019 6:36,4.102,21.5,2.51,
37,10/23/2019 12:36,7.782,4477.8,2.52,
38,10/23/2019 18:36,7.28,0,2.52,
39,10/24/2019 0:36,6.471,0,2.51,
40,10/24/2019 6:36,6.37,0,2.51,
41,10/24/2019 12:36,11.236,2583.4,2.52,
42,10/24/2019 18:36,11.528,0,2.52,
43,10/25/2019 0:36,11.236,0,2.52,
44,10/25/2019 6:36,10.063,10.8,2.52,
45,10/25/2019 12:36,11.722,3961.1,2.52,
46,10/25/2019 18:36,8.68,0,2.52,
47,10/26/2019 0:36,1.439,0,2.49,
48,10/26/2019 6:36,-0.102,10.8,2.48,
49,10/26/2019 12:36,3.367,4133.4,2.51,
50,10/26/2019 18:36,0.784,0,2.48,
51,10/27/2019 0:36,-0.325,0,2.48,
52,10/27/2019 6:36,-0.662,0,2.49,
53,10/27/2019 12:36,1.003,2755.6,2.48,
54,10/27/2019 18:36,0.453,0,2.48,
55,10/28/2019 0:36,0.343,0,2.48,
56,10/28/2019 6:36,0.343,0,2.48,
57,10/28/2019 12:36,3.261,2669.5,2.49,
58,10/28/2019 18:36,1.112,0,2.48,
59,10/29/2019 0:36,-0.774,0,2.48,
60,10/29/2019 6:36,-3.911,0,2.45,
61,10/29/2019 12:36,-1.114,2755.6,2.48,
62,10/29/2019 18:36,-2.03,0,2.48,
63,10/30/2019 0:36,-1.799,0,2.48,
64,10/30/2019 6:36,-0.887,0,2.48,
65,10/30/2019 12:36,2.517,2755.6,2.49,
66,10/30/2019 18:36,2.195,0,2.49,
67,10/31/2019 0:36,2.195,0,2.49,
68,10/31/2019 6:36,2.303,0,2.49,
69,10/31/2019 12:36,6.166,3272.2,2.49,
70,10/31/2019 18:36,4.727,0,2.51,
71,11/1/2019 0:36,4.831,0,2.49,
72,11/1/2019 6:36,4.415,0,2.51,
73,11/1/2019 12:36,7.882,2669.5,2.51,
74,11/1/2019 18:36,6.268,0,2.51,
75,11/2/2019 0:36,6.064,0,2.51,
76,11/2/2019 6:36,7.179,0,2.51,
77,11/2/2019 12:36,11.139,2583.4,2.52,
78,11/2/2019 18:36,9.472,0,2.52,
79,11/3/2019 0:36,8.68,0,2.52,
80,11/3/2019 6:36,7.983,0,2.52,
81,11/3/2019 12:36,10.944,2411.1,2.52,
82,11/3/2019 18:36,9.176,0,2.52,
83,11/4/2019 0:36,8.481,0,2.52,
84,11/4/2019 6:36,8.282,0,2.52,
85,11/4/2019 12:36,12.207,2583.4,2.52,
86,11/4/2019 18:36,10.846,0,2.52,
87,11/5/2019 0:36,10.553,0,2.52,
88,11/5/2019 6:36,11.431,0,2.52,
89,11/5/2019 12:36,15.664,4305.6,2.52,
90,11/5/2019 18:36,12.207,0,2.52,
91,11/6/2019 0:36,10.357,0,2.52,
92,11/6/2019 6:36,8.978,0,2.52,
93,11/6/2019 12:36,11.722,2411.1,2.52,
94,11/6/2019 18:36,9.472,0,2.52,
95,11/7/2019 0:36,8.879,0,2.52,
96,11/7/2019 6:36,9.176,0,2.52,
97,11/7/2019 12:36,14.134,2583.4,2.52,
98,11/7/2019 18:36,12.497,0,2.52,
99,11/8/2019 0:36,12.207,0,2.52,
100,11/8/2019 6:36,12.207,0,2.52,
101,11/8/2019 12:36,15.569,2325,2.52,
102,11/8/2019 18:36,11.041,0,2.52,
103,11/9/2019 0:36,11.139,0,2.52,
104,11/9/2019 6:36,9.571,0,2.52,
105,11/9/2019 12:36,13.365,2669.5,2.52,
106,11/9/2019 18:36,8.879,0,2.52,
107,11/10/2019 0:36,8.481,0,2.52,
108,11/10/2019 6:36,8.481,0,2.52,
109,11/10/2019 12:36,13.076,2325,2.52,
110,11/10/2019 18:36,9.768,0,2.51,
111,11/11/2019 0:36,7.682,0,2.51,
112,11/11/2019 6:36,7.582,0,2.51,
113,11/11/2019 12:36,11.722,2238.9,2.52,
114,11/11/2019 18:36,10.357,0,2.52,
115,11/12/2019 0:36,10.944,0,2.52,
116,11/12/2019 6:36,9.373,0,2.52,
117,11/12/2019 12:36,9.768,4994.5,2.51,
118,11/12/2019 18:36,7.582,0,2.51,
119,11/13/2019 0:36,7.381,0,2.51,
120,11/13/2019 6:36,7.882,0,2.51,
121,11/13/2019 12:36,12.401,1550,2.52,
122,11/13/2019 18:36,10.553,0,2.52,
123,11/14/2019 0:36,9.965,0,2.51,
124,11/14/2019 6:36,10.161,0,2.51,
125,11/14/2019 12:36,12.401,3100,2.52,
126,11/14/2019 18:36,8.581,0,2.52,
127,11/15/2019 0:36,8.182,0,2.52,
128,11/15/2019 6:36,6.268,0,2.51,
129,11/15/2019 12:36,6.674,1550,2.51,
130,11/15/2019 18:36,5.347,0,2.49,
131,11/16/2019 0:36,4.727,0,2.51,
132,11/16/2019 6:36,3.261,0,2.49,
133,11/16/2019 12:36,7.28,2066.7,2.51,
134,11/16/2019 18:36,7.179,0,2.51,
135,11/17/2019 0:36,7.28,0,2.51,
136,11/17/2019 6:36,8.68,0,2.52,
137,11/17/2019 12:36,8.182,2066.7,2.51,
138,11/17/2019 18:36,7.882,0,2.51,
139,11/18/2019 0:36,7.882,0,2.51,
140,11/18/2019 6:36,7.782,0,2.51,
141,11/18/2019 12:36,9.571,2927.8,2.52,
142,11/18/2019 18:36,6.573,0,2.49,
143,11/19/2019 0:36,3.893,0,2.49,
144,11/19/2019 6:36,3.578,0,2.49,
145,11/19/2019 12:36,4.311,1184,2.49,
146,11/19/2019 18:36,3.261,0,2.49,
147,11/20/2019 0:36,1.764,0,2.48,
148,11/20/2019 6:36,1.112,0,2.48,
149,11/20/2019 12:36,1.33,2325,2.48,
150,11/20/2019 18:36,-0.102,0,2.46,
151,11/21/2019 0:36,-0.437,0,2.48,
152,11/21/2019 6:36,-0.662,0,2.46,
153,11/21/2019 12:36,2.088,2152.8,2.48,
154,11/21/2019 18:36,2.41,0,2.48,
155,11/22/2019 0:36,2.41,0,2.48,
156,11/22/2019 6:36,2.088,0,2.48,
157,11/22/2019 12:36,5.244,2152.8,2.48,
158,11/22/2019 18:36,3.683,0,2.48,
159,11/23/2019 0:36,3.578,0,2.48,
160,11/23/2019 6:36,3.683,0,2.49,
161,11/23/2019 12:36,7.179,2497.2,2.49,
162,11/23/2019 18:36,4.207,0,2.49,
163,11/24/2019 0:36,3.367,0,2.48,
164,11/24/2019 6:36,2.517,0,2.48,
165,11/24/2019 12:36,3.893,2755.6,2.48,
166,11/24/2019 18:36,0.343,0,2.46,
167,11/25/2019 0:36,-0.213,0,2.45,
168,11/25/2019 6:36,-0.213,0,2.45,
169,11/25/2019 12:36,0.121,86.1,2.45,
170,11/25/2019 18:36,0.232,0,2.45,
171,11/26/2019 0:36,0.232,0,2.45,
172,11/26/2019 6:36,0.232,0,2.45,
