Plot Title: 10761025,,,,,
#,"Date Time, GMT-07:00","Temp, °C","Intensity, Lux",Bad Battery,End Of File
1,10/14/2019 12:36,8.382,4650,,
2,10/14/2019 18:36,8.082,0,,
3,10/15/2019 0:36,8.182,0,,
4,10/15/2019 6:36,8.282,0,,
5,10/15/2019 12:36,11.722,4133.4,,
6,10/15/2019 18:36,10.161,0,,
7,10/16/2019 0:36,10.063,0,,
8,10/16/2019 6:36,8.282,0,,
9,10/16/2019 12:36,9.373,2669.5,,
10,10/16/2019 18:36,6.775,0,,
11,10/17/2019 0:36,5.552,0,,
12,10/17/2019 6:36,3.788,0,,
13,10/17/2019 12:36,3.155,1313.2,,
14,10/17/2019 18:36,3.893,0,,
15,10/18/2019 0:36,3.472,0,,
16,10/18/2019 6:36,2.41,0,,
17,10/18/2019 12:36,4.207,9300.1,,
18,10/18/2019 18:36,3.788,0,,
19,10/19/2019 0:36,3.683,0,,
20,10/19/2019 6:36,1.548,0,,
21,10/19/2019 12:36,3.155,3616.7,,
22,10/19/2019 18:36,1.764,0,,
23,10/20/2019 0:36,1.98,0,,
24,10/20/2019 6:36,2.088,0,,
25,10/20/2019 12:36,3.578,1980.6,,
26,10/20/2019 18:36,5.655,0,,
27,10/21/2019 0:36,5.244,0,,
28,10/21/2019 6:36,4.623,0,,
29,10/21/2019 12:36,7.079,5338.9,,
30,10/21/2019 18:36,6.978,0,,
31,10/22/2019 0:36,7.582,0,,
32,10/22/2019 6:36,7.882,0,,
33,10/22/2019 12:36,10.063,5511.1,,
34,10/22/2019 18:36,8.481,0,,
35,10/23/2019 0:36,6.775,0,,
36,10/23/2019 6:36,3.998,0,,
37,10/23/2019 12:36,8.581,3788.9,,
38,10/23/2019 18:36,7.582,0,,
39,10/24/2019 0:36,6.674,0,,
40,10/24/2019 6:36,6.166,0,,
41,10/24/2019 12:36,12.207,4305.6,,
42,10/24/2019 18:36,12.013,0,,
43,10/25/2019 0:36,11.431,0,,
44,10/25/2019 6:36,10.259,0,,
45,10/25/2019 12:36,12.11,4477.8,,
46,10/25/2019 18:36,9.373,0,,
47,10/26/2019 0:36,1.98,0,Logged,
48,10/26/2019 6:36,-0.102,0,,
49,10/26/2019 12:36,3.155,5338.9,,
50,10/26/2019 18:36,1.221,0,,
51,10/27/2019 0:36,-0.437,0,,
52,10/27/2019 6:36,-0.887,0,,
53,10/27/2019 12:36,1.548,3961.1,,
54,10/27/2019 18:36,0.674,0,,
55,10/28/2019 0:36,0.232,0,,
56,10/28/2019 6:36,0.343,0,,
57,10/28/2019 12:36,3.788,4477.8,,
58,10/28/2019 18:36,1.656,0,,
59,10/29/2019 0:36,-0.437,0,,
60,10/29/2019 6:36,-4.636,0,,
61,10/29/2019 12:36,-2.145,4133.4,,
62,10/29/2019 18:36,-2.145,0,,
63,10/30/2019 0:36,-2.61,0,,
64,10/30/2019 6:36,-1.114,0,,
65,10/30/2019 12:36,3.683,3616.7,,
66,10/30/2019 18:36,2.943,0,,
67,10/31/2019 0:36,3.261,0,,
68,10/31/2019 6:36,2.837,0,,
69,10/31/2019 12:36,6.775,4477.8,,
70,10/31/2019 18:36,5.037,0,,
71,11/1/2019 0:36,5.45,0,,
72,11/1/2019 6:36,4.623,0,,
73,11/1/2019 12:36,8.581,3272.2,,
74,11/1/2019 18:36,7.28,0,,
75,11/2/2019 0:36,6.37,0,,
76,11/2/2019 6:36,7.481,0,,
77,11/2/2019 12:36,11.819,3272.2,,
78,11/2/2019 18:36,9.866,0,,
79,11/3/2019 0:36,8.978,0,,
80,11/3/2019 6:36,7.882,0,,
81,11/3/2019 12:36,11.625,3961.1,,
82,11/3/2019 18:36,9.472,0,,
83,11/4/2019 0:36,8.779,0,,
84,11/4/2019 6:36,8.382,0,,
85,11/4/2019 12:36,12.787,3616.7,,
86,11/4/2019 18:36,11.041,0,,
87,11/5/2019 0:36,10.944,0,,
88,11/5/2019 6:36,11.041,0,,
89,11/5/2019 12:36,14.9,4822.3,,
90,11/5/2019 18:36,12.207,0,,
91,11/6/2019 0:36,10.161,0,,
92,11/6/2019 6:36,8.879,0,,
93,11/6/2019 12:36,11.625,3788.9,,
94,11/6/2019 18:36,8.879,0,,
95,11/7/2019 0:36,8.779,0,,
96,11/7/2019 6:36,8.581,0,,
97,11/7/2019 12:36,14.325,4650,,
98,11/7/2019 18:36,12.013,0,,
99,11/8/2019 0:36,11.431,0,,
100,11/8/2019 6:36,11.041,0,,
101,11/8/2019 12:36,14.9,3616.7,,
102,11/8/2019 18:36,11.431,0,,
103,11/9/2019 0:36,11.041,0,,
104,11/9/2019 6:36,9.472,0,,
105,11/9/2019 12:36,12.013,3444.5,,
106,11/9/2019 18:36,9.373,0,,
107,11/10/2019 0:36,8.481,0,,
108,11/10/2019 6:36,8.382,0,,
109,11/10/2019 12:36,12.69,5166.7,,
110,11/10/2019 18:36,10.063,0,,
111,11/11/2019 0:36,7.782,0,,
112,11/11/2019 6:36,7.381,0,,
113,11/11/2019 12:36,11.334,3444.5,,
114,11/11/2019 18:36,10.259,0,,
115,11/12/2019 0:36,10.748,0,,
116,11/12/2019 6:36,9.275,0,,
117,11/12/2019 12:36,10.259,4477.8,,
118,11/12/2019 18:36,7.682,0,,
119,11/13/2019 0:36,6.877,0,,
120,11/13/2019 6:36,7.381,0,,
121,11/13/2019 12:36,11.431,3444.5,,
122,11/13/2019 18:36,10.553,0,,
123,11/14/2019 0:36,9.965,0,,
124,11/14/2019 6:36,9.965,0,,
125,11/14/2019 12:36,12.497,3616.7,,
126,11/14/2019 18:36,9.275,0,,
127,11/15/2019 0:36,8.082,0,,
128,11/15/2019 6:36,6.166,0,,
129,11/15/2019 12:36,6.775,1550,,
130,11/15/2019 18:36,5.962,0,,
131,11/16/2019 0:36,4.623,0,,
132,11/16/2019 6:36,3.261,0,,
133,11/16/2019 12:36,7.481,4650,,
134,11/16/2019 18:36,7.28,0,,
135,11/17/2019 0:36,7.179,0,,
136,11/17/2019 6:36,8.68,0,,
137,11/17/2019 12:36,10.063,4133.4,,
138,11/17/2019 18:36,7.983,0,,
139,11/18/2019 0:36,7.682,0,,
140,11/18/2019 6:36,7.882,0,,
141,11/18/2019 12:36,10.259,4305.6,,
142,11/18/2019 18:36,6.573,0,,
143,11/19/2019 0:36,3.998,0,,
144,11/19/2019 6:36,3.472,0,,
145,11/19/2019 12:36,4.727,1636.1,,
146,11/19/2019 18:36,3.261,0,,
147,11/20/2019 0:36,1.98,0,,
148,11/20/2019 6:36,1.439,0,,
149,11/20/2019 12:36,1.33,6200,,
150,11/20/2019 18:36,-0.213,0,,
151,11/21/2019 0:36,-0.437,0,,
152,11/21/2019 6:36,-0.774,0,,
153,11/21/2019 12:36,1.872,3616.7,,
154,11/21/2019 18:36,2.943,0,,
155,11/22/2019 0:36,2.41,0,,
156,11/22/2019 6:36,1.872,0,,
157,11/22/2019 12:36,5.141,5166.7,,
158,11/22/2019 18:36,3.683,0,,
159,11/23/2019 0:36,3.472,0,,
160,11/23/2019 6:36,3.788,0,,
161,11/23/2019 12:36,6.573,8266.7,,
162,11/23/2019 18:36,4.415,0,,
163,11/24/2019 0:36,3.683,0,,
164,11/24/2019 6:36,2.624,0,,
165,11/24/2019 12:36,3.893,4477.8,,
166,11/24/2019 18:36,0.453,0,,
167,11/25/2019 0:36,0.01,0,,
168,11/25/2019 6:36,-0.102,0,,
169,11/25/2019 12:36,0.232,527.4,,
170,11/25/2019 18:36,0.343,0,,
171,11/26/2019 0:36,0.343,0,,
172,11/26/2019 6:36,0.343,0,,
173,11/26/2019 12:36,0.453,0,,
174,11/26/2019 18:36,0.453,0,,
175,11/27/2019 0:36,0.453,0,,
