Plot Title: 10166291,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",End Of File
1,9/1/2019 3:00,13.461,0,2.58,
2,9/1/2019 9:00,16.808,3272.2,2.58,
3,9/1/2019 15:00,17.475,699.7,2.6,
4,9/1/2019 21:00,13.654,0,2.58,
5,9/2/2019 3:00,12.013,0,2.57,
6,9/2/2019 9:00,16.141,2411.1,2.58,
7,9/2/2019 15:00,18.426,710.4,2.6,
8,9/2/2019 21:00,14.613,0,2.58,
9,9/3/2019 3:00,13.558,0,2.58,
10,9/3/2019 9:00,17.57,2238.9,2.6,
11,9/3/2019 15:00,18.236,1377.8,2.6,
12,9/3/2019 21:00,14.517,0,2.58,
13,9/4/2019 3:00,13.365,0,2.58,
14,9/4/2019 9:00,18.616,2238.9,2.6,
15,9/4/2019 15:00,20.138,645.8,2.58,
16,9/4/2019 21:00,17.76,0,2.58,
17,9/5/2019 3:00,16.332,0,2.58,
18,9/5/2019 9:00,22.525,3961.1,2.6,
19,9/5/2019 15:00,19.282,731.9,2.6,
20,9/5/2019 21:00,16.141,0,2.58,
21,9/6/2019 3:00,14.613,0,2.58,
22,9/6/2019 9:00,16.713,1980.6,2.58,
23,9/6/2019 15:00,18.711,667.4,2.6,
24,9/6/2019 21:00,15.473,0,2.57,
25,9/7/2019 3:00,16.332,0,2.58,
26,9/7/2019 9:00,17.95,3961.1,2.58,
27,9/7/2019 15:00,13.076,656.6,2.57,
28,9/7/2019 21:00,10.161,0,2.55,
29,9/8/2019 3:00,8.779,0,2.57,
30,9/8/2019 9:00,8.779,3444.5,2.57,
31,9/8/2019 15:00,9.176,86.1,2.57,
32,9/8/2019 21:00,8.382,0,2.57,
33,9/9/2019 3:00,7.682,0,2.55,
34,9/9/2019 9:00,9.275,3100,2.57,
35,9/9/2019 15:00,8.282,129.2,2.57,
36,9/9/2019 21:00,7.682,0,2.57,
37,9/10/2019 3:00,7.28,0,2.55,
38,9/10/2019 9:00,9.077,2411.1,2.57,
39,9/10/2019 15:00,8.879,183,2.57,
40,9/10/2019 21:00,7.882,0,2.57,
41,9/11/2019 3:00,7.481,0,2.57,
42,9/11/2019 9:00,9.866,1345.5,2.57,
43,9/11/2019 15:00,10.846,409,2.57,
44,9/11/2019 21:00,9.866,0,2.57,
45,9/12/2019 3:00,9.866,0,2.57,
46,9/12/2019 9:00,12.207,1636.1,2.58,
47,9/12/2019 15:00,14.038,731.9,2.58,
48,9/12/2019 21:00,11.722,0,2.57,
49,9/13/2019 3:00,11.139,0,2.57,
50,9/13/2019 9:00,13.558,3444.5,2.58,
51,9/13/2019 15:00,14.038,602.8,2.58,
52,9/13/2019 21:00,12.11,0,2.57,
53,9/14/2019 3:00,11.041,0,2.57,
54,9/14/2019 9:00,14.421,1636.1,2.58,
55,9/14/2019 15:00,14.517,430.6,2.58,
56,9/14/2019 21:00,11.819,0,2.57,
57,9/15/2019 3:00,9.669,0,2.55,
58,9/15/2019 9:00,10.748,1636.1,2.57,
59,9/15/2019 15:00,7.782,129.2,2.55,
60,9/15/2019 21:00,6.674,0,2.55,
61,9/16/2019 3:00,5.962,0,2.55,
62,9/16/2019 9:00,6.471,2755.6,2.55,
63,9/16/2019 15:00,6.268,409,2.55,
64,9/16/2019 21:00,5.45,0,2.54,
65,9/17/2019 3:00,5.141,0,2.54,
66,9/17/2019 9:00,5.962,1119.5,2.55,
67,9/17/2019 15:00,7.481,215.3,2.55,
68,9/17/2019 21:00,6.471,0,2.55,
