Plot Title: 10169169,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,End Of File
1,10/14/2019 12:36,9.275,2927.8,2.87,,
2,10/14/2019 18:36,8.481,0,2.95,,
3,10/15/2019 0:36,8.978,0,2.97,,
4,10/15/2019 6:36,9.176,64.6,2.97,,
5,10/15/2019 12:36,11.528,3788.9,2.97,,
6,10/15/2019 18:36,10.357,0,2.95,,
7,10/16/2019 0:36,10.259,0,2.95,,
8,10/16/2019 6:36,8.282,107.6,2.93,,
9,10/16/2019 12:36,7.882,1377.8,2.93,,
10,10/16/2019 18:36,6.674,0,2.91,,
11,10/17/2019 0:36,5.347,0,2.89,,
12,10/17/2019 6:36,3.998,0,2.89,,
13,10/17/2019 12:36,3.683,742.7,2.89,,
14,10/17/2019 18:36,4.102,0,2.89,,
15,10/18/2019 0:36,3.155,0,2.89,,
16,10/18/2019 6:36,2.837,10.8,2.87,,
17,10/18/2019 12:36,4.727,2238.9,2.89,,
18,10/18/2019 18:36,3.998,0,2.89,,
19,10/19/2019 0:36,3.683,0,2.87,,
20,10/19/2019 6:36,2.517,0,2.85,,
21,10/19/2019 12:36,2.624,462.9,2.85,,
22,10/19/2019 18:36,2.195,0,2.85,,
23,10/20/2019 0:36,2.41,0,2.85,,
24,10/20/2019 6:36,2.303,10.8,2.83,,
25,10/20/2019 12:36,3.893,1894.5,2.85,,
26,10/20/2019 18:36,5.552,0,2.85,,
27,10/21/2019 0:36,4.831,0,2.85,,
28,10/21/2019 6:36,4.623,10.8,2.85,,
29,10/21/2019 12:36,7.179,4650,2.87,,
30,10/21/2019 18:36,6.775,0,2.87,,
31,10/22/2019 0:36,7.582,0,2.87,,
32,10/22/2019 6:36,7.882,21.5,2.87,,
33,10/22/2019 12:36,10.553,6200,2.85,,
34,10/22/2019 18:36,8.68,0,2.87,,
35,10/23/2019 0:36,6.268,0,2.85,,
36,10/23/2019 6:36,3.998,21.5,2.83,,
37,10/23/2019 12:36,8.382,4477.8,2.87,,
38,10/23/2019 18:36,7.782,0,2.85,,
39,10/24/2019 0:36,6.877,0,2.85,,
40,10/24/2019 6:36,6.978,10.8,2.83,,
41,10/24/2019 12:36,12.497,2755.6,2.85,,
42,10/24/2019 18:36,12.787,0,2.87,,
43,10/25/2019 0:36,12.497,0,2.87,,
44,10/25/2019 6:36,10.944,21.5,2.85,,
45,10/25/2019 12:36,12.013,3788.9,2.85,,
46,10/25/2019 18:36,9.077,0,2.87,,
47,10/26/2019 0:36,1.003,0,2.77,,
48,10/26/2019 6:36,0.232,10.8,2.75,Logged,
49,10/26/2019 12:36,3.367,4305.6,2.79,,
50,10/26/2019 18:36,0.893,0,2.75,,
51,10/27/2019 0:36,-0.213,0,2.74,,
52,10/27/2019 6:36,-0.774,0,2.74,,
53,10/27/2019 12:36,1.764,2927.8,2.75,,
54,10/27/2019 18:36,0.674,0,2.74,,
55,10/28/2019 0:36,0.453,0,2.74,,
56,10/28/2019 6:36,0.343,0,2.72,,
57,10/28/2019 12:36,3.683,2927.8,2.75,,
58,10/28/2019 18:36,1.112,0,2.74,,
59,10/29/2019 0:36,-0.549,0,2.72,,
60,10/29/2019 6:36,-5.496,0,2.65,,
61,10/29/2019 12:36,-0.549,2927.8,2.7,,
62,10/29/2019 18:36,-1.799,0,2.7,,
63,10/30/2019 0:36,-1.456,0,2.68,,
64,10/30/2019 6:36,-0.325,0,2.68,,
65,10/30/2019 12:36,4.623,2755.6,2.74,,
66,10/30/2019 18:36,4.102,0,2.74,,
67,10/31/2019 0:36,3.788,0,2.74,,
68,10/31/2019 6:36,3.788,0,2.74,,
69,10/31/2019 12:36,5.552,3100,2.74,,
70,10/31/2019 18:36,5.141,0,2.72,,
71,11/1/2019 0:36,5.141,0,2.72,,
72,11/1/2019 6:36,5.037,0,2.72,,
73,11/1/2019 12:36,8.481,2669.5,2.75,,
74,11/1/2019 18:36,6.775,0,2.75,,
75,11/2/2019 0:36,6.775,0,2.74,,
76,11/2/2019 6:36,7.882,0,2.75,,
77,11/2/2019 12:36,11.528,2669.5,2.77,,
78,11/2/2019 18:36,10.161,0,2.77,,
79,11/3/2019 0:36,9.275,0,2.77,,
80,11/3/2019 6:36,8.68,0,2.77,,
81,11/3/2019 12:36,10.944,2583.4,2.77,,
82,11/3/2019 18:36,9.768,0,2.75,,
83,11/4/2019 0:36,8.879,0,2.77,,
84,11/4/2019 6:36,8.879,0,2.77,,
85,11/4/2019 12:36,12.69,2583.4,2.77,,
86,11/4/2019 18:36,11.528,0,2.77,,
87,11/5/2019 0:36,11.431,0,2.77,,
88,11/5/2019 6:36,11.722,0,2.77,,
89,11/5/2019 12:36,14.804,3961.1,2.79,,
90,11/5/2019 18:36,11.916,0,2.77,,
91,11/6/2019 0:36,10.259,0,2.75,,
92,11/6/2019 6:36,8.779,0,2.75,,
93,11/6/2019 12:36,11.139,2669.5,2.75,,
94,11/6/2019 18:36,9.275,0,2.75,,
95,11/7/2019 0:36,8.68,0,2.75,,
96,11/7/2019 6:36,8.879,0,2.75,,
97,11/7/2019 12:36,13.076,2755.6,2.77,,
98,11/7/2019 18:36,12.207,0,2.75,,
99,11/8/2019 0:36,11.916,0,2.75,,
100,11/8/2019 6:36,11.819,0,2.75,,
101,11/8/2019 12:36,13.75,2583.4,2.77,,
102,11/8/2019 18:36,10.944,0,2.75,,
103,11/9/2019 0:36,10.553,0,2.74,,
104,11/9/2019 6:36,9.373,0,2.75,,
105,11/9/2019 12:36,11.431,2755.6,2.75,,
106,11/9/2019 18:36,8.779,0,2.74,,
107,11/10/2019 0:36,8.382,0,2.74,,
108,11/10/2019 6:36,8.282,0,2.74,,
109,11/10/2019 12:36,11.528,2669.5,2.74,,
