Plot Title: 10166305,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,End Of File
1,10/14/2019 18:36,7.28,0,2.93,,
2,10/15/2019 0:36,7.682,0,2.95,,
3,10/15/2019 6:36,7.682,64.6,2.95,,
4,10/15/2019 12:36,10.357,1894.5,2.95,,
5,10/15/2019 18:36,9.472,0,2.97,,
6,10/16/2019 0:36,9.275,0,2.95,,
7,10/16/2019 6:36,7.882,183,2.93,,
8,10/16/2019 12:36,7.882,742.7,2.93,,
9,10/16/2019 18:36,6.775,0,2.91,,
10,10/17/2019 0:36,5.141,0,2.87,,
11,10/17/2019 6:36,3.683,0,2.89,,
12,10/17/2019 12:36,3.472,645.8,2.89,,
13,10/17/2019 18:36,4.102,0,2.89,,
14,10/18/2019 0:36,2.943,0,2.87,,
15,10/18/2019 6:36,2.837,0,2.85,,
16,10/18/2019 12:36,4.311,2066.7,2.87,,
17,10/18/2019 18:36,3.893,0,2.85,,
18,10/19/2019 0:36,3.683,0,2.85,,
19,10/19/2019 6:36,2.088,0,2.83,,
20,10/19/2019 12:36,2.41,495.1,2.83,,
21,10/19/2019 18:36,2.303,0,2.81,,
22,10/20/2019 0:36,2.41,0,2.81,,
23,10/20/2019 6:36,2.517,10.8,2.81,,
24,10/20/2019 12:36,4.102,1162.5,2.83,,
25,10/20/2019 18:36,5.757,0,2.83,,
26,10/21/2019 0:36,4.831,0,2.81,,
27,10/21/2019 6:36,4.519,0,2.83,,
28,10/21/2019 12:36,7.179,2927.8,2.85,,
29,10/21/2019 18:36,6.978,0,2.85,,
30,10/22/2019 0:36,7.882,0,2.85,,
31,10/22/2019 6:36,8.182,21.5,2.85,,
32,10/22/2019 12:36,9.965,2755.6,2.85,,
33,10/22/2019 18:36,8.581,0,2.87,,
34,10/23/2019 0:36,6.37,0,2.83,,
35,10/23/2019 6:36,4.207,21.5,2.83,,
36,10/23/2019 12:36,6.573,2238.9,2.83,,
37,10/23/2019 18:36,6.573,0,2.83,,
38,10/24/2019 0:36,6.268,0,2.81,,
39,10/24/2019 6:36,6.268,10.8,2.81,,
40,10/24/2019 12:36,9.965,904.2,2.85,,
41,10/24/2019 18:36,11.041,0,2.85,,
42,10/25/2019 0:36,10.748,0,2.85,,
43,10/25/2019 6:36,9.768,10.8,2.85,,
44,10/25/2019 12:36,10.455,1248.6,2.85,,
45,10/25/2019 18:36,8.779,0,2.85,,
46,10/26/2019 0:36,1.656,0,2.77,,
47,10/26/2019 6:36,0.453,10.8,2.75,Logged,
48,10/26/2019 12:36,3.049,2152.8,2.77,,
49,10/26/2019 18:36,0.674,0,2.75,,
50,10/27/2019 0:36,-0.437,0,2.75,,
51,10/27/2019 6:36,-0.887,0,2.74,,
52,10/27/2019 12:36,0.563,947.2,2.74,,
53,10/27/2019 18:36,0.343,0,2.74,,
54,10/28/2019 0:36,0.343,0,2.72,,
55,10/28/2019 6:36,0.674,0,2.74,,
56,10/28/2019 12:36,2.088,1011.8,2.74,,
57,10/28/2019 18:36,1.112,0,2.74,,
58,10/29/2019 0:36,-0.549,0,2.74,,
59,10/29/2019 6:36,-5.125,0,2.67,,
60,10/29/2019 12:36,-2.145,990.3,2.7,,
61,10/29/2019 18:36,-3.316,0,2.68,,
62,10/30/2019 0:36,-2.727,0,2.68,,
63,10/30/2019 6:36,-1.456,0,2.7,,
64,10/30/2019 12:36,1.764,871.9,2.72,,
65,10/30/2019 18:36,2.517,0,2.72,,
66,10/31/2019 0:36,2.303,0,2.72,,
