Plot Title: 10166306,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",End Of File
1,2/8/2019 3:00,-2.03,0,2.67,
2,2/8/2019 9:00,-2.494,0,2.65,
3,2/8/2019 15:00,-2.145,3,2.65,
4,2/8/2019 21:00,-0.437,5,2.67,
5,2/9/2019 3:00,-1.341,0,2.67,
6,2/9/2019 9:00,-1.001,0,2.67,
7,2/9/2019 15:00,-1.228,1,2.67,
8,2/9/2019 21:00,-1.341,0,2.67,
9,2/10/2019 3:00,-1.684,0,2.67,
10,2/10/2019 9:00,-1.57,0,2.67,
11,2/10/2019 15:00,-0.887,0,2.67,
12,2/10/2019 21:00,-0.549,0,2.67,
13,2/11/2019 3:00,-0.774,0,2.67,
14,2/11/2019 9:00,-1.456,0,2.67,
15,2/11/2019 15:00,-1.914,0,2.67,
16,2/11/2019 21:00,-3.316,0,2.65,
17,2/12/2019 3:00,-3.079,0,2.65,
18,2/12/2019 9:00,-1.914,0,2.67,
19,2/12/2019 15:00,-0.887,0,2.67,
20,2/12/2019 21:00,-0.662,0,2.67,
21,2/13/2019 3:00,-0.437,0,2.67,
22,2/13/2019 9:00,-0.325,0,2.65,
23,2/13/2019 15:00,-0.213,0,2.65,
24,2/13/2019 21:00,-0.213,0,2.65,
25,2/14/2019 3:00,-0.102,0,2.65,
26,2/14/2019 9:00,-0.102,0,2.65,
27,2/14/2019 15:00,-0.102,0,2.65,
28,2/14/2019 21:00,0.01,0,2.65,
29,2/15/2019 3:00,0.121,0,2.65,
30,2/15/2019 9:00,0.121,0,2.65,
31,2/15/2019 15:00,0.121,0,2.65,
32,2/15/2019 21:00,0.121,0,2.65,
33,2/16/2019 3:00,0.121,0,2.65,
34,2/16/2019 9:00,0.121,0,2.65,
35,2/16/2019 15:00,0.121,0,2.65,
36,2/16/2019 21:00,0.121,0,2.65,
37,2/17/2019 3:00,0.121,0,2.65,
38,2/17/2019 9:00,0.121,0,2.65,
39,2/17/2019 15:00,0.121,0,2.65,
40,2/17/2019 21:00,0.121,0,2.65,
41,2/18/2019 3:00,0.121,0,2.65,
42,2/18/2019 9:00,0.121,0,2.65,
43,2/18/2019 15:00,0.121,0,2.65,
44,2/18/2019 21:00,0.121,0,2.65,
45,2/19/2019 3:00,0.121,0,2.65,
46,2/19/2019 9:00,0.121,0,2.65,
47,2/19/2019 15:00,0.121,0,2.65,
48,2/19/2019 21:00,0.121,0,2.65,
49,2/20/2019 3:00,0.121,0,2.65,
50,2/20/2019 9:00,0.121,0,2.65,
51,2/20/2019 15:00,0.121,0,2.65,
52,2/20/2019 21:00,0.121,0,2.65,
53,2/21/2019 3:00,0.121,0,2.65,
54,2/21/2019 9:00,0.121,0,2.65,
55,2/21/2019 15:00,0.121,0,2.65,
56,2/21/2019 21:00,0.121,0,2.65,
57,2/22/2019 3:00,0.121,0,2.65,
58,2/22/2019 9:00,0.121,0,2.65,
59,2/22/2019 15:00,0.121,0,2.65,
60,2/22/2019 21:00,0.121,0,2.65,
61,2/23/2019 3:00,0.121,0,2.65,
62,2/23/2019 9:00,0.121,0,2.65,
63,2/23/2019 15:00,0.121,0,2.65,
64,2/23/2019 21:00,0.121,0,2.65,
65,2/24/2019 3:00,0.121,0,2.65,
66,2/24/2019 9:00,0.121,0,2.65,
67,2/24/2019 15:00,0.121,0,2.65,
68,2/24/2019 21:00,0.121,0,2.65,
69,2/25/2019 3:00,0.01,0,2.65,
70,2/25/2019 9:00,0.01,0,2.65,
71,2/25/2019 15:00,0.01,0,2.65,
72,2/25/2019 21:00,0.01,0,2.65,
73,2/26/2019 3:00,0.01,0,2.65,
74,2/26/2019 9:00,0.01,0,2.65,
75,2/26/2019 15:00,0.121,0,2.65,
76,2/26/2019 21:00,0.121,0,2.65,
77,2/27/2019 3:00,0.01,0,2.65,
78,2/27/2019 9:00,0.121,0,2.65,
79,2/27/2019 15:00,0.121,0,2.65,
80,2/27/2019 21:00,0.121,0,2.65,
81,2/28/2019 3:00,0.01,0,2.65,
82,2/28/2019 9:00,0.121,0,2.65,
83,2/28/2019 15:00,0.121,0,2.65,
84,2/28/2019 21:00,0.121,0,2.65,
85,3/1/2019 3:00,0.121,0,2.65,
86,3/1/2019 9:00,0.121,0,2.65,
87,3/1/2019 15:00,0.121,0,2.65,
88,3/1/2019 21:00,0.121,0,2.65,
89,3/2/2019 3:00,0.121,0,2.65,
90,3/2/2019 9:00,0.121,0,2.65,
91,3/2/2019 15:00,0.121,0,2.65,
92,3/2/2019 21:00,0.121,0,2.65,
93,3/3/2019 3:00,0.121,0,2.65,
94,3/3/2019 9:00,0.121,0,2.65,
95,3/3/2019 15:00,0.121,0,2.65,
96,3/3/2019 21:00,0.121,0,2.65,
97,3/4/2019 3:00,0.121,0,2.65,
98,3/4/2019 9:00,0.121,0,2.65,
99,3/4/2019 15:00,0.121,0,2.65,
