Plot Title: 10760648,,,,,
#,"Date Time, GMT-07:00","Temp, °C","Intensity, lum/ft²",Bad Battery,End Of File
1,2/7/2019 21:00,-0.325,1,,
2,2/8/2019 3:00,-0.213,2,,
3,2/8/2019 9:00,-0.325,0,,
4,2/8/2019 15:00,-0.437,0,,
5,2/8/2019 21:00,-0.437,1,,
6,2/9/2019 3:00,0.01,5,,
7,2/9/2019 9:00,-0.102,0,,
8,2/9/2019 15:00,-0.213,0,,
9,2/9/2019 21:00,-0.102,1,,
10,2/10/2019 3:00,-0.102,1,,
11,2/10/2019 9:00,-0.102,0,,
12,2/10/2019 15:00,-0.102,0,,
13,2/10/2019 21:00,-0.102,0,,
14,2/11/2019 3:00,-0.102,0,,
15,2/11/2019 9:00,-0.213,0,,
16,2/11/2019 15:00,-0.213,0,,
17,2/11/2019 21:00,-0.325,0,,
18,2/12/2019 3:00,-0.325,0,,
19,2/12/2019 9:00,-0.325,0,,
20,2/12/2019 15:00,-0.325,0,,
21,2/12/2019 21:00,-0.213,0,,
22,2/13/2019 3:00,-0.102,0,,
23,2/13/2019 9:00,-0.102,0,,
24,2/13/2019 15:00,0.01,0,,
25,2/13/2019 21:00,0.01,0,,
26,2/14/2019 3:00,0.01,0,,
27,2/14/2019 9:00,0.01,0,,
28,2/14/2019 15:00,0.01,0,,
29,2/14/2019 21:00,0.121,0,,
30,2/15/2019 3:00,0.121,0,,
31,2/15/2019 9:00,0.121,0,,
32,2/15/2019 15:00,0.121,0,,
33,2/15/2019 21:00,0.121,0,,
34,2/16/2019 3:00,0.121,0,,
35,2/16/2019 9:00,0.121,0,,
36,2/16/2019 15:00,0.121,0,,
37,2/16/2019 21:00,0.121,0,,
38,2/17/2019 3:00,0.121,0,,
39,2/17/2019 9:00,0.121,0,,
40,2/17/2019 15:00,0.121,0,,
41,2/17/2019 21:00,0.121,0,,
42,2/18/2019 3:00,0.121,0,,
43,2/18/2019 9:00,0.121,0,,
44,2/18/2019 15:00,0.121,0,,
45,2/18/2019 21:00,0.121,0,,
46,2/19/2019 3:00,0.121,0,,
47,2/19/2019 9:00,0.121,0,,
48,2/19/2019 15:00,0.121,0,,
49,2/19/2019 21:00,0.121,0,,
50,2/20/2019 3:00,0.121,0,,
51,2/20/2019 9:00,0.121,0,,
52,2/20/2019 15:00,0.121,0,,
53,2/20/2019 21:00,0.121,0,,
54,2/21/2019 3:00,0.121,0,,
55,2/21/2019 9:00,0.121,0,,
56,2/21/2019 15:00,0.121,0,,
57,2/21/2019 21:00,0.121,0,,
58,2/22/2019 3:00,0.121,0,,
59,2/22/2019 9:00,0.121,0,,
60,2/22/2019 15:00,0.121,0,,
61,2/22/2019 21:00,0.121,0,,
62,2/23/2019 3:00,0.121,0,,
63,2/23/2019 9:00,0.121,0,,
64,2/23/2019 15:00,0.121,0,,
65,2/23/2019 21:00,0.121,0,,
66,2/24/2019 3:00,0.121,0,,
67,2/24/2019 9:00,0.121,0,,
68,2/24/2019 15:00,0.121,0,,
69,2/24/2019 21:00,0.121,0,,
70,2/25/2019 3:00,0.121,0,,
71,2/25/2019 9:00,0.121,0,,
72,2/25/2019 15:00,0.121,0,,
73,2/25/2019 21:00,0.121,0,,
74,2/26/2019 3:00,0.121,0,,
75,2/26/2019 9:00,0.121,0,,
76,2/26/2019 15:00,0.121,0,,
77,2/26/2019 21:00,0.121,0,,
78,2/27/2019 3:00,0.121,0,,
79,2/27/2019 9:00,0.121,0,,
80,2/27/2019 15:00,0.121,0,,
81,2/27/2019 21:00,0.121,0,,
82,2/28/2019 3:00,0.121,0,,
83,2/28/2019 9:00,0.121,0,,
84,2/28/2019 15:00,0.121,0,,
85,2/28/2019 21:00,0.121,0,,
86,3/1/2019 3:00,0.121,0,,
87,3/1/2019 9:00,0.121,0,,
88,3/1/2019 15:00,0.121,0,,
89,3/1/2019 21:00,0.121,0,,
90,3/2/2019 3:00,0.121,0,,
91,3/2/2019 9:00,0.121,0,,
92,3/2/2019 15:00,0.121,0,,
93,3/2/2019 21:00,0.121,0,,
94,3/3/2019 3:00,0.121,0,,
95,3/3/2019 9:00,0.121,0,,
96,3/3/2019 15:00,0.121,0,,
97,3/3/2019 21:00,0.232,0,,
98,3/4/2019 3:00,0.121,0,,
99,3/4/2019 9:00,0.121,0,,
100,3/4/2019 15:00,0.121,0,,
101,3/4/2019 21:00,0.121,0,,
102,3/5/2019 3:00,0.121,0,,
103,3/5/2019 9:00,0.121,0,,
104,3/5/2019 15:00,0.121,0,,
105,3/5/2019 21:00,0.121,0,,
106,3/6/2019 3:00,0.121,0,,
107,3/6/2019 9:00,0.121,0,,
108,3/6/2019 15:00,0.121,0,,
109,3/6/2019 21:00,0.121,0,,
110,3/7/2019 3:00,0.121,0,,
111,3/7/2019 9:00,0.121,0,,
112,3/7/2019 15:00,0.121,0,,
113,3/7/2019 21:00,0.121,0,,
114,3/8/2019 3:00,0.121,0,,
115,3/8/2019 9:00,0.121,0,,
116,3/8/2019 15:00,0.232,0,,
117,3/8/2019 21:00,0.232,0,,
118,3/9/2019 3:00,0.232,0,,
119,3/9/2019 9:00,0.121,0,,
120,3/9/2019 15:00,0.232,0,,
121,3/9/2019 21:00,0.232,0,,
122,3/10/2019 3:00,0.232,0,,
123,3/10/2019 9:00,0.121,0,,
124,3/10/2019 15:00,0.121,0,,
125,3/10/2019 21:00,0.121,0,,
126,3/11/2019 3:00,0.121,0,,
127,3/11/2019 9:00,0.232,0,,
128,3/11/2019 15:00,0.121,0,,
129,3/11/2019 21:00,0.232,0,,
130,3/12/2019 3:00,0.121,0,,
131,3/12/2019 9:00,0.121,0,,
132,3/12/2019 15:00,0.121,0,,
133,3/12/2019 21:00,0.232,0,,
134,3/13/2019 3:00,0.121,0,,
135,3/13/2019 9:00,0.121,0,,
136,3/13/2019 15:00,0.121,0,,
137,3/13/2019 21:00,0.121,0,,
138,3/14/2019 3:00,0.121,0,,
139,3/14/2019 9:00,0.121,0,,
140,3/14/2019 15:00,0.121,0,,
141,3/14/2019 21:00,0.121,0,,
142,3/15/2019 3:00,0.121,0,,
143,3/15/2019 9:00,0.121,0,,
144,3/15/2019 15:00,0.121,0,,
145,3/15/2019 21:00,0.121,0,,
146,3/16/2019 3:00,0.121,0,,
147,3/16/2019 9:00,0.121,0,,
148,3/16/2019 15:00,0.121,0,,
149,3/16/2019 21:00,0.121,0,,
150,3/17/2019 3:00,0.121,0,,
151,3/17/2019 9:00,0.121,0,,
152,3/17/2019 15:00,0.121,0,,
153,3/17/2019 21:00,0.121,0,,
154,3/18/2019 3:00,0.121,0,,
155,3/18/2019 9:00,0.121,0,,
156,3/18/2019 15:00,0.232,0,,
157,3/18/2019 21:00,0.121,0,,
158,3/19/2019 3:00,0.121,0,,
159,3/19/2019 9:00,0.232,0,,
160,3/19/2019 15:00,0.232,0,,
161,3/19/2019 21:00,0.121,0,,
162,3/20/2019 3:00,0.121,0,,
163,3/20/2019 9:00,0.121,0,,
164,3/20/2019 15:00,0.121,0,,
165,3/20/2019 21:00,0.121,0,,
166,3/21/2019 3:00,0.121,0,,
167,3/21/2019 9:00,0.121,0,,
168,3/21/2019 15:00,0.121,0,,
169,3/21/2019 21:00,0.121,0,,
170,3/22/2019 3:00,0.121,0,,
171,3/22/2019 9:00,0.121,0,,
172,3/22/2019 15:00,0.121,0,,
173,3/22/2019 21:00,0.121,0,,
174,3/23/2019 3:00,0.232,0,,
175,3/23/2019 9:00,0.121,0,,
176,3/23/2019 15:00,0.121,0,,
177,3/23/2019 21:00,0.121,0,,
178,3/24/2019 3:00,0.121,0,,
179,3/24/2019 9:00,0.121,0,,
180,3/24/2019 15:00,0.121,0,,
181,3/24/2019 21:00,0.121,0,,
182,3/25/2019 3:00,0.121,0,,
183,3/25/2019 9:00,0.121,0,,
184,3/25/2019 15:00,0.121,0,,
185,3/25/2019 21:00,0.121,0,,
186,3/26/2019 3:00,0.121,0,,
187,3/26/2019 9:00,0.121,0,,
188,3/26/2019 15:00,0.121,0,,
189,3/26/2019 21:00,0.121,0,,
190,3/27/2019 3:00,0.121,0,,
191,3/27/2019 9:00,0.121,0,,
192,3/27/2019 15:00,0.121,0,,
193,3/27/2019 21:00,0.121,0,,
194,3/28/2019 3:00,0.121,0,,
195,3/28/2019 9:00,0.121,0,,
196,3/28/2019 15:00,0.121,0,,
197,3/28/2019 21:00,0.121,0,,
198,3/29/2019 3:00,0.121,0,,
199,3/29/2019 9:00,0.121,0,,
200,3/29/2019 15:00,0.121,0,,
201,3/29/2019 21:00,0.121,0,,
202,3/30/2019 3:00,0.121,0,,
203,3/30/2019 9:00,0.121,0,,
204,3/30/2019 15:00,0.121,0,,
205,3/30/2019 21:00,0.121,0,,
206,3/31/2019 3:00,0.121,0,,
207,3/31/2019 9:00,0.121,0,,
208,3/31/2019 15:00,0.121,0,,
209,3/31/2019 21:00,0.121,0,,
210,4/1/2019 3:00,0.121,0,,
211,4/1/2019 9:00,0.121,0,,
212,4/1/2019 15:00,0.121,0,,
213,4/1/2019 21:00,0.121,0,,
214,4/2/2019 3:00,0.121,0,,
215,4/2/2019 9:00,0.121,0,,
216,4/2/2019 15:00,0.121,0,,
217,4/2/2019 21:00,0.121,0,,
218,4/3/2019 3:00,0.121,0,,
219,4/3/2019 9:00,0.121,0,,
220,4/3/2019 15:00,0.121,0,,
221,4/3/2019 21:00,0.121,0,,
222,4/4/2019 3:00,0.121,0,,
223,4/4/2019 9:00,0.121,0,,
224,4/4/2019 15:00,0.121,0,,
225,4/4/2019 21:00,0.121,0,,
226,4/5/2019 3:00,0.121,0,,
227,4/5/2019 9:00,0.121,0,,
228,4/5/2019 15:00,0.121,0,,
229,4/5/2019 21:00,0.121,0,,
230,4/6/2019 3:00,0.121,0,,
231,4/6/2019 9:00,0.121,0,,
232,4/6/2019 15:00,0.121,0,,
233,4/6/2019 21:00,0.121,0,,
234,4/7/2019 3:00,0.121,0,Logged,
235,4/7/2019 9:00,0.121,0,,
236,4/7/2019 15:00,0.121,0,,
237,4/7/2019 21:00,0.121,0,,
238,4/8/2019 3:00,0.121,0,,
239,4/8/2019 9:00,0.121,0,,
240,4/8/2019 15:00,0.121,0,,
241,4/8/2019 21:00,0.121,0,,
242,4/9/2019 3:00,0.121,0,,
243,4/9/2019 9:00,0.121,0,,
244,4/9/2019 15:00,0.121,0,,
245,4/9/2019 21:00,0.121,0,,
246,4/10/2019 3:00,0.121,0,,
247,4/10/2019 9:00,0.121,0,,
248,4/10/2019 15:00,0.121,0,,
249,4/10/2019 21:00,0.121,0,,
250,4/11/2019 3:00,0.121,0,,
251,4/11/2019 9:00,0.121,0,,
252,4/11/2019 15:00,0.121,0,,
253,4/11/2019 21:00,0.121,0,,
254,4/12/2019 3:00,0.121,0,,
255,4/12/2019 9:00,0.121,0,,
256,4/12/2019 15:00,0.121,0,,
257,4/12/2019 21:00,0.121,0,,
258,4/13/2019 3:00,0.121,0,,
259,4/13/2019 9:00,0.121,0,,
260,4/13/2019 15:00,0.121,0,,
261,4/13/2019 21:00,0.121,0,,
262,4/14/2019 3:00,0.121,0,,
263,4/14/2019 9:00,0.121,0,,
264,4/14/2019 15:00,0.121,0,,
265,4/14/2019 21:00,0.121,0,,
266,4/15/2019 3:00,0.121,0,,
267,4/15/2019 9:00,0.121,0,,
268,4/15/2019 15:00,0.121,0,,
269,4/15/2019 21:00,0.121,0,,
270,4/16/2019 3:00,0.121,0,,
271,4/16/2019 9:00,0.121,0,,
272,4/16/2019 15:00,0.121,0,,
273,4/16/2019 21:00,0.121,0,,
274,4/17/2019 3:00,0.121,0,,
275,4/17/2019 9:00,0.121,0,,
276,4/17/2019 15:00,0.121,0,,
277,4/17/2019 21:00,0.121,0,,
278,4/18/2019 3:00,0.121,0,,
279,4/18/2019 9:00,0.121,0,,
280,4/18/2019 15:00,0.121,0,,
281,4/18/2019 21:00,0.121,0,,
282,4/19/2019 3:00,0.121,0,,
283,4/19/2019 9:00,0.121,0,,
284,4/19/2019 15:00,0.121,0,,
285,4/19/2019 21:00,0.121,0,,
286,4/20/2019 3:00,0.121,0,,
287,4/20/2019 9:00,0.121,0,,
288,4/20/2019 15:00,0.121,0,,
289,4/20/2019 21:00,0.121,0,,
290,4/21/2019 3:00,0.121,0,,
291,4/21/2019 9:00,0.121,0,,
292,4/21/2019 15:00,0.121,0,,
293,4/21/2019 21:00,0.121,0,,
294,4/22/2019 3:00,0.121,0,,
295,4/22/2019 9:00,0.121,0,,
296,4/22/2019 15:00,0.121,0,,
297,4/22/2019 21:00,0.121,1,,
298,4/23/2019 3:00,0.232,4,,
299,4/23/2019 9:00,0.232,0,,
300,4/23/2019 15:00,0.232,0,,
301,4/23/2019 21:00,0.232,3,,
302,4/24/2019 3:00,0.343,24,,
303,4/24/2019 9:00,1.221,0,,
304,4/24/2019 15:00,3.261,0,,
305,4/24/2019 21:00,4.102,16,,
306,4/25/2019 3:00,6.166,22,,
307,4/25/2019 9:00,5.757,0,,
308,4/25/2019 15:00,5.141,0,,
309,4/25/2019 21:00,4.311,14,,
310,4/26/2019 3:00,8.581,128,,
311,4/26/2019 9:00,5.655,0,,
312,4/26/2019 15:00,4.102,0,,
313,4/26/2019 21:00,4.415,23,,
314,4/27/2019 3:00,10.748,176,,
315,4/27/2019 9:00,6.166,0,,
316,4/27/2019 15:00,4.519,0,,
317,4/27/2019 21:00,3.367,27,,
318,4/28/2019 3:00,8.481,192,,
319,4/28/2019 9:00,4.831,0,,
320,4/28/2019 15:00,3.261,0,,
321,4/28/2019 21:00,2.195,39,,
322,4/29/2019 3:00,5.757,184,,
323,4/29/2019 9:00,1.98,0,,
324,4/29/2019 15:00,-0.325,0,,
325,4/29/2019 21:00,0.01,21,,
326,4/30/2019 3:00,6.268,480,,
327,4/30/2019 9:00,2.943,0,,
328,4/30/2019 15:00,0.784,0,,
329,4/30/2019 21:00,1.112,21,,
330,5/1/2019 3:00,6.573,272,,
331,5/1/2019 9:00,3.155,0,,
332,5/1/2019 15:00,1.764,0,,
333,5/1/2019 21:00,1.003,21,,
334,5/2/2019 3:00,6.268,78,,
335,5/2/2019 9:00,4.102,0,,
336,5/2/2019 15:00,2.517,0,,
337,5/2/2019 21:00,2.943,56,,
338,5/3/2019 3:00,9.965,464,,
339,5/3/2019 9:00,4.519,0,,
340,5/3/2019 15:00,1.33,0,,
341,5/3/2019 21:00,1.112,64,,
342,5/4/2019 3:00,9.866,336,,
343,5/4/2019 9:00,5.552,0,,
