Plot Title: 10166265,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Stopped,End Of File
1,2/6/2019 21:00,-0.662,0,2.7,,,
2,2/7/2019 3:00,-0.549,0,2.7,,,
3,2/7/2019 9:00,-0.437,0,2.7,,,
4,2/7/2019 15:00,-0.437,0,2.7,,,
5,2/7/2019 21:00,-0.662,0,2.7,,,
6,2/8/2019 3:00,-0.887,0,2.7,,,
7,2/8/2019 9:00,-0.887,0,2.7,,,
8,2/8/2019 15:00,-0.662,0,2.7,,,
9,2/8/2019 21:00,-0.662,0,2.7,,,
10,2/9/2019 3:00,-0.437,0,2.7,,,
11,2/9/2019 9:00,-0.325,0,2.68,,,
12,2/9/2019 15:00,-0.213,0,2.68,,,
13,2/9/2019 21:00,-0.213,0,2.68,,,
14,2/10/2019 3:00,-0.102,0,2.68,,,
15,2/10/2019 9:00,-0.102,0,2.68,,,
16,2/10/2019 15:00,-0.102,0,2.68,,,
17,2/10/2019 21:00,-0.102,0,2.68,,,
18,2/11/2019 3:00,-0.102,0,2.68,,,
19,2/11/2019 9:00,0.01,0,2.68,,,
20,2/11/2019 15:00,0.01,0,2.68,,,
21,2/11/2019 21:00,0.121,0,2.68,,,
22,2/12/2019 3:00,0.121,0,2.68,,,
23,2/12/2019 9:00,0.121,0,2.68,,,
24,2/12/2019 15:00,0.121,0,2.68,,,
25,2/12/2019 21:00,0.121,0,2.68,,,
26,2/13/2019 3:00,0.121,0,2.68,,,
27,2/13/2019 9:00,0.121,0,2.68,,,
28,2/13/2019 15:00,0.121,0,2.68,,,
29,2/13/2019 21:00,0.121,0,2.68,,,
30,2/14/2019 3:00,0.121,0,2.68,,,
31,2/14/2019 9:00,0.121,0,2.68,,,
32,2/14/2019 15:00,0.121,0,2.68,,,
33,2/14/2019 21:00,0.121,0,2.68,,,
34,2/15/2019 3:00,0.121,0,2.68,,,
35,2/15/2019 9:00,0.121,0,2.68,,,
36,2/15/2019 15:00,0.121,0,2.68,,,
37,2/15/2019 21:00,0.121,0,2.68,,,
38,2/16/2019 3:00,0.121,0,2.68,,,
39,2/16/2019 9:00,0.121,0,2.68,,,
40,2/16/2019 15:00,0.121,0,2.68,,,
41,2/16/2019 21:00,0.01,0,2.68,,,
42,2/17/2019 3:00,0.121,0,2.68,,,
43,2/17/2019 9:00,0.121,0,2.68,,,
44,2/17/2019 15:00,0.121,0,2.68,,,
