Plot Title: 10169129,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,End Of File
1,2/7/2019 21:00,-1.341,0,2.6,Logged,
2,2/8/2019 3:00,-1.57,0,2.6,,
3,2/8/2019 9:00,-1.341,2,2.6,,
4,2/8/2019 15:00,-0.213,8,2.58,,
5,2/8/2019 21:00,-0.774,0,2.6,,
6,2/9/2019 3:00,-0.774,0,2.6,,
7,2/9/2019 9:00,-0.662,2,2.6,,
8,2/9/2019 15:00,-0.549,0,2.6,,
9,2/9/2019 21:00,-0.549,0,2.6,,
10,2/10/2019 3:00,-0.437,0,2.6,,
11,2/10/2019 9:00,-0.325,0,2.58,,
12,2/10/2019 15:00,-0.325,0,2.58,,
13,2/10/2019 21:00,-0.437,0,2.6,,
14,2/11/2019 3:00,-0.662,0,2.6,,
15,2/11/2019 9:00,-0.662,0,2.6,,
16,2/11/2019 15:00,-0.662,0,2.6,,
17,2/11/2019 21:00,-0.549,0,2.6,,
18,2/12/2019 3:00,-0.437,0,2.6,,
19,2/12/2019 9:00,-0.325,0,2.58,,
20,2/12/2019 15:00,-0.213,0,2.58,,
21,2/12/2019 21:00,-0.102,0,2.58,,
22,2/13/2019 3:00,-0.102,0,2.58,,
23,2/13/2019 9:00,-0.102,0,2.58,,
24,2/13/2019 15:00,0.01,0,2.58,,
25,2/13/2019 21:00,0.01,0,2.58,,
26,2/14/2019 3:00,0.01,0,2.58,,
27,2/14/2019 9:00,0.01,0,2.58,,
28,2/14/2019 15:00,0.01,0,2.58,,
29,2/14/2019 21:00,0.121,0,2.58,,
30,2/15/2019 3:00,0.121,0,2.58,,
31,2/15/2019 9:00,0.121,0,2.58,,
32,2/15/2019 15:00,0.121,0,2.58,,
33,2/15/2019 21:00,0.121,0,2.58,,
34,2/16/2019 3:00,0.121,0,2.58,,
35,2/16/2019 9:00,0.121,0,2.58,,
36,2/16/2019 15:00,0.121,0,2.58,,
37,2/16/2019 21:00,0.121,0,2.58,,
38,2/17/2019 3:00,0.121,0,2.58,,
39,2/17/2019 9:00,0.121,0,2.58,,
40,2/17/2019 15:00,0.121,0,2.58,,
41,2/17/2019 21:00,0.121,0,2.58,,
42,2/18/2019 3:00,0.121,0,2.58,,
43,2/18/2019 9:00,0.121,0,2.58,,
44,2/18/2019 15:00,0.121,0,2.58,,
45,2/18/2019 21:00,0.121,0,2.58,,
46,2/19/2019 3:00,0.121,0,2.58,,
47,2/19/2019 9:00,0.121,0,2.58,,
48,2/19/2019 15:00,0.121,0,2.58,,
49,2/19/2019 21:00,0.121,0,2.58,,
50,2/20/2019 3:00,0.121,0,2.58,,
51,2/20/2019 9:00,0.121,0,2.58,,
52,2/20/2019 15:00,0.121,0,2.58,,
53,2/20/2019 21:00,0.121,0,2.58,,
54,2/21/2019 3:00,0.121,0,2.58,,
55,2/21/2019 9:00,0.121,0,2.58,,
56,2/21/2019 15:00,0.121,0,2.58,,
57,2/21/2019 21:00,0.121,0,2.58,,
58,2/22/2019 3:00,0.121,0,2.58,,
59,2/22/2019 9:00,0.121,0,2.58,,
60,2/22/2019 15:00,0.121,0,2.58,,
61,2/22/2019 21:00,0.121,0,2.58,,
62,2/23/2019 3:00,0.121,0,2.58,,
63,2/23/2019 9:00,0.121,0,2.58,,
64,2/23/2019 15:00,0.121,0,2.58,,
65,2/23/2019 21:00,0.121,0,2.58,,
66,2/24/2019 3:00,0.121,0,2.58,,
67,2/24/2019 9:00,0.121,0,2.58,,
68,2/24/2019 15:00,0.121,0,2.58,,
69,2/24/2019 21:00,0.121,0,2.58,,
70,2/25/2019 3:00,0.121,0,2.58,,
71,2/25/2019 9:00,0.121,0,2.58,,
72,2/25/2019 15:00,0.121,0,2.58,,
73,2/25/2019 21:00,0.121,0,2.58,,
74,2/26/2019 3:00,0.232,0,2.58,,
75,2/26/2019 9:00,0.121,0,2.58,,
76,2/26/2019 15:00,0.121,0,2.58,,
77,2/26/2019 21:00,0.232,0,2.58,,
78,2/27/2019 3:00,0.232,0,2.58,,
79,2/27/2019 9:00,0.232,0,2.58,,
80,2/27/2019 15:00,0.232,0,2.58,,
81,2/27/2019 21:00,0.232,0,2.58,,
82,2/28/2019 3:00,0.232,0,2.58,,
83,2/28/2019 9:00,0.232,0,2.58,,
84,2/28/2019 15:00,0.232,0,2.58,,
85,2/28/2019 21:00,0.232,0,2.58,,
86,3/1/2019 3:00,0.232,0,2.58,,
87,3/1/2019 9:00,0.232,0,2.58,,
88,3/1/2019 15:00,0.232,0,2.58,,
89,3/1/2019 21:00,0.232,0,2.58,,
90,3/2/2019 3:00,0.232,0,2.58,,
91,3/2/2019 9:00,0.232,0,2.58,,
92,3/2/2019 15:00,0.232,0,2.58,,
93,3/2/2019 21:00,0.232,0,2.58,,
94,3/3/2019 3:00,0.232,0,2.58,,
95,3/3/2019 9:00,0.232,0,2.58,,
96,3/3/2019 15:00,0.232,0,2.58,,
97,3/3/2019 21:00,0.232,0,2.58,,
98,3/4/2019 3:00,0.232,0,2.58,,
99,3/4/2019 9:00,0.232,0,2.58,,
100,3/4/2019 15:00,0.232,0,2.58,,
101,3/4/2019 21:00,0.232,0,2.58,,
102,3/5/2019 3:00,0.232,0,2.58,,
103,3/5/2019 9:00,0.232,0,2.58,,
104,3/5/2019 15:00,0.232,0,2.58,,
105,3/5/2019 21:00,0.232,0,2.58,,
106,3/6/2019 3:00,0.232,0,2.58,,
107,3/6/2019 9:00,0.232,0,2.58,,
108,3/6/2019 15:00,0.232,0,2.58,,
109,3/6/2019 21:00,0.343,0,2.58,,
110,3/7/2019 3:00,0.232,0,2.58,,
111,3/7/2019 9:00,0.232,0,2.58,,
112,3/7/2019 15:00,0.343,0,2.58,,
113,3/7/2019 21:00,0.232,0,2.58,,
114,3/8/2019 3:00,0.232,0,2.58,,
115,3/8/2019 9:00,0.343,0,2.58,,
116,3/8/2019 15:00,0.232,0,2.58,,
117,3/8/2019 21:00,0.343,0,2.58,,
118,3/9/2019 3:00,0.343,0,2.58,,
119,3/9/2019 9:00,0.343,0,2.58,,
120,3/9/2019 15:00,0.343,0,2.58,,
121,3/9/2019 21:00,0.343,0,2.58,,
122,3/10/2019 3:00,0.343,0,2.58,,
123,3/10/2019 9:00,0.343,0,2.58,,
124,3/10/2019 15:00,0.343,0,2.58,,
125,3/10/2019 21:00,0.343,0,2.58,,
126,3/11/2019 3:00,0.343,0,2.58,,
127,3/11/2019 9:00,0.343,0,2.58,,
128,3/11/2019 15:00,0.343,0,2.58,,
129,3/11/2019 21:00,0.343,0,2.58,,
130,3/12/2019 3:00,0.343,0,2.58,,
131,3/12/2019 9:00,0.343,0,2.58,,
132,3/12/2019 15:00,0.343,0,2.58,,
133,3/12/2019 21:00,0.343,0,2.58,,
134,3/13/2019 3:00,0.343,0,2.58,,
135,3/13/2019 9:00,0.343,0,2.58,,
136,3/13/2019 15:00,0.343,0,2.58,,
137,3/13/2019 21:00,0.343,0,2.58,,
138,3/14/2019 3:00,0.343,0,2.58,,
139,3/14/2019 9:00,0.343,0,2.58,,
140,3/14/2019 15:00,0.343,0,2.57,,
141,3/14/2019 21:00,0.343,0,2.58,,
142,3/15/2019 3:00,0.343,0,2.57,,
143,3/15/2019 9:00,0.343,0,2.57,,
144,3/15/2019 15:00,0.343,0,2.58,,
145,3/15/2019 21:00,0.343,0,2.57,,
146,3/16/2019 3:00,0.343,0,2.57,,
147,3/16/2019 9:00,0.343,0,2.57,,
148,3/16/2019 15:00,0.232,0,2.57,,
149,3/16/2019 21:00,0.343,0,2.57,,
150,3/17/2019 3:00,0.232,0,2.57,,
151,3/17/2019 9:00,0.232,0,2.57,,
152,3/17/2019 15:00,0.232,0,2.57,,
153,3/17/2019 21:00,0.232,0,2.57,,
154,3/18/2019 3:00,0.232,0,2.57,,
155,3/18/2019 9:00,0.232,0,2.57,,
156,3/18/2019 15:00,0.232,0,2.57,,
157,3/18/2019 21:00,0.232,0,2.57,,
158,3/19/2019 3:00,0.232,0,2.57,,
159,3/19/2019 9:00,0.232,0,2.57,,
160,3/19/2019 15:00,0.232,0,2.57,,
161,3/19/2019 21:00,0.232,0,2.57,,
162,3/20/2019 3:00,0.232,0,2.57,,
163,3/20/2019 9:00,0.232,0,2.57,,
164,3/20/2019 15:00,0.232,0,2.57,,
165,3/20/2019 21:00,0.232,0,2.57,,
166,3/21/2019 3:00,0.232,0,2.57,,
167,3/21/2019 9:00,0.232,0,2.57,,
168,3/21/2019 15:00,0.232,0,2.57,,
169,3/21/2019 21:00,0.232,0,2.57,,
170,3/22/2019 3:00,0.232,0,2.57,,
171,3/22/2019 9:00,0.232,0,2.57,,
172,3/22/2019 15:00,0.232,0,2.57,,
173,3/22/2019 21:00,0.232,0,2.57,,
174,3/23/2019 3:00,0.232,0,2.57,,
175,3/23/2019 9:00,0.232,0,2.57,,
176,3/23/2019 15:00,0.232,0,2.57,,
177,3/23/2019 21:00,0.232,0,2.57,,
178,3/24/2019 3:00,0.232,0,2.57,,
179,3/24/2019 9:00,0.232,0,2.57,,
180,3/24/2019 15:00,0.232,0,2.57,,
181,3/24/2019 21:00,0.232,0,2.57,,
