"Plot Title: 20400441"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, Lux","End Of File"
282,11/04/19 09:00:00 PM,7.782,0.0,
283,11/05/19 03:00:00 AM,7.682,0.0,
284,11/05/19 09:00:00 AM,8.282,1367.0,
285,11/05/19 03:00:00 PM,12.594,5511.1,
286,11/05/19 09:00:00 PM,8.282,0.0,
287,11/06/19 03:00:00 AM,6.978,0.0,
288,11/06/19 09:00:00 AM,5.757,753.5,
289,11/06/19 03:00:00 PM,7.682,1722.2,
290,11/06/19 09:00:00 PM,5.347,0.0,
291,11/07/19 03:00:00 AM,4.727,0.0,
292,11/07/19 09:00:00 AM,5.962,1141.0,
293,11/07/19 03:00:00 PM,9.768,2238.9,
294,11/07/19 09:00:00 PM,8.382,0.0,
295,11/08/19 03:00:00 AM,8.282,0.0,
296,11/08/19 09:00:00 AM,8.481,828.8,
297,11/08/19 03:00:00 PM,10.553,1463.9,
298,11/08/19 09:00:00 PM,8.082,0.0,
299,11/09/19 03:00:00 AM,8.282,0.0,
300,11/09/19 09:00:00 AM,7.280,452.1,
301,11/09/19 03:00:00 PM,11.139,5511.1,
302,11/09/19 09:00:00 PM,7.381,0.0,
303,11/10/19 03:00:00 AM,7.280,0.0,
304,11/10/19 09:00:00 AM,7.582,1173.3,
305,11/10/19 03:00:00 PM,9.077,1377.8,
306,11/10/19 09:00:00 PM,6.978,0.0,
307,11/11/19 03:00:00 AM,4.934,0.0,
308,11/11/19 09:00:00 AM,5.347,775.0,
309,11/11/19 03:00:00 PM,8.282,1270.1,
310,11/11/19 09:00:00 PM,7.179,0.0,
311,11/12/19 03:00:00 AM,7.782,0.0,
312,11/12/19 09:00:00 AM,8.082,1808.3,
313,11/12/19 03:00:00 PM,9.571,3100.0,
314,11/12/19 09:00:00 PM,7.179,0.0,
315,11/13/19 03:00:00 AM,5.552,0.0,
316,11/13/19 09:00:00 AM,5.962,452.1,
317,11/13/19 03:00:00 PM,9.176,2238.9,
318,11/13/19 09:00:00 PM,8.082,0.0,
319,11/14/19 03:00:00 AM,7.381,0.0,
320,11/14/19 09:00:00 AM,8.282,1808.3,
321,11/14/19 03:00:00 PM,10.651,2927.8,
322,11/14/19 09:00:00 PM,5.860,0.0,
323,11/15/19 03:00:00 AM,6.471,0.0,
324,11/15/19 09:00:00 AM,6.370,667.4,
325,11/15/19 03:00:00 PM,6.978,1980.6,
326,11/15/19 09:00:00 PM,4.934,0.0,
327,11/16/19 03:00:00 AM,2.943,0.0,
328,11/16/19 09:00:00 AM,2.303,462.9,
329,11/16/19 03:00:00 PM,5.757,1302.4,
330,11/16/19 09:00:00 PM,5.860,0.0,
331,11/17/19 03:00:00 AM,6.471,0.0,
332,11/17/19 09:00:00 AM,8.082,861.1,
333,11/17/19 03:00:00 PM,9.866,5166.7,
334,11/17/19 09:00:00 PM,7.079,0.0,
335,11/18/19 03:00:00 AM,6.775,0.0,
336,11/18/19 09:00:00 AM,6.370,2411.1,
337,11/18/19 03:00:00 PM,9.373,4822.3,
338,11/18/19 09:00:00 PM,6.573,0.0,
339,11/19/19 03:00:00 AM,3.261,0.0,
340,11/19/19 09:00:00 AM,3.472,538.2,
341,11/19/19 03:00:00 PM,4.207,4133.4,
