Plot Title: 10166315,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,End Of File
1,9/1/2020 0:36,12.497,21.5,2.79,,
2,9/1/2020 6:36,14.709,75.3,2.81,,
3,9/1/2020 12:36,17.95,925.7,2.81,,
4,9/1/2020 18:36,18.521,53.8,2.81,,
5,9/2/2020 0:36,16.808,32.3,2.81,,
6,9/2/2020 6:36,15.951,64.6,2.79,,
7,9/2/2020 12:36,19.187,936.5,2.83,,
8,9/2/2020 18:36,18.996,64.6,2.83,,
9,9/3/2020 0:36,17.284,32.3,2.81,,
10,9/3/2020 6:36,17.284,107.6,2.81,,
11,9/3/2020 12:36,21.091,958,2.81,,
12,9/3/2020 18:36,21.187,53.8,2.81,,
13,9/4/2020 0:36,18.426,43.1,2.83,,
14,9/4/2020 6:36,17.475,118.4,2.81,,
15,9/4/2020 12:36,20.138,990.3,2.81,,
16,9/4/2020 18:36,17.95,53.8,2.81,,
17,9/5/2020 0:36,14.9,21.5,2.81,,
18,9/5/2020 6:36,13.942,64.6,2.81,,
19,9/5/2020 12:36,16.427,947.2,2.81,,
20,9/5/2020 18:36,16.713,43.1,2.81,,
21,9/6/2020 0:36,14.613,21.5,2.81,,
22,9/6/2020 6:36,15.664,64.6,2.79,,
23,9/6/2020 12:36,19.567,1087.2,2.83,,
24,9/6/2020 18:36,18.996,43.1,2.83,,
25,9/7/2020 0:36,16.618,21.5,2.81,,
26,9/7/2020 6:36,15.664,53.8,2.79,,
27,9/7/2020 12:36,18.996,1033.3,2.83,,
28,9/7/2020 18:36,14.325,43.1,2.81,,
29,9/8/2020 0:36,10.161,10.8,2.77,,
30,9/8/2020 6:36,7.983,279.9,2.77,,
31,9/8/2020 12:36,13.942,796.5,2.81,,
32,9/8/2020 18:36,12.69,21.5,2.79,,
33,9/9/2020 0:36,11.528,10.8,2.77,,
34,9/9/2020 6:36,11.625,43.1,2.77,,
35,9/9/2020 12:36,15.951,484.4,2.79,,
36,9/9/2020 18:36,16.046,21.5,2.79,,
37,9/10/2020 0:36,14.804,21.5,2.81,,
38,9/10/2020 6:36,14.517,107.6,2.81,,
39,9/10/2020 12:36,17.57,624.3,2.81,,
40,9/10/2020 18:36,16.523,21.5,2.79,,
41,9/11/2020 0:36,13.076,10.8,2.79,,
42,9/11/2020 6:36,12.98,118.4,2.79,,
43,9/11/2020 12:36,16.808,1011.8,2.79,,
44,9/11/2020 18:36,14.613,10.8,2.81,,
45,9/12/2020 0:36,13.269,10.8,2.79,,
46,9/12/2020 6:36,13.558,118.4,2.79,,
47,9/12/2020 12:36,17.665,1065.6,2.81,,
48,9/12/2020 18:36,14.996,10.8,2.81,,
49,9/13/2020 0:36,14.421,10.8,2.81,,
50,9/13/2020 6:36,14.709,215.3,2.81,,
51,9/13/2020 12:36,17.855,947.2,2.81,,
52,9/13/2020 18:36,15.855,10.8,2.79,,
53,9/14/2020 0:36,14.134,10.8,2.79,,
54,9/14/2020 6:36,14.325,64.6,2.79,,
55,9/14/2020 12:36,17.379,990.3,2.81,,
56,9/14/2020 18:36,14.996,10.8,2.81,,
57,9/15/2020 0:36,14.134,10.8,2.79,,
58,9/15/2020 6:36,14.613,150.7,2.81,,
59,9/15/2020 12:36,18.045,721.2,2.81,,
60,9/15/2020 18:36,15.569,10.8,2.79,,
