Plot Title: 10166301,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,End Of File
1,9/1/2020 0:36,13.365,0,2.74,,
2,9/1/2020 6:36,16.141,21.5,2.74,,
3,9/1/2020 12:36,26.39,9300.1,2.75,,
4,9/1/2020 18:36,21.76,0,2.75,,
5,9/2/2020 0:36,18.711,0,2.75,,
6,9/2/2020 6:36,17.57,10.8,2.75,,
7,9/2/2020 12:36,27.862,9644.5,2.77,,
8,9/2/2020 18:36,22.717,0,2.77,,
9,9/3/2020 0:36,19.282,0,2.77,,
10,9/3/2020 6:36,19.377,43.1,2.75,,
11,9/3/2020 12:36,30.356,10677.8,2.77,,
12,9/3/2020 18:36,25.222,0,2.77,,
13,9/4/2020 0:36,20.901,0,2.75,,
14,9/4/2020 6:36,19.472,43.1,2.77,,
15,9/4/2020 12:36,27.37,5511.1,2.77,,
16,9/4/2020 18:36,20.615,0,2.75,,
17,9/5/2020 0:36,16.141,0,2.74,,
18,9/5/2020 6:36,15.569,21.5,2.74,,
19,9/5/2020 12:36,24.931,6200,2.77,,
20,9/5/2020 18:36,19.662,0,2.75,,
21,9/6/2020 0:36,16.808,0,2.74,,
22,9/6/2020 6:36,17.76,21.5,2.75,,
23,9/6/2020 12:36,28.853,6200,2.79,,
24,9/6/2020 18:36,22.238,0,2.77,,
25,9/7/2020 0:36,18.616,0,2.75,,
26,9/7/2020 6:36,17.094,10.8,2.75,,
27,9/7/2020 12:36,26.879,6200,2.77,,
28,9/7/2020 18:36,15.664,0,2.74,,
29,9/8/2020 0:36,10.063,0,2.72,,
30,9/8/2020 6:36,8.082,193.8,2.72,,
31,9/8/2020 12:36,20.901,10333.4,2.74,,
32,9/8/2020 18:36,14.804,0,2.74,,
33,9/9/2020 0:36,12.594,0,2.72,,
34,9/9/2020 6:36,11.528,21.5,2.72,,
35,9/9/2020 12:36,25.125,7233.4,2.75,,
36,9/9/2020 18:36,19.472,0,2.75,,
37,9/10/2020 0:36,16.427,0,2.74,,
38,9/10/2020 6:36,15.855,96.9,2.74,,
39,9/10/2020 12:36,21.282,1119.5,2.75,,
