"Plot Title: 10166271"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","Coupler Attached","Coupler Detached","Stopped","End Of File"
1,07/25/21 12:36:32 PM,25.319,5338.9,2.99,,,,,
2,07/25/21 06:36:32 PM,22.621,1076.4,2.97,,,,,
3,07/26/21 12:36:32 AM,17.665,0.0,2.93,,,,,
4,07/26/21 06:36:32 AM,16.427,150.7,2.93,,,,,
5,07/26/21 12:36:32 PM,24.255,2927.8,3.01,,,,,
6,07/26/21 06:36:32 PM,21.760,387.5,2.97,,,,,
7,07/27/21 12:36:32 AM,17.855,0.0,2.95,,,,,
8,07/27/21 06:36:32 AM,14.038,279.9,2.91,,,,,
9,07/27/21 12:36:32 PM,17.950,3100.0,2.95,,,,,
10,07/27/21 06:36:32 PM,18.806,1356.3,2.95,,,,,
11,07/28/21 12:36:32 AM,16.808,0.0,2.93,,,,,
12,07/28/21 06:36:32 AM,16.713,172.2,2.93,,,,,
13,07/28/21 12:36:32 PM,24.158,4994.5,2.99,,,,,
14,07/28/21 06:36:32 PM,22.812,947.2,2.97,,,,,
15,07/29/21 12:36:32 AM,19.187,0.0,2.95,,,,,
16,07/29/21 06:36:32 AM,18.711,86.1,2.95,,,,,
17,07/29/21 12:36:32 PM,26.292,1808.3,2.97,,,,,
18,07/29/21 06:36:32 PM,24.351,613.5,2.99,,,,,
19,07/30/21 12:36:32 AM,21.091,0.0,2.95,,,,,
20,07/30/21 06:36:32 AM,21.091,570.5,2.93,,,,,
21,07/30/21 12:36:32 PM,24.641,1636.1,2.97,,,,,
22,07/30/21 06:36:32 PM,24.448,215.3,2.97,,,,,
23,07/31/21 12:36:32 AM,23.004,0.0,2.95,,,,,
24,07/31/21 06:36:32 AM,22.238,312.2,2.95,,,,,
25,07/31/21 12:36:32 PM,24.448,2755.6,2.95,,,,,
26,07/31/21 06:36:32 PM,22.238,516.7,2.93,,,,,
27,08/01/21 12:36:32 AM,19.853,0.0,2.91,,,,,
28,08/01/21 06:36:32 AM,18.806,172.2,2.91,,,,,
29,08/01/21 12:36:32 PM,26.195,4650.0,2.95,,,,,
30,08/01/21 06:36:32 PM,24.351,1108.7,2.95,,,,,
31,08/02/21 12:36:32 AM,20.519,0.0,2.91,,,,,
32,08/02/21 06:36:32 AM,20.615,366.0,2.91,,,,,
33,08/02/21 12:36:32 PM,29.452,5166.7,2.97,,,,,
34,08/02/21 06:36:32 PM,24.448,301.4,2.95,,,,,
35,08/03/21 12:36:32 AM,20.615,0.0,2.91,,,,,
36,08/03/21 06:36:32 AM,19.948,312.2,2.89,,,,,
37,08/03/21 12:36:32 PM,25.513,4650.0,2.93,,,,,
38,08/03/21 06:36:32 PM,22.812,688.9,2.93,,,,,
39,08/04/21 12:36:32 AM,19.092,0.0,2.91,,,,,
40,08/04/21 06:36:32 AM,17.855,301.4,2.89,,,,,
41,08/04/21 12:36:32 PM,26.292,4822.3,2.91,,,,,
42,08/04/21 06:36:32 PM,23.100,269.1,2.91,,,,,
43,08/05/21 12:36:32 AM,19.567,0.0,2.89,,,,,
44,08/05/21 06:36:32 AM,16.713,366.0,2.83,,,,,
45,08/05/21 12:36:32 PM,18.045,635.1,2.85,,,,,
46,08/05/21 06:36:32 PM,14.804,139.9,2.83,,,,,
47,08/06/21 12:36:32 AM,13.558,0.0,2.81,,,,,
48,08/06/21 06:36:32 AM,12.594,150.7,2.79,,,,,
49,08/06/21 12:36:32 PM,18.426,4994.5,2.83,,,,,
50,08/06/21 06:36:32 PM,18.901,958.0,2.83,,,,,
51,08/07/21 12:36:32 AM,15.091,0.0,2.81,,,,,
52,08/07/21 06:36:32 AM,14.517,64.6,2.81,,,,,
53,08/07/21 12:36:32 PM,22.333,4994.5,2.83,,,,,
54,08/07/21 06:36:32 PM,18.236,64.6,2.83,,,,,
55,08/08/21 12:36:32 AM,12.401,0.0,2.79,,,,,
56,08/08/21 06:36:32 AM,9.176,527.4,2.77,,,,,
57,08/08/21 12:36:32 PM,15.664,4994.5,2.79,,,,,
58,08/08/21 06:36:32 PM,15.473,818.1,2.79,,,,,
59,08/09/21 12:36:32 AM,11.819,0.0,2.77,,,,,
60,08/09/21 06:36:32 AM,12.013,96.9,2.77,,,,,
61,08/09/21 12:36:32 PM,22.429,4994.5,2.83,,,,,
62,08/09/21 06:36:32 PM,21.282,968.8,2.81,,,,,
63,08/10/21 12:36:32 AM,16.141,0.0,2.79,,,,,
64,08/10/21 06:36:32 AM,16.903,53.8,2.79,,,,,
65,08/10/21 12:36:32 PM,25.513,4822.3,2.83,,,,,
66,08/10/21 06:36:32 PM,23.484,850.4,2.83,,,,,
67,08/11/21 12:36:32 AM,19.853,0.0,2.81,,,,,
68,08/11/21 06:36:32 AM,20.424,53.8,2.81,,,,,
69,08/11/21 12:36:32 PM,29.953,4650.0,2.85,,,,,
70,08/11/21 06:36:32 PM,26.977,656.6,2.87,,,,,
71,08/12/21 12:36:32 AM,22.812,0.0,2.85,,,,,
72,08/12/21 06:36:32 AM,22.142,290.6,2.83,,,,,
