"Plot Title: 10169156"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","Coupler Attached","Coupler Detached","Stopped","End Of File"
371,10/26/21 12:36:32 AM,2.624,0.0,2.72,,,,,
372,10/26/21 06:36:32 AM,2.303,0.0,2.72,,,,,
373,10/26/21 12:36:32 PM,4.727,183.0,2.74,,,,,
374,10/26/21 06:36:32 PM,5.037,0.0,2.72,,,,,
375,10/27/21 12:36:32 AM,6.166,0.0,2.72,,,,,
376,10/27/21 06:36:32 AM,3.998,0.0,2.72,,,,,
377,10/27/21 12:36:32 PM,5.141,1001.0,2.72,,,,,
378,10/27/21 06:36:32 PM,5.141,0.0,2.72,,,,,
379,10/28/21 12:36:32 AM,7.782,0.0,2.74,,,,,
380,10/28/21 06:36:32 AM,9.768,0.0,2.74,,,,,
381,10/28/21 12:36:32 PM,11.431,2411.1,2.75,,,,,
382,10/28/21 06:36:32 PM,11.334,0.0,2.75,,,,,
383,10/29/21 12:36:32 AM,10.846,0.0,2.75,,,,,
384,10/29/21 06:36:32 AM,9.768,0.0,2.75,,,,,
385,10/29/21 12:36:32 PM,7.682,484.4,2.75,,,,,
386,10/29/21 06:36:32 PM,7.179,0.0,2.75,,,,,
387,10/30/21 12:36:32 AM,4.934,0.0,2.74,,,,,
388,10/30/21 06:36:32 AM,3.261,0.0,2.74,,,,,
389,10/30/21 12:36:32 PM,4.727,1894.5,2.74,,,,,
390,10/30/21 06:36:32 PM,2.943,0.0,2.74,,,,,
391,10/31/21 12:36:32 AM,1.656,0.0,2.72,,,,,
392,10/31/21 06:36:32 AM,2.303,0.0,2.72,,,,,
393,10/31/21 12:36:32 PM,4.311,2497.2,2.74,,,,,
394,10/31/21 06:36:32 PM,3.472,0.0,2.72,,,,,
395,11/01/21 12:36:32 AM,3.261,0.0,2.72,,,,,
396,11/01/21 06:36:32 AM,5.037,0.0,2.72,,,,,
397,11/01/21 12:36:32 PM,5.757,592.0,2.72,,,,,
398,11/01/21 06:36:32 PM,5.962,0.0,2.72,,,,,
399,11/02/21 12:36:32 AM,5.962,0.0,2.72,,,,,
400,11/02/21 06:36:32 AM,5.860,0.0,2.72,,,,,
