"Plot Title: 10166320"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","End Of File"
1,07/26/21 06:36:32 PM,19.662,462.9,2.97,,
2,07/27/21 12:36:32 AM,16.713,0.0,2.95,,
3,07/27/21 06:36:32 AM,14.230,430.6,2.95,,
4,07/27/21 12:36:32 PM,18.616,2755.6,2.97,,
5,07/27/21 06:36:32 PM,16.903,656.6,2.95,,
6,07/28/21 12:36:32 AM,15.187,0.0,2.93,,
7,07/28/21 06:36:32 AM,16.523,1550.0,2.95,,
8,07/28/21 12:36:32 PM,25.708,4822.3,2.99,,
9,07/28/21 06:36:32 PM,19.187,139.9,2.97,,
10,07/29/21 12:36:32 AM,16.903,0.0,2.95,,
11,07/29/21 06:36:32 AM,17.570,6200.0,2.93,,
12,07/29/21 12:36:32 PM,24.931,1377.8,2.99,,
13,07/29/21 06:36:32 PM,21.378,398.3,2.95,,
14,07/30/21 12:36:32 AM,18.806,0.0,2.95,,
15,07/30/21 06:36:32 AM,20.043,5166.7,2.93,,
16,07/30/21 12:36:32 PM,23.677,2411.1,2.97,,
17,07/30/21 06:36:32 PM,22.429,226.0,2.95,,
18,07/31/21 12:36:32 AM,20.138,0.0,2.93,,
19,07/31/21 06:36:32 AM,18.806,344.4,2.93,,
20,07/31/21 12:36:32 PM,23.869,3100.0,2.95,,
21,07/31/21 06:36:32 PM,20.901,570.5,2.93,,
22,08/01/21 12:36:32 AM,18.331,0.0,2.91,,
23,08/01/21 06:36:32 AM,18.236,2325.0,2.91,,
24,08/01/21 12:36:32 PM,26.390,5166.7,2.95,,
25,08/01/21 06:36:32 PM,21.855,301.4,2.93,,
26,08/02/21 12:36:32 AM,18.806,0.0,2.91,,
27,08/02/21 06:36:32 AM,18.806,3272.2,2.91,,
28,08/02/21 12:36:32 PM,28.655,5166.7,2.95,,
29,08/02/21 06:36:32 PM,21.378,226.0,2.91,,
30,08/03/21 12:36:32 AM,18.711,0.0,2.91,,
31,08/03/21 06:36:32 AM,18.331,2755.6,2.89,,
32,08/03/21 12:36:32 PM,27.665,5166.7,2.93,,
33,08/03/21 06:36:32 PM,20.710,344.4,2.91,,
34,08/04/21 12:36:32 AM,17.665,0.0,2.89,,
35,08/04/21 06:36:32 AM,17.284,2755.6,2.87,,
36,08/04/21 12:36:32 PM,29.252,6544.5,2.93,,
37,08/04/21 06:36:32 PM,20.901,366.0,2.89,,
38,08/05/21 12:36:32 AM,18.140,0.0,2.87,,
39,08/05/21 06:36:32 AM,16.427,1722.2,2.85,,
40,08/05/21 12:36:32 PM,17.475,1033.3,2.87,,
41,08/05/21 06:36:32 PM,14.804,279.9,2.85,,
42,08/06/21 12:36:32 AM,13.654,0.0,2.85,,
43,08/06/21 06:36:32 AM,13.365,2755.6,2.85,,
44,08/06/21 12:36:32 PM,20.329,2583.4,2.85,,
45,08/06/21 06:36:32 PM,16.713,75.3,2.85,,
46,08/07/21 12:36:32 AM,14.325,0.0,2.85,,
47,08/07/21 06:36:32 AM,14.900,3100.0,2.85,,
48,08/07/21 12:36:32 PM,25.222,7233.4,2.87,,
49,08/07/21 06:36:32 PM,18.045,150.7,2.85,,
50,08/08/21 12:36:32 AM,13.558,0.0,2.85,,
51,08/08/21 06:36:32 AM,10.161,1636.1,2.79,,
52,08/08/21 12:36:32 PM,19.092,6200.0,2.83,,
53,08/08/21 06:36:32 PM,12.497,215.3,2.81,,
54,08/09/21 12:36:32 AM,10.357,0.0,2.79,,
55,08/09/21 06:36:32 AM,11.431,5166.7,2.77,,
56,08/09/21 12:36:32 PM,24.931,7233.4,2.85,,
57,08/09/21 06:36:32 PM,17.379,183.0,2.83,,
58,08/10/21 12:36:32 AM,14.613,0.0,2.83,,
59,08/10/21 06:36:32 AM,15.664,9300.1,2.81,,
60,08/10/21 12:36:32 PM,27.075,6544.5,2.85,,
61,08/10/21 06:36:32 PM,20.138,118.4,2.83,,
62,08/11/21 12:36:32 AM,18.426,0.0,2.83,,
63,08/11/21 06:36:32 AM,19.187,8266.7,2.83,,
64,08/11/21 12:36:32 PM,30.255,6200.0,2.87,,
65,08/11/21 06:36:32 PM,23.292,204.5,2.87,,
66,08/12/21 12:36:32 AM,20.329,0.0,2.85,,
67,08/12/21 06:36:32 AM,20.043,2927.8,2.83,,
68,08/12/21 12:36:32 PM,31.370,6200.0,2.89,,
69,08/12/21 06:36:32 PM,23.581,129.2,2.87,,
70,08/13/21 12:36:32 AM,20.710,0.0,2.85,,
71,08/13/21 06:36:32 AM,20.424,2325.0,2.83,,
72,08/13/21 12:36:32 PM,29.652,6544.5,2.89,,
73,08/13/21 06:36:32 PM,21.855,279.9,2.85,,
74,08/14/21 12:36:32 AM,18.996,0.0,2.85,,
75,08/14/21 06:36:32 AM,18.901,1636.1,2.85,,
76,08/14/21 12:36:32 PM,30.659,5166.7,2.87,,
77,08/14/21 06:36:32 PM,23.004,290.6,2.87,,
78,08/15/21 12:36:32 AM,19.377,0.0,2.85,,
79,08/15/21 06:36:32 AM,19.567,1808.3,2.85,,
80,08/15/21 12:36:32 PM,29.853,5166.7,2.87,,
81,08/15/21 06:36:32 PM,20.996,204.5,2.85,,
82,08/16/21 12:36:32 AM,17.284,0.0,2.83,,
83,08/16/21 06:36:32 AM,17.094,2066.7,2.83,,
84,08/16/21 12:36:32 PM,25.416,4994.5,2.85,,
85,08/16/21 06:36:32 PM,17.855,75.3,2.83,,
86,08/17/21 12:36:32 AM,13.558,0.0,2.83,,
87,08/17/21 06:36:32 AM,9.472,667.4,2.81,,
