"Plot Title: 10760648"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, Lux","Bad Battery","Coupler Attached","Stopped","End Of File"
100,08/19/21 12:36:32 PM,19.282,5511.1,,,,
101,08/19/21 06:36:32 PM,17.950,1280.9,,,,
102,08/20/21 12:36:32 AM,13.076,0.0,,,,
103,08/20/21 06:36:32 AM,11.431,10.8,,,,
104,08/20/21 12:36:32 PM,14.038,1636.1,,,,
105,08/20/21 06:36:32 PM,14.230,1356.3,,,,
106,08/21/21 12:36:32 AM,10.944,0.0,,,,
107,08/21/21 06:36:32 AM,8.978,32.3,,,,
108,08/21/21 12:36:32 PM,11.916,5166.7,,,,
109,08/21/21 06:36:32 PM,13.558,1302.4,,,,
110,08/22/21 12:36:32 AM,9.866,0.0,,,,
111,08/22/21 06:36:32 AM,9.176,32.3,,,,
112,08/22/21 12:36:32 PM,16.427,6200.0,,,,
113,08/22/21 06:36:32 PM,13.942,1722.2,,,,
114,08/23/21 12:36:32 AM,9.077,0.0,,,,
115,08/23/21 06:36:32 AM,7.481,32.3,,,,
116,08/23/21 12:36:32 PM,15.569,6200.0,,,,
117,08/23/21 06:36:32 PM,15.569,1291.7,,,,
118,08/24/21 12:36:32 AM,9.866,0.0,,,,
119,08/24/21 06:36:32 AM,9.768,21.5,,,,
120,08/24/21 12:36:32 PM,19.853,6544.5,,,,
121,08/24/21 06:36:32 PM,17.760,1280.9,,,,
122,08/25/21 12:36:32 AM,12.690,0.0,,,,
123,08/25/21 06:36:32 AM,11.041,43.1,,,,
124,08/25/21 12:36:32 PM,18.140,6200.0,,,,
125,08/25/21 06:36:32 PM,16.618,1636.1,,,,
126,08/26/21 12:36:32 AM,11.916,0.0,,,,
127,08/26/21 06:36:32 AM,10.161,10.8,,,,
128,08/26/21 12:36:32 PM,18.426,9300.1,,,,
129,08/26/21 06:36:32 PM,16.141,1377.8,,,,
130,08/27/21 12:36:32 AM,12.690,0.0,,,,
131,08/27/21 06:36:32 AM,11.041,10.8,,,,
132,08/27/21 12:36:32 PM,19.567,7577.8,,,,
133,08/27/21 06:36:32 PM,16.713,1280.9,,,,
134,08/28/21 12:36:32 AM,12.110,0.0,,,,
135,08/28/21 06:36:32 AM,11.041,10.8,,,,
136,08/28/21 12:36:32 PM,24.158,9644.5,,,,
137,08/28/21 06:36:32 PM,21.760,1184.0,,,,
138,08/29/21 12:36:32 AM,16.237,0.0,,,,
139,08/29/21 06:36:32 AM,15.378,10.8,,,,
140,08/29/21 12:36:32 PM,24.351,14466.8,,,,
141,08/29/21 06:36:32 PM,20.805,1162.5,,,,
142,08/30/21 12:36:32 AM,14.613,0.0,,,,
143,08/30/21 06:36:32 AM,11.528,10.8,,,,
144,08/30/21 12:36:32 PM,16.237,3444.5,,,,
145,08/30/21 06:36:32 PM,13.846,1162.5,,,,
146,08/31/21 12:36:32 AM,8.779,0.0,,,,
147,08/31/21 06:36:32 AM,7.481,10.8,,,,
148,08/31/21 12:36:32 PM,16.141,5166.7,,,,
149,08/31/21 06:36:32 PM,14.230,1205.6,,,,
150,09/01/21 12:36:32 AM,9.275,0.0,,,,
151,09/01/21 06:36:32 AM,7.481,10.8,,,,
152,09/01/21 12:36:32 PM,18.616,5338.9,,,,
153,09/01/21 06:36:32 PM,16.427,1022.6,,,,
154,09/02/21 12:36:32 AM,10.259,0.0,,,,
155,09/02/21 06:36:32 AM,8.879,10.8,,,,
156,09/02/21 12:36:32 PM,19.948,5338.9,,,,
157,09/02/21 06:36:32 PM,18.426,1076.4,,,,
158,09/03/21 12:36:32 AM,13.269,0.0,,,,
159,09/03/21 06:36:32 AM,12.594,10.8,,,,
160,09/03/21 12:36:32 PM,19.662,5166.7,,,,
161,09/03/21 06:36:32 PM,18.711,721.2,,,,
162,09/04/21 12:36:32 AM,14.517,0.0,,,,
163,09/04/21 06:36:32 AM,14.038,0.0,,,,
164,09/04/21 12:36:32 PM,19.853,4650.0,,,,
165,09/04/21 06:36:32 PM,20.234,958.0,,,,
166,09/05/21 12:36:32 AM,16.141,0.0,,,,
167,09/05/21 06:36:32 AM,15.378,0.0,,,,
168,09/05/21 12:36:32 PM,21.091,4477.8,,,,
169,09/05/21 06:36:32 PM,20.996,1022.6,,,,
170,09/06/21 12:36:32 AM,15.951,0.0,,,,
171,09/06/21 06:36:32 AM,14.709,0.0,,,,
172,09/06/21 12:36:32 PM,21.855,4477.8,,,,
173,09/06/21 06:36:32 PM,21.855,387.5,,,,
174,09/07/21 12:36:32 AM,18.426,0.0,,,,
175,09/07/21 06:36:32 AM,19.567,0.0,,,,
176,09/07/21 12:36:32 PM,25.610,4650.0,,,,
177,09/07/21 06:36:32 PM,22.142,559.7,,,,
178,09/08/21 12:36:32 AM,17.379,0.0,,,,
179,09/08/21 06:36:32 AM,16.427,0.0,,,,
180,09/08/21 12:36:32 PM,21.569,4305.6,,,,
181,09/08/21 06:36:32 PM,20.901,549.0,,,,
182,09/09/21 12:36:32 AM,17.570,0.0,,,,
183,09/09/21 06:36:32 AM,16.523,0.0,,,,
184,09/09/21 12:36:32 PM,20.329,4822.3,,,,
185,09/09/21 06:36:32 PM,18.711,613.5,,,,
186,09/10/21 12:36:32 AM,16.046,0.0,,,,
187,09/10/21 06:36:32 AM,13.173,0.0,,,,
188,09/10/21 12:36:32 PM,12.690,312.2,,,,
189,09/10/21 06:36:32 PM,11.916,129.2,,,,
190,09/11/21 12:36:32 AM,11.041,0.0,,,,
191,09/11/21 06:36:32 AM,7.179,0.0,,,,
192,09/11/21 12:36:32 PM,14.804,3444.5,,,,
193,09/11/21 06:36:32 PM,16.237,753.5,,,,
194,09/12/21 12:36:32 AM,12.883,0.0,,,,
195,09/12/21 06:36:32 AM,11.625,0.0,,,,
196,09/12/21 12:36:32 PM,16.903,9644.5,,,,
197,09/12/21 06:36:32 PM,14.613,828.8,,,,
198,09/13/21 12:36:32 AM,10.651,0.0,,,,
199,09/13/21 06:36:32 AM,9.077,0.0,,,,
200,09/13/21 12:36:32 PM,15.378,8266.7,,,,
201,09/13/21 06:36:32 PM,14.996,785.8,,,,
202,09/14/21 12:36:32 AM,11.139,0.0,,,,
203,09/14/21 06:36:32 AM,11.722,0.0,,,,
204,09/14/21 12:36:32 PM,20.615,5511.1,,,,
205,09/14/21 06:36:32 PM,18.140,775.0,,,,
206,09/15/21 12:36:32 AM,13.558,0.0,,,,
207,09/15/21 06:36:32 AM,12.013,0.0,,,,
208,09/15/21 12:36:32 PM,17.475,5166.7,,,,
209,09/15/21 06:36:32 PM,13.942,1151.7,,,,
210,09/16/21 12:36:32 AM,8.282,0.0,,,,
211,09/16/21 06:36:32 AM,5.450,0.0,,,,
212,09/16/21 12:36:32 PM,14.613,14466.8,,,,
213,09/16/21 06:36:32 PM,14.517,936.5,,,,
214,09/17/21 12:36:32 AM,13.365,0.0,,,,
215,09/17/21 06:36:32 AM,11.139,0.0,,,,
216,09/17/21 12:36:32 PM,16.999,5338.9,,,,
217,09/17/21 06:36:32 PM,16.141,161.5,,,,
218,09/18/21 12:36:32 AM,13.461,0.0,,,,
219,09/18/21 06:36:32 AM,8.082,0.0,,,,
220,09/18/21 12:36:32 PM,7.882,376.7,,,,
221,09/18/21 06:36:32 PM,7.079,21.5,,,,
222,09/19/21 12:36:32 AM,6.064,0.0,,,,
223,09/19/21 06:36:32 AM,5.037,0.0,,,,
224,09/19/21 12:36:32 PM,6.268,613.5,,,,
225,09/19/21 06:36:32 PM,6.978,129.2,,,,
226,09/20/21 12:36:32 AM,6.877,0.0,,,,
227,09/20/21 06:36:32 AM,4.727,0.0,,,,
228,09/20/21 12:36:32 PM,10.944,4822.3,,,,
229,09/20/21 06:36:32 PM,12.787,796.5,,,,
230,09/21/21 12:36:32 AM,9.373,0.0,,,,
231,09/21/21 06:36:32 AM,9.571,0.0,,,,
232,09/21/21 12:36:32 PM,16.523,6544.5,,,,
233,09/21/21 06:36:32 PM,17.189,796.5,,,,
234,09/22/21 12:36:32 AM,13.654,0.0,,,,
235,09/22/21 06:36:32 AM,12.883,0.0,,,,
236,09/22/21 12:36:32 PM,14.900,8266.7,,,,
237,09/22/21 06:36:32 PM,12.497,861.1,,,,
238,09/23/21 12:36:32 AM,9.275,0.0,,,,
239,09/23/21 06:36:32 AM,8.182,0.0,,,,
240,09/23/21 12:36:32 PM,16.618,7233.4,,,,
241,09/23/21 06:36:32 PM,17.284,742.7,,,,
242,09/24/21 12:36:32 AM,12.497,0.0,,,,
243,09/24/21 06:36:32 AM,12.787,0.0,,,,
244,09/24/21 12:36:32 PM,19.758,8266.7,,,,
245,09/24/21 06:36:32 PM,20.615,688.9,,,,
246,09/25/21 12:36:32 AM,16.427,0.0,,,,
247,09/25/21 06:36:32 AM,15.760,0.0,,,,
248,09/25/21 12:36:32 PM,20.424,7233.4,,,,
249,09/25/21 06:36:32 PM,17.855,86.1,,,,
250,09/26/21 12:36:32 AM,13.654,0.0,,,,
251,09/26/21 06:36:32 AM,11.041,0.0,,,,
252,09/26/21 12:36:32 PM,16.903,10677.8,,,,
253,09/26/21 06:36:32 PM,15.378,678.1,,,,
254,09/27/21 12:36:32 AM,10.455,0.0,,,,
255,09/27/21 06:36:32 AM,10.846,0.0,,,,
256,09/27/21 12:36:32 PM,8.082,473.6,,,,
257,09/27/21 06:36:32 PM,5.860,129.2,,,,
258,09/28/21 12:36:32 AM,4.415,0.0,,,,
259,09/28/21 06:36:32 AM,4.207,0.0,,,,
260,09/28/21 12:36:32 PM,4.831,1130.2,,,,
261,09/28/21 06:36:32 PM,5.347,53.8,,,,
262,09/29/21 12:36:32 AM,4.207,0.0,,,,
263,09/29/21 06:36:32 AM,3.893,0.0,,,,
264,09/29/21 12:36:32 PM,9.275,3100.0,,,,
265,09/29/21 06:36:32 PM,9.472,43.1,,,,
266,09/30/21 12:36:32 AM,8.978,0.0,,,,
267,09/30/21 06:36:32 AM,9.176,0.0,,,,
268,09/30/21 12:36:32 PM,13.558,5511.1,,,,
269,09/30/21 06:36:32 PM,12.207,139.9,,,,
270,10/01/21 12:36:32 AM,10.748,0.0,,,,
271,10/01/21 06:36:32 AM,8.978,0.0,,,,
272,10/01/21 12:36:32 PM,12.304,6200.0,,,,
273,10/01/21 06:36:32 PM,12.690,355.2,,,,
274,10/02/21 12:36:32 AM,9.965,0.0,,,,
275,10/02/21 06:36:32 AM,10.161,0.0,,,,
276,10/02/21 12:36:32 PM,15.187,8611.2,,,,
277,10/02/21 06:36:32 PM,14.230,398.3,,,,
278,10/03/21 12:36:32 AM,10.944,0.0,,,,
279,10/03/21 06:36:32 AM,9.373,0.0,,,,
280,10/03/21 12:36:32 PM,14.996,4305.6,,,,
281,10/03/21 06:36:32 PM,14.325,96.9,,,,
282,10/04/21 12:36:32 AM,11.625,0.0,,,,
283,10/04/21 06:36:32 AM,12.207,0.0,,,,
284,10/04/21 12:36:32 PM,14.613,2238.9,,,,
285,10/04/21 06:36:32 PM,13.269,21.5,,,,
286,10/05/21 12:36:32 AM,10.944,0.0,,,,
287,10/05/21 06:36:32 AM,9.373,0.0,,,,
288,10/05/21 12:36:32 PM,11.236,2755.6,,,,
289,10/05/21 06:36:32 PM,6.268,0.0,,,,
290,10/06/21 12:36:32 AM,3.472,0.0,,,,
291,10/06/21 06:36:32 AM,1.980,0.0,,,,
292,10/06/21 12:36:32 PM,5.244,5511.1,,,,
293,10/06/21 06:36:32 PM,4.727,75.3,,,,
294,10/07/21 12:36:32 AM,2.837,0.0,,,,
295,10/07/21 06:36:32 AM,2.303,0.0,Logged,,,
296,10/07/21 12:36:32 PM,7.481,2755.6,,,,
297,10/07/21 06:36:32 PM,7.882,21.5,,,,
298,10/08/21 12:36:32 AM,4.102,0.0,,,,
299,10/08/21 06:36:32 AM,3.261,0.0,,,,
300,10/08/21 12:36:32 PM,5.757,2755.6,,,,
301,10/08/21 06:36:32 PM,5.552,10.8,,,,
302,10/09/21 12:36:32 AM,3.472,0.0,,,,
303,10/09/21 06:36:32 AM,2.730,0.0,,,,
304,10/09/21 12:36:32 PM,7.481,4650.0,,,,
305,10/09/21 06:36:32 PM,7.682,21.5,,,,
306,10/10/21 12:36:32 AM,6.268,0.0,,,,
307,10/10/21 06:36:32 AM,5.655,0.0,,,,
308,10/10/21 12:36:32 PM,4.831,5511.1,,,,
309,10/10/21 06:36:32 PM,2.195,0.0,,,,
310,10/11/21 12:36:32 AM,0.232,0.0,,,,
311,10/11/21 06:36:32 AM,0.232,0.0,,,,
312,10/11/21 12:36:32 PM,0.674,2152.8,,,,
313,10/11/21 06:36:32 PM,0.674,10.8,,,,
314,10/12/21 12:36:32 AM,-0.213,0.0,,,,
315,10/12/21 06:36:32 AM,-0.662,0.0,,,,
316,10/12/21 12:36:32 PM,0.563,4133.4,,,,
317,10/12/21 06:36:32 PM,1.548,0.0,,,,
318,10/13/21 12:36:32 AM,1.221,0.0,,,,
319,10/13/21 06:36:32 AM,0.121,0.0,,,,
320,10/13/21 12:36:32 PM,1.980,2152.8,,,,
321,10/13/21 06:36:32 PM,1.872,0.0,,,,
322,10/14/21 12:36:32 AM,1.980,0.0,,,,
323,10/14/21 06:36:32 AM,1.980,0.0,,,,
324,10/14/21 12:36:32 PM,4.311,1291.7,,,,
325,10/14/21 06:36:32 PM,4.934,0.0,,,,
326,10/15/21 12:36:32 AM,4.519,0.0,,,,
327,10/15/21 06:36:32 AM,4.311,0.0,,,,
328,10/15/21 12:36:32 PM,7.882,2497.2,,,,
329,10/15/21 06:36:32 PM,9.077,0.0,,,,
330,10/16/21 12:36:32 AM,8.282,0.0,,,,
331,10/16/21 06:36:32 AM,8.978,0.0,,,,
332,10/16/21 12:36:32 PM,12.013,2669.5,,,,
333,10/16/21 06:36:32 PM,11.528,0.0,,,,
334,10/17/21 12:36:32 AM,9.077,0.0,,,,
335,10/17/21 06:36:32 AM,8.481,0.0,,,,
336,10/17/21 12:36:32 PM,8.182,1550.0,,,,
337,10/17/21 06:36:32 PM,5.347,0.0,,,,
338,10/18/21 12:36:32 AM,4.415,0.0,,,,
339,10/18/21 06:36:32 AM,3.367,0.0,,,,
340,10/18/21 12:36:32 PM,4.207,1184.0,,,,
341,10/18/21 06:36:32 PM,3.893,0.0,,,,
342,10/19/21 12:36:32 AM,2.943,0.0,,,,
343,10/19/21 06:36:32 AM,4.102,0.0,,,,
344,10/19/21 12:36:32 PM,7.179,3272.2,,,,
345,10/19/21 06:36:32 PM,7.682,0.0,,,,
346,10/20/21 12:36:32 AM,5.244,0.0,,,,
347,10/20/21 06:36:32 AM,4.415,0.0,,,,
348,10/20/21 12:36:32 PM,5.244,1184.0,,,,
349,10/20/21 06:36:32 PM,4.831,0.0,,,,
350,10/21/21 12:36:32 AM,5.655,0.0,,,,
351,10/21/21 06:36:32 AM,6.674,0.0,,,,
352,10/21/21 12:36:32 PM,10.748,2755.6,,,,
353,10/21/21 06:36:32 PM,9.669,0.0,,,,
354,10/22/21 12:36:32 AM,5.552,0.0,,,,
355,10/22/21 06:36:32 AM,4.311,0.0,,,,
356,10/22/21 12:36:32 PM,4.831,215.3,,,,
357,10/22/21 06:36:32 PM,4.415,0.0,,,,
358,10/23/21 12:36:32 AM,3.578,0.0,,,,
359,10/23/21 06:36:32 AM,3.578,0.0,,,,
360,10/23/21 12:36:32 PM,5.655,2927.8,,,,
361,10/23/21 06:36:32 PM,5.655,0.0,,,,
362,10/24/21 12:36:32 AM,4.934,0.0,,,,
363,10/24/21 06:36:32 AM,5.037,0.0,,,,
364,10/24/21 12:36:32 PM,5.347,290.6,,,,
365,10/24/21 06:36:32 PM,2.410,0.0,,,,
366,10/25/21 12:36:32 AM,2.303,0.0,,,,
367,10/25/21 06:36:32 AM,2.195,0.0,,,,
368,10/25/21 12:36:32 PM,3.155,1184.0,,,,
369,10/25/21 06:36:32 PM,2.943,0.0,,,,
370,10/26/21 12:36:32 AM,2.624,0.0,,,,
371,10/26/21 06:36:32 AM,2.088,0.0,,,,
372,10/26/21 12:36:32 PM,4.831,527.4,,,,
373,10/26/21 06:36:32 PM,5.037,0.0,,,,
374,10/27/21 12:36:32 AM,6.370,0.0,,,,
375,10/27/21 06:36:32 AM,3.998,0.0,,,,
376,10/27/21 12:36:32 PM,4.831,1302.4,,,,
377,10/27/21 06:36:32 PM,4.727,0.0,,,,
378,10/28/21 12:36:32 AM,7.983,0.0,,,,
379,10/28/21 06:36:32 AM,9.866,0.0,,,,
380,10/28/21 12:36:32 PM,11.041,2669.5,,,,
381,10/28/21 06:36:32 PM,11.528,0.0,,,,
382,10/29/21 12:36:32 AM,10.846,0.0,,,,
383,10/29/21 06:36:32 AM,10.161,0.0,,,,
384,10/29/21 12:36:32 PM,7.179,1377.8,,,,
385,10/29/21 06:36:32 PM,7.280,0.0,,,,
386,10/30/21 12:36:32 AM,4.934,0.0,,,,
387,10/30/21 06:36:32 AM,3.261,0.0,,,,
388,10/30/21 12:36:32 PM,4.519,4650.0,,,,
389,10/30/21 06:36:32 PM,3.261,0.0,,,,
390,10/31/21 12:36:32 AM,1.330,0.0,,,,
391,10/31/21 06:36:32 AM,1.872,0.0,,,,
392,10/31/21 12:36:32 PM,3.578,5338.9,,,,
393,10/31/21 06:36:32 PM,3.367,0.0,,,,
394,11/01/21 12:36:32 AM,1.872,0.0,,,,
395,11/01/21 06:36:32 AM,3.998,0.0,,,,
396,11/01/21 12:36:32 PM,5.552,624.3,,,,
397,11/01/21 06:36:32 PM,5.860,0.0,,,,
398,11/02/21 12:36:32 AM,5.757,0.0,,,,
399,11/02/21 06:36:32 AM,5.860,0.0,,,,
400,11/02/21 12:36:32 PM,7.782,1463.9,,,,
401,11/02/21 06:36:32 PM,7.782,0.0,,,,
402,11/03/21 12:36:32 AM,8.481,0.0,,,,
403,11/03/21 06:36:32 AM,8.680,0.0,,,,
404,11/03/21 12:36:32 PM,10.846,1636.1,,,,
405,11/03/21 06:36:32 PM,10.161,0.0,,,,
406,11/04/21 12:36:32 AM,8.282,0.0,,,,
407,11/04/21 06:36:32 AM,6.370,0.0,,,,
408,11/04/21 12:36:32 PM,5.757,258.3,,,,
409,11/04/21 06:36:32 PM,3.998,0.0,,,,
410,11/05/21 12:36:32 AM,3.998,0.0,,,,
411,11/05/21 06:36:32 AM,3.261,0.0,,,,
412,11/05/21 12:36:32 PM,0.674,796.5,,,,
413,11/05/21 06:36:32 PM,1.980,0.0,,,,
414,11/06/21 12:36:32 AM,2.517,0.0,,,,
415,11/06/21 06:36:32 AM,1.221,0.0,,,,
416,11/06/21 12:36:32 PM,0.232,172.2,,,,
417,11/06/21 06:36:32 PM,0.121,0.0,,,,
418,11/07/21 12:36:32 AM,0.121,0.0,,,,
419,11/07/21 06:36:32 AM,-0.213,0.0,,,,
420,11/07/21 12:36:32 PM,0.121,441.3,,,,
421,11/07/21 06:36:32 PM,0.232,0.0,,,,
422,11/08/21 12:36:32 AM,0.232,0.0,,,,
423,11/08/21 06:36:32 AM,0.010,0.0,,,,
424,11/08/21 12:36:32 PM,0.232,452.1,,,,
425,11/08/21 06:36:32 PM,0.232,0.0,,,,
426,11/09/21 12:36:32 AM,0.232,0.0,,,,
427,11/09/21 06:36:32 AM,3.578,0.0,,,,
428,11/09/21 12:36:32 PM,0.343,204.5,,,,
429,11/09/21 06:36:32 PM,0.232,0.0,,,,
430,11/10/21 12:36:32 AM,0.232,0.0,,,,
431,11/10/21 06:36:32 AM,0.232,0.0,,,,
432,11/10/21 12:36:32 PM,1.221,2755.6,,,,
433,11/10/21 06:36:32 PM,3.788,0.0,,,,
434,11/11/21 12:36:32 AM,6.775,0.0,,,,
435,11/11/21 06:36:32 AM,8.282,0.0,,,,
436,11/11/21 12:36:32 PM,9.373,441.3,,,,
437,11/11/21 06:36:32 PM,9.176,0.0,,,,
438,11/12/21 12:36:32 AM,9.077,0.0,,,,
439,11/12/21 06:36:32 AM,8.779,0.0,,,,
440,11/12/21 12:36:32 PM,9.077,301.4,,,,
441,11/12/21 06:36:32 PM,9.571,0.0,,,,
442,11/13/21 12:36:32 AM,8.680,0.0,,,,
443,11/13/21 06:36:32 AM,8.680,0.0,,,,
444,11/13/21 12:36:32 PM,9.571,2497.2,,,,
445,11/13/21 06:36:32 PM,9.965,0.0,,,,
446,11/14/21 12:36:32 AM,9.571,0.0,,,,
447,11/14/21 06:36:32 AM,9.275,0.0,,,,
448,11/14/21 12:36:32 PM,9.866,2238.9,,,,
449,11/14/21 06:36:32 PM,8.978,0.0,,,,
450,11/15/21 12:36:32 AM,7.280,0.0,,,,
451,11/15/21 06:36:32 AM,7.179,0.0,,,,
452,11/15/21 12:36:32 PM,8.581,1001.0,,,,
453,11/15/21 06:36:32 PM,3.578,0.0,,,,
454,11/16/21 12:36:32 AM,0.453,0.0,,,,
455,11/16/21 06:36:32 AM,-0.213,0.0,,,,
456,11/16/21 12:36:32 PM,0.121,592.0,,,,
457,11/16/21 06:36:32 PM,0.232,0.0,,,,
458,11/17/21 12:36:32 AM,-0.662,0.0,,,,
459,11/17/21 06:36:32 AM,-1.341,0.0,,,,
460,11/17/21 12:36:32 PM,-0.437,613.5,,,,
461,11/17/21 06:36:32 PM,0.121,0.0,,,,
462,11/18/21 12:36:32 AM,1.439,0.0,,,,
463,11/18/21 06:36:32 AM,3.261,0.0,,,,
464,11/18/21 12:36:32 PM,5.962,1636.1,,,,
465,11/18/21 06:36:32 PM,5.347,0.0,,,,
466,11/19/21 12:36:32 AM,5.244,0.0,,,,
467,11/19/21 06:36:32 AM,3.893,0.0,,,,
468,11/19/21 12:36:32 PM,2.195,258.3,,,,
469,11/19/21 06:36:32 PM,1.764,0.0,,,,
470,11/20/21 12:36:32 AM,0.453,0.0,,,,
471,11/20/21 06:36:32 AM,-0.102,0.0,,,,
472,11/20/21 12:36:32 PM,0.453,2152.8,,,,
