"Plot Title: 10166315"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Good Battery","Bad Battery","Coupler Attached","Stopped","End Of File"
1,07/24/21 06:36:32 PM,20.043,818.1,2.99,Logged,,,,
2,07/25/21 12:36:32 AM,16.141,0.0,2.99,,,,,
3,07/25/21 06:36:32 AM,14.900,86.1,3.01,,,,,
4,07/25/21 12:36:32 PM,22.142,27555.7,3.03,,,,,
5,07/25/21 06:36:32 PM,20.329,764.2,3.01,,,,,
6,07/26/21 12:36:32 AM,16.427,0.0,2.99,,,,,
7,07/26/21 06:36:32 AM,15.091,355.2,2.97,,,,,
8,07/26/21 12:36:32 PM,21.569,4994.5,3.01,,,,,
9,07/26/21 06:36:32 PM,20.138,409.0,2.99,,,,,
10,07/27/21 12:36:32 AM,16.808,0.0,2.99,,,,,
11,07/27/21 06:36:32 AM,13.942,398.3,2.97,,,,,
12,07/27/21 12:36:32 PM,17.665,3788.9,2.97,,,,,
13,07/27/21 06:36:32 PM,16.903,1162.5,2.97,,,,,
14,07/28/21 12:36:32 AM,15.473,0.0,2.95,,,,,
15,07/28/21 06:36:32 AM,15.855,366.0,2.95,,,,,
16,07/28/21 12:36:32 PM,20.901,7577.8,2.97,,,,,
17,07/28/21 06:36:32 PM,19.567,592.0,2.99,,,,,
18,07/29/21 12:36:32 AM,17.379,0.0,2.95,,,,,
19,07/29/21 06:36:32 AM,16.999,129.2,2.95,,,,,
20,07/29/21 12:36:32 PM,23.196,2583.4,2.99,,,,,
21,07/29/21 06:36:32 PM,21.855,592.0,2.97,,,,,
22,07/30/21 12:36:32 AM,19.662,0.0,2.95,,,,,
23,07/30/21 06:36:32 AM,19.377,785.8,2.97,,,,,
24,07/30/21 12:36:32 PM,23.100,2411.1,2.97,,,,,
25,07/30/21 06:36:32 PM,22.525,226.0,2.97,,,,,
26,07/31/21 12:36:32 AM,21.091,0.0,2.95,,,,,
27,07/31/21 06:36:32 AM,19.377,527.4,2.95,,,,,
28,07/31/21 12:36:32 PM,23.292,3616.7,2.97,,,,,
29,07/31/21 06:36:32 PM,20.805,602.8,2.95,,,,,
30,08/01/21 12:36:32 AM,18.711,0.0,2.93,,,,,
31,08/01/21 06:36:32 AM,17.855,344.4,2.93,,,,,
32,08/01/21 12:36:32 PM,22.908,3444.5,2.95,,,,,
33,08/01/21 06:36:32 PM,21.378,721.2,2.93,,,,,
34,08/02/21 12:36:32 AM,19.187,0.0,2.93,,,,,
35,08/02/21 06:36:32 AM,18.711,549.0,2.93,,,,,
36,08/02/21 12:36:32 PM,25.028,6544.5,2.93,,,,,
37,08/02/21 06:36:32 PM,21.664,269.1,2.93,,,,,
38,08/03/21 12:36:32 AM,18.996,0.0,2.93,,,,,
39,08/03/21 06:36:32 AM,18.426,495.1,2.91,,,,,
40,08/03/21 12:36:32 PM,22.238,5338.9,2.93,,,,,
41,08/03/21 06:36:32 PM,21.091,473.6,2.93,,,,,
42,08/04/21 12:36:32 AM,18.045,0.0,2.91,,,,,
43,08/04/21 06:36:32 AM,17.189,473.6,2.89,,,,,
