"Plot Title: 10166298"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Coupler Detached","End Of File"
1,07/13/21 06:36:32 PM,21.951,1463.9,2.70,,,
2,07/14/21 12:36:32 AM,16.332,0.0,2.68,,,
3,07/14/21 06:36:32 AM,14.900,183.0,2.68,,,
4,07/14/21 12:36:32 PM,21.091,3272.2,2.68,,,
5,07/14/21 06:36:32 PM,20.234,1808.3,2.68,,,
6,07/15/21 12:36:32 AM,14.804,0.0,2.68,,,
7,07/15/21 06:36:32 AM,13.365,107.6,2.67,,,
8,07/15/21 12:36:32 PM,19.853,3100.0,2.68,,,
9,07/15/21 06:36:32 PM,18.521,1636.1,2.68,,,
10,07/16/21 12:36:32 AM,12.690,0.0,2.67,,,
11,07/16/21 06:36:32 AM,11.334,86.1,2.65,,,
12,07/16/21 12:36:32 PM,17.665,3100.0,2.68,,,
13,07/16/21 06:36:32 PM,17.570,1636.1,2.68,,,
14,07/17/21 12:36:32 AM,12.980,0.0,2.67,,,
15,07/17/21 06:36:32 AM,12.304,96.9,2.67,,,
16,07/17/21 12:36:32 PM,18.996,3100.0,2.68,,,
17,07/17/21 06:36:32 PM,18.901,1636.1,2.68,,,
18,07/18/21 12:36:32 AM,14.325,0.0,2.67,,,
19,07/18/21 06:36:32 AM,13.654,86.1,2.67,,,
20,07/18/21 12:36:32 PM,21.187,3100.0,2.68,,,
21,07/18/21 06:36:32 PM,21.664,1636.1,2.68,,,
22,07/19/21 12:36:32 AM,16.141,0.0,2.67,,,
23,07/19/21 06:36:32 AM,14.421,129.2,2.67,,,
24,07/19/21 12:36:32 PM,20.901,2927.8,2.68,,,
25,07/19/21 06:36:32 PM,19.472,1550.0,2.68,,,
26,07/20/21 12:36:32 AM,14.038,0.0,2.67,,,
27,07/20/21 06:36:32 AM,12.690,86.1,2.65,,,
28,07/20/21 12:36:32 PM,19.758,2927.8,2.67,,,
29,07/20/21 06:36:32 PM,17.950,1550.0,2.67,,,
30,07/21/21 12:36:32 AM,12.401,0.0,2.65,,,
31,07/21/21 06:36:32 AM,11.139,613.5,2.65,,,
32,07/21/21 12:36:32 PM,16.141,3444.5,2.65,,,
33,07/21/21 06:36:32 PM,15.473,1636.1,2.65,,,
34,07/22/21 12:36:32 AM,10.846,0.0,2.65,,,
35,07/22/21 06:36:32 AM,9.768,86.1,2.63,,,
36,07/22/21 12:36:32 PM,17.379,2927.8,2.67,,,
37,07/22/21 06:36:32 PM,17.665,1550.0,2.67,,,
38,07/23/21 12:36:32 AM,12.690,0.0,2.65,,,
39,07/23/21 06:36:32 AM,12.207,150.7,2.65,,,
40,07/23/21 12:36:32 PM,20.519,2755.6,2.67,,,
41,07/23/21 06:36:32 PM,20.615,1463.9,2.67,,,
42,07/24/21 12:36:32 AM,16.046,0.0,2.65,,,
43,07/24/21 06:36:32 AM,16.332,107.6,2.65,,,
44,07/24/21 12:36:32 PM,23.100,2927.8,2.68,,,
45,07/24/21 06:36:32 PM,22.046,1636.1,2.67,,,
46,07/25/21 12:36:32 AM,17.475,0.0,2.67,,,
47,07/25/21 06:36:32 AM,16.427,96.9,2.65,,,
48,07/25/21 12:36:32 PM,23.196,2755.6,2.68,,,
49,07/25/21 06:36:32 PM,22.525,1550.0,2.68,,,
50,07/26/21 12:36:32 AM,17.950,0.0,2.67,,,
51,07/26/21 06:36:32 AM,16.523,322.9,2.65,,,
52,07/26/21 12:36:32 PM,22.525,2066.7,2.68,,,
53,07/26/21 06:36:32 PM,21.760,613.5,2.67,,,
54,07/27/21 12:36:32 AM,17.760,0.0,2.67,,,
55,07/27/21 06:36:32 AM,14.996,484.4,2.67,,,
56,07/27/21 12:36:32 PM,18.711,3272.2,2.67,,,
57,07/27/21 06:36:32 PM,19.567,1980.6,2.67,,,
58,07/28/21 12:36:32 AM,17.189,0.0,2.67,,,
59,07/28/21 06:36:32 AM,17.189,301.4,2.67,,,
60,07/28/21 12:36:32 PM,22.238,2927.8,2.67,,,
61,07/28/21 06:36:32 PM,22.621,1334.7,2.67,,,
62,07/29/21 12:36:32 AM,19.282,0.0,2.67,,,
63,07/29/21 06:36:32 AM,18.806,129.2,2.67,,,
64,07/29/21 12:36:32 PM,24.931,2152.8,2.68,,,
65,07/29/21 06:36:32 PM,24.255,1044.1,2.68,,,
66,07/30/21 12:36:32 AM,21.282,0.0,2.67,,,
67,07/30/21 06:36:32 AM,20.615,753.5,2.67,,,
68,07/30/21 12:36:32 PM,24.255,2152.8,2.68,,,
69,07/30/21 06:36:32 PM,24.641,344.4,2.68,,,
70,07/31/21 12:36:32 AM,22.429,0.0,2.67,,,
71,07/31/21 06:36:32 AM,21.855,387.5,2.67,,,
72,07/31/21 12:36:32 PM,24.351,2669.5,2.68,,,
73,07/31/21 06:36:32 PM,22.238,828.8,2.67,,,
74,08/01/21 12:36:32 AM,19.472,0.0,2.67,,,
75,08/01/21 06:36:32 AM,18.711,387.5,2.67,,,
76,08/01/21 12:36:32 PM,24.255,2066.7,2.68,,,
77,08/01/21 06:36:32 PM,24.062,1636.1,2.68,,,
78,08/02/21 12:36:32 AM,20.996,0.0,2.67,,,
79,08/02/21 06:36:32 AM,20.710,624.3,2.67,,,
80,08/02/21 12:36:32 PM,26.781,3272.2,2.68,,,
81,08/02/21 06:36:32 PM,24.255,549.0,2.68,,,
82,08/03/21 12:36:32 AM,20.615,0.0,2.65,,,
83,08/03/21 06:36:32 AM,19.662,452.1,2.65,,,
84,08/03/21 12:36:32 PM,23.677,3272.2,2.67,,,
85,08/03/21 06:36:32 PM,22.621,1097.9,2.67,,,
86,08/04/21 12:36:32 AM,19.187,0.0,2.67,,,
87,08/04/21 06:36:32 AM,18.331,452.1,2.67,,,
88,08/04/21 12:36:32 PM,24.641,3272.2,2.68,,,
89,08/04/21 06:36:32 PM,22.908,441.3,2.67,,,
90,08/05/21 12:36:32 AM,19.567,0.0,2.67,,,
91,08/05/21 06:36:32 AM,17.094,538.2,2.65,,,
92,08/05/21 12:36:32 PM,18.236,1097.9,2.65,,,
93,08/05/21 06:36:32 PM,14.996,279.9,2.65,,,
94,08/06/21 12:36:32 AM,13.846,0.0,2.65,,,
95,08/06/21 06:36:32 AM,12.980,258.3,2.63,,,
96,08/06/21 12:36:32 PM,18.521,1636.1,2.67,,,
97,08/06/21 06:36:32 PM,19.472,1237.9,2.67,,,
98,08/07/21 12:36:32 AM,15.378,0.0,2.63,,,
99,08/07/21 06:36:32 AM,14.804,118.4,2.65,,,
100,08/07/21 12:36:32 PM,20.710,3100.0,2.65,,,
101,08/07/21 06:36:32 PM,18.616,172.2,2.65,,,
102,08/08/21 12:36:32 AM,13.461,0.0,2.63,,,
103,08/08/21 06:36:32 AM,10.259,570.5,2.62,,,
104,08/08/21 12:36:32 PM,14.804,2583.4,2.65,,,
105,08/08/21 06:36:32 PM,16.332,1141.0,2.65,,,
106,08/09/21 12:36:32 AM,12.594,0.0,2.63,,,
107,08/09/21 06:36:32 AM,12.401,172.2,2.63,,,
108,08/09/21 12:36:32 PM,20.329,2497.2,2.65,,,
109,08/09/21 06:36:32 PM,21.473,1216.3,2.65,,,
110,08/10/21 12:36:32 AM,16.713,0.0,2.65,,,
111,08/10/21 06:36:32 AM,16.713,107.6,2.65,,,
112,08/10/21 12:36:32 PM,23.196,2497.2,2.67,,,
113,08/10/21 06:36:32 PM,23.196,1141.0,2.67,,,
114,08/11/21 12:36:32 AM,20.996,0.0,2.65,,,
115,08/11/21 06:36:32 AM,20.901,86.1,2.65,,,
116,08/11/21 12:36:32 PM,27.468,2411.1,2.68,,,
117,08/11/21 06:36:32 PM,26.585,958.0,2.67,,,
118,08/12/21 12:36:32 AM,22.525,0.0,2.67,,,
119,08/12/21 06:36:32 AM,21.760,430.6,2.65,,,
120,08/12/21 12:36:32 PM,28.456,2497.2,2.68,,,
121,08/12/21 06:36:32 PM,26.390,688.9,2.67,,,
122,08/13/21 12:36:32 AM,22.621,0.0,2.67,,,
123,08/13/21 06:36:32 AM,22.238,473.6,2.67,,,
