"Plot Title: 10166305"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Good Battery","Bad Battery","Coupler Attached","Stopped","End Of File"
1,07/24/21 06:36:32 PM,20.805,1722.2,2.97,Logged,,,,
2,07/25/21 12:36:32 AM,16.427,32.3,2.95,,,,,
3,07/25/21 06:36:32 AM,15.187,172.2,2.93,,,,,
4,07/25/21 12:36:32 PM,21.951,3961.1,2.99,,,,,
5,07/25/21 06:36:32 PM,20.996,1808.3,2.97,,,,,
6,07/26/21 12:36:32 AM,16.713,32.3,2.95,,,,,
7,07/26/21 06:36:32 AM,15.282,473.6,2.93,,,,,
8,07/26/21 12:36:32 PM,21.664,3616.7,2.97,,,,,
9,07/26/21 06:36:32 PM,20.710,688.9,2.95,,,,,
10,07/27/21 12:36:32 AM,17.094,32.3,2.93,,,,,
11,07/27/21 06:36:32 AM,14.038,688.9,2.91,,,,,
12,07/27/21 12:36:32 PM,18.616,5166.7,2.93,,,,,
13,07/27/21 06:36:32 PM,18.236,2152.8,2.93,,,,,
14,07/28/21 12:36:32 AM,16.141,32.3,2.91,,,,,
15,07/28/21 06:36:32 AM,16.427,538.2,2.91,,,,,
16,07/28/21 12:36:32 PM,21.187,4133.4,2.93,,,,,
17,07/28/21 06:36:32 PM,20.519,1270.1,2.93,,,,,
18,07/29/21 12:36:32 AM,18.140,32.3,2.93,,,,,
19,07/29/21 06:36:32 AM,17.665,236.8,2.91,,,,,
20,07/29/21 12:36:32 PM,24.255,3788.9,2.95,,,,,
21,07/29/21 06:36:32 PM,22.525,1076.4,2.93,,,,,
22,07/30/21 12:36:32 AM,20.329,43.1,2.91,,,,,
23,07/30/21 06:36:32 AM,19.948,1076.4,2.91,,,,,
24,07/30/21 12:36:32 PM,23.869,3272.2,2.93,,,,,
25,07/30/21 06:36:32 PM,23.388,398.3,2.93,,,,,
26,07/31/21 12:36:32 AM,21.760,43.1,2.93,,,,,
27,07/31/21 06:36:32 AM,20.329,775.0,2.91,,,,,
28,07/31/21 12:36:32 PM,23.966,4650.0,2.93,,,,,
29,07/31/21 06:36:32 PM,21.473,958.0,2.91,,,,,
30,08/01/21 12:36:32 AM,18.901,21.5,2.91,,,,,
31,08/01/21 06:36:32 AM,18.140,538.2,2.89,,,,,
32,08/01/21 12:36:32 PM,23.484,3100.0,2.91,,,,,
33,08/01/21 06:36:32 PM,22.238,1463.9,2.91,,,,,
34,08/02/21 12:36:32 AM,20.329,21.5,2.89,,,,,
35,08/02/21 06:36:32 AM,19.758,861.1,2.89,,,,,
36,08/02/21 12:36:32 PM,25.610,4994.5,2.91,,,,,
37,08/02/21 06:36:32 PM,22.429,516.7,2.91,,,,,
38,08/03/21 12:36:32 AM,19.472,21.5,2.91,,,,,
39,08/03/21 06:36:32 AM,18.996,731.9,2.89,,,,,
40,08/03/21 12:36:32 PM,22.621,4994.5,2.91,,,,,
41,08/03/21 06:36:32 PM,21.760,925.7,2.89,,,,,
42,08/04/21 12:36:32 AM,18.331,10.8,2.89,,,,,
43,08/04/21 06:36:32 AM,17.475,699.7,2.87,,,,,
44,08/04/21 12:36:32 PM,23.292,4822.3,2.89,,,,,
45,08/04/21 06:36:32 PM,21.569,495.1,2.89,,,,,
46,08/05/21 12:36:32 AM,18.521,10.8,2.87,,,,,
47,08/05/21 06:36:32 AM,16.237,807.3,2.85,,,,,
48,08/05/21 12:36:32 PM,17.475,1302.4,2.85,,,,,
49,08/05/21 06:36:32 PM,14.230,409.0,2.85,,,,,
50,08/06/21 12:36:32 AM,13.173,0.0,2.85,,,,,
51,08/06/21 06:36:32 AM,12.207,333.7,2.83,,,,,
52,08/06/21 12:36:32 PM,17.760,3100.0,2.85,,,,,
53,08/06/21 06:36:32 PM,17.950,904.2,2.85,,,,,
54,08/07/21 12:36:32 AM,14.325,0.0,2.85,,,,,
55,08/07/21 06:36:32 AM,13.846,150.7,2.85,,,,,
56,08/07/21 12:36:32 PM,19.853,3961.1,2.83,,,,,
57,08/07/21 06:36:32 PM,17.570,183.0,2.85,,,,,
58,08/08/21 12:36:32 AM,12.207,0.0,2.83,,,,,
59,08/08/21 06:36:32 AM,9.176,979.5,2.81,,,,,
60,08/08/21 12:36:32 PM,13.846,3961.1,2.83,,,,,
61,08/08/21 06:36:32 PM,14.134,839.6,2.83,,,,,
62,08/09/21 12:36:32 AM,11.334,0.0,2.81,,,,,
63,08/09/21 06:36:32 AM,11.334,258.3,2.79,,,,,
64,08/09/21 12:36:32 PM,19.092,3788.9,2.83,,,,,
65,08/09/21 06:36:32 PM,19.282,925.7,2.85,,,,,
66,08/10/21 12:36:32 AM,15.664,0.0,2.83,,,,,
67,08/10/21 06:36:32 AM,15.569,150.7,2.83,,,,,
68,08/10/21 12:36:32 PM,21.664,3788.9,2.85,,,,,
69,08/10/21 06:36:32 PM,21.378,839.6,2.85,,,,,
70,08/11/21 12:36:32 AM,19.758,0.0,2.83,,,,,
71,08/11/21 06:36:32 AM,19.758,150.7,2.83,,,,,
72,08/11/21 12:36:32 PM,25.610,3444.5,2.87,,,,,
73,08/11/21 06:36:32 PM,24.351,742.7,2.89,,,,,
74,08/12/21 12:36:32 AM,21.282,0.0,2.85,,,,,
75,08/12/21 06:36:32 AM,20.901,645.8,2.85,,,,,
76,08/12/21 12:36:32 PM,26.585,3616.7,2.87,,,,,
77,08/12/21 06:36:32 PM,25.222,516.7,2.87,,,,,
78,08/13/21 12:36:32 AM,21.664,0.0,2.87,,,,,
79,08/13/21 06:36:32 AM,21.091,742.7,2.85,,,,,
80,08/13/21 12:36:32 PM,25.708,3961.1,2.87,,,,,
81,08/13/21 06:36:32 PM,22.142,419.8,2.87,,,,,
82,08/14/21 12:36:32 AM,19.567,0.0,2.87,,,,,
83,08/14/21 06:36:32 AM,18.996,818.1,2.85,,,,,
84,08/14/21 12:36:32 PM,24.835,4477.8,2.87,,,,,
85,08/14/21 06:36:32 PM,23.677,387.5,2.87,,,,,
86,08/15/21 12:36:32 AM,19.948,0.0,2.85,,,,,
87,08/15/21 06:36:32 AM,19.472,527.4,2.85,,,,,
88,08/15/21 12:36:32 PM,23.966,3961.1,2.87,,,,,
89,08/15/21 06:36:32 PM,21.760,462.9,2.85,,,,,
90,08/16/21 12:36:32 AM,18.045,0.0,2.85,,,,,
