"Plot Title: 10166293"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Stopped","End Of File"
1,06/19/14 09:00:00 AM,11.334,2152.8,3.17,,,
2,06/19/14 03:00:00 PM,15.855,4994.5,3.14,,,
3,06/19/14 09:00:00 PM,10.455,0.0,3.10,,,
4,06/20/14 03:00:00 AM,7.983,0.0,3.10,,,
5,06/20/14 09:00:00 AM,8.581,2927.8,3.08,,,
6,06/20/14 03:00:00 PM,12.207,5511.1,3.05,,,
7,06/20/14 09:00:00 PM,7.782,0.0,3.05,,,
8,06/21/14 03:00:00 AM,6.877,0.0,3.03,,,
9,06/21/14 09:00:00 AM,9.965,3100.0,3.01,,,
10,06/21/14 03:00:00 PM,15.473,5166.7,3.03,,,
11,06/21/14 09:00:00 PM,10.063,0.0,3.01,,,
12,06/22/14 03:00:00 AM,8.978,0.0,3.01,,,
13,06/22/14 09:00:00 AM,12.690,2927.8,3.01,,,
14,06/22/14 03:00:00 PM,18.711,5166.7,3.01,,,
15,06/22/14 09:00:00 PM,13.269,0.0,3.01,,,
16,06/23/14 03:00:00 AM,11.625,0.0,2.99,,,
17,06/23/14 09:00:00 AM,13.269,2411.1,2.99,,,
18,06/23/14 03:00:00 PM,17.855,5166.7,2.99,,,
19,06/23/14 09:00:00 PM,11.236,0.0,2.97,,,
20,06/24/14 03:00:00 AM,8.779,0.0,2.97,,,
21,06/24/14 09:00:00 AM,10.846,2497.2,2.97,,,
22,06/24/14 03:00:00 PM,14.230,2066.7,2.99,,,
23,06/24/14 09:00:00 PM,11.722,0.0,2.97,,,
24,06/25/14 03:00:00 AM,10.651,0.0,2.95,,,
25,06/25/14 09:00:00 AM,13.076,2411.1,2.97,,,
26,06/25/14 03:00:00 PM,12.207,462.9,2.95,,,
27,06/25/14 09:00:00 PM,10.063,0.0,2.93,,,
28,06/26/14 03:00:00 AM,9.768,0.0,2.93,,,
29,06/26/14 09:00:00 AM,8.581,1054.9,2.95,,,
30,06/26/14 03:00:00 PM,10.259,3100.0,2.93,,,
31,06/26/14 09:00:00 PM,9.571,0.0,2.95,,,
32,06/27/14 03:00:00 AM,8.382,0.0,2.93,,,
33,06/27/14 09:00:00 AM,9.275,1550.0,2.93,,,
34,06/27/14 03:00:00 PM,9.669,2066.7,2.91,,,
35,06/27/14 09:00:00 PM,8.382,0.0,2.93,,,
36,06/28/14 03:00:00 AM,6.674,0.0,2.91,,,
37,06/28/14 09:00:00 AM,7.582,1980.6,2.91,,,
38,06/28/14 03:00:00 PM,12.401,9300.1,2.93,,,
39,06/28/14 09:00:00 PM,8.978,0.0,2.93,,,
40,06/29/14 03:00:00 AM,7.179,0.0,2.91,,,
41,06/29/14 09:00:00 AM,8.382,2066.7,2.91,,,
42,06/29/14 03:00:00 PM,12.883,2066.7,2.93,,,
43,06/29/14 09:00:00 PM,9.866,0.0,2.91,,,
44,06/30/14 03:00:00 AM,8.779,0.0,2.93,,,
45,06/30/14 09:00:00 AM,12.110,2238.9,2.91,,,
46,06/30/14 03:00:00 PM,20.234,8611.2,2.93,,,
47,06/30/14 09:00:00 PM,15.091,0.0,2.93,,,
48,07/01/14 03:00:00 AM,15.282,0.0,2.93,,,
49,07/01/14 09:00:00 AM,18.901,2152.8,2.95,,,
50,07/01/14 03:00:00 PM,26.585,8611.2,2.95,,,
51,07/01/14 09:00:00 PM,18.711,0.0,2.97,,,
52,07/02/14 03:00:00 AM,15.282,0.0,2.95,,,
53,07/02/14 09:00:00 AM,12.980,731.9,2.95,,,
