"Plot Title: 10166274"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","End Of File"
1,06/19/14 03:00:00 PM,15.760,3100.0,2.91,
2,06/19/14 09:00:00 PM,10.651,0.0,2.91,
3,06/20/14 03:00:00 AM,8.282,0.0,2.91,
4,06/20/14 09:00:00 AM,8.779,6544.5,2.91,
5,06/20/14 03:00:00 PM,12.110,3788.9,2.91,
6,06/20/14 09:00:00 PM,7.682,0.0,2.91,
7,06/21/14 03:00:00 AM,6.573,0.0,2.91,
8,06/21/14 09:00:00 AM,10.944,8266.7,2.91,
9,06/21/14 03:00:00 PM,14.709,3272.2,2.93,
10,06/21/14 09:00:00 PM,9.571,0.0,2.93,
11,06/22/14 03:00:00 AM,8.282,0.0,2.91,
12,06/22/14 09:00:00 AM,13.558,6544.5,2.93,
13,06/22/14 03:00:00 PM,18.140,3100.0,2.93,
14,06/22/14 09:00:00 PM,12.883,0.0,2.93,
15,06/23/14 03:00:00 AM,11.334,0.0,2.91,
16,06/23/14 09:00:00 AM,14.038,4305.6,2.93,
17,06/23/14 03:00:00 PM,19.282,6544.5,2.93,
18,06/23/14 09:00:00 PM,11.236,0.0,2.93,
19,06/24/14 03:00:00 AM,8.282,0.0,2.93,
20,06/24/14 09:00:00 AM,11.431,4822.3,2.93,
21,06/24/14 03:00:00 PM,14.900,4305.6,2.93,
22,06/24/14 09:00:00 PM,11.236,0.0,2.91,
23,06/25/14 03:00:00 AM,9.965,0.0,2.91,
24,06/25/14 09:00:00 AM,14.038,5511.1,2.93,
25,06/25/14 03:00:00 PM,12.883,1550.0,2.93,
26,06/25/14 09:00:00 PM,10.161,0.0,2.91,
27,06/26/14 03:00:00 AM,9.768,0.0,2.91,
28,06/26/14 09:00:00 AM,9.472,2755.6,2.93,
29,06/26/14 03:00:00 PM,11.625,6200.0,2.91,
30,06/26/14 09:00:00 PM,9.768,0.0,2.91,
31,06/27/14 03:00:00 AM,8.779,0.0,2.93,
32,06/27/14 09:00:00 AM,9.768,3961.1,2.91,
33,06/27/14 03:00:00 PM,10.748,5511.1,2.91,
34,06/27/14 09:00:00 PM,8.581,0.0,2.91,
35,06/28/14 03:00:00 AM,7.079,0.0,2.91,
36,06/28/14 09:00:00 AM,8.978,5166.7,2.93,
37,06/28/14 03:00:00 PM,13.173,8611.2,2.93,
38,06/28/14 09:00:00 PM,9.275,0.0,2.93,
39,06/29/14 03:00:00 AM,7.179,0.0,2.91,
40,06/29/14 09:00:00 AM,9.768,4994.5,2.91,
41,06/29/14 03:00:00 PM,13.076,4822.3,2.91,
42,06/29/14 09:00:00 PM,9.669,0.0,2.91,
43,06/30/14 03:00:00 AM,8.481,0.0,2.91,
44,06/30/14 09:00:00 AM,12.110,3961.1,2.91,
45,06/30/14 03:00:00 PM,19.567,2755.6,2.93,
46,06/30/14 09:00:00 PM,15.091,0.0,2.91,
47,07/01/14 03:00:00 AM,14.134,0.0,2.93,
48,07/01/14 09:00:00 AM,17.570,3788.9,2.93,
49,07/01/14 03:00:00 PM,24.931,2927.8,2.95,
50,07/01/14 09:00:00 PM,18.331,0.0,2.95,
51,07/02/14 03:00:00 AM,14.709,0.0,2.95,
52,07/02/14 09:00:00 AM,13.076,2325.0,2.93,
53,07/02/14 03:00:00 PM,18.806,2238.9,2.95,
54,07/02/14 09:00:00 PM,13.750,0.0,2.93,
55,07/03/14 03:00:00 AM,11.625,0.0,2.93,
56,07/03/14 09:00:00 AM,14.230,6544.5,2.93,
57,07/03/14 03:00:00 PM,18.426,4133.4,2.93,
58,07/03/14 09:00:00 PM,11.625,0.0,2.93,
59,07/04/14 03:00:00 AM,10.161,0.0,2.93,
60,07/04/14 09:00:00 AM,14.613,7577.8,2.95,
61,07/04/14 03:00:00 PM,19.758,6200.0,2.93,
62,07/04/14 09:00:00 PM,13.365,0.0,2.93,
63,07/05/14 03:00:00 AM,11.819,0.0,2.93,
64,07/05/14 09:00:00 AM,15.760,3616.7,2.93,
65,07/05/14 03:00:00 PM,21.664,2927.8,2.93,
66,07/05/14 09:00:00 PM,15.760,0.0,2.93,
67,07/06/14 03:00:00 AM,13.558,0.0,2.95,
68,07/06/14 09:00:00 AM,17.094,3616.7,2.93,
69,07/06/14 03:00:00 PM,22.621,2927.8,2.95,
70,07/06/14 09:00:00 PM,16.141,0.0,2.93,
71,07/07/14 03:00:00 AM,14.517,0.0,2.95,
72,07/07/14 09:00:00 AM,19.187,3444.5,2.95,
73,07/07/14 03:00:00 PM,24.738,2755.6,2.95,
74,07/07/14 09:00:00 PM,18.045,0.0,2.95,
75,07/08/14 03:00:00 AM,15.951,0.0,2.93,
76,07/08/14 09:00:00 AM,20.234,3788.9,2.93,
77,07/08/14 03:00:00 PM,24.738,2238.9,2.95,
78,07/08/14 09:00:00 PM,17.950,0.0,2.95,
