"Plot Title: 10169149"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","End Of File"
1,06/18/14 09:00:00 PM,9.571,0.0,2.91,
2,06/19/14 03:00:00 AM,8.182,0.0,2.91,
3,06/19/14 09:00:00 AM,9.373,1302.4,2.91,
4,06/19/14 03:00:00 PM,16.427,3961.1,2.91,
5,06/19/14 09:00:00 PM,11.916,0.0,2.91,
6,06/20/14 03:00:00 AM,8.680,0.0,2.91,
7,06/20/14 09:00:00 AM,9.571,7233.4,2.91,
8,06/20/14 03:00:00 PM,12.980,2152.8,2.91,
9,06/20/14 09:00:00 PM,8.382,0.0,2.91,
10,06/21/14 03:00:00 AM,7.179,0.0,2.91,
11,06/21/14 09:00:00 AM,10.161,4822.3,2.89,
12,06/21/14 03:00:00 PM,15.378,3961.1,2.91,
13,06/21/14 09:00:00 PM,10.748,0.0,2.91,
14,06/22/14 03:00:00 AM,9.176,0.0,2.91,
15,06/22/14 09:00:00 AM,12.110,3100.0,2.91,
16,06/22/14 03:00:00 PM,18.331,3961.1,2.91,
17,06/22/14 09:00:00 PM,13.942,0.0,2.93,
18,06/23/14 03:00:00 AM,11.916,0.0,2.91,
19,06/23/14 09:00:00 AM,12.110,1377.8,2.91,
20,06/23/14 03:00:00 PM,18.426,5166.7,2.93,
21,06/23/14 09:00:00 PM,11.528,0.0,2.91,
22,06/24/14 03:00:00 AM,8.581,0.0,2.93,
23,06/24/14 09:00:00 AM,9.669,1894.5,2.91,
24,06/24/14 03:00:00 PM,15.855,4822.3,2.91,
25,06/24/14 09:00:00 PM,11.916,0.0,2.91,
26,06/25/14 03:00:00 AM,10.748,0.0,2.91,
27,06/25/14 09:00:00 AM,13.750,5166.7,2.93,
28,06/25/14 03:00:00 PM,12.690,775.0,2.91,
29,06/25/14 09:00:00 PM,10.748,0.0,2.91,
30,06/26/14 03:00:00 AM,10.553,0.0,2.91,
31,06/26/14 09:00:00 AM,9.472,2152.8,2.93,
32,06/26/14 03:00:00 PM,12.401,6544.5,2.91,
