"Plot Title: 10169175"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Coupler Attached","Coupler Detached","Bad Battery","End Of File"
1,06/18/14 03:00:00 PM,14.230,1024.0,3.17,,,,
2,06/18/14 09:00:00 PM,8.581,0.0,3.12,,,,
3,06/19/14 03:00:00 AM,7.079,0.0,3.10,,,,
4,06/19/14 09:00:00 AM,10.944,576.0,3.08,,,,
5,06/19/14 03:00:00 PM,17.570,864.0,3.10,,,,
6,06/19/14 09:00:00 PM,10.944,0.0,3.08,,,,
7,06/20/14 03:00:00 AM,8.879,0.0,3.05,,,,
8,06/20/14 09:00:00 AM,11.139,992.0,3.03,,,,
9,06/20/14 03:00:00 PM,15.855,1088.0,3.05,,,,
10,06/20/14 09:00:00 PM,7.782,0.0,3.03,,,,
11,06/21/14 03:00:00 AM,6.573,0.0,3.01,,,,
12,06/21/14 09:00:00 AM,11.722,1728.0,3.01,,,,
13,06/21/14 03:00:00 PM,16.808,1088.0,3.01,,,,
14,06/21/14 09:00:00 PM,9.669,0.0,2.99,,,,
15,06/22/14 03:00:00 AM,8.182,0.0,2.99,,,,
16,06/22/14 09:00:00 AM,13.942,6144.0,3.01,,,,
17,06/22/14 03:00:00 PM,19.282,1024.0,3.01,,,,
18,06/22/14 09:00:00 PM,12.401,0.0,2.99,,,,
19,06/23/14 03:00:00 AM,10.944,0.0,2.99,,,,
20,06/23/14 09:00:00 AM,15.664,4096.0,2.99,,,,
21,06/23/14 03:00:00 PM,20.234,1344.0,2.99,,,,
22,06/23/14 09:00:00 PM,11.431,0.0,2.99,,,,
23,06/24/14 03:00:00 AM,8.182,0.0,2.97,,,,
24,06/24/14 09:00:00 AM,11.819,1920.0,2.97,,,,
25,06/24/14 03:00:00 PM,17.284,1728.0,2.99,,,,
26,06/24/14 09:00:00 PM,11.041,0.0,2.97,,,,
27,06/25/14 03:00:00 AM,9.866,0.0,2.95,,,,
28,06/25/14 09:00:00 AM,14.804,1024.0,2.97,,,,
29,06/25/14 03:00:00 PM,13.365,123.0,2.97,,,,
30,06/25/14 09:00:00 PM,10.748,0.0,2.95,,,,
31,06/26/14 03:00:00 AM,10.455,0.0,2.93,,,,
32,06/26/14 09:00:00 AM,10.161,416.0,2.93,,,,
33,06/26/14 03:00:00 PM,13.942,672.0,2.95,,,,
34,06/26/14 09:00:00 PM,10.651,0.0,2.93,,,,
35,06/27/14 03:00:00 AM,9.571,0.0,2.95,,,,
36,06/27/14 09:00:00 AM,10.455,480.0,2.93,,,,
37,06/27/14 03:00:00 PM,11.722,400.0,2.93,,,,
38,06/27/14 09:00:00 PM,9.472,0.0,2.93,,,,
39,06/28/14 03:00:00 AM,8.082,0.0,2.93,,,,
40,06/28/14 09:00:00 AM,10.944,1664.0,2.93,,,,
41,06/28/14 03:00:00 PM,15.091,5376.0,2.93,,,,
42,06/28/14 09:00:00 PM,9.965,0.0,2.93,,,,
43,06/29/14 03:00:00 AM,8.779,0.0,2.93,,,,
44,06/29/14 09:00:00 AM,12.304,1856.0,2.93,,,,
45,06/29/14 03:00:00 PM,17.284,2048.0,2.93,,,,
46,06/29/14 09:00:00 PM,9.965,0.0,2.91,,,,
47,06/30/14 03:00:00 AM,8.481,0.0,2.93,,,,
48,06/30/14 09:00:00 AM,12.883,1152.0,2.93,,,,
49,06/30/14 03:00:00 PM,22.429,7424.0,2.95,,,,
50,06/30/14 09:00:00 PM,13.942,0.0,2.95,,,,
51,07/01/14 03:00:00 AM,12.980,0.0,2.95,,,,
52,07/01/14 09:00:00 AM,17.855,11264.0,2.95,,,,
53,07/01/14 03:00:00 PM,28.853,9216.0,2.97,,,,
54,07/01/14 09:00:00 PM,16.618,0.0,2.97,,,,
55,07/02/14 03:00:00 AM,14.230,0.0,2.97,,,,
56,07/02/14 09:00:00 AM,13.750,432.0,2.95,,,,
57,07/02/14 03:00:00 PM,24.738,11776.0,2.97,,,,
58,07/02/14 09:00:00 PM,13.942,0.0,2.95,,,,
59,07/03/14 03:00:00 AM,11.334,0.0,2.93,,,,
60,07/03/14 09:00:00 AM,16.141,704.0,2.93,,,,
61,07/03/14 03:00:00 PM,26.195,13312.0,2.95,,,,
62,07/03/14 09:00:00 PM,11.916,0.0,2.95,,,,
63,07/04/14 03:00:00 AM,10.455,0.0,2.93,,,,
64,07/04/14 09:00:00 AM,15.187,1088.0,2.93,,,,
65,07/04/14 03:00:00 PM,19.187,1024.0,2.97,,,,
66,07/04/14 09:00:00 PM,12.787,0.0,2.95,,,,
67,07/05/14 03:00:00 AM,11.528,0.0,2.93,,,,
68,07/05/14 09:00:00 AM,18.140,4608.0,2.95,,,,
69,07/05/14 03:00:00 PM,26.097,7680.0,2.95,,,,
70,07/05/14 09:00:00 PM,14.900,0.0,2.97,,,,
71,07/06/14 03:00:00 AM,12.883,0.0,2.95,,,,
72,07/06/14 09:00:00 AM,20.234,4864.0,2.93,,,,
73,07/06/14 03:00:00 PM,27.075,6144.0,2.97,,,,
74,07/06/14 09:00:00 PM,15.664,0.0,2.95,,,,
75,07/07/14 03:00:00 AM,13.942,0.0,2.95,,,,
76,07/07/14 09:00:00 AM,22.812,7168.0,2.95,,,,
77,07/07/14 03:00:00 PM,27.961,4352.0,2.97,,,,
78,07/07/14 09:00:00 PM,17.950,0.0,2.97,,,,
79,07/08/14 03:00:00 AM,15.664,0.0,2.95,,,,
80,07/08/14 09:00:00 AM,24.545,8192.0,2.97,,,,
81,07/08/14 03:00:00 PM,26.683,2048.0,2.97,,,,
82,07/08/14 09:00:00 PM,17.855,0.0,2.97,,,,
