"Plot Title: 10169160"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Stopped","End Of File"
1,06/18/14 09:00:00 PM,9.669,0.0,3.10,,,
2,06/19/14 03:00:00 AM,8.282,0.0,3.10,,,
3,06/19/14 09:00:00 AM,9.275,1636.1,3.10,,,
4,06/19/14 03:00:00 PM,17.094,4133.4,3.10,,,
5,06/19/14 09:00:00 PM,12.110,0.0,3.08,,,
6,06/20/14 03:00:00 AM,8.779,0.0,3.08,,,
7,06/20/14 09:00:00 AM,9.669,5166.7,3.03,,,
8,06/20/14 03:00:00 PM,13.846,3961.1,3.05,,,
9,06/20/14 09:00:00 PM,8.680,0.0,3.03,,,
10,06/21/14 03:00:00 AM,7.481,0.0,3.01,,,
11,06/21/14 09:00:00 AM,10.063,4133.4,3.01,,,
12,06/21/14 03:00:00 PM,16.713,4305.6,3.05,,,
13,06/21/14 09:00:00 PM,11.139,0.0,3.03,,,
14,06/22/14 03:00:00 AM,9.472,0.0,3.03,,,
15,06/22/14 09:00:00 AM,12.110,3100.0,3.01,,,
16,06/22/14 03:00:00 PM,19.377,4305.6,3.05,,,
17,06/22/14 09:00:00 PM,14.134,0.0,3.03,,,
18,06/23/14 03:00:00 AM,12.110,0.0,3.01,,,
19,06/23/14 09:00:00 AM,12.304,1722.2,2.99,,,
20,06/23/14 03:00:00 PM,19.567,6200.0,3.03,,,
21,06/23/14 09:00:00 PM,11.916,0.0,3.01,,,
22,06/24/14 03:00:00 AM,9.077,0.0,2.99,,,
23,06/24/14 09:00:00 AM,10.161,1808.3,2.97,,,
24,06/24/14 03:00:00 PM,16.618,5511.1,2.99,,,
25,06/24/14 09:00:00 PM,12.207,0.0,2.97,,,
26,06/25/14 03:00:00 AM,10.944,0.0,2.97,,,
27,06/25/14 09:00:00 AM,13.846,4650.0,2.97,,,
28,06/25/14 03:00:00 PM,12.883,645.8,2.97,,,
29,06/25/14 09:00:00 PM,10.846,0.0,2.95,,,
30,06/26/14 03:00:00 AM,10.553,0.0,2.95,,,
31,06/26/14 09:00:00 AM,9.571,1808.3,2.95,,,
32,06/26/14 03:00:00 PM,12.401,6544.5,2.95,,,
33,06/26/14 09:00:00 PM,10.553,0.0,2.95,,,
34,06/27/14 03:00:00 AM,9.275,0.0,2.95,,,
35,06/27/14 09:00:00 AM,10.063,1808.3,2.93,,,
36,06/27/14 03:00:00 PM,10.846,861.1,2.93,,,
37,06/27/14 09:00:00 PM,9.373,0.0,2.95,,,
38,06/28/14 03:00:00 AM,7.983,0.0,2.93,,,
39,06/28/14 09:00:00 AM,8.978,5166.7,2.93,,,
40,06/28/14 03:00:00 PM,12.497,4650.0,2.93,,,
41,06/28/14 09:00:00 PM,10.259,0.0,2.93,,,
42,06/29/14 03:00:00 AM,8.481,0.0,2.93,,,
43,06/29/14 09:00:00 AM,8.779,2583.4,2.93,,,
44,06/29/14 03:00:00 PM,14.804,4133.4,2.97,,,
45,06/29/14 09:00:00 PM,10.944,0.0,2.95,,,
46,06/30/14 03:00:00 AM,9.176,0.0,2.95,,,
47,06/30/14 09:00:00 AM,11.041,1550.0,2.93,,,
48,06/30/14 03:00:00 PM,20.901,3961.1,2.99,,,
49,06/30/14 09:00:00 PM,15.569,0.0,2.97,,,
50,07/01/14 03:00:00 AM,14.613,0.0,2.99,,,
51,07/01/14 09:00:00 AM,16.427,1550.0,2.97,,,
52,07/01/14 03:00:00 PM,26.195,4305.6,2.99,,,
53,07/01/14 09:00:00 PM,18.711,0.0,3.01,,,
54,07/02/14 03:00:00 AM,15.664,0.0,2.99,,,
55,07/02/14 09:00:00 AM,13.558,1894.5,2.99,,,
56,07/02/14 03:00:00 PM,20.901,4477.8,2.99,,,
57,07/02/14 09:00:00 PM,14.996,0.0,2.99,,,
58,07/03/14 03:00:00 AM,12.304,0.0,2.97,,,
59,07/03/14 09:00:00 AM,13.365,3444.5,2.97,,,
60,07/03/14 03:00:00 PM,19.377,5166.7,3.01,,,
61,07/03/14 09:00:00 PM,13.365,0.0,2.99,,,
62,07/04/14 03:00:00 AM,10.651,0.0,2.97,,,
63,07/04/14 09:00:00 AM,13.558,4650.0,2.97,,,
64,07/04/14 03:00:00 PM,20.519,5511.1,2.99,,,
65,07/04/14 09:00:00 PM,14.230,0.0,2.99,,,
66,07/05/14 03:00:00 AM,12.980,0.0,2.97,,,
67,07/05/14 09:00:00 AM,13.846,1550.0,2.97,,,
68,07/05/14 03:00:00 PM,22.812,3961.1,2.99,,,
69,07/05/14 09:00:00 PM,16.808,0.0,2.99,,,
70,07/06/14 03:00:00 AM,14.421,0.0,2.99,,,
71,07/06/14 09:00:00 AM,14.900,1550.0,2.99,,,
72,07/06/14 03:00:00 PM,23.773,3961.1,3.01,,,
73,07/06/14 09:00:00 PM,17.189,0.0,2.99,,,
74,07/07/14 03:00:00 AM,15.282,0.0,2.97,,,
75,07/07/14 09:00:00 AM,16.999,1550.0,2.97,,,
76,07/07/14 03:00:00 PM,25.708,3961.1,2.99,,,
77,07/07/14 09:00:00 PM,19.187,0.0,3.01,,,
78,07/08/14 03:00:00 AM,16.808,0.0,2.99,,,
79,07/08/14 09:00:00 AM,18.331,1722.2,2.99,,,
80,07/08/14 03:00:00 PM,25.125,3272.2,2.97,,,
81,07/08/14 09:00:00 PM,18.616,0.0,2.99,,,
82,07/09/14 03:00:00 AM,16.523,0.0,2.97,,,
83,07/09/14 09:00:00 AM,16.523,1550.0,2.95,,,
84,07/09/14 03:00:00 PM,24.158,4133.4,3.01,,,
85,07/09/14 09:00:00 PM,17.094,0.0,2.99,,,
86,07/10/14 03:00:00 AM,14.996,0.0,2.99,,,
87,07/10/14 09:00:00 AM,15.282,1550.0,2.95,,,
88,07/10/14 03:00:00 PM,25.319,4133.4,2.99,,,
89,07/10/14 09:00:00 PM,17.665,0.0,2.99,,,
90,07/11/14 03:00:00 AM,16.141,0.0,2.97,,,
91,07/11/14 09:00:00 AM,17.189,3616.7,2.97,,,
92,07/11/14 03:00:00 PM,19.758,3444.5,2.95,,,
93,07/11/14 09:00:00 PM,17.665,0.0,2.97,,,
94,07/12/14 03:00:00 AM,17.094,0.0,2.95,,,
95,07/12/14 09:00:00 AM,19.377,1550.0,2.97,,,
96,07/12/14 03:00:00 PM,27.665,4133.4,2.99,,,
97,07/12/14 09:00:00 PM,20.424,0.0,2.99,,,
98,07/13/14 03:00:00 AM,18.616,0.0,2.99,,,
99,07/13/14 09:00:00 AM,19.092,1722.2,2.97,,,
100,07/13/14 03:00:00 PM,22.812,5166.7,2.97,,,
101,07/13/14 09:00:00 PM,16.808,0.0,2.97,,,
102,07/14/14 03:00:00 AM,14.900,0.0,2.97,,,
103,07/14/14 09:00:00 AM,16.713,1550.0,2.95,,,
104,07/14/14 03:00:00 PM,25.416,4133.4,2.99,,,
105,07/14/14 09:00:00 PM,18.521,0.0,2.99,,,
106,07/15/14 03:00:00 AM,16.523,0.0,2.97,,,
107,07/15/14 09:00:00 AM,18.901,1550.0,2.97,,,
108,07/15/14 03:00:00 PM,28.655,4305.6,3.01,,,
109,07/15/14 09:00:00 PM,21.664,0.0,2.99,,,
110,07/16/14 03:00:00 AM,19.282,0.0,2.99,,,
111,07/16/14 09:00:00 AM,20.329,1894.5,2.97,,,
112,07/16/14 03:00:00 PM,27.272,4477.8,2.99,,,
113,07/16/14 09:00:00 PM,19.377,0.0,2.99,,,
114,07/17/14 03:00:00 AM,16.046,0.0,2.97,,,
115,07/17/14 09:00:00 AM,15.855,1463.9,2.97,,,
116,07/17/14 03:00:00 PM,23.004,4133.4,2.99,,,
117,07/17/14 09:00:00 PM,15.282,0.0,2.97,,,
118,07/18/14 03:00:00 AM,13.076,0.0,2.97,,,
119,07/18/14 09:00:00 AM,14.038,1463.9,2.97,,,
120,07/18/14 03:00:00 PM,22.429,5166.7,2.97,,,
121,07/18/14 09:00:00 PM,15.855,0.0,2.97,,,
122,07/19/14 03:00:00 AM,14.038,0.0,2.97,,,
123,07/19/14 09:00:00 AM,15.187,1463.9,2.95,,,
124,07/19/14 03:00:00 PM,24.351,3961.1,2.99,,,
125,07/19/14 09:00:00 PM,17.475,0.0,2.97,,,
126,07/20/14 03:00:00 AM,14.613,0.0,2.97,,,
127,07/20/14 09:00:00 AM,14.900,1377.8,2.97,,,
128,07/20/14 03:00:00 PM,19.567,4305.6,2.97,,,
129,07/20/14 09:00:00 PM,12.980,0.0,2.95,,,
130,07/21/14 03:00:00 AM,11.528,0.0,2.95,,,
131,07/21/14 09:00:00 AM,14.325,3788.9,2.95,,,
132,07/21/14 03:00:00 PM,16.808,2669.5,2.93,,,
133,07/21/14 09:00:00 PM,13.365,0.0,2.93,,,
134,07/22/14 03:00:00 AM,13.558,0.0,2.93,,,
135,07/22/14 09:00:00 AM,14.804,2755.6,2.93,,,
136,07/22/14 03:00:00 PM,20.138,4994.5,2.93,,,
137,07/22/14 09:00:00 PM,12.401,0.0,2.93,,,
138,07/23/14 03:00:00 AM,12.401,0.0,2.93,,,
139,07/23/14 09:00:00 AM,9.176,1270.1,2.93,,,
140,07/23/14 03:00:00 PM,9.571,333.7,2.93,,,
141,07/23/14 09:00:00 PM,7.582,0.0,2.91,,,
142,07/24/14 03:00:00 AM,7.079,0.0,2.91,,,
143,07/24/14 09:00:00 AM,8.082,2325.0,2.91,,,
144,07/24/14 03:00:00 PM,13.076,9300.1,2.91,,,
145,07/24/14 09:00:00 PM,9.571,0.0,2.91,,,
146,07/25/14 03:00:00 AM,8.382,0.0,2.91,,,
147,07/25/14 09:00:00 AM,9.965,1377.8,2.89,,,
148,07/25/14 03:00:00 PM,18.331,3961.1,2.95,,,
149,07/25/14 09:00:00 PM,13.461,0.0,2.95,,,
150,07/26/14 03:00:00 AM,11.819,0.0,2.93,,,
151,07/26/14 09:00:00 AM,13.365,1377.8,2.93,,,
152,07/26/14 03:00:00 PM,21.855,3961.1,2.95,,,
153,07/26/14 09:00:00 PM,16.332,0.0,2.95,,,
154,07/27/14 03:00:00 AM,14.421,0.0,2.95,,,
155,07/27/14 09:00:00 AM,16.903,2497.2,2.93,,,
156,07/27/14 03:00:00 PM,22.333,7233.4,2.95,,,
157,07/27/14 09:00:00 PM,18.236,0.0,2.95,,,
158,07/28/14 03:00:00 AM,16.523,0.0,2.93,,,
159,07/28/14 09:00:00 AM,17.950,1377.8,2.93,,,
160,07/28/14 03:00:00 PM,26.390,3961.1,2.97,,,
161,07/28/14 09:00:00 PM,19.948,0.0,2.95,,,
162,07/29/14 03:00:00 AM,18.331,0.0,2.97,,,
163,07/29/14 09:00:00 AM,18.996,3444.5,2.95,,,
164,07/29/14 03:00:00 PM,25.805,4133.4,2.95,,,
165,07/29/14 09:00:00 PM,19.092,0.0,2.97,,,
166,07/30/14 03:00:00 AM,17.284,0.0,2.95,,,
167,07/30/14 09:00:00 AM,17.665,1980.6,2.95,,,
168,07/30/14 03:00:00 PM,27.075,3961.1,2.97,,,
169,07/30/14 09:00:00 PM,19.567,0.0,2.97,,,
170,07/31/14 03:00:00 AM,18.711,0.0,2.97,,,
171,07/31/14 09:00:00 AM,19.662,1377.8,2.95,,,
172,07/31/14 03:00:00 PM,27.468,4822.3,2.97,,,
173,07/31/14 09:00:00 PM,20.329,0.0,2.95,,,
174,08/01/14 03:00:00 AM,17.855,0.0,2.97,,,
175,08/01/14 09:00:00 AM,18.045,1550.0,2.95,,,
