"Plot Title: 10169183"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Coupler Attached","Coupler Detached","Bad Battery","End Of File"
1,06/18/14 03:00:00 PM,14.517,896.0,3.14,,,,
2,06/18/14 09:00:00 PM,9.176,0.0,3.10,,,,
3,06/19/14 03:00:00 AM,7.782,0.0,3.08,,,,
4,06/19/14 09:00:00 AM,17.094,1920.0,3.05,,,,
5,06/19/14 03:00:00 PM,17.665,512.0,3.08,,,,
6,06/19/14 09:00:00 PM,11.236,0.0,3.05,,,,
7,06/20/14 03:00:00 AM,8.282,0.0,3.03,,,,
8,06/20/14 09:00:00 AM,10.748,960.0,3.01,,,,
9,06/20/14 03:00:00 PM,14.038,672.0,3.03,,,,
10,06/20/14 09:00:00 PM,7.782,0.0,3.01,,,,
11,06/21/14 03:00:00 AM,6.978,0.0,2.99,,,,
12,06/21/14 09:00:00 AM,13.173,1024.0,2.99,,,,
13,06/21/14 03:00:00 PM,16.713,480.0,3.01,,,,
14,06/21/14 09:00:00 PM,10.651,0.0,2.99,,,,
15,06/22/14 03:00:00 AM,9.176,0.0,2.99,,,,
16,06/22/14 09:00:00 AM,17.284,1408.0,2.97,,,,
17,06/22/14 03:00:00 PM,20.234,512.0,2.99,,,,
18,06/22/14 09:00:00 PM,13.942,0.0,2.99,,,,
19,06/23/14 03:00:00 AM,11.916,0.0,2.97,,,,
20,06/23/14 09:00:00 AM,18.996,1664.0,2.97,,,,
21,06/23/14 03:00:00 PM,20.234,864.0,2.99,,,,
22,06/23/14 09:00:00 PM,11.431,0.0,2.97,,,,
23,06/24/14 03:00:00 AM,8.082,0.0,2.97,,,,
24,06/24/14 09:00:00 AM,15.569,1728.0,2.95,,,,
25,06/24/14 03:00:00 PM,17.475,800.0,2.97,,,,
26,06/24/14 09:00:00 PM,12.013,0.0,2.95,,,,
27,06/25/14 03:00:00 AM,10.748,0.0,2.95,,,,
28,06/25/14 09:00:00 AM,15.569,768.0,2.95,,,,
29,06/25/14 03:00:00 PM,12.401,113.0,2.95,,,,
30,06/25/14 09:00:00 PM,10.357,0.0,2.93,,,,
31,06/26/14 03:00:00 AM,10.259,0.0,2.93,,,,
32,06/26/14 09:00:00 AM,8.978,320.0,2.93,,,,
33,06/26/14 03:00:00 PM,12.401,480.0,2.93,,,,
34,06/26/14 09:00:00 PM,10.161,0.0,2.93,,,,
35,06/27/14 03:00:00 AM,8.879,0.0,2.93,,,,
36,06/27/14 09:00:00 AM,9.768,416.0,2.91,,,,
37,06/27/14 03:00:00 PM,10.651,320.0,2.91,,,,
38,06/27/14 09:00:00 PM,8.879,0.0,2.93,,,,
39,06/28/14 03:00:00 AM,7.179,0.0,2.91,,,,
40,06/28/14 09:00:00 AM,9.275,1536.0,2.93,,,,
41,06/28/14 03:00:00 PM,12.787,1216.0,2.93,,,,
42,06/28/14 09:00:00 PM,9.472,0.0,2.93,,,,
43,06/29/14 03:00:00 AM,7.782,0.0,2.91,,,,
44,06/29/14 09:00:00 AM,12.401,2432.0,2.91,,,,
45,06/29/14 03:00:00 PM,14.804,464.0,2.95,,,,
46,06/29/14 09:00:00 PM,10.455,0.0,2.91,,,,
47,06/30/14 03:00:00 AM,9.275,0.0,2.93,,,,
48,06/30/14 09:00:00 AM,16.237,1792.0,2.91,,,,
49,06/30/14 03:00:00 PM,22.908,480.0,2.97,,,,
50,06/30/14 09:00:00 PM,16.808,0.0,2.95,,,,
51,07/01/14 03:00:00 AM,15.951,0.0,2.95,,,,
52,07/01/14 09:00:00 AM,22.717,1536.0,2.95,,,,
53,07/01/14 03:00:00 PM,28.357,480.0,2.97,,,,
54,07/01/14 09:00:00 PM,19.092,0.0,2.97,,,,
55,07/02/14 03:00:00 AM,15.760,0.0,2.95,,,,
56,07/02/14 09:00:00 AM,13.942,288.0,2.95,,,,
57,07/02/14 03:00:00 PM,22.142,960.0,2.97,,,,
58,07/02/14 09:00:00 PM,14.709,0.0,2.97,,,,
59,07/03/14 03:00:00 AM,11.625,0.0,2.95,,,,
60,07/03/14 09:00:00 AM,14.900,608.0,2.95,,,,
61,07/03/14 03:00:00 PM,20.234,608.0,2.95,,,,
62,07/03/14 09:00:00 PM,12.110,0.0,2.95,,,,
63,07/04/14 03:00:00 AM,10.748,0.0,2.93,,,,
64,07/04/14 09:00:00 AM,15.664,864.0,2.93,,,,
65,07/04/14 03:00:00 PM,21.282,704.0,2.95,,,,
66,07/04/14 09:00:00 PM,13.942,0.0,2.95,,,,
67,07/05/14 03:00:00 AM,12.883,0.0,2.93,,,,
68,07/05/14 09:00:00 AM,21.664,1408.0,2.93,,,,
69,07/05/14 03:00:00 PM,24.255,480.0,2.97,,,,
70,07/05/14 09:00:00 PM,16.903,0.0,2.95,,,,
71,07/06/14 03:00:00 AM,14.517,0.0,2.95,,,,
72,07/06/14 09:00:00 AM,23.100,1408.0,2.93,,,,
73,07/06/14 03:00:00 PM,24.351,480.0,2.97,,,,
74,07/06/14 09:00:00 PM,17.284,0.0,2.95,,,,
75,07/07/14 03:00:00 AM,15.569,0.0,2.95,,,,
76,07/07/14 09:00:00 AM,25.125,1408.0,2.93,,,,
77,07/07/14 03:00:00 PM,26.683,480.0,2.95,,,,
78,07/07/14 09:00:00 PM,19.282,0.0,2.97,,,,
79,07/08/14 03:00:00 AM,16.808,0.0,2.95,,,,
80,07/08/14 09:00:00 AM,25.513,1408.0,2.93,,,,
81,07/08/14 03:00:00 PM,26.097,576.0,2.95,,,,
82,07/08/14 09:00:00 PM,18.426,0.0,2.95,,,,
83,07/09/14 03:00:00 AM,16.237,0.0,2.95,,,,
84,07/09/14 09:00:00 AM,23.100,1344.0,2.95,,,,
85,07/09/14 03:00:00 PM,24.448,512.0,2.97,,,,
86,07/09/14 09:00:00 PM,16.903,0.0,2.95,,,,
87,07/10/14 03:00:00 AM,14.996,0.0,2.95,,,,
88,07/10/14 09:00:00 AM,22.333,1280.0,2.93,,,,
89,07/10/14 03:00:00 PM,25.708,480.0,2.95,,,,
90,07/10/14 09:00:00 PM,17.855,0.0,2.95,,,,
91,07/11/14 03:00:00 AM,16.713,0.0,2.95,,,,
92,07/11/14 09:00:00 AM,22.429,1152.0,2.93,,,,
93,07/11/14 03:00:00 PM,20.805,432.0,2.95,,,,
94,07/11/14 09:00:00 PM,18.521,0.0,2.95,,,,
95,07/12/14 03:00:00 AM,18.616,0.0,2.95,,,,
96,07/12/14 09:00:00 AM,25.610,896.0,2.93,,,,
97,07/12/14 03:00:00 PM,28.357,512.0,2.95,,,,
98,07/12/14 09:00:00 PM,20.424,0.0,2.95,,,,
99,07/13/14 03:00:00 AM,20.138,0.0,2.95,,,,
100,07/13/14 09:00:00 AM,22.525,368.0,2.95,,,,
101,07/13/14 03:00:00 PM,23.100,768.0,2.95,,,,
102,07/13/14 09:00:00 PM,16.618,0.0,2.95,,,,
103,07/14/14 03:00:00 AM,14.230,0.0,2.95,,,,
104,07/14/14 09:00:00 AM,20.901,704.0,2.93,,,,
105,07/14/14 03:00:00 PM,26.000,480.0,2.95,,,,
106,07/14/14 09:00:00 PM,18.426,0.0,2.95,,,,
107,07/15/14 03:00:00 AM,16.713,0.0,2.93,,,,
108,07/15/14 09:00:00 AM,24.255,896.0,2.95,,,,
109,07/15/14 03:00:00 PM,30.356,512.0,2.95,,,,
