Plot Title: 10166279,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,End Of File
1,6/18/2014 15:00,12.883,704,3.17,,
2,6/18/2014 21:00,9.373,0,3.14,,
3,6/19/2014 3:00,7.882,0,3.1,,
4,6/19/2014 9:00,9.275,144,3.1,,
5,6/19/2014 15:00,16.046,512,3.08,,
6,6/19/2014 21:00,11.041,0,3.08,,
7,6/20/2014 3:00,8.382,0,3.05,,
8,6/20/2014 9:00,8.978,448,3.05,,
9,6/20/2014 15:00,12.594,608,3.05,,
10,6/20/2014 21:00,8.182,0,3.03,,
11,6/21/2014 3:00,7.179,0,3.01,,
12,6/21/2014 9:00,9.669,464,2.99,,
13,6/21/2014 15:00,15.378,512,3.01,,
14,6/21/2014 21:00,10.553,0,3.01,,
15,6/22/2014 3:00,9.176,0,3.01,,
16,6/22/2014 9:00,11.819,320,2.99,,
17,6/22/2014 15:00,18.14,480,3.01,,
18,6/22/2014 21:00,13.558,0,3.01,,
19,6/23/2014 3:00,11.625,0,2.99,,
20,6/23/2014 9:00,12.11,160,2.99,,
21,6/23/2014 15:00,17.855,704,2.99,,
22,6/23/2014 21:00,11.334,0,2.97,,
23,6/24/2014 3:00,8.481,0,2.97,,
24,6/24/2014 9:00,9.669,176,2.95,,
25,6/24/2014 15:00,15.76,576,2.97,,
26,6/24/2014 21:00,11.722,0,2.97,,
27,6/25/2014 3:00,10.651,0,2.95,,
28,6/25/2014 9:00,13.75,512,2.97,,
29,6/25/2014 15:00,12.401,65,2.97,,
30,6/25/2014 21:00,10.455,0,2.95,,
31,6/26/2014 3:00,10.259,0,2.95,,
32,6/26/2014 9:00,8.879,216,2.95,,
33,6/26/2014 15:00,11.722,368,2.95,,
34,6/26/2014 21:00,10.161,0,2.93,,
35,6/27/2014 3:00,8.978,0,2.95,,
36,6/27/2014 9:00,9.669,272,2.93,,
37,6/27/2014 15:00,10.651,256,2.93,,
38,6/27/2014 21:00,8.978,0,2.93,,
39,6/28/2014 3:00,7.381,0,2.93,,
40,6/28/2014 9:00,8.481,608,2.93,,
41,6/28/2014 15:00,11.916,992,2.93,,
42,6/28/2014 21:00,9.669,0,2.91,,
43,6/29/2014 3:00,7.983,0,2.93,,
44,6/29/2014 9:00,8.68,576,2.93,,
45,6/29/2014 15:00,13.846,608,2.93,,
46,6/29/2014 21:00,10.553,0,2.93,,
47,6/30/2014 3:00,9.176,0,2.93,,
48,6/30/2014 9:00,11.139,136,2.91,,
49,6/30/2014 15:00,20.043,496,2.93,,
50,6/30/2014 21:00,15.473,0,2.93,,
51,7/1/2014 3:00,14.421,0,2.95,,
52,7/1/2014 9:00,16.427,136,2.93,,
53,7/1/2014 15:00,24.931,496,2.97,,
54,7/1/2014 21:00,18.331,0,2.97,,
55,7/2/2014 3:00,15.378,0,2.95,,
56,7/2/2014 9:00,13.654,248,2.95,,
57,7/2/2014 15:00,20.234,800,2.93,,
58,7/2/2014 21:00,14.709,0,2.95,,
59,7/3/2014 3:00,11.916,0,2.93,,
60,7/3/2014 9:00,12.883,432,2.93,,
61,7/3/2014 15:00,18.521,576,2.95,,
62,7/3/2014 21:00,12.304,0,2.93,,
63,7/4/2014 3:00,10.846,0,2.93,,
64,7/4/2014 9:00,12.883,416,2.93,,
65,7/4/2014 15:00,18.806,512,2.95,,
66,7/4/2014 21:00,13.558,0,2.93,,
67,7/5/2014 3:00,12.594,0,2.93,,
68,7/5/2014 9:00,13.75,128,2.93,,
69,7/5/2014 15:00,21.473,496,2.93,,
70,7/5/2014 21:00,16.141,0,2.93,,
71,7/6/2014 3:00,14.134,0,2.93,,
72,7/6/2014 9:00,14.996,128,2.95,,
73,7/6/2014 15:00,22.142,496,2.93,,
74,7/6/2014 21:00,16.808,0,2.93,,
75,7/7/2014 3:00,15.282,0,2.93,,
76,7/7/2014 9:00,17.189,126,2.93,,
77,7/7/2014 15:00,24.351,496,2.95,,
78,7/7/2014 21:00,18.806,0,2.95,,
79,7/8/2014 3:00,16.713,0,2.93,,
80,7/8/2014 9:00,18.331,136,2.95,,
81,7/8/2014 15:00,24.351,576,2.95,,
82,7/8/2014 21:00,18.14,0,2.95,,
83,7/9/2014 3:00,16.237,0,2.93,,
84,7/9/2014 9:00,16.523,128,2.93,,
