"Plot Title: 10169161"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","End Of File"
1,06/17/14 03:00:00 PM,6.573,304.0,3.14,,
2,06/17/14 09:00:00 PM,5.552,0.0,3.12,,
3,06/18/14 03:00:00 AM,5.450,0.0,3.10,,
4,06/18/14 09:00:00 AM,15.664,2432.0,3.10,,
5,06/18/14 03:00:00 PM,16.046,672.0,3.10,,
6,06/18/14 09:00:00 PM,8.879,0.0,3.08,,
7,06/19/14 03:00:00 AM,7.381,0.0,3.05,,
8,06/19/14 09:00:00 AM,24.255,768.0,3.08,,
9,06/19/14 03:00:00 PM,18.521,960.0,3.08,,
10,06/19/14 09:00:00 PM,12.110,0.0,3.05,,
11,06/20/14 03:00:00 AM,9.373,0.0,3.05,,
12,06/20/14 09:00:00 AM,14.230,1344.0,3.03,,
13,06/20/14 03:00:00 PM,15.473,1536.0,3.03,,
14,06/20/14 09:00:00 PM,8.481,0.0,3.01,,
15,06/21/14 03:00:00 AM,7.079,0.0,2.99,,
16,06/21/14 09:00:00 AM,18.045,1856.0,3.01,,
17,06/21/14 03:00:00 PM,17.855,864.0,3.01,,
18,06/21/14 09:00:00 PM,10.259,0.0,2.99,,
19,06/22/14 03:00:00 AM,8.680,0.0,2.99,,
20,06/22/14 09:00:00 AM,23.100,1536.0,2.99,,
21,06/22/14 03:00:00 PM,20.424,800.0,3.01,,
22,06/22/14 09:00:00 PM,13.173,0.0,3.01,,
23,06/23/14 03:00:00 AM,11.528,0.0,2.99,,
24,06/23/14 09:00:00 AM,29.252,896.0,3.01,,
25,06/23/14 03:00:00 PM,21.282,1152.0,3.01,,
26,06/23/14 09:00:00 PM,12.207,0.0,2.99,,
27,06/24/14 03:00:00 AM,8.879,0.0,2.99,,
28,06/24/14 09:00:00 AM,23.292,800.0,2.99,,
29,06/24/14 03:00:00 PM,19.092,480.0,2.99,,
30,06/24/14 09:00:00 PM,11.819,0.0,2.97,,
31,06/25/14 03:00:00 AM,10.455,0.0,2.95,,
32,06/25/14 09:00:00 AM,16.427,1344.0,2.97,,
33,06/25/14 03:00:00 PM,13.558,128.0,2.97,,
34,06/25/14 09:00:00 PM,11.236,0.0,2.95,,
35,06/26/14 03:00:00 AM,10.944,0.0,2.95,,
36,06/26/14 09:00:00 AM,10.846,480.0,2.93,,
37,06/26/14 03:00:00 PM,14.804,992.0,2.95,,
38,06/26/14 09:00:00 PM,10.846,0.0,2.93,,
39,06/27/14 03:00:00 AM,9.571,0.0,2.95,,
40,06/27/14 09:00:00 AM,10.553,400.0,2.93,,
41,06/27/14 03:00:00 PM,12.110,672.0,2.93,,
42,06/27/14 09:00:00 PM,9.768,0.0,2.91,,
43,06/28/14 03:00:00 AM,8.481,0.0,2.93,,
44,06/28/14 09:00:00 AM,11.236,1280.0,2.91,,
45,06/28/14 03:00:00 PM,14.613,576.0,2.95,,
46,06/28/14 09:00:00 PM,10.748,0.0,2.93,,
47,06/29/14 03:00:00 AM,8.978,0.0,2.93,,
48,06/29/14 09:00:00 AM,18.331,1600.0,2.93,,
49,06/29/14 03:00:00 PM,17.475,464.0,2.97,,
50,06/29/14 09:00:00 PM,10.748,0.0,2.95,,
51,06/30/14 03:00:00 AM,9.077,0.0,2.95,,
52,06/30/14 09:00:00 AM,28.655,864.0,2.95,,
53,06/30/14 03:00:00 PM,22.238,400.0,2.99,,
54,06/30/14 09:00:00 PM,15.473,0.0,2.97,,
55,07/01/14 03:00:00 AM,13.365,0.0,2.97,,
56,07/01/14 09:00:00 AM,32.394,2048.0,2.97,,
57,07/01/14 03:00:00 PM,25.610,400.0,2.99,,
58,07/01/14 09:00:00 PM,17.665,0.0,2.99,,
59,07/02/14 03:00:00 AM,14.613,0.0,2.99,,
60,07/02/14 09:00:00 AM,14.517,416.0,2.97,,
61,07/02/14 03:00:00 PM,21.569,512.0,2.97,,
62,07/02/14 09:00:00 PM,14.421,0.0,2.97,,
63,07/03/14 03:00:00 AM,11.722,0.0,2.95,,
64,07/03/14 09:00:00 AM,16.713,1792.0,2.95,,
65,07/03/14 03:00:00 PM,20.996,576.0,2.97,,
66,07/03/14 09:00:00 PM,12.690,0.0,2.97,,
67,07/04/14 03:00:00 AM,10.748,0.0,2.95,,
68,07/04/14 09:00:00 AM,18.426,2176.0,2.95,,
69,07/04/14 03:00:00 PM,20.234,800.0,2.97,,
70,07/04/14 09:00:00 PM,13.365,0.0,2.97,,
71,07/05/14 03:00:00 AM,11.916,0.0,2.95,,
72,07/05/14 09:00:00 AM,29.752,960.0,2.95,,
73,07/05/14 03:00:00 PM,22.238,496.0,2.99,,
74,07/05/14 09:00:00 PM,15.378,0.0,2.97,,
75,07/06/14 03:00:00 AM,13.365,0.0,2.97,,
76,07/06/14 09:00:00 AM,30.356,896.0,2.97,,
77,07/06/14 03:00:00 PM,23.966,464.0,3.01,,
78,07/06/14 09:00:00 PM,16.046,0.0,2.97,,
79,07/07/14 03:00:00 AM,14.325,0.0,2.97,,
80,07/07/14 09:00:00 AM,32.291,896.0,2.97,,
81,07/07/14 03:00:00 PM,25.513,448.0,2.99,,
82,07/07/14 09:00:00 PM,17.855,0.0,2.99,,
83,07/08/14 03:00:00 AM,15.664,0.0,2.97,,
84,07/08/14 09:00:00 AM,32.394,960.0,2.97,,
85,07/08/14 03:00:00 PM,25.708,576.0,2.99,,
86,07/08/14 09:00:00 PM,18.236,0.0,2.99,,
87,07/09/14 03:00:00 AM,15.569,0.0,2.97,,
88,07/09/14 09:00:00 AM,31.166,896.0,2.97,,
89,07/09/14 03:00:00 PM,24.738,480.0,3.01,,
90,07/09/14 09:00:00 PM,16.237,0.0,2.97,,
91,07/10/14 03:00:00 AM,14.134,0.0,2.97,,
92,07/10/14 09:00:00 AM,30.154,896.0,2.95,,
93,07/10/14 03:00:00 PM,25.125,496.0,2.99,,
94,07/10/14 09:00:00 PM,16.237,0.0,2.97,,
95,07/11/14 03:00:00 AM,14.996,0.0,2.97,,
96,07/11/14 09:00:00 AM,28.555,1344.0,2.97,,
97,07/11/14 03:00:00 PM,20.710,800.0,2.97,,
98,07/11/14 09:00:00 PM,16.713,0.0,2.95,,
99,07/12/14 03:00:00 AM,17.379,0.0,2.95,,
100,07/12/14 09:00:00 AM,31.676,896.0,2.95,,
101,07/12/14 03:00:00 PM,26.977,448.0,2.99,,
102,07/12/14 09:00:00 PM,18.806,0.0,2.99,,
103,07/13/14 03:00:00 AM,17.855,0.0,2.97,,
104,07/13/14 09:00:00 AM,20.615,672.0,2.95,,
105,07/13/14 03:00:00 PM,23.100,256.0,2.97,,
106,07/13/14 09:00:00 PM,16.903,0.0,2.95,,
107,07/14/14 03:00:00 AM,14.325,0.0,2.95,,
108,07/14/14 09:00:00 AM,27.272,960.0,2.95,,
109,07/14/14 03:00:00 PM,25.125,432.0,2.97,,
110,07/14/14 09:00:00 PM,17.379,0.0,2.97,,
111,07/15/14 03:00:00 AM,15.473,0.0,2.95,,
112,07/15/14 09:00:00 AM,28.357,992.0,2.97,,
113,07/15/14 03:00:00 PM,27.468,480.0,2.99,,
114,07/15/14 09:00:00 PM,19.948,0.0,2.97,,
115,07/16/14 03:00:00 AM,17.760,0.0,2.97,,
116,07/16/14 09:00:00 AM,28.655,1152.0,2.97,,
117,07/16/14 03:00:00 PM,27.173,864.0,2.97,,
118,07/16/14 09:00:00 PM,17.950,0.0,2.97,,
119,07/17/14 03:00:00 AM,14.900,0.0,2.97,,
120,07/17/14 09:00:00 AM,24.931,1024.0,2.97,,
121,07/17/14 03:00:00 PM,24.158,992.0,2.99,,
122,07/17/14 09:00:00 PM,14.230,0.0,2.97,,
123,07/18/14 03:00:00 AM,12.304,0.0,2.95,,
124,07/18/14 09:00:00 AM,22.429,1536.0,2.95,,
125,07/18/14 03:00:00 PM,22.238,768.0,2.97,,
126,07/18/14 09:00:00 PM,14.804,0.0,2.97,,
127,07/19/14 03:00:00 AM,13.269,0.0,2.95,,
128,07/19/14 09:00:00 AM,23.484,5120.0,2.95,,
129,07/19/14 03:00:00 PM,24.738,576.0,2.99,,
130,07/19/14 09:00:00 PM,15.760,0.0,2.95,,
131,07/20/14 03:00:00 AM,13.558,0.0,2.95,,
132,07/20/14 09:00:00 AM,23.677,9728.0,2.95,,
133,07/20/14 03:00:00 PM,22.333,576.0,2.95,,
134,07/20/14 09:00:00 PM,12.401,0.0,2.95,,
135,07/21/14 03:00:00 AM,10.846,0.0,2.93,,
136,07/21/14 09:00:00 AM,18.711,1600.0,2.93,,
137,07/21/14 03:00:00 PM,18.045,704.0,2.93,,
