"Plot Title: 10169166"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Stopped","End Of File"
1,06/18/14 09:00:00 PM,9.571,0.0,3.17,,,
2,06/19/14 03:00:00 AM,7.983,0.0,3.12,,,
3,06/19/14 09:00:00 AM,9.176,1216.3,3.12,,,
4,06/19/14 03:00:00 PM,16.237,3100.0,3.12,,,
5,06/19/14 09:00:00 PM,11.819,0.0,3.10,,,
6,06/20/14 03:00:00 AM,8.581,0.0,3.08,,,
7,06/20/14 09:00:00 AM,9.669,5166.7,3.05,,,
8,06/20/14 03:00:00 PM,13.365,2927.8,3.08,,,
9,06/20/14 09:00:00 PM,8.182,0.0,3.05,,,
10,06/21/14 03:00:00 AM,7.179,0.0,3.03,,,
11,06/21/14 09:00:00 AM,10.161,4133.4,3.01,,,
12,06/21/14 03:00:00 PM,15.569,3272.2,3.03,,,
13,06/21/14 09:00:00 PM,10.846,0.0,3.01,,,
14,06/22/14 03:00:00 AM,9.275,0.0,3.01,,,
15,06/22/14 09:00:00 AM,12.207,2755.6,3.01,,,
16,06/22/14 03:00:00 PM,18.331,3272.2,3.03,,,
17,06/22/14 09:00:00 PM,13.942,0.0,3.03,,,
18,06/23/14 03:00:00 AM,11.916,0.0,3.01,,,
19,06/23/14 09:00:00 AM,12.110,1356.3,2.99,,,
20,06/23/14 03:00:00 PM,18.521,5166.7,3.03,,,
21,06/23/14 09:00:00 PM,11.431,0.0,2.99,,,
22,06/24/14 03:00:00 AM,8.581,0.0,2.99,,,
23,06/24/14 09:00:00 AM,9.866,1463.9,2.97,,,
24,06/24/14 03:00:00 PM,15.951,5166.7,2.99,,,
25,06/24/14 09:00:00 PM,11.916,0.0,2.97,,,
26,06/25/14 03:00:00 AM,10.748,0.0,2.97,,,
27,06/25/14 09:00:00 AM,13.846,4822.3,2.97,,,
28,06/25/14 03:00:00 PM,12.594,527.4,2.97,,,
29,06/25/14 09:00:00 PM,10.651,0.0,2.95,,,
30,06/26/14 03:00:00 AM,10.357,0.0,2.93,,,
31,06/26/14 09:00:00 AM,9.472,1722.2,2.95,,,
32,06/26/14 03:00:00 PM,12.013,5511.1,2.95,,,
33,06/26/14 09:00:00 PM,10.357,0.0,2.93,,,
34,06/27/14 03:00:00 AM,9.077,0.0,2.93,,,
35,06/27/14 09:00:00 AM,9.866,1808.3,2.91,,,
36,06/27/14 03:00:00 PM,10.553,839.6,2.93,,,
37,06/27/14 09:00:00 PM,9.176,0.0,2.93,,,
38,06/28/14 03:00:00 AM,7.782,0.0,2.91,,,
39,06/28/14 09:00:00 AM,8.879,5338.9,2.93,,,
40,06/28/14 03:00:00 PM,12.013,3616.7,2.93,,,
41,06/28/14 09:00:00 PM,10.161,0.0,2.91,,,
42,06/29/14 03:00:00 AM,8.282,0.0,2.91,,,
43,06/29/14 09:00:00 AM,8.581,1808.3,2.91,,,
44,06/29/14 03:00:00 PM,14.038,2927.8,2.95,,,
45,06/29/14 09:00:00 PM,10.748,0.0,2.93,,,
46,06/30/14 03:00:00 AM,9.176,0.0,2.93,,,
47,06/30/14 09:00:00 AM,11.041,1097.9,2.91,,,
48,06/30/14 03:00:00 PM,20.043,2927.8,2.97,,,
49,06/30/14 09:00:00 PM,15.378,0.0,2.95,,,
50,07/01/14 03:00:00 AM,14.134,0.0,2.97,,,
51,07/01/14 09:00:00 AM,16.237,1076.4,2.95,,,
52,07/01/14 03:00:00 PM,25.610,2755.6,2.97,,,
53,07/01/14 09:00:00 PM,18.616,0.0,2.99,,,
54,07/02/14 03:00:00 AM,15.569,0.0,2.95,,,
55,07/02/14 09:00:00 AM,13.365,1636.1,2.95,,,
56,07/02/14 03:00:00 PM,18.901,2066.7,2.97,,,
57,07/02/14 09:00:00 PM,14.517,0.0,2.97,,,
58,07/03/14 03:00:00 AM,12.207,0.0,2.95,,,
59,07/03/14 09:00:00 AM,13.269,3616.7,2.95,,,
60,07/03/14 03:00:00 PM,18.140,3616.7,2.97,,,
61,07/03/14 09:00:00 PM,13.173,0.0,2.95,,,
62,07/04/14 03:00:00 AM,10.259,0.0,2.93,,,
63,07/04/14 09:00:00 AM,13.654,4994.5,2.93,,,
64,07/04/14 03:00:00 PM,18.996,4822.3,2.97,,,
65,07/04/14 09:00:00 PM,13.942,0.0,2.95,,,
66,07/05/14 03:00:00 AM,12.787,0.0,2.95,,,
67,07/05/14 09:00:00 AM,13.365,1001.0,2.93,,,
68,07/05/14 03:00:00 PM,21.282,2755.6,2.97,,,
69,07/05/14 09:00:00 PM,16.618,0.0,2.95,,,
70,07/06/14 03:00:00 AM,14.230,0.0,2.95,,,
71,07/06/14 09:00:00 AM,14.613,1011.8,2.95,,,
72,07/06/14 03:00:00 PM,22.333,2755.6,2.97,,,
73,07/06/14 09:00:00 PM,16.903,0.0,2.97,,,
74,07/07/14 03:00:00 AM,15.091,0.0,2.95,,,
75,07/07/14 09:00:00 AM,16.618,968.8,2.95,,,
76,07/07/14 03:00:00 PM,24.255,2755.6,2.97,,,
77,07/07/14 09:00:00 PM,18.996,0.0,2.97,,,
78,07/08/14 03:00:00 AM,16.713,0.0,2.95,,,
79,07/08/14 09:00:00 AM,18.236,1205.6,2.95,,,
80,07/08/14 03:00:00 PM,23.773,2325.0,2.97,,,
81,07/08/14 09:00:00 PM,18.426,0.0,2.97,,,
82,07/09/14 03:00:00 AM,16.332,0.0,2.95,,,
83,07/09/14 09:00:00 AM,16.237,990.3,2.93,,,
84,07/09/14 03:00:00 PM,22.621,2755.6,2.97,,,
85,07/09/14 09:00:00 PM,16.903,0.0,2.95,,,
86,07/10/14 03:00:00 AM,14.804,0.0,2.95,,,
87,07/10/14 09:00:00 AM,14.900,958.0,2.95,,,
88,07/10/14 03:00:00 PM,23.581,2755.6,2.97,,,
89,07/10/14 09:00:00 PM,17.475,0.0,2.95,,,
90,07/11/14 03:00:00 AM,16.046,0.0,2.95,,,
91,07/11/14 09:00:00 AM,16.713,2583.4,2.93,,,
92,07/11/14 03:00:00 PM,19.282,2755.6,2.95,,,
93,07/11/14 09:00:00 PM,17.379,0.0,2.93,,,
94,07/12/14 03:00:00 AM,16.903,0.0,2.93,,,
95,07/12/14 09:00:00 AM,18.901,1011.8,2.93,,,
