"Plot Title: 10169171"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Stopped","End Of File"
1,06/18/14 03:00:00 PM,16.618,16533.4,3.17,,,
2,06/18/14 09:00:00 PM,9.176,0.0,3.12,,,
3,06/19/14 03:00:00 AM,7.782,0.0,3.08,,,
4,06/19/14 09:00:00 AM,12.690,4822.3,3.08,,,
5,06/19/14 03:00:00 PM,19.758,12400.1,3.08,,,
6,06/19/14 09:00:00 PM,11.431,0.0,3.05,,,
7,06/20/14 03:00:00 AM,8.282,0.0,3.03,,,
8,06/20/14 09:00:00 AM,10.553,7577.8,3.01,,,
9,06/20/14 03:00:00 PM,15.951,9644.5,3.03,,,
10,06/20/14 09:00:00 PM,7.882,0.0,3.01,,,
11,06/21/14 03:00:00 AM,6.877,0.0,2.99,,,
12,06/21/14 09:00:00 AM,12.401,8611.2,2.99,,,
13,06/21/14 03:00:00 PM,19.567,10677.8,3.05,,,
14,06/21/14 09:00:00 PM,10.651,0.0,3.01,,,
15,06/22/14 03:00:00 AM,9.176,0.0,2.99,,,
16,06/22/14 09:00:00 AM,15.282,7577.8,2.97,,,
17,06/22/14 03:00:00 PM,22.812,11022.3,3.01,,,
18,06/22/14 09:00:00 PM,14.230,0.0,2.99,,,
19,06/23/14 03:00:00 AM,12.013,0.0,2.97,,,
20,06/23/14 09:00:00 AM,15.760,5338.9,2.95,,,
21,06/23/14 03:00:00 PM,21.951,13089.0,2.99,,,
22,06/23/14 09:00:00 PM,11.722,0.0,2.95,,,
23,06/24/14 03:00:00 AM,8.282,0.0,2.95,,,
24,06/24/14 09:00:00 AM,12.980,5511.1,2.93,,,
25,06/24/14 03:00:00 PM,19.853,12400.1,2.93,,,
26,06/24/14 09:00:00 PM,12.207,0.0,2.93,,,
27,06/25/14 03:00:00 AM,10.846,0.0,2.91,,,
28,06/25/14 09:00:00 AM,16.046,8266.7,2.91,,,
29,06/25/14 03:00:00 PM,12.594,1162.5,2.91,,,
30,06/25/14 09:00:00 PM,10.455,0.0,2.89,,,
31,06/26/14 03:00:00 AM,10.259,0.0,2.89,,,
32,06/26/14 09:00:00 AM,9.176,3272.2,2.91,,,
33,06/26/14 03:00:00 PM,12.787,5511.1,2.91,,,
34,06/26/14 09:00:00 PM,10.259,0.0,2.89,,,
35,06/27/14 03:00:00 AM,8.978,0.0,2.89,,,
36,06/27/14 09:00:00 AM,9.965,4305.6,2.87,,,
37,06/27/14 03:00:00 PM,10.944,3100.0,2.89,,,
38,06/27/14 09:00:00 PM,8.978,0.0,2.89,,,
39,06/28/14 03:00:00 AM,7.381,0.0,2.87,,,
40,06/28/14 09:00:00 AM,9.571,17222.3,2.89,,,
41,06/28/14 03:00:00 PM,13.846,13777.9,2.89,,,
42,06/28/14 09:00:00 PM,9.571,0.0,2.89,,,
43,06/29/14 03:00:00 AM,7.882,0.0,2.89,,,
44,06/29/14 09:00:00 AM,11.528,12400.1,2.87,,,
45,06/29/14 03:00:00 PM,16.618,3616.7,2.93,,,
46,06/29/14 09:00:00 PM,10.455,0.0,2.91,,,
47,06/30/14 03:00:00 AM,9.472,0.0,2.91,,,
48,06/30/14 09:00:00 AM,14.804,4994.5,2.91,,,
49,06/30/14 03:00:00 PM,24.641,5511.1,2.99,,,
50,06/30/14 09:00:00 PM,17.284,0.0,2.95,,,
51,07/01/14 03:00:00 AM,16.237,0.0,2.93,,,
52,07/01/14 09:00:00 AM,21.473,4994.5,2.93,,,
53,07/01/14 03:00:00 PM,30.862,6200.0,2.99,,,
54,07/01/14 09:00:00 PM,19.567,0.0,2.99,,,
55,07/02/14 03:00:00 AM,15.951,0.0,2.95,,,
56,07/02/14 09:00:00 AM,14.230,3272.2,2.95,,,
57,07/02/14 03:00:00 PM,24.545,14466.8,2.97,,,
58,07/02/14 09:00:00 PM,14.900,0.0,2.97,,,
59,07/03/14 03:00:00 AM,11.722,0.0,2.93,,,
60,07/03/14 09:00:00 AM,15.473,8266.7,2.91,,,
61,07/03/14 03:00:00 PM,23.004,16533.4,2.97,,,
62,07/03/14 09:00:00 PM,12.207,0.0,2.95,,,
63,07/04/14 03:00:00 AM,10.846,0.0,2.91,,,
64,07/04/14 09:00:00 AM,15.569,8266.7,2.91,,,
