"Plot Title: 10166265"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Stopped","End Of File"
1,06/19/14 03:00:00 PM,16.237,3788.9,3.17,,,
2,06/19/14 09:00:00 PM,11.041,0.0,3.12,,,
3,06/20/14 03:00:00 AM,8.879,0.0,3.12,,,
4,06/20/14 09:00:00 AM,9.965,2755.6,3.08,,,
5,06/20/14 03:00:00 PM,12.304,3788.9,3.08,,,
6,06/20/14 09:00:00 PM,8.082,0.0,3.08,,,
7,06/21/14 03:00:00 AM,6.877,0.0,3.05,,,
8,06/21/14 09:00:00 AM,12.013,8611.2,3.05,,,
9,06/21/14 03:00:00 PM,15.091,904.2,3.03,,,
10,06/21/14 09:00:00 PM,9.866,0.0,3.01,,,
11,06/22/14 03:00:00 AM,8.481,0.0,3.03,,,
12,06/22/14 09:00:00 AM,14.134,7577.8,3.03,,,
13,06/22/14 03:00:00 PM,18.140,3961.1,3.03,,,
14,06/22/14 09:00:00 PM,12.594,0.0,3.01,,,
15,06/23/14 03:00:00 AM,11.334,0.0,3.01,,,
16,06/23/14 09:00:00 AM,14.613,4822.3,3.01,,,
17,06/23/14 03:00:00 PM,17.855,3961.1,3.01,,,
18,06/23/14 09:00:00 PM,11.528,0.0,2.99,,,
19,06/24/14 03:00:00 AM,8.779,0.0,2.99,,,
20,06/24/14 09:00:00 AM,12.787,3961.1,2.99,,,
21,06/24/14 03:00:00 PM,15.855,7233.4,2.99,,,
22,06/24/14 09:00:00 PM,11.722,0.0,2.97,,,
23,06/25/14 03:00:00 AM,10.259,0.0,2.95,,,
24,06/25/14 09:00:00 AM,13.942,7577.8,2.97,,,
25,06/25/14 03:00:00 PM,12.980,1151.7,2.97,,,
26,06/25/14 09:00:00 PM,10.944,0.0,2.95,,,
27,06/26/14 03:00:00 AM,10.651,0.0,2.95,,,
28,06/26/14 09:00:00 AM,9.866,2325.0,2.93,,,
29,06/26/14 03:00:00 PM,12.401,2497.2,2.95,,,
30,06/26/14 09:00:00 PM,10.748,0.0,2.95,,,
31,06/27/14 03:00:00 AM,9.768,0.0,2.93,,,
32,06/27/14 09:00:00 AM,10.455,2411.1,2.93,,,
33,06/27/14 03:00:00 PM,11.431,1636.1,2.93,,,
34,06/27/14 09:00:00 PM,9.669,0.0,2.93,,,
35,06/28/14 03:00:00 AM,8.182,0.0,2.93,,,
36,06/28/14 09:00:00 AM,9.866,5338.9,2.91,,,
37,06/28/14 03:00:00 PM,13.269,5166.7,2.95,,,
38,06/28/14 09:00:00 PM,10.357,0.0,2.93,,,
39,06/29/14 03:00:00 AM,8.581,0.0,2.93,,,
40,06/29/14 09:00:00 AM,10.553,5166.7,2.91,,,
41,06/29/14 03:00:00 PM,14.900,8266.7,2.95,,,
42,06/29/14 09:00:00 PM,10.063,0.0,2.91,,,
43,06/30/14 03:00:00 AM,8.879,0.0,2.93,,,
44,06/30/14 09:00:00 AM,13.846,4305.6,2.93,,,
45,06/30/14 03:00:00 PM,19.187,3444.5,2.95,,,
46,06/30/14 09:00:00 PM,14.900,0.0,2.95,,,
47,07/01/14 03:00:00 AM,13.558,0.0,2.95,,,
48,07/01/14 09:00:00 AM,18.996,4133.4,2.95,,,
49,07/01/14 03:00:00 PM,23.773,3272.2,2.97,,,
50,07/01/14 09:00:00 PM,17.284,0.0,2.95,,,
51,07/02/14 03:00:00 AM,14.900,0.0,2.95,,,
52,07/02/14 09:00:00 AM,13.558,2238.9,2.95,,,
53,07/02/14 03:00:00 PM,18.806,5511.1,2.95,,,
54,07/02/14 09:00:00 PM,13.942,0.0,2.95,,,
55,07/03/14 03:00:00 AM,11.722,0.0,2.93,,,
56,07/03/14 09:00:00 AM,13.846,5511.1,2.93,,,
57,07/03/14 03:00:00 PM,17.760,4305.6,2.95,,,
58,07/03/14 09:00:00 PM,12.401,0.0,2.93,,,
59,07/04/14 03:00:00 AM,10.553,0.0,2.91,,,
60,07/04/14 09:00:00 AM,15.091,8611.2,2.91,,,
61,07/04/14 03:00:00 PM,17.760,4822.3,2.93,,,
62,07/04/14 09:00:00 PM,13.173,0.0,2.93,,,
63,07/05/14 03:00:00 AM,11.625,0.0,2.91,,,
64,07/05/14 09:00:00 AM,15.951,4650.0,2.91,,,
65,07/05/14 03:00:00 PM,19.567,3272.2,2.95,,,
66,07/05/14 09:00:00 PM,14.996,0.0,2.95,,,
67,07/06/14 03:00:00 AM,12.980,0.0,2.93,,,
68,07/06/14 09:00:00 AM,16.903,4822.3,2.93,,,
69,07/06/14 03:00:00 PM,21.187,3272.2,2.93,,,
70,07/06/14 09:00:00 PM,15.760,0.0,2.93,,,
71,07/07/14 03:00:00 AM,14.134,0.0,2.93,,,
72,07/07/14 09:00:00 AM,18.521,4822.3,2.93,,,
73,07/07/14 03:00:00 PM,23.196,3100.0,2.95,,,
74,07/07/14 09:00:00 PM,17.760,0.0,2.95,,,
75,07/08/14 03:00:00 AM,15.664,0.0,2.93,,,
76,07/08/14 09:00:00 AM,19.853,5166.7,2.93,,,
77,07/08/14 03:00:00 PM,23.388,3444.5,2.95,,,
78,07/08/14 09:00:00 PM,17.570,0.0,2.95,,,
79,07/09/14 03:00:00 AM,15.378,0.0,2.93,,,
80,07/09/14 09:00:00 AM,18.616,4477.8,2.93,,,
81,07/09/14 03:00:00 PM,21.855,3100.0,2.93,,,
82,07/09/14 09:00:00 PM,15.473,0.0,2.93,,,
83,07/10/14 03:00:00 AM,13.461,0.0,2.93,,,
84,07/10/14 09:00:00 AM,17.379,4477.8,2.93,,,
85,07/10/14 03:00:00 PM,21.855,3100.0,2.93,,,
86,07/10/14 09:00:00 PM,16.046,0.0,2.93,,,
87,07/11/14 03:00:00 AM,14.230,0.0,2.93,,,
88,07/11/14 09:00:00 AM,18.521,6200.0,2.93,,,
89,07/11/14 03:00:00 PM,18.901,2755.6,2.95,,,
90,07/11/14 09:00:00 PM,16.237,0.0,2.93,,,
91,07/12/14 03:00:00 AM,15.473,0.0,2.91,,,
92,07/12/14 09:00:00 AM,20.615,4650.0,2.93,,,
93,07/12/14 03:00:00 PM,24.158,2927.8,2.95,,,
94,07/12/14 09:00:00 PM,18.806,0.0,2.95,,,
95,07/13/14 03:00:00 AM,17.284,0.0,2.93,,,
96,07/13/14 09:00:00 AM,17.570,2238.9,2.93,,,
97,07/13/14 03:00:00 PM,21.187,4477.8,2.93,,,
98,07/13/14 09:00:00 PM,16.523,0.0,2.93,,,
99,07/14/14 03:00:00 AM,14.709,0.0,2.93,,,
100,07/14/14 09:00:00 AM,18.236,4477.8,2.93,,,
101,07/14/14 03:00:00 PM,22.142,2755.6,2.93,,,
102,07/14/14 09:00:00 PM,17.094,0.0,2.93,,,
103,07/15/14 03:00:00 AM,15.282,0.0,2.91,,,
104,07/15/14 09:00:00 AM,20.043,4650.0,2.91,,,
105,07/15/14 03:00:00 PM,24.931,2755.6,2.95,,,
106,07/15/14 09:00:00 PM,20.138,0.0,2.93,,,
107,07/16/14 03:00:00 AM,17.760,0.0,2.93,,,
108,07/16/14 09:00:00 AM,21.569,5166.7,2.93,,,
109,07/16/14 03:00:00 PM,24.062,2583.4,2.95,,,
110,07/16/14 09:00:00 PM,17.950,0.0,2.95,,,
111,07/17/14 03:00:00 AM,14.900,0.0,2.95,,,
112,07/17/14 09:00:00 AM,17.950,4477.8,2.93,,,
113,07/17/14 03:00:00 PM,20.519,2325.0,2.93,,,
114,07/17/14 09:00:00 PM,14.421,0.0,2.93,,,
115,07/18/14 03:00:00 AM,12.110,0.0,2.91,,,
116,07/18/14 09:00:00 AM,15.855,4133.4,2.91,,,
117,07/18/14 03:00:00 PM,19.758,3616.7,2.91,,,
118,07/18/14 09:00:00 PM,14.709,0.0,2.93,,,
119,07/19/14 03:00:00 AM,13.269,0.0,2.93,,,
120,07/19/14 09:00:00 AM,17.475,3788.9,2.93,,,
121,07/19/14 03:00:00 PM,21.282,2152.8,2.93,,,
122,07/19/14 09:00:00 PM,16.046,0.0,2.93,,,
123,07/20/14 03:00:00 AM,14.325,0.0,2.93,,,
124,07/20/14 09:00:00 AM,16.999,3788.9,2.91,,,
125,07/20/14 03:00:00 PM,17.950,2152.8,2.93,,,
126,07/20/14 09:00:00 PM,12.787,0.0,2.91,,,
127,07/21/14 03:00:00 AM,10.846,0.0,2.91,,,
128,07/21/14 09:00:00 AM,15.091,5166.7,2.91,,,
129,07/21/14 03:00:00 PM,16.237,2238.9,2.91,,,
130,07/21/14 09:00:00 PM,12.980,0.0,2.91,,,
131,07/22/14 03:00:00 AM,12.980,0.0,2.91,,,
132,07/22/14 09:00:00 AM,14.517,3272.2,2.91,,,
133,07/22/14 03:00:00 PM,17.760,2927.8,2.91,,,
134,07/22/14 09:00:00 PM,2.195,0.0,2.89,,,
135,07/23/14 03:00:00 AM,7.481,0.0,2.89,,,
136,07/23/14 09:00:00 AM,8.581,979.5,2.89,,,
137,07/23/14 03:00:00 PM,9.571,129.2,2.91,,,
138,07/23/14 09:00:00 PM,7.682,0.0,2.89,,,
139,07/24/14 03:00:00 AM,7.280,0.0,2.89,,,
140,07/24/14 09:00:00 AM,8.282,1894.5,2.89,,,
