"Plot Title: 10166321"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Coupler Detached","Stopped","End Of File"
335,09/11/14 03:00:00 AM,9.176,0.0,2.91,,,,
336,09/11/14 09:00:00 AM,12.304,5511.1,2.91,,,,
337,09/11/14 03:00:00 PM,14.421,1808.3,2.93,,,,
338,09/11/14 09:00:00 PM,13.461,0.0,2.91,,,,
339,09/12/14 03:00:00 AM,13.076,0.0,2.91,,,,
340,09/12/14 09:00:00 AM,18.045,6544.5,2.93,,,,
341,09/12/14 03:00:00 PM,19.948,1808.3,2.91,,,,
342,09/12/14 09:00:00 PM,14.421,0.0,2.93,,,,
343,09/13/14 03:00:00 AM,12.304,0.0,2.91,,,,
344,09/13/14 09:00:00 AM,18.236,6200.0,2.93,,,,
345,09/13/14 03:00:00 PM,20.043,1722.2,2.93,,,,
346,09/13/14 09:00:00 PM,14.613,0.0,2.93,,,,
347,09/14/14 03:00:00 AM,13.750,0.0,2.93,,,,
348,09/14/14 09:00:00 AM,20.138,6544.5,2.91,,,,
349,09/14/14 03:00:00 PM,21.282,1980.6,2.93,,,,
350,09/14/14 09:00:00 PM,15.951,0.0,2.93,,,,
351,09/15/14 03:00:00 AM,14.804,0.0,2.93,,,,
352,09/15/14 09:00:00 AM,20.329,6200.0,2.93,,,,
353,09/15/14 03:00:00 PM,22.142,2238.9,2.93,,,,
354,09/15/14 09:00:00 PM,15.760,0.0,2.93,,,,
355,09/16/14 03:00:00 AM,12.401,0.0,2.93,,,,
356,09/16/14 09:00:00 AM,15.378,5166.7,2.91,,,,
357,09/16/14 03:00:00 PM,18.140,1722.2,2.93,,,,
358,09/16/14 09:00:00 PM,13.654,0.0,2.93,,,,
359,09/17/14 03:00:00 AM,14.038,0.0,2.93,,,,
360,09/17/14 09:00:00 AM,19.377,8266.7,2.93,,,,
361,09/17/14 03:00:00 PM,19.092,4650.0,2.93,,,,
362,09/17/14 09:00:00 PM,12.497,0.0,2.91,,,,
363,09/18/14 03:00:00 AM,11.236,0.0,2.91,,,,
364,09/18/14 09:00:00 AM,12.980,2497.2,2.91,,,,
365,09/18/14 03:00:00 PM,13.558,861.1,2.91,,,,
366,09/18/14 09:00:00 PM,12.497,0.0,2.91,,,,
367,09/19/14 03:00:00 AM,11.041,0.0,2.89,,,,
368,09/19/14 09:00:00 AM,14.900,3272.2,2.93,,,,
369,09/19/14 03:00:00 PM,16.713,850.4,2.91,,,,
370,09/19/14 09:00:00 PM,14.038,0.0,2.91,,,,
371,09/20/14 03:00:00 AM,13.558,0.0,2.91,,,,
372,09/20/14 09:00:00 AM,18.711,5338.9,2.93,,,,
373,09/20/14 03:00:00 PM,20.805,850.4,2.91,,,,
374,09/20/14 09:00:00 PM,16.999,0.0,2.93,,,,
375,09/21/14 03:00:00 AM,16.141,0.0,2.91,,,,
376,09/21/14 09:00:00 AM,18.996,4994.5,2.93,,,,
377,09/21/14 03:00:00 PM,20.710,1302.4,2.93,,,,
378,09/21/14 09:00:00 PM,15.473,0.0,2.91,,,,
379,09/22/14 03:00:00 AM,13.076,0.0,2.91,,,,
380,09/22/14 09:00:00 AM,17.760,3961.1,2.93,,,,
381,09/22/14 03:00:00 PM,18.236,2411.1,2.93,,,,
382,09/22/14 09:00:00 PM,13.942,0.0,2.93,,,,
383,09/23/14 03:00:00 AM,13.173,0.0,2.91,,,,
384,09/23/14 09:00:00 AM,15.282,1636.1,2.91,,,,
385,09/23/14 03:00:00 PM,17.189,2066.7,2.91,,,,
386,09/23/14 09:00:00 PM,15.091,0.0,2.91,,,,
387,09/24/14 03:00:00 AM,12.401,0.0,2.91,,,,
388,09/24/14 09:00:00 AM,11.431,850.4,2.91,,,,
389,09/24/14 03:00:00 PM,10.846,775.0,2.89,,,,
390,09/24/14 09:00:00 PM,8.680,0.0,2.91,,,,
391,09/25/14 03:00:00 AM,8.879,0.0,2.89,,,,
392,09/25/14 09:00:00 AM,9.866,4305.6,2.89,,,,
393,09/25/14 03:00:00 PM,11.236,1377.8,2.89,,,,
394,09/25/14 09:00:00 PM,8.680,0.0,2.89,,,,
395,09/26/14 03:00:00 AM,8.481,0.0,2.89,,,,
396,09/26/14 09:00:00 AM,10.748,7233.4,2.89,,,,
397,09/26/14 03:00:00 PM,10.455,882.6,2.89,,,,
398,09/26/14 09:00:00 PM,8.282,0.0,2.89,,,,
399,09/27/14 03:00:00 AM,7.481,0.0,2.89,,,,
400,09/27/14 09:00:00 AM,12.013,4994.5,2.89,,,,
401,09/27/14 03:00:00 PM,13.365,2927.8,2.91,,,,
402,09/27/14 09:00:00 PM,9.669,0.0,2.89,,,,
403,09/28/14 03:00:00 AM,9.768,0.0,2.87,,,,
404,09/28/14 09:00:00 AM,11.916,5166.7,2.89,,,,
405,09/28/14 03:00:00 PM,14.038,1550.0,2.91,,,,
406,09/28/14 09:00:00 PM,11.431,0.0,2.89,,,,
