Plot Title: 10166284,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,End Of File
1,6/18/2014 15:00,14.9,6400,2.87,,
2,6/18/2014 21:00,9.275,0,2.87,,
3,6/19/2014 3:00,7.782,0,2.87,,
4,6/19/2014 9:00,9.571,184,2.87,,
5,6/19/2014 15:00,18.616,5888,2.89,,
6,6/19/2014 21:00,11.041,0,2.87,,
7,6/20/2014 3:00,8.182,0,2.87,,
8,6/20/2014 9:00,8.978,512,2.87,,
9,6/20/2014 15:00,14.804,6144,2.89,,
10,6/20/2014 21:00,7.782,0,2.87,,
11,6/21/2014 3:00,7.079,0,2.87,,
12,6/21/2014 9:00,10.651,512,2.85,,
13,6/21/2014 15:00,18.045,5632,2.89,,
14,6/21/2014 21:00,10.553,0,2.87,,
15,6/22/2014 3:00,9.077,0,2.87,,
16,6/22/2014 9:00,12.594,416,2.87,,
17,6/22/2014 15:00,20.901,7424,2.89,,
18,6/22/2014 21:00,13.75,0,2.89,,
19,6/23/2014 3:00,11.819,0,2.87,,
20,6/23/2014 9:00,12.497,200,2.89,,
21,6/23/2014 15:00,19.948,2560,2.89,,
22,6/23/2014 21:00,11.236,0,2.87,,
23,6/24/2014 3:00,8.382,0,2.87,,
24,6/24/2014 9:00,10.161,216,2.87,,
25,6/24/2014 15:00,18.236,5632,2.89,,
26,6/24/2014 21:00,11.916,0,2.87,,
27,6/25/2014 3:00,10.748,0,2.87,,
28,6/25/2014 9:00,14.804,672,2.89,,
29,6/25/2014 15:00,12.304,96,2.87,,
30,6/25/2014 21:00,10.357,0,2.87,,
31,6/26/2014 3:00,10.259,0,2.87,,
32,6/26/2014 9:00,8.879,288,2.87,,
33,6/26/2014 15:00,12.11,464,2.87,,
34,6/26/2014 21:00,10.259,0,2.87,,
35,6/27/2014 3:00,8.978,0,2.87,,
36,6/27/2014 9:00,9.669,368,2.85,,
37,6/27/2014 15:00,10.553,368,2.87,,
38,6/27/2014 21:00,8.879,0,2.87,,
39,6/28/2014 3:00,7.28,0,2.87,,
40,6/28/2014 9:00,8.581,672,2.87,,
41,6/28/2014 15:00,12.594,2048,2.87,,
42,6/28/2014 21:00,9.472,0,2.87,,
43,6/29/2014 3:00,7.782,0,2.87,,
44,6/29/2014 9:00,8.879,608,2.87,,
45,6/29/2014 15:00,14.613,1280,2.89,,
46,6/29/2014 21:00,10.553,0,2.87,,
47,6/30/2014 3:00,9.176,0,2.87,,
48,6/30/2014 9:00,11.625,176,2.87,,
49,6/30/2014 15:00,21.473,1088,2.89,,
50,6/30/2014 21:00,16.237,0,2.89,,
51,7/1/2014 3:00,15.282,0,2.87,,
52,7/1/2014 9:00,17.665,176,2.89,,
53,7/1/2014 15:00,27.764,704,2.91,,
54,7/1/2014 21:00,18.711,0,2.91,,
55,7/2/2014 3:00,15.664,0,2.89,,
56,7/2/2014 9:00,13.75,352,2.89,,
57,7/2/2014 15:00,21.951,1344,2.91,,
58,7/2/2014 21:00,14.613,0,2.91,,
59,7/3/2014 3:00,11.528,0,2.89,,
60,7/3/2014 9:00,13.173,512,2.89,,
61,7/3/2014 15:00,19.853,800,2.89,,
62,7/3/2014 21:00,11.819,0,2.89,,
63,7/4/2014 3:00,10.651,0,2.87,,
64,7/4/2014 9:00,13.269,432,2.89,,
65,7/4/2014 15:00,20.996,864,2.89,,
66,7/4/2014 21:00,13.75,0,2.89,,
67,7/5/2014 3:00,12.69,0,2.89,,
68,7/5/2014 9:00,14.517,160,2.91,,
69,7/5/2014 15:00,24.062,672,2.91,,
70,7/5/2014 21:00,16.713,0,2.89,,
71,7/6/2014 3:00,14.421,0,2.91,,
72,7/6/2014 9:00,16.046,168,2.89,,
73,7/6/2014 15:00,24.545,672,2.93,,
74,7/6/2014 21:00,17.284,0,2.91,,
75,7/7/2014 3:00,15.569,0,2.89,,
76,7/7/2014 9:00,18.236,160,2.91,,
77,7/7/2014 15:00,26.781,608,2.91,,
78,7/7/2014 21:00,19.377,0,2.91,,
79,7/8/2014 3:00,16.903,0,2.91,,
80,7/8/2014 9:00,19.187,176,2.91,,
81,7/8/2014 15:00,26.39,960,2.91,,
82,7/8/2014 21:00,18.521,0,2.91,,
83,7/9/2014 3:00,16.427,0,2.91,,
84,7/9/2014 9:00,17.094,160,2.91,,
85,7/9/2014 15:00,24.835,672,2.93,,
86,7/9/2014 21:00,16.999,0,2.91,,
87,7/10/2014 3:00,15.091,0,2.89,,
88,7/10/2014 9:00,16.427,160,2.91,,
89,7/10/2014 15:00,26.097,672,2.91,,
90,7/10/2014 21:00,17.95,0,2.91,,
91,7/11/2014 3:00,16.713,0,2.91,,
92,7/11/2014 9:00,18.426,352,2.91,,
93,7/11/2014 15:00,20.424,368,2.91,,
94,7/11/2014 21:00,18.521,0,2.91,,
