"Plot Title: 10169178"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Coupler Attached","Coupler Detached","Bad Battery","End Of File"
1,06/18/14 03:00:00 PM,14.038,896.0,3.17,,,,
2,06/18/14 09:00:00 PM,8.779,0.0,3.12,,,,
3,06/19/14 03:00:00 AM,7.481,0.0,3.10,,,,
4,06/19/14 09:00:00 AM,12.013,432.0,3.08,,,,
5,06/19/14 03:00:00 PM,16.903,480.0,3.10,,,,
6,06/19/14 09:00:00 PM,10.944,0.0,3.08,,,,
7,06/20/14 03:00:00 AM,8.082,0.0,3.05,,,,
8,06/20/14 09:00:00 AM,10.357,800.0,3.03,,,,
9,06/20/14 03:00:00 PM,13.750,608.0,3.05,,,,
10,06/20/14 09:00:00 PM,7.582,0.0,3.03,,,,
11,06/21/14 03:00:00 AM,6.674,0.0,3.01,,,,
12,06/21/14 09:00:00 AM,12.207,864.0,3.01,,,,
13,06/21/14 03:00:00 PM,16.141,464.0,3.03,,,,
14,06/21/14 09:00:00 PM,10.259,0.0,3.01,,,,
15,06/22/14 03:00:00 AM,8.879,0.0,3.01,,,,
16,06/22/14 09:00:00 AM,14.804,768.0,3.01,,,,
17,06/22/14 03:00:00 PM,19.662,464.0,3.01,,,,
18,06/22/14 09:00:00 PM,13.461,0.0,3.01,,,,
19,06/23/14 03:00:00 AM,11.528,0.0,2.99,,,,
20,06/23/14 09:00:00 AM,15.187,480.0,2.97,,,,
21,06/23/14 03:00:00 PM,19.758,800.0,2.99,,,,
22,06/23/14 09:00:00 PM,11.139,0.0,2.99,,,,
23,06/24/14 03:00:00 AM,8.282,0.0,2.97,,,,
24,06/24/14 09:00:00 AM,12.690,480.0,2.97,,,,
25,06/24/14 03:00:00 PM,17.189,576.0,2.99,,,,
26,06/24/14 09:00:00 PM,11.625,0.0,2.97,,,,
27,06/25/14 03:00:00 AM,10.455,0.0,2.95,,,,
28,06/25/14 09:00:00 AM,15.378,768.0,2.95,,,,
29,06/25/14 03:00:00 PM,12.304,111.0,2.97,,,,
30,06/25/14 09:00:00 PM,10.259,0.0,2.95,,,,
31,06/26/14 03:00:00 AM,10.063,0.0,2.93,,,,
32,06/26/14 09:00:00 AM,8.978,320.0,2.95,,,,
33,06/26/14 03:00:00 PM,12.304,480.0,2.95,,,,
34,06/26/14 09:00:00 PM,10.063,0.0,2.93,,,,
35,06/27/14 03:00:00 AM,8.779,0.0,2.95,,,,
36,06/27/14 09:00:00 AM,9.669,432.0,2.93,,,,
37,06/27/14 03:00:00 PM,10.553,304.0,2.93,,,,
38,06/27/14 09:00:00 PM,8.680,0.0,2.93,,,,
39,06/28/14 03:00:00 AM,7.179,0.0,2.93,,,,
40,06/28/14 09:00:00 AM,9.176,1472.0,2.93,,,,
41,06/28/14 03:00:00 PM,12.401,992.0,2.93,,,,
42,06/28/14 09:00:00 PM,9.275,0.0,2.93,,,,
43,06/29/14 03:00:00 AM,7.682,0.0,2.93,,,,
44,06/29/14 09:00:00 AM,10.944,1920.0,2.91,,,,
45,06/29/14 03:00:00 PM,14.230,272.0,2.95,,,,
46,06/29/14 09:00:00 PM,10.161,0.0,2.93,,,,
47,06/30/14 03:00:00 AM,8.978,0.0,2.93,,,,
48,06/30/14 09:00:00 AM,13.750,864.0,2.93,,,,
49,06/30/14 03:00:00 PM,21.473,448.0,2.97,,,,
50,06/30/14 09:00:00 PM,16.523,0.0,2.95,,,,
51,07/01/14 03:00:00 AM,15.378,0.0,2.95,,,,
52,07/01/14 09:00:00 AM,19.948,768.0,2.95,,,,
53,07/01/14 03:00:00 PM,27.468,448.0,2.99,,,,
54,07/01/14 09:00:00 PM,18.426,0.0,2.99,,,,
55,07/02/14 03:00:00 AM,15.187,0.0,2.97,,,,
56,07/02/14 09:00:00 AM,13.365,320.0,2.97,,,,
57,07/02/14 03:00:00 PM,21.473,800.0,2.97,,,,
58,07/02/14 09:00:00 PM,14.325,0.0,2.97,,,,
59,07/03/14 03:00:00 AM,11.431,0.0,2.95,,,,
60,07/03/14 09:00:00 AM,14.517,672.0,2.95,,,,
61,07/03/14 03:00:00 PM,19.948,576.0,2.95,,,,
62,07/03/14 09:00:00 PM,11.819,0.0,2.95,,,,
63,07/04/14 03:00:00 AM,10.455,0.0,2.93,,,,
64,07/04/14 09:00:00 AM,15.187,960.0,2.93,,,,
65,07/04/14 03:00:00 PM,20.996,704.0,2.97,,,,
66,07/04/14 09:00:00 PM,13.558,0.0,2.97,,,,
67,07/05/14 03:00:00 AM,12.497,0.0,2.95,,,,
68,07/05/14 09:00:00 AM,17.475,896.0,2.95,,,,
69,07/05/14 03:00:00 PM,23.773,448.0,2.97,,,,
70,07/05/14 09:00:00 PM,16.427,0.0,2.97,,,,
71,07/06/14 03:00:00 AM,14.134,0.0,2.97,,,,
72,07/06/14 09:00:00 AM,19.092,1408.0,2.97,,,,
73,07/06/14 03:00:00 PM,23.966,448.0,2.99,,,,
74,07/06/14 09:00:00 PM,16.808,0.0,2.97,,,,
75,07/07/14 03:00:00 AM,15.091,0.0,2.95,,,,
76,07/07/14 09:00:00 AM,21.378,1920.0,2.95,,,,
77,07/07/14 03:00:00 PM,26.292,432.0,2.97,,,,
78,07/07/14 09:00:00 PM,18.806,0.0,2.99,,,,
79,07/08/14 03:00:00 AM,16.523,0.0,2.97,,,,
80,07/08/14 09:00:00 AM,22.142,2688.0,2.97,,,,
81,07/08/14 03:00:00 PM,25.708,512.0,2.97,,,,
82,07/08/14 09:00:00 PM,18.045,0.0,2.97,,,,
83,07/09/14 03:00:00 AM,15.855,0.0,2.95,,,,
84,07/09/14 09:00:00 AM,20.234,2944.0,2.95,,,,
85,07/09/14 03:00:00 PM,24.255,448.0,2.99,,,,
86,07/09/14 09:00:00 PM,16.618,0.0,2.97,,,,
87,07/10/14 03:00:00 AM,14.709,0.0,2.97,,,,
88,07/10/14 09:00:00 AM,19.758,2688.0,2.95,,,,
89,07/10/14 03:00:00 PM,25.513,432.0,2.97,,,,
90,07/10/14 09:00:00 PM,17.665,0.0,2.97,,,,
91,07/11/14 03:00:00 AM,16.141,0.0,2.95,,,,
92,07/11/14 09:00:00 AM,21.473,1920.0,2.95,,,,
93,07/11/14 03:00:00 PM,20.234,400.0,2.95,,,,
94,07/11/14 09:00:00 PM,17.855,0.0,2.95,,,,
95,07/12/14 03:00:00 AM,17.855,0.0,2.95,,,,
