Plot Title: 20400441,,,,,,,
#,"Date Time, GMT-07:00","Temp, °C","Intensity, Lux",Bad Battery,Coupler Attached,Stopped,End Of File
1,9/5/2020 21:00,14.038,0,,,,
2,9/6/2020 3:00,13.269,0,,,,
3,9/6/2020 9:00,15.569,3444.5,,,,
4,9/6/2020 15:00,21.664,4650,,,,
5,9/6/2020 21:00,16.999,0,,,,
6,9/7/2020 3:00,14.517,0,,,,
7,9/7/2020 9:00,15.091,1636.1,,,,
8,9/7/2020 15:00,20.71,4477.8,,,,
9,9/7/2020 21:00,11.334,0,,,,
10,9/8/2020 3:00,8.481,0,,,,
11,9/8/2020 9:00,8.082,290.6,,,,
12,9/8/2020 15:00,14.23,452.1,,,,
13,9/8/2020 21:00,10.553,0,,,,
14,9/9/2020 3:00,9.866,0,,,,
15,9/9/2020 9:00,9.866,269.1,,,,
16,9/9/2020 15:00,17.855,430.6,,,,
17,9/9/2020 21:00,13.846,0,,,,
18,9/10/2020 3:00,12.98,0,,,,
19,9/10/2020 9:00,14.517,441.3,,,,
20,9/10/2020 15:00,18.521,839.6,,,,
21,9/10/2020 21:00,14.9,0,,,,
22,9/11/2020 3:00,11.236,0,,,,
23,9/11/2020 9:00,13.173,430.6,,,,
24,9/11/2020 15:00,18.426,1119.5,,,,
25,9/11/2020 21:00,12.69,0,,,,
26,9/12/2020 3:00,12.304,0,,,,
27,9/12/2020 9:00,13.75,484.4,,,,
28,9/12/2020 15:00,18.806,1076.4,,,,
29,9/12/2020 21:00,13.173,0,,,,
30,9/13/2020 3:00,12.883,0,,,,
31,9/13/2020 9:00,14.996,505.9,,,,
32,9/13/2020 15:00,19.092,990.3,,,,
33,9/13/2020 21:00,14.23,0,,,,
34,9/14/2020 3:00,13.365,0,,,,
35,9/14/2020 9:00,14.9,516.7,,,,
36,9/14/2020 15:00,19.092,1011.8,,,,
37,9/14/2020 21:00,13.365,0,,,,
38,9/15/2020 3:00,12.883,0,,,,
39,9/15/2020 9:00,14.038,462.9,,,,
40,9/15/2020 15:00,19.567,871.9,,,,
41,9/15/2020 21:00,13.365,0,,,,
42,9/16/2020 3:00,12.883,0,,,,
43,9/16/2020 9:00,13.942,452.1,,,,
44,9/16/2020 15:00,19.662,1033.3,,,,
45,9/16/2020 21:00,12.401,0,,,,
46,9/17/2020 3:00,10.846,0,,,,
47,9/17/2020 9:00,12.594,441.3,,,,
48,9/17/2020 15:00,18.045,1087.2,,,,
49,9/17/2020 21:00,12.11,0,,,,
50,9/18/2020 3:00,11.139,0,,,,
51,9/18/2020 9:00,11.528,129.2,,,,
52,9/18/2020 15:00,8.779,43.1,,,,
53,9/18/2020 21:00,8.779,0,,,,
54,9/19/2020 3:00,9.176,0,,,,
55,9/19/2020 9:00,9.669,10.8,,,,
56,9/19/2020 15:00,10.651,333.7,,,,
57,9/19/2020 21:00,8.879,0,,,,
58,9/20/2020 3:00,7.381,0,Logged,,,
59,9/20/2020 9:00,7.28,32.3,,,,
60,9/20/2020 15:00,11.625,86.1,,,,
61,9/20/2020 21:00,10.063,0,,,,
62,9/21/2020 3:00,8.978,0,,,,
63,9/21/2020 9:00,8.978,43.1,,,,
64,9/21/2020 15:00,12.401,247.6,,,,
65,9/21/2020 21:00,10.748,0,,,,
66,9/22/2020 3:00,10.161,0,,,,
67,9/22/2020 9:00,10.259,129.2,,,,
68,9/22/2020 15:00,12.497,107.6,,,,
69,9/22/2020 21:00,10.161,0,,,,
70,9/23/2020 3:00,9.669,0,,,,
71,9/23/2020 9:00,10.553,215.3,,,,
72,9/23/2020 15:00,13.846,366,,,,
73,9/23/2020 21:00,10.651,0,,,,
74,9/24/2020 3:00,8.879,0,,,,
75,9/24/2020 9:00,7.983,118.4,,,,
76,9/24/2020 15:00,10.944,236.8,,,,
77,9/24/2020 21:00,8.082,0,,,,
78,9/25/2020 3:00,7.28,0,,,,
79,9/25/2020 9:00,6.573,0,,,,
80,9/25/2020 15:00,8.481,10.8,,,,
81,9/25/2020 21:00,8.978,0,,,,
82,9/26/2020 3:00,8.082,0,,,,
83,9/26/2020 9:00,7.782,118.4,,,,
84,9/26/2020 15:00,9.866,32.3,,,,
85,9/26/2020 21:00,8.282,0,,,,
86,9/27/2020 3:00,6.37,0,,,,
87,9/27/2020 9:00,6.268,10.8,,,,
88,9/27/2020 15:00,9.373,43.1,,,,
89,9/27/2020 21:00,8.282,0,,,,
90,9/28/2020 3:00,7.179,0,,,,
91,9/28/2020 9:00,8.879,21.5,,,,
92,9/28/2020 15:00,13.365,86.1,,,,
93,9/28/2020 21:00,11.916,0,,,,
94,9/29/2020 3:00,10.553,0,,,,
95,9/29/2020 9:00,10.748,43.1,,,,
96,9/29/2020 15:00,15.091,129.2,,,,
97,9/29/2020 21:00,13.846,0,,,,
98,9/30/2020 3:00,13.076,0,,,,
99,9/30/2020 9:00,13.365,43.1,,,,
100,9/30/2020 15:00,15.855,129.2,,,,
101,9/30/2020 21:00,14.038,0,,,,
102,10/1/2020 3:00,13.654,0,,,,
103,10/1/2020 9:00,13.75,64.6,,,,
104,10/1/2020 15:00,16.523,183,,,,
105,10/1/2020 21:00,14.421,0,,,,
106,10/2/2020 3:00,13.654,0,,,,
107,10/2/2020 9:00,13.173,64.6,,,,
108,10/2/2020 15:00,15.664,193.8,,,,
109,10/2/2020 21:00,13.365,0,,,,
110,10/3/2020 3:00,12.207,0,,,,
111,10/3/2020 9:00,12.11,75.3,,,,
112,10/3/2020 15:00,14.709,215.3,,,,
113,10/3/2020 21:00,12.401,0,,,,
114,10/4/2020 3:00,11.041,0,,,,
115,10/4/2020 9:00,10.846,43.1,,,,
116,10/4/2020 15:00,13.173,139.9,,,,
117,10/4/2020 21:00,11.041,0,,,,
118,10/5/2020 3:00,10.259,0,,,,
119,10/5/2020 9:00,11.041,43.1,,,,
120,10/5/2020 15:00,14.134,129.2,,,,
121,10/5/2020 21:00,12.304,0,,,,
122,10/6/2020 3:00,12.401,0,,,,
123,10/6/2020 9:00,12.401,53.8,,,,
124,10/6/2020 15:00,15.282,183,,,,
125,10/6/2020 21:00,13.461,0,,,,
126,10/7/2020 3:00,11.916,0,,,,
127,10/7/2020 9:00,12.207,226,,,,
128,10/7/2020 15:00,14.517,376.7,,,,
129,10/7/2020 21:00,10.944,0,,,,
130,10/8/2020 3:00,10.063,0,,,,
131,10/8/2020 9:00,9.571,43.1,,,,
132,10/8/2020 15:00,12.304,161.5,,,,
133,10/8/2020 21:00,9.965,0,,,,
134,10/9/2020 3:00,8.978,0,,,,
135,10/9/2020 9:00,9.275,53.8,,,,
136,10/9/2020 15:00,12.11,204.5,,,,
137,10/9/2020 21:00,9.768,0,,,,
138,10/10/2020 3:00,9.472,0,,,,
139,10/10/2020 9:00,7.682,0,,,,
140,10/10/2020 15:00,7.079,10.8,,,,
141,10/10/2020 21:00,4.311,0,,,,
142,10/11/2020 3:00,3.893,0,,,,
143,10/11/2020 9:00,4.623,0,,,,
144,10/11/2020 15:00,6.064,43.1,,,,
145,10/11/2020 21:00,6.978,0,,,,
146,10/12/2020 3:00,8.282,0,,,,
147,10/12/2020 9:00,6.674,32.3,,,,
148,10/12/2020 15:00,9.669,344.4,,,,
149,10/12/2020 21:00,7.381,0,,,,
150,10/13/2020 3:00,6.877,0,,,,
151,10/13/2020 9:00,8.182,0,,,,
152,10/13/2020 15:00,9.965,21.5,,,,
153,10/13/2020 21:00,7.582,0,,,,
154,10/14/2020 3:00,5.757,0,,,,
155,10/14/2020 9:00,5.45,53.8,,,,
156,10/14/2020 15:00,7.983,96.9,,,,
157,10/14/2020 21:00,5.244,0,,,,
158,10/15/2020 3:00,3.893,0,,,,
159,10/15/2020 9:00,3.155,0,,,,
160,10/15/2020 15:00,6.471,21.5,,,,
161,10/15/2020 21:00,6.37,0,,,,
162,10/16/2020 3:00,6.877,0,,,,
163,10/16/2020 9:00,7.682,0,,,,
164,10/16/2020 15:00,9.768,21.5,,,,
165,10/16/2020 21:00,8.382,0,,,,
166,10/17/2020 3:00,8.68,0,,,,
167,10/17/2020 9:00,8.382,107.6,,,,
168,10/17/2020 15:00,10.944,32.3,,,,
169,10/17/2020 21:00,7.983,0,,,,
170,10/18/2020 3:00,7.582,0,,,,
171,10/18/2020 9:00,8.082,21.5,,,,
172,10/18/2020 15:00,8.978,21.5,,,,
173,10/18/2020 21:00,9.077,0,,,,
174,10/19/2020 3:00,8.481,0,,,,
175,10/19/2020 9:00,7.381,0,,,,
176,10/19/2020 15:00,9.176,10.8,,,,
177,10/19/2020 21:00,6.877,0,,,,
178,10/20/2020 3:00,6.166,0,,,,
179,10/20/2020 9:00,6.37,0,,,,
180,10/20/2020 15:00,10.357,129.2,,,,
181,10/20/2020 21:00,8.581,0,,,,
182,10/21/2020 3:00,6.877,0,,,,
183,10/21/2020 9:00,5.86,10.8,,,,
184,10/21/2020 15:00,6.37,107.6,,,,
185,10/21/2020 21:00,2.41,0,,,,
186,10/22/2020 3:00,1.548,0,,,,
187,10/22/2020 9:00,0.893,0,,,,
188,10/22/2020 15:00,1.656,10.8,,,,
189,10/22/2020 21:00,1.221,0,,,,
190,10/23/2020 3:00,1.221,0,,,,
191,10/23/2020 9:00,1.221,0,,,,
192,10/23/2020 15:00,4.934,32.3,,,,
193,10/23/2020 21:00,5.244,0,,,,
194,10/24/2020 3:00,6.573,0,,,,
195,10/24/2020 9:00,4.727,0,,,,
196,10/24/2020 15:00,5.757,86.1,,,,
197,10/24/2020 21:00,1.33,0,,,,
198,10/25/2020 3:00,-1.684,0,,,,
199,10/25/2020 9:00,-4.514,0,,,,
200,10/25/2020 15:00,-2.61,10.8,,,,
201,10/25/2020 21:00,-2.261,0,,,,
202,10/26/2020 3:00,-1.341,0,,,,
203,10/26/2020 9:00,-0.549,0,,,,
204,10/26/2020 15:00,0.232,10.8,,,,
205,10/26/2020 21:00,0.121,0,,,,
206,10/27/2020 3:00,0.232,0,,,,
207,10/27/2020 9:00,0.343,0,,,,
208,10/27/2020 15:00,2.41,0,,,,
209,10/27/2020 21:00,3.578,0,,,,
210,10/28/2020 3:00,4.623,0,,,,
211,10/28/2020 9:00,5.141,0,,,,
212,10/28/2020 15:00,7.381,10.8,,,,
213,10/28/2020 21:00,6.775,0,,,,
214,10/29/2020 3:00,6.471,0,,,,
215,10/29/2020 9:00,6.268,0,,,,
216,10/29/2020 15:00,7.983,10.8,,,,
217,10/29/2020 21:00,7.582,0,,,,
218,10/30/2020 3:00,6.877,0,,,,
219,10/30/2020 9:00,5.757,129.2,,,,
220,10/30/2020 15:00,7.381,21.5,,,,
221,10/30/2020 21:00,4.519,0,,,,
222,10/31/2020 3:00,2.837,0,,,,
223,10/31/2020 9:00,2.624,0,,,,
224,10/31/2020 15:00,5.244,0,,,,
225,10/31/2020 21:00,5.141,0,,,,
226,11/1/2020 3:00,5.141,0,,,,
227,11/1/2020 9:00,5.45,0,,,,
228,11/1/2020 15:00,8.68,0,,,,
229,11/1/2020 21:00,7.682,0,,,,
230,11/2/2020 3:00,7.882,0,,,,
231,11/2/2020 9:00,7.682,0,,,,
232,11/2/2020 15:00,9.275,10.8,,,,
233,11/2/2020 21:00,7.782,0,,,,
234,11/3/2020 3:00,7.582,0,,,,
235,11/3/2020 9:00,7.28,21.5,,,,
236,11/3/2020 15:00,8.779,86.1,,,,
237,11/3/2020 21:00,8.182,0,,,,
238,11/4/2020 3:00,8.182,0,,,,
239,11/4/2020 9:00,8.282,0,,,,
240,11/4/2020 15:00,10.846,32.3,,,,
241,11/4/2020 21:00,8.481,0,,,,
242,11/5/2020 3:00,8.68,0,,,,
243,11/5/2020 9:00,8.382,0,,,,
244,11/5/2020 15:00,8.879,0,,,,
245,11/5/2020 21:00,7.179,0,,,,
246,11/6/2020 3:00,2.195,0,,,,
247,11/6/2020 9:00,2.624,0,,,,
248,11/6/2020 15:00,2.303,0,,,,
249,11/6/2020 21:00,1.98,0,,,,
250,11/7/2020 3:00,1.872,0,,,,
251,11/7/2020 9:00,1.656,0,,,,
252,11/7/2020 15:00,1.656,0,,,,
253,11/7/2020 21:00,0.893,0,,,,
254,11/8/2020 3:00,0.784,0,,,,
255,11/8/2020 9:00,0.563,0,,,,
256,11/8/2020 15:00,0.563,0,,,,
257,11/8/2020 21:00,0.674,0,,,,
258,11/9/2020 3:00,-0.102,0,,,,
259,11/9/2020 9:00,0.121,0,,,,
260,11/9/2020 15:00,0.453,0,,,,
261,11/9/2020 21:00,0.674,0,,,,
262,11/10/2020 3:00,0.784,0,,,,
263,11/10/2020 9:00,0.784,0,,,,
264,11/10/2020 15:00,0.893,0,,,,
