Plot Title: 20400438,,,,,,,
#,"Date Time, GMT-07:00","Temp, °C","Intensity, Lux",Bad Battery,Coupler Attached,Stopped,End Of File
1,9/5/2020 21:00,16.332,0,,,,
2,9/6/2020 3:00,15.569,0,,,,
3,9/6/2020 9:00,17.284,1894.5,,,,
4,9/6/2020 15:00,24.062,2325,,,,
5,9/6/2020 21:00,19.282,0,,,,
6,9/7/2020 3:00,16.808,0,,,,
7,9/7/2020 9:00,17.665,3444.5,,,,
8,9/7/2020 15:00,22.333,2238.9,,,,
9,9/7/2020 21:00,11.819,0,,,,
10,9/8/2020 3:00,9.077,0,,,,
11,9/8/2020 9:00,8.879,2238.9,,,,
12,9/8/2020 15:00,15.76,1550,,,,
13,9/8/2020 21:00,12.013,0,,,,
14,9/9/2020 3:00,11.819,0,,,,
15,9/9/2020 9:00,11.916,1463.9,,,,
16,9/9/2020 15:00,21.091,1636.1,,,,
17,9/9/2020 21:00,16.237,0,,,,
18,9/10/2020 3:00,14.996,0,,,,
19,9/10/2020 9:00,16.427,1894.5,,,,
20,9/10/2020 15:00,20.424,2583.4,,,,
21,9/10/2020 21:00,16.713,0,,,,
22,9/11/2020 3:00,12.594,0,,,,
23,9/11/2020 9:00,14.517,1345.5,,,,
24,9/11/2020 15:00,19.758,3616.7,,,,
25,9/11/2020 21:00,14.23,0,,,,
26,9/12/2020 3:00,13.75,0,,,,
27,9/12/2020 9:00,14.804,1636.1,,,,
28,9/12/2020 15:00,19.758,3788.9,,,,
29,9/12/2020 21:00,14.9,0,,,,
30,9/13/2020 3:00,14.517,0,,,,
31,9/13/2020 9:00,16.523,1808.3,,,,
32,9/13/2020 15:00,20.424,3272.2,,,,
33,9/13/2020 21:00,15.664,0,,,,
34,9/14/2020 3:00,14.804,0,,,,
35,9/14/2020 9:00,16.237,1636.1,,,,
36,9/14/2020 15:00,20.234,3444.5,,,,
37,9/14/2020 21:00,15.091,0,,,,
38,9/15/2020 3:00,14.325,0,,,,
39,9/15/2020 9:00,15.282,1636.1,,,,
40,9/15/2020 15:00,20.805,2927.8,,,,
41,9/15/2020 21:00,15.282,0,,,,
42,9/16/2020 3:00,14.517,0,,,,
43,9/16/2020 9:00,15.378,1636.1,,,,
44,9/16/2020 15:00,21.187,3616.7,,,,
45,9/16/2020 21:00,13.75,0,,,,
46,9/17/2020 3:00,11.916,0,,,,
47,9/17/2020 9:00,14.038,1550,,,,
48,9/17/2020 15:00,19.282,3444.5,,,,
49,9/17/2020 21:00,13.076,0,,,,
50,9/18/2020 3:00,11.916,0,,,,
51,9/18/2020 9:00,11.431,624.3,,,,
52,9/18/2020 15:00,8.779,527.4,,,,
53,9/18/2020 21:00,8.581,0,,,,
