Plot Title: 20400439,,,,,
#,"Date Time, GMT-07:00","Temp, °C","Intensity, Lux",Bad Battery,End Of File
1,9/1/2020 3:00,13.558,0,,
2,9/1/2020 9:00,16.046,0,,
3,9/1/2020 15:00,23.484,581.3,,
4,9/1/2020 21:00,20.424,0,,
5,9/2/2020 3:00,18.521,0,,
6,9/2/2020 9:00,17.665,0,,
7,9/2/2020 15:00,25.028,559.7,,
8,9/2/2020 21:00,20.71,0,,
9,9/3/2020 3:00,19.187,0,,
10,9/3/2020 9:00,19.662,0,,
11,9/3/2020 15:00,27.567,527.4,,
12,9/3/2020 21:00,23.581,0,,
13,9/4/2020 3:00,21.187,0,,
14,9/4/2020 9:00,19.567,0,,
15,9/4/2020 15:00,24.738,505.9,,
16,9/4/2020 21:00,19.187,0,,
17,9/5/2020 3:00,14.421,0,,
18,9/5/2020 9:00,15.76,0,,
19,9/5/2020 15:00,21.473,549,,
20,9/5/2020 21:00,17.95,0,,
21,9/6/2020 3:00,16.999,0,,
22,9/6/2020 9:00,17.665,0,,
23,9/6/2020 15:00,25.805,495.1,,
24,9/6/2020 21:00,20.996,0,,
25,9/7/2020 3:00,18.331,0,,
26,9/7/2020 9:00,17.284,0,,
27,9/7/2020 15:00,23.677,484.4,,
28,9/7/2020 21:00,13.75,0,,
29,9/8/2020 3:00,10.063,0,,
30,9/8/2020 9:00,9.571,0,,
31,9/8/2020 15:00,17.76,559.7,,
32,9/8/2020 21:00,14.517,0,,
33,9/9/2020 3:00,13.173,0,,
34,9/9/2020 9:00,12.883,0,,
35,9/9/2020 15:00,23.004,516.7,,
36,9/9/2020 21:00,18.045,0,,
37,9/10/2020 3:00,16.332,0,,
38,9/10/2020 9:00,16.523,32.3,,
39,9/10/2020 15:00,20.805,86.1,,
40,9/10/2020 21:00,18.711,0,,
41,9/11/2020 3:00,14.517,0,,
42,9/11/2020 9:00,15.378,53.8,,
43,9/11/2020 15:00,19.092,172.2,,
44,9/11/2020 21:00,15.76,0,,
45,9/12/2020 3:00,15.187,0,,
46,9/12/2020 9:00,15.473,64.6,,
47,9/12/2020 15:00,19.948,204.5,,
48,9/12/2020 21:00,16.427,0,,
49,9/13/2020 3:00,17.189,0,,
50,9/13/2020 9:00,17.855,64.6,,
51,9/13/2020 15:00,20.615,236.8,,
52,9/13/2020 21:00,16.903,0,,
53,9/14/2020 3:00,16.332,0,,
54,9/14/2020 9:00,17.379,96.9,,
55,9/14/2020 15:00,19.758,183,,
56,9/14/2020 21:00,16.618,0,,
57,9/15/2020 3:00,16.332,0,,
58,9/15/2020 9:00,17.094,53.8,,
59,9/15/2020 15:00,21.378,312.2,,
60,9/15/2020 21:00,16.713,0,,
61,9/16/2020 3:00,15.569,0,,
62,9/16/2020 9:00,16.808,64.6,,
63,9/16/2020 15:00,20.805,312.2,,
64,9/16/2020 21:00,14.996,0,,
65,9/17/2020 3:00,13.461,0,,
66,9/17/2020 9:00,14.517,53.8,,
67,9/17/2020 15:00,18.901,236.8,,
68,9/17/2020 21:00,14.421,0,,
69,9/18/2020 3:00,13.076,0,,
70,9/18/2020 9:00,12.401,0,,
71,9/18/2020 15:00,10.161,0,,
72,9/18/2020 21:00,9.077,0,,
73,9/19/2020 3:00,9.275,0,,
74,9/19/2020 9:00,9.768,0,,
75,9/19/2020 15:00,10.357,430.6,,
76,9/19/2020 21:00,9.965,0,,
77,9/20/2020 3:00,8.282,0,,
78,9/20/2020 9:00,8.082,0,,
79,9/20/2020 15:00,13.461,968.8,,
80,9/20/2020 21:00,12.11,0,,
81,9/21/2020 3:00,10.748,0,,
82,9/21/2020 9:00,10.748,10.8,,
83,9/21/2020 15:00,13.75,505.9,,
84,9/21/2020 21:00,11.916,0,,
85,9/22/2020 3:00,10.944,0,,
86,9/22/2020 9:00,10.259,86.1,,
87,9/22/2020 15:00,14.038,785.8,,
88,9/22/2020 21:00,11.139,0,,
89,9/23/2020 3:00,11.041,0,,
90,9/23/2020 9:00,11.625,183,,
91,9/23/2020 15:00,15.282,441.3,,
92,9/23/2020 21:00,11.139,0,,
93,9/24/2020 3:00,8.978,0,,
94,9/24/2020 9:00,7.782,64.6,,
95,9/24/2020 15:00,9.571,516.7,,
96,9/24/2020 21:00,8.481,0,,
97,9/25/2020 3:00,7.983,0,,
98,9/25/2020 9:00,6.674,0,,
99,9/25/2020 15:00,8.382,0,,
100,9/25/2020 21:00,9.472,0,,
101,9/26/2020 3:00,8.082,0,,
102,9/26/2020 9:00,7.481,21.5,,
103,9/26/2020 15:00,8.68,64.6,,
104,9/26/2020 21:00,8.282,0,,
105,9/27/2020 3:00,7.179,0,,
106,9/27/2020 9:00,6.674,0,,
107,9/27/2020 15:00,12.69,570.5,,
108,9/27/2020 21:00,8.779,0,,
109,9/28/2020 3:00,7.381,0,,
110,9/28/2020 9:00,9.275,0,,
111,9/28/2020 15:00,17.284,710.4,,
112,9/28/2020 21:00,13.654,0,,
113,9/29/2020 3:00,14.134,0,,
114,9/29/2020 9:00,15.282,0,,
115,9/29/2020 15:00,21.091,699.7,,
116,9/29/2020 21:00,17.665,0,,
117,9/30/2020 3:00,16.523,0,,
118,9/30/2020 9:00,16.237,0,,
119,9/30/2020 15:00,21.569,592,,
120,9/30/2020 21:00,18.236,0,,
121,10/1/2020 3:00,18.14,0,,
122,10/1/2020 9:00,18.045,0,,
123,10/1/2020 15:00,22.238,419.8,,
124,10/1/2020 21:00,18.806,0,,
125,10/2/2020 3:00,17.95,0,,
126,10/2/2020 9:00,16.618,0,,
127,10/2/2020 15:00,21.187,376.7,,
128,10/2/2020 21:00,17.665,0,,
129,10/3/2020 3:00,16.523,0,,
130,10/3/2020 9:00,15.664,0,,
131,10/3/2020 15:00,20.138,366,,
132,10/3/2020 21:00,16.237,0,,
133,10/4/2020 3:00,14.613,0,,
134,10/4/2020 9:00,14.134,0,,
135,10/4/2020 15:00,18.426,366,,
136,10/4/2020 21:00,14.709,0,,
137,10/5/2020 3:00,13.461,0,,
138,10/5/2020 9:00,14.23,0,,
139,10/5/2020 15:00,20.519,366,,
140,10/5/2020 21:00,16.141,0,,
141,10/6/2020 3:00,16.808,0,,
142,10/6/2020 9:00,17.189,0,,
143,10/6/2020 15:00,21.951,344.4,,
144,10/6/2020 21:00,17.76,0,,
145,10/7/2020 3:00,15.951,0,,
146,10/7/2020 9:00,15.378,32.3,,
147,10/7/2020 15:00,18.616,322.9,,
148,10/7/2020 21:00,14.709,0,,
149,10/8/2020 3:00,13.269,0,,
150,10/8/2020 9:00,12.11,0,,
151,10/8/2020 15:00,16.332,344.4,,
152,10/8/2020 21:00,12.883,0,,
153,10/9/2020 3:00,11.916,0,,
154,10/9/2020 9:00,12.401,0,,
155,10/9/2020 15:00,16.427,333.7,,
156,10/9/2020 21:00,12.304,0,,
157,10/10/2020 3:00,10.455,0,,
158,10/10/2020 9:00,7.782,0,,
159,10/10/2020 15:00,5.962,21.5,,
160,10/10/2020 21:00,4.727,0,,
161,10/11/2020 3:00,4.415,0,,
162,10/11/2020 9:00,4.831,0,,
163,10/11/2020 15:00,6.064,64.6,,
164,10/11/2020 21:00,7.682,0,,
165,10/12/2020 3:00,8.879,0,,
166,10/12/2020 9:00,6.674,21.5,,
167,10/12/2020 15:00,7.983,64.6,,
168,10/12/2020 21:00,7.582,0,,
169,10/13/2020 3:00,7.079,0,,
170,10/13/2020 9:00,8.382,0,,
171,10/13/2020 15:00,10.161,0,,
172,10/13/2020 21:00,7.582,0,,
173,10/14/2020 3:00,5.552,0,,
174,10/14/2020 9:00,4.727,64.6,,
175,10/14/2020 15:00,6.674,355.2,,
176,10/14/2020 21:00,5.45,0,,
177,10/15/2020 3:00,3.683,0,,
178,10/15/2020 9:00,2.624,0,,
179,10/15/2020 15:00,8.978,419.8,,
180,10/15/2020 21:00,7.682,0,,
181,10/16/2020 3:00,8.978,0,,
182,10/16/2020 9:00,9.965,0,,
183,10/16/2020 15:00,13.654,462.9,,
184,10/16/2020 21:00,10.748,0,,
185,10/17/2020 3:00,9.768,0,,
186,10/17/2020 9:00,9.571,32.3,,
187,10/17/2020 15:00,11.431,387.5,,
188,10/17/2020 21:00,9.571,0,,
189,10/18/2020 3:00,9.176,0,,
190,10/18/2020 9:00,8.182,21.5,,
191,10/18/2020 15:00,8.779,32.3,,
192,10/18/2020 21:00,9.472,0,,
193,10/19/2020 3:00,9.176,0,,
194,10/19/2020 9:00,8.382,0,,
195,10/19/2020 15:00,10.357,409,,
196,10/19/2020 21:00,8.082,0,,
197,10/20/2020 3:00,7.079,0,,
198,10/20/2020 9:00,7.079,0,,
199,10/20/2020 15:00,9.866,430.6,,
200,10/20/2020 21:00,8.581,0,,
201,10/21/2020 3:00,6.674,0,,
202,10/21/2020 9:00,5.037,21.5,,
203,10/21/2020 15:00,4.519,312.2,,
204,10/21/2020 21:00,2.303,0,,
205,10/22/2020 3:00,0.232,0,,
206,10/22/2020 9:00,-0.325,0,,
207,10/22/2020 15:00,4.519,484.4,,
208,10/22/2020 21:00,1.98,0,,
209,10/23/2020 3:00,1.221,0,,
210,10/23/2020 9:00,3.049,21.5,,
211,10/23/2020 15:00,5.86,75.3,,
212,10/23/2020 21:00,6.064,0,,
213,10/24/2020 3:00,7.381,0,,
214,10/24/2020 9:00,3.788,0,,
215,10/24/2020 15:00,4.102,290.6,,
216,10/24/2020 21:00,-0.325,0,,
217,10/25/2020 3:00,-3.672,0,,
218,10/25/2020 9:00,-6.499,0,,
219,10/25/2020 15:00,-2.494,538.2,,
220,10/25/2020 21:00,-2.727,0,,
221,10/26/2020 3:00,-1.228,0,,
222,10/26/2020 9:00,0.563,21.5,,
223,10/26/2020 15:00,3.578,430.6,,
224,10/26/2020 21:00,2.837,0,,
225,10/27/2020 3:00,4.519,0,,
226,10/27/2020 9:00,5.655,0,,
227,10/27/2020 15:00,10.944,484.4,,
228,10/27/2020 21:00,8.68,0,,
229,10/28/2020 3:00,8.779,0,,
230,10/28/2020 9:00,9.669,0,,
231,10/28/2020 15:00,14.325,462.9,,
232,10/28/2020 21:00,11.334,0,,
233,10/29/2020 3:00,10.455,0,,
234,10/29/2020 9:00,9.768,0,,
235,10/29/2020 15:00,14.23,430.6,,
236,10/29/2020 21:00,12.594,0,,
237,10/30/2020 3:00,10.259,0,,
238,10/30/2020 9:00,6.877,0,,
239,10/30/2020 15:00,6.877,43.1,,
240,10/30/2020 21:00,4.519,0,,
241,10/31/2020 3:00,2.837,0,,
242,10/31/2020 9:00,2.837,0,,
243,10/31/2020 15:00,9.275,376.7,,
244,10/31/2020 21:00,7.582,0,,
245,11/1/2020 3:00,8.182,0,,
246,11/1/2020 9:00,11.041,0,,
247,11/1/2020 15:00,15.951,322.9,,
248,11/1/2020 21:00,12.883,0,,
249,11/2/2020 3:00,13.173,0,,
250,11/2/2020 9:00,12.497,0,,
251,11/2/2020 15:00,16.141,279.9,,
252,11/2/2020 21:00,11.916,0,,
253,11/3/2020 3:00,12.69,0,,
254,11/3/2020 9:00,10.553,43.1,,
255,11/3/2020 15:00,10.944,86.1,,
256,11/3/2020 21:00,10.161,0,,
257,11/4/2020 3:00,9.275,0,,
258,11/4/2020 9:00,9.669,0,,
259,11/4/2020 15:00,12.787,312.2,,
260,11/4/2020 21:00,11.041,0,,
261,11/5/2020 3:00,10.161,0,,
262,11/5/2020 9:00,9.077,10.8,,
263,11/5/2020 15:00,9.176,0,,
264,11/5/2020 21:00,7.079,0,,
265,11/6/2020 3:00,2.517,0,,
266,11/6/2020 9:00,1.33,10.8,,
267,11/6/2020 15:00,1.764,43.1,,
268,11/6/2020 21:00,0.674,0,,
269,11/7/2020 3:00,1.003,0,,
270,11/7/2020 9:00,0.121,0,,
271,11/7/2020 15:00,-0.102,0,,
272,11/7/2020 21:00,-0.549,0,,
273,11/8/2020 3:00,-1.228,0,,
274,11/8/2020 9:00,-2.145,10.8,,
275,11/8/2020 15:00,-1.114,118.4,,
276,11/8/2020 21:00,-1.456,0,,
277,11/9/2020 3:00,-2.377,0,,
278,11/9/2020 9:00,-2.844,0,,
279,11/9/2020 15:00,-0.887,204.5,,
280,11/9/2020 21:00,-1.341,0,,
281,11/10/2020 3:00,-1.001,0,,
282,11/10/2020 9:00,-0.549,0,,
283,11/10/2020 15:00,-0.213,0,,
284,11/10/2020 21:00,-0.325,0,,
285,11/11/2020 3:00,-0.213,0,,
286,11/11/2020 9:00,-0.325,0,,
287,11/11/2020 15:00,-0.102,0,,
288,11/11/2020 21:00,-0.437,0,,
289,11/12/2020 3:00,-1.114,0,,
290,11/12/2020 9:00,-1.228,0,,
291,11/12/2020 15:00,-0.102,10.8,,
292,11/12/2020 21:00,-0.102,0,,
293,11/13/2020 3:00,0.01,0,,
