"Plot Title: 10169187"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10169187, SEN S/N: 10169187)","Intensity, Lux (LGR S/N: 10169187, SEN S/N: 10169187)","Batt, V (LGR S/N: 10169187, SEN S/N: 10169187)","Bad Battery (LGR S/N: 10169187)","End Of File (LGR S/N: 10169187)"
433,01/30/20 06:36:32 PM,0.121,0.0,2.74,,
434,01/31/20 12:36:32 AM,0.121,0.0,2.74,,
435,01/31/20 06:36:32 AM,0.121,0.0,2.74,,
436,01/31/20 12:36:32 PM,0.121,0.0,2.74,,
437,01/31/20 06:36:32 PM,0.121,0.0,2.74,,
438,02/01/20 12:36:32 AM,0.121,0.0,2.74,,
439,02/01/20 06:36:32 AM,0.121,0.0,2.74,,
440,02/01/20 12:36:32 PM,0.121,0.0,2.74,,
441,02/01/20 06:36:32 PM,0.121,0.0,2.74,,
442,02/02/20 12:36:32 AM,0.121,0.0,2.74,,
443,02/02/20 06:36:32 AM,0.121,0.0,2.74,,
444,02/02/20 12:36:32 PM,0.121,0.0,2.74,,
445,02/02/20 06:36:32 PM,0.121,0.0,2.74,,
446,02/03/20 12:36:32 AM,0.121,0.0,2.74,,
447,02/03/20 06:36:32 AM,0.121,0.0,2.74,,
448,02/03/20 12:36:32 PM,0.121,0.0,2.74,,
449,02/03/20 06:36:32 PM,0.121,0.0,2.74,,
450,02/04/20 12:36:32 AM,0.121,0.0,2.74,,
451,02/04/20 06:36:32 AM,0.121,0.0,2.74,,
452,02/04/20 12:36:32 PM,0.121,0.0,2.74,,
453,02/04/20 06:36:32 PM,0.121,0.0,2.74,,
454,02/05/20 12:36:32 AM,0.121,0.0,2.74,,
455,02/05/20 06:36:32 AM,0.121,0.0,2.74,,
456,02/05/20 12:36:32 PM,0.121,0.0,2.74,,
457,02/05/20 06:36:32 PM,0.121,0.0,2.74,,
458,02/06/20 12:36:32 AM,0.121,0.0,2.74,,
459,02/06/20 06:36:32 AM,0.121,0.0,2.74,,
460,02/06/20 12:36:32 PM,0.121,0.0,2.74,,
461,02/06/20 06:36:32 PM,0.121,0.0,2.74,,
462,02/07/20 12:36:32 AM,0.121,0.0,2.74,,
463,02/07/20 06:36:32 AM,0.121,0.0,2.74,,
464,02/07/20 12:36:32 PM,0.121,0.0,2.74,,
465,02/07/20 06:36:32 PM,0.121,0.0,2.74,,
466,02/08/20 12:36:32 AM,0.121,0.0,2.74,,
467,02/08/20 06:36:32 AM,0.121,0.0,2.74,,
468,02/08/20 12:36:32 PM,0.121,0.0,2.74,,
469,02/08/20 06:36:32 PM,0.121,0.0,2.74,,
470,02/09/20 12:36:32 AM,0.121,0.0,2.74,,
471,02/09/20 06:36:32 AM,0.121,0.0,2.74,,
472,02/09/20 12:36:32 PM,0.121,0.0,2.74,,
473,02/09/20 06:36:32 PM,0.121,0.0,2.74,,
474,02/10/20 12:36:32 AM,0.121,0.0,2.74,,
475,02/10/20 06:36:32 AM,0.121,0.0,2.74,,
476,02/10/20 12:36:32 PM,0.121,0.0,2.74,,
477,02/10/20 06:36:32 PM,0.121,0.0,2.74,,
478,02/11/20 12:36:32 AM,0.121,0.0,2.74,,
479,02/11/20 06:36:32 AM,0.121,0.0,2.74,,
480,02/11/20 12:36:32 PM,0.121,0.0,2.74,,
481,02/11/20 06:36:32 PM,0.121,0.0,2.74,,
482,02/12/20 12:36:32 AM,0.121,0.0,2.74,,
483,02/12/20 06:36:32 AM,0.121,0.0,2.74,,
484,02/12/20 12:36:32 PM,0.121,0.0,2.74,,
485,02/12/20 06:36:32 PM,0.121,0.0,2.74,,
486,02/13/20 12:36:32 AM,0.121,0.0,2.74,,
487,02/13/20 06:36:32 AM,0.121,0.0,2.74,,
488,02/13/20 12:36:32 PM,0.121,0.0,2.74,,
489,02/13/20 06:36:32 PM,0.121,0.0,2.74,,
490,02/14/20 12:36:32 AM,0.121,0.0,2.74,,
491,02/14/20 06:36:32 AM,0.121,0.0,2.74,,
492,02/14/20 12:36:32 PM,0.121,0.0,2.74,,
493,02/14/20 06:36:32 PM,0.121,0.0,2.74,,
494,02/15/20 12:36:32 AM,0.121,0.0,2.74,,
495,02/15/20 06:36:32 AM,0.121,0.0,2.74,,
496,02/15/20 12:36:32 PM,0.121,0.0,2.74,,
497,02/15/20 06:36:32 PM,0.121,0.0,2.74,,
498,02/16/20 12:36:32 AM,0.121,0.0,2.74,,
499,02/16/20 06:36:32 AM,0.121,0.0,2.74,,
500,02/16/20 12:36:32 PM,0.121,0.0,2.74,,
501,02/16/20 06:36:32 PM,0.121,0.0,2.74,,
502,02/17/20 12:36:32 AM,0.121,0.0,2.74,,
503,02/17/20 06:36:32 AM,0.121,0.0,2.74,,
504,02/17/20 12:36:32 PM,0.121,0.0,2.74,,
505,02/17/20 06:36:32 PM,0.121,0.0,2.74,,
506,02/18/20 12:36:32 AM,0.121,0.0,2.74,,
507,02/18/20 06:36:32 AM,0.121,0.0,2.74,,
508,02/18/20 12:36:32 PM,0.121,0.0,2.74,,
509,02/18/20 06:36:32 PM,0.121,0.0,2.74,,
510,02/19/20 12:36:32 AM,0.121,0.0,2.74,,
511,02/19/20 06:36:32 AM,0.121,0.0,2.74,,
512,02/19/20 12:36:32 PM,0.121,0.0,2.74,,
513,02/19/20 06:36:32 PM,0.121,0.0,2.74,,
514,02/20/20 12:36:32 AM,0.121,0.0,2.74,,
515,02/20/20 06:36:32 AM,0.121,0.0,2.74,,
516,02/20/20 12:36:32 PM,0.121,0.0,2.74,,
517,02/20/20 06:36:32 PM,0.121,0.0,2.74,,
518,02/21/20 12:36:32 AM,0.121,0.0,2.74,,
519,02/21/20 06:36:32 AM,0.121,0.0,2.74,,
520,02/21/20 12:36:32 PM,0.121,0.0,2.74,,
521,02/21/20 06:36:32 PM,0.121,0.0,2.74,,
522,02/22/20 12:36:32 AM,0.121,0.0,2.74,,
523,02/22/20 06:36:32 AM,0.121,0.0,2.74,,
524,02/22/20 12:36:32 PM,0.121,0.0,2.74,,
525,02/22/20 06:36:32 PM,0.121,0.0,2.74,,
526,02/23/20 12:36:32 AM,0.121,0.0,2.74,,
527,02/23/20 06:36:32 AM,0.121,0.0,2.74,,
528,02/23/20 12:36:32 PM,0.121,0.0,2.74,,
529,02/23/20 06:36:32 PM,0.121,0.0,2.74,,
530,02/24/20 12:36:32 AM,0.121,0.0,2.74,,
531,02/24/20 06:36:32 AM,0.232,0.0,2.74,,
532,02/24/20 12:36:32 PM,0.121,0.0,2.74,,
533,02/24/20 06:36:32 PM,0.232,0.0,2.74,,
534,02/25/20 12:36:32 AM,0.121,0.0,2.74,,
535,02/25/20 06:36:32 AM,0.121,0.0,2.74,,
536,02/25/20 12:36:32 PM,0.121,0.0,2.74,,
537,02/25/20 06:36:32 PM,0.121,0.0,2.74,,
538,02/26/20 12:36:32 AM,0.121,0.0,2.74,,
539,02/26/20 06:36:32 AM,0.232,0.0,2.74,,
540,02/26/20 12:36:32 PM,0.121,0.0,2.74,,
541,02/26/20 06:36:32 PM,0.121,0.0,2.74,,
542,02/27/20 12:36:32 AM,0.121,0.0,2.74,,
543,02/27/20 06:36:32 AM,0.121,0.0,2.74,,
544,02/27/20 12:36:32 PM,0.121,0.0,2.74,,
545,02/27/20 06:36:32 PM,0.121,0.0,2.74,,
546,02/28/20 12:36:32 AM,0.121,0.0,2.74,,
547,02/28/20 06:36:32 AM,0.121,0.0,2.74,,
548,02/28/20 12:36:32 PM,0.121,0.0,2.74,,
549,02/28/20 06:36:32 PM,0.121,0.0,2.74,,
550,02/29/20 12:36:32 AM,0.121,0.0,2.74,,
551,02/29/20 06:36:32 AM,0.121,0.0,2.74,,
552,02/29/20 12:36:32 PM,0.121,0.0,2.74,,
553,02/29/20 06:36:32 PM,0.121,0.0,2.74,,
554,03/01/20 12:36:32 AM,0.121,0.0,2.74,,
555,03/01/20 06:36:32 AM,0.121,0.0,2.74,,
556,03/01/20 12:36:32 PM,0.121,0.0,2.74,,
557,03/01/20 06:36:32 PM,0.121,0.0,2.74,,
558,03/02/20 12:36:32 AM,0.121,0.0,2.74,,
559,03/02/20 06:36:32 AM,0.121,0.0,2.74,,
560,03/02/20 12:36:32 PM,0.121,0.0,2.74,,
561,03/02/20 06:36:32 PM,0.232,0.0,2.74,,
562,03/03/20 12:36:32 AM,0.121,0.0,2.74,,
563,03/03/20 06:36:32 AM,0.121,0.0,2.74,,
564,03/03/20 12:36:32 PM,0.232,0.0,2.74,,
565,03/03/20 06:36:32 PM,0.121,0.0,2.74,,
566,03/04/20 12:36:32 AM,0.121,0.0,2.74,,
567,03/04/20 06:36:32 AM,0.121,0.0,2.74,,
568,03/04/20 12:36:32 PM,0.121,0.0,2.74,,
569,03/04/20 06:36:32 PM,0.232,0.0,2.74,,
570,03/05/20 12:36:32 AM,0.121,0.0,2.74,,
571,03/05/20 06:36:32 AM,0.121,0.0,2.74,,
572,03/05/20 12:36:32 PM,0.121,0.0,2.74,,
573,03/05/20 06:36:32 PM,0.121,0.0,2.74,,
574,03/06/20 12:36:32 AM,0.121,0.0,2.74,,
575,03/06/20 06:36:32 AM,0.121,0.0,2.74,,
576,03/06/20 12:36:32 PM,0.121,0.0,2.74,,
577,03/06/20 06:36:32 PM,0.121,0.0,2.74,,
578,03/07/20 12:36:32 AM,0.121,0.0,2.74,,
579,03/07/20 06:36:32 AM,0.232,0.0,2.74,,
580,03/07/20 12:36:32 PM,0.121,0.0,2.74,,
581,03/07/20 06:36:32 PM,0.121,0.0,2.74,,
582,03/08/20 12:36:32 AM,0.121,0.0,2.74,,
583,03/08/20 06:36:32 AM,0.232,0.0,2.74,,
584,03/08/20 12:36:32 PM,0.121,0.0,2.74,,
585,03/08/20 06:36:32 PM,0.121,0.0,2.74,,
586,03/09/20 12:36:32 AM,0.121,0.0,2.74,,
587,03/09/20 06:36:32 AM,0.121,0.0,2.74,,
588,03/09/20 12:36:32 PM,0.121,0.0,2.74,,
589,03/09/20 06:36:32 PM,0.121,0.0,2.74,,
590,03/10/20 12:36:32 AM,0.232,0.0,2.74,,
591,03/10/20 06:36:32 AM,0.121,0.0,2.74,,
592,03/10/20 12:36:32 PM,0.121,0.0,2.74,,
593,03/10/20 06:36:32 PM,0.121,0.0,2.74,,
594,03/11/20 12:36:32 AM,0.121,0.0,2.74,,
595,03/11/20 06:36:32 AM,0.121,0.0,2.74,,
596,03/11/20 12:36:32 PM,0.121,0.0,2.74,,
597,03/11/20 06:36:32 PM,0.121,0.0,2.74,,
598,03/12/20 12:36:32 AM,0.232,0.0,2.74,,
599,03/12/20 06:36:32 AM,0.121,0.0,2.74,,
600,03/12/20 12:36:32 PM,0.232,0.0,2.74,,
601,03/12/20 06:36:32 PM,0.232,0.0,2.74,,
602,03/13/20 12:36:32 AM,0.121,0.0,2.74,,
603,03/13/20 06:36:32 AM,0.232,0.0,2.74,,
604,03/13/20 12:36:32 PM,0.121,0.0,2.74,,
605,03/13/20 06:36:32 PM,0.232,0.0,2.74,,
606,03/14/20 12:36:32 AM,0.121,0.0,2.74,,
607,03/14/20 06:36:32 AM,0.121,0.0,2.74,,
608,03/14/20 12:36:32 PM,0.121,0.0,2.74,,
609,03/14/20 06:36:32 PM,0.232,0.0,2.74,,
610,03/15/20 12:36:32 AM,0.232,0.0,2.74,,
611,03/15/20 06:36:32 AM,0.232,0.0,2.74,,
612,03/15/20 12:36:32 PM,0.232,0.0,2.74,,
613,03/15/20 06:36:32 PM,0.232,0.0,2.74,,
614,03/16/20 12:36:32 AM,0.232,0.0,2.74,,
615,03/16/20 06:36:32 AM,0.232,0.0,2.74,,
616,03/16/20 12:36:32 PM,0.121,0.0,2.74,,
617,03/16/20 06:36:32 PM,0.121,0.0,2.74,,
618,03/17/20 12:36:32 AM,0.232,0.0,2.74,,
619,03/17/20 06:36:32 AM,0.232,0.0,2.74,,
620,03/17/20 12:36:32 PM,0.232,0.0,2.74,,
621,03/17/20 06:36:32 PM,0.232,0.0,2.74,,
622,03/18/20 12:36:32 AM,0.232,0.0,2.74,,
623,03/18/20 06:36:32 AM,0.232,0.0,2.74,,
624,03/18/20 12:36:32 PM,0.232,0.0,2.74,,
625,03/18/20 06:36:32 PM,0.232,0.0,2.74,,
626,03/19/20 12:36:32 AM,0.232,0.0,2.74,,
627,03/19/20 06:36:32 AM,0.232,0.0,2.74,,
628,03/19/20 12:36:32 PM,0.232,0.0,2.74,,
629,03/19/20 06:36:32 PM,0.232,0.0,2.74,,
630,03/20/20 12:36:32 AM,0.232,0.0,2.74,,
631,03/20/20 06:36:32 AM,0.232,0.0,2.74,,
632,03/20/20 12:36:32 PM,0.232,0.0,2.74,,
633,03/20/20 06:36:32 PM,0.232,0.0,2.74,,
634,03/21/20 12:36:32 AM,0.232,0.0,2.74,,
635,03/21/20 06:36:32 AM,0.232,0.0,2.74,,
636,03/21/20 12:36:32 PM,0.232,0.0,2.74,,
637,03/21/20 06:36:32 PM,0.232,0.0,2.74,,
638,03/22/20 12:36:32 AM,0.232,0.0,2.74,,
639,03/22/20 06:36:32 AM,0.232,0.0,2.74,,
640,03/22/20 12:36:32 PM,0.232,0.0,2.74,,
641,03/22/20 06:36:32 PM,0.232,0.0,2.74,,
642,03/23/20 12:36:32 AM,0.232,0.0,2.74,,
643,03/23/20 06:36:32 AM,0.232,0.0,2.74,,
644,03/23/20 12:36:32 PM,0.232,0.0,2.74,,
645,03/23/20 06:36:32 PM,0.232,0.0,2.74,,
646,03/24/20 12:36:32 AM,0.232,0.0,2.74,,
647,03/24/20 06:36:32 AM,0.232,0.0,2.74,,
648,03/24/20 12:36:32 PM,0.232,0.0,2.74,,
649,03/24/20 06:36:32 PM,0.232,0.0,2.74,,
650,03/25/20 12:36:32 AM,0.232,0.0,2.74,,
651,03/25/20 06:36:32 AM,0.232,0.0,2.74,,
652,03/25/20 12:36:32 PM,0.232,0.0,2.74,,
653,03/25/20 06:36:32 PM,0.232,0.0,2.74,,
654,03/26/20 12:36:32 AM,0.232,0.0,2.74,,
655,03/26/20 06:36:32 AM,0.232,0.0,2.74,,
656,03/26/20 12:36:32 PM,0.232,0.0,2.74,,
657,03/26/20 06:36:32 PM,0.232,0.0,2.74,,
658,03/27/20 12:36:32 AM,0.232,0.0,2.74,,
659,03/27/20 06:36:32 AM,0.232,0.0,2.74,,
660,03/27/20 12:36:32 PM,0.232,0.0,2.74,,
661,03/27/20 06:36:32 PM,0.232,0.0,2.74,,
662,03/28/20 12:36:32 AM,0.232,0.0,2.74,,
663,03/28/20 06:36:32 AM,0.232,0.0,2.74,,
664,03/28/20 12:36:32 PM,0.232,0.0,2.74,,
665,03/28/20 06:36:32 PM,0.232,0.0,2.74,,
666,03/29/20 12:36:32 AM,0.232,0.0,2.74,,
667,03/29/20 06:36:32 AM,0.232,0.0,2.74,,
668,03/29/20 12:36:32 PM,0.232,0.0,2.74,,
669,03/29/20 06:36:32 PM,0.232,0.0,2.74,,
670,03/30/20 12:36:32 AM,0.232,0.0,2.74,,
671,03/30/20 06:36:32 AM,0.232,0.0,2.74,,
672,03/30/20 12:36:32 PM,0.232,0.0,2.74,,
673,03/30/20 06:36:32 PM,0.232,0.0,2.74,,
674,03/31/20 12:36:32 AM,0.232,0.0,2.74,,
675,03/31/20 06:36:32 AM,0.121,0.0,2.74,,
676,03/31/20 12:36:32 PM,0.232,0.0,2.74,,
677,03/31/20 06:36:32 PM,0.232,0.0,2.74,,
678,04/01/20 12:36:32 AM,0.232,0.0,2.74,,
679,04/01/20 06:36:32 AM,0.232,0.0,2.74,,
680,04/01/20 12:36:32 PM,0.232,0.0,2.74,,
681,04/01/20 06:36:32 PM,0.232,0.0,2.74,,
682,04/02/20 12:36:32 AM,0.121,0.0,2.74,,
683,04/02/20 06:36:32 AM,0.232,0.0,2.74,,
684,04/02/20 12:36:32 PM,0.232,0.0,2.74,,
685,04/02/20 06:36:32 PM,0.232,0.0,2.74,,
686,04/03/20 12:36:32 AM,0.232,0.0,2.74,,
687,04/03/20 06:36:32 AM,0.232,0.0,2.74,,
688,04/03/20 12:36:32 PM,0.232,0.0,2.74,,
689,04/03/20 06:36:32 PM,0.232,0.0,2.74,,
690,04/04/20 12:36:32 AM,0.232,0.0,2.74,,
691,04/04/20 06:36:32 AM,0.232,0.0,2.74,,
692,04/04/20 12:36:32 PM,0.232,0.0,2.74,,
693,04/04/20 06:36:32 PM,0.232,0.0,2.74,,
694,04/05/20 12:36:32 AM,0.232,0.0,2.74,,
695,04/05/20 06:36:32 AM,0.232,0.0,2.74,,
696,04/05/20 12:36:32 PM,0.232,0.0,2.74,,
697,04/05/20 06:36:32 PM,0.232,0.0,2.74,,
698,04/06/20 12:36:32 AM,0.232,0.0,2.74,,
699,04/06/20 06:36:32 AM,0.232,0.0,2.74,,
700,04/06/20 12:36:32 PM,0.232,0.0,2.74,,
701,04/06/20 06:36:32 PM,0.232,0.0,2.74,,
702,04/07/20 12:36:32 AM,0.232,0.0,2.74,,
703,04/07/20 06:36:32 AM,0.121,0.0,2.74,,
704,04/07/20 12:36:32 PM,0.121,0.0,2.74,,
705,04/07/20 06:36:32 PM,0.121,0.0,2.74,,
706,04/08/20 12:36:32 AM,0.232,0.0,2.74,,
707,04/08/20 06:36:32 AM,0.232,0.0,2.74,,
708,04/08/20 12:36:32 PM,0.232,0.0,2.74,,
709,04/08/20 06:36:32 PM,0.232,0.0,2.74,,
710,04/09/20 12:36:32 AM,0.232,0.0,2.74,,
711,04/09/20 06:36:32 AM,0.232,0.0,2.74,,
712,04/09/20 12:36:32 PM,0.232,0.0,2.74,,
713,04/09/20 06:36:32 PM,0.121,0.0,2.74,,
714,04/10/20 12:36:32 AM,0.232,0.0,2.74,,
715,04/10/20 06:36:32 AM,0.232,0.0,2.74,,
716,04/10/20 12:36:32 PM,0.121,0.0,2.74,,
717,04/10/20 06:36:32 PM,0.232,0.0,2.74,,
718,04/11/20 12:36:32 AM,0.121,0.0,2.74,,
719,04/11/20 06:36:32 AM,0.121,0.0,2.74,,
720,04/11/20 12:36:32 PM,0.121,0.0,2.74,,
721,04/11/20 06:36:32 PM,0.121,0.0,2.74,,
722,04/12/20 12:36:32 AM,0.121,0.0,2.74,,
723,04/12/20 06:36:32 AM,0.121,0.0,2.74,,
724,04/12/20 12:36:32 PM,0.232,0.0,2.74,,
725,04/12/20 06:36:32 PM,0.121,0.0,2.74,,
726,04/13/20 12:36:32 AM,0.121,0.0,2.74,,
727,04/13/20 06:36:32 AM,0.121,0.0,2.74,,
728,04/13/20 12:36:32 PM,0.232,0.0,2.74,,
729,04/13/20 06:36:32 PM,0.232,0.0,2.74,,
730,04/14/20 12:36:32 AM,0.232,0.0,2.74,,
731,04/14/20 06:36:32 AM,0.232,0.0,2.74,,
732,04/14/20 12:36:32 PM,0.232,0.0,2.74,,
733,04/14/20 06:36:32 PM,0.232,0.0,2.74,,
734,04/15/20 12:36:32 AM,0.232,0.0,2.74,,
735,04/15/20 06:36:32 AM,0.121,0.0,2.74,,
736,04/15/20 12:36:32 PM,0.232,21.5,2.74,,
737,04/15/20 06:36:32 PM,0.232,0.0,2.74,,
738,04/16/20 12:36:32 AM,0.232,0.0,2.74,,
739,04/16/20 06:36:32 AM,0.232,0.0,2.74,,
740,04/16/20 12:36:32 PM,0.232,21.5,2.74,,
741,04/16/20 06:36:32 PM,0.232,0.0,2.74,,
742,04/17/20 12:36:32 AM,0.232,0.0,2.74,,
743,04/17/20 06:36:32 AM,0.232,0.0,2.74,,
744,04/17/20 12:36:32 PM,0.232,43.1,2.74,,
745,04/17/20 06:36:32 PM,0.232,0.0,2.74,,
746,04/18/20 12:36:32 AM,0.232,0.0,2.74,,
747,04/18/20 06:36:32 AM,0.232,10.8,2.74,,
748,04/18/20 12:36:32 PM,0.232,204.5,2.74,,
749,04/18/20 06:36:32 PM,0.232,0.0,2.74,,
750,04/19/20 12:36:32 AM,0.232,0.0,2.74,,
751,04/19/20 06:36:32 AM,0.232,0.0,2.74,,
752,04/19/20 12:36:32 PM,0.232,258.3,2.74,,
753,04/19/20 06:36:32 PM,0.232,0.0,2.74,,
754,04/20/20 12:36:32 AM,0.232,0.0,2.74,,
755,04/20/20 06:36:32 AM,0.121,0.0,2.74,,
756,04/20/20 12:36:32 PM,0.343,828.8,2.74,,
757,04/20/20 06:36:32 PM,0.232,53.8,2.74,,
758,04/21/20 12:36:32 AM,0.232,0.0,2.74,,
759,04/21/20 06:36:32 AM,0.232,172.2,2.74,,
760,04/21/20 12:36:32 PM,0.784,4133.4,2.74,,
761,04/21/20 06:36:32 PM,4.415,226.0,2.75,,
762,04/22/20 12:36:32 AM,3.155,0.0,2.75,,
763,04/22/20 06:36:32 AM,3.578,495.1,2.75,,
764,04/22/20 12:36:32 PM,5.552,731.9,2.75,,
765,04/22/20 06:36:32 PM,6.775,43.1,2.75,,
766,04/23/20 12:36:32 AM,5.347,0.0,2.75,,
767,04/23/20 06:36:32 AM,4.207,538.2,2.77,,
768,04/23/20 12:36:32 PM,7.079,3444.5,2.77,,
769,04/23/20 06:36:32 PM,5.962,215.3,2.75,,
770,04/24/20 12:36:32 AM,4.727,0.0,2.77,,
771,04/24/20 06:36:32 AM,3.998,753.5,2.77,,
772,04/24/20 12:36:32 PM,6.877,5166.7,2.75,,
773,04/24/20 06:36:32 PM,7.079,107.6,2.77,,
774,04/25/20 12:36:32 AM,6.268,0.0,2.77,,
775,04/25/20 06:36:32 AM,6.775,247.6,2.77,,
776,04/25/20 12:36:32 PM,7.983,1980.6,2.77,,
777,04/25/20 06:36:32 PM,7.481,322.9,2.77,,
778,04/26/20 12:36:32 AM,4.831,0.0,2.75,,
779,04/26/20 06:36:32 AM,3.367,215.3,2.77,,
780,04/26/20 12:36:32 PM,8.978,5166.7,2.77,,
781,04/26/20 06:36:32 PM,7.481,269.1,2.77,,
782,04/27/20 12:36:32 AM,3.998,0.0,2.77,,
783,04/27/20 06:36:32 AM,5.141,871.9,2.75,,
784,04/27/20 12:36:32 PM,8.382,4822.3,2.77,,
785,04/27/20 06:36:32 PM,8.082,107.6,2.77,,
786,04/28/20 12:36:32 AM,7.280,0.0,2.77,,
787,04/28/20 06:36:32 AM,7.179,452.1,2.77,,
788,04/28/20 12:36:32 PM,12.497,8266.7,2.79,,
789,04/28/20 06:36:32 PM,11.139,419.8,2.79,,
790,04/29/20 12:36:32 AM,9.669,0.0,2.77,,
791,04/29/20 06:36:32 AM,10.063,1237.9,2.77,,
792,04/29/20 12:36:32 PM,12.110,3961.1,2.79,,
793,04/29/20 06:36:32 PM,9.176,53.8,2.79,,
794,04/30/20 12:36:32 AM,7.079,0.0,2.77,,
795,04/30/20 06:36:32 AM,4.311,322.9,2.77,,
796,04/30/20 12:36:32 PM,5.757,3444.5,2.77,,
797,04/30/20 06:36:32 PM,5.141,322.9,2.77,,
798,05/01/20 12:36:32 AM,3.261,0.0,2.77,,
799,05/01/20 06:36:32 AM,3.472,193.8,2.77,,
800,05/01/20 12:36:32 PM,7.882,3272.2,2.77,,
801,05/01/20 06:36:32 PM,7.079,139.9,2.77,,
802,05/02/20 12:36:32 AM,6.573,0.0,2.77,,
803,05/02/20 06:36:32 AM,6.674,441.3,2.77,,
804,05/02/20 12:36:32 PM,6.166,1119.5,2.77,,
805,05/02/20 06:36:32 PM,2.624,0.0,2.75,,
806,05/03/20 12:36:32 AM,0.893,0.0,2.75,,
807,05/03/20 06:36:32 AM,0.453,473.6,2.75,,
808,05/03/20 12:36:32 PM,0.563,4477.8,2.74,,
809,05/03/20 06:36:32 PM,2.624,441.3,2.75,,
810,05/04/20 12:36:32 AM,1.872,0.0,2.75,,
811,05/04/20 06:36:32 AM,1.980,226.0,2.75,,
812,05/04/20 12:36:32 PM,8.680,6544.5,2.77,,
813,05/04/20 06:36:32 PM,6.775,258.3,2.77,,
814,05/05/20 12:36:32 AM,5.244,0.0,2.75,,
815,05/05/20 06:36:32 AM,6.166,753.5,2.75,,
816,05/05/20 12:36:32 PM,12.594,6200.0,2.77,,
817,05/05/20 06:36:32 PM,9.669,107.6,2.77,,
818,05/06/20 12:36:32 AM,3.998,0.0,2.77,,
819,05/06/20 06:36:32 AM,0.784,688.9,2.75,,
820,05/06/20 12:36:32 PM,4.519,7233.4,2.75,,
821,05/06/20 06:36:32 PM,3.998,462.9,2.77,,
822,05/07/20 12:36:32 AM,2.303,0.0,2.75,,
823,05/07/20 06:36:32 AM,1.980,258.3,2.75,,
824,05/07/20 12:36:32 PM,10.063,7577.8,2.75,,
825,05/07/20 06:36:32 PM,9.176,215.3,2.79,,
826,05/08/20 12:36:32 AM,6.674,0.0,2.77,,
827,05/08/20 06:36:32 AM,6.370,215.3,2.77,,
828,05/08/20 12:36:32 PM,13.750,8266.7,2.79,,
829,05/08/20 06:36:32 PM,12.304,473.6,2.79,,
830,05/09/20 12:36:32 AM,9.275,0.0,2.79,,
831,05/09/20 06:36:32 AM,8.779,279.9,2.79,,
832,05/09/20 12:36:32 PM,17.284,14466.8,2.81,,
833,05/09/20 06:36:32 PM,15.378,807.3,2.79,,
834,05/10/20 12:36:32 AM,11.625,0.0,2.79,,
835,05/10/20 06:36:32 AM,11.431,1808.3,2.79,,
836,05/10/20 12:36:32 PM,18.521,13089.0,2.81,,
837,05/10/20 06:36:32 PM,15.091,301.4,2.79,,
838,05/11/20 12:36:32 AM,11.334,0.0,2.79,,
839,05/11/20 06:36:32 AM,9.768,1377.8,2.77,,
840,05/11/20 12:36:32 PM,14.134,2152.8,2.81,,
841,05/11/20 06:36:32 PM,8.779,204.5,2.79,,
842,05/12/20 12:36:32 AM,6.674,0.0,2.77,,
843,05/12/20 06:36:32 AM,6.471,527.4,2.77,,
844,05/12/20 12:36:32 PM,7.179,14466.8,2.75,,
845,05/12/20 06:36:32 PM,4.934,139.9,2.75,,
846,05/13/20 12:36:32 AM,3.683,0.0,2.77,,
847,05/13/20 06:36:32 AM,2.837,785.8,2.75,,
848,05/13/20 12:36:32 PM,5.552,7577.8,2.74,,
849,05/13/20 06:36:32 PM,4.311,247.6,2.77,,
850,05/14/20 12:36:32 AM,2.837,0.0,2.75,,
851,05/14/20 06:36:32 AM,2.837,1162.5,2.75,,
852,05/14/20 12:36:32 PM,5.141,6200.0,2.74,,
853,05/14/20 06:36:32 PM,4.415,21.5,2.77,,
854,05/15/20 12:36:32 AM,3.155,0.0,2.75,,
855,05/15/20 06:36:32 AM,3.049,1722.2,2.75,,
856,05/15/20 12:36:32 PM,8.282,9300.1,2.75,,
857,05/15/20 06:36:32 PM,7.882,322.9,2.77,,
858,05/16/20 12:36:32 AM,6.877,0.0,2.75,,
859,05/16/20 06:36:32 AM,7.582,1130.2,2.77,,
860,05/16/20 12:36:32 PM,11.722,3961.1,2.77,,
861,05/16/20 06:36:32 PM,7.983,247.6,2.77,,
862,05/17/20 12:36:32 AM,5.347,0.0,2.75,,
863,05/17/20 06:36:32 AM,4.519,1463.9,2.77,,
864,05/17/20 12:36:32 PM,7.782,3616.7,2.77,,
865,05/17/20 06:36:32 PM,6.877,968.8,2.75,,
866,05/18/20 12:36:32 AM,4.415,0.0,2.77,,
867,05/18/20 06:36:32 AM,4.102,1377.8,2.75,,
868,05/18/20 12:36:32 PM,5.757,4133.4,2.75,,
869,05/18/20 06:36:32 PM,4.727,139.9,2.77,,
870,05/19/20 12:36:32 AM,4.102,0.0,2.75,,
871,05/19/20 06:36:32 AM,3.578,1270.1,2.75,,
872,05/19/20 12:36:32 PM,5.037,3444.5,2.74,,
873,05/19/20 06:36:32 PM,5.347,236.8,2.75,,
874,05/20/20 12:36:32 AM,4.207,0.0,2.75,,
875,05/20/20 06:36:32 AM,3.049,1022.6,2.75,,
876,05/20/20 12:36:32 PM,4.415,1463.9,2.75,,
877,05/20/20 06:36:32 PM,4.207,226.0,2.75,,
