"Plot Title: 10166291"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","End Of File"
1,01/02/10 07:52:10 PM,6.471,0.0,2.72,
2,01/03/10 01:52:10 AM,6.471,0.0,2.72,
3,01/03/10 07:52:10 AM,11.431,1076.4,2.74,
4,01/03/10 01:52:10 PM,12.207,129.2,2.74,
5,01/03/10 07:52:10 PM,7.179,0.0,2.72,
6,01/04/10 01:52:10 AM,5.860,0.0,2.72,
7,01/04/10 07:52:10 AM,7.983,3961.1,2.72,
8,01/04/10 01:52:10 PM,6.674,290.6,2.72,
9,01/04/10 07:52:10 PM,3.893,0.0,2.72,
10,01/05/10 01:52:10 AM,3.683,0.0,2.72,
11,01/05/10 07:52:10 AM,3.683,1722.2,2.72,
12,01/05/10 01:52:10 PM,5.757,86.1,2.72,
13,01/05/10 07:52:10 PM,6.268,0.0,2.72,
14,01/06/10 01:52:10 AM,6.166,0.0,2.72,
15,01/06/10 07:52:10 AM,7.882,1636.1,2.72,
16,01/06/10 01:52:10 PM,4.934,118.4,2.70,
17,01/06/10 07:52:10 PM,3.049,0.0,2.70,
18,01/07/10 01:52:10 AM,2.195,0.0,2.70,
19,01/07/10 07:52:10 AM,5.757,2411.1,2.70,
20,01/07/10 01:52:10 PM,6.268,64.6,2.72,
21,01/07/10 07:52:10 PM,5.757,0.0,2.70,
22,01/08/10 01:52:10 AM,6.064,0.0,2.70,
23,01/08/10 07:52:10 AM,7.782,1808.3,2.72,
24,01/08/10 01:52:10 PM,8.680,86.1,2.72,
25,01/08/10 07:52:10 PM,8.282,0.0,2.72,
26,01/09/10 01:52:10 AM,7.682,0.0,2.72,
27,01/09/10 07:52:10 AM,5.757,3788.9,2.70,
28,01/09/10 01:52:10 PM,5.244,75.3,2.70,
29,01/09/10 07:52:10 PM,4.311,0.0,2.72,
30,01/10/10 01:52:10 AM,3.155,0.0,2.70,
31,01/10/10 07:52:10 AM,4.727,1550.0,2.72,
32,01/10/10 01:52:10 PM,3.998,129.2,2.72,
33,01/10/10 07:52:10 PM,2.943,0.0,2.70,
34,01/11/10 01:52:10 AM,1.548,0.0,2.70,
35,01/11/10 07:52:10 AM,3.893,1324.0,2.70,
36,01/11/10 01:52:10 PM,6.370,118.4,2.70,
37,01/11/10 07:52:10 PM,6.268,0.0,2.70,
38,01/12/10 01:52:10 AM,5.757,0.0,2.70,
39,01/12/10 07:52:10 AM,9.176,1248.6,2.72,
40,01/12/10 01:52:10 PM,9.571,96.9,2.72,
41,01/12/10 07:52:10 PM,7.582,0.0,2.72,
42,01/13/10 01:52:10 AM,5.037,0.0,2.70,
43,01/13/10 07:52:10 AM,5.757,1636.1,2.70,
44,01/13/10 01:52:10 PM,5.962,96.9,2.70,
45,01/13/10 07:52:10 PM,3.155,0.0,2.70,
46,01/14/10 01:52:10 AM,2.303,0.0,2.70,
47,01/14/10 07:52:10 AM,4.831,1722.2,2.70,
48,01/14/10 01:52:10 PM,6.064,75.3,2.70,
49,01/14/10 07:52:10 PM,3.893,0.0,2.70,
50,01/15/10 01:52:10 AM,4.831,0.0,2.70,
51,01/15/10 07:52:10 AM,11.041,1550.0,2.72,
52,01/15/10 01:52:10 PM,11.625,53.8,2.72,
53,01/15/10 07:52:10 PM,9.866,0.0,2.72,
54,01/16/10 01:52:10 AM,9.373,0.0,2.74,
55,01/16/10 07:52:10 AM,12.690,1550.0,2.74,
56,01/16/10 01:52:10 PM,12.497,43.1,2.74,
57,01/16/10 07:52:10 PM,9.768,0.0,2.72,
58,01/17/10 01:52:10 AM,9.768,0.0,2.72,
59,01/17/10 07:52:10 AM,13.750,1550.0,2.74,
60,01/17/10 01:52:10 PM,14.230,43.1,2.74,
61,01/17/10 07:52:10 PM,12.013,0.0,2.74,
62,01/18/10 01:52:10 AM,10.748,0.0,2.72,
63,01/18/10 07:52:10 AM,12.401,1550.0,2.74,
64,01/18/10 01:52:10 PM,13.076,43.1,2.74,
65,01/18/10 07:52:10 PM,12.594,0.0,2.74,
66,01/19/10 01:52:10 AM,12.304,0.0,2.74,
67,01/19/10 07:52:10 AM,16.141,1463.9,2.74,
68,01/19/10 01:52:10 PM,16.141,43.1,2.74,
69,01/19/10 07:52:10 PM,15.378,0.0,2.74,
70,01/20/10 01:52:10 AM,14.421,0.0,2.75,
71,01/20/10 07:52:10 AM,17.570,1463.9,2.75,
72,01/20/10 01:52:10 PM,17.189,32.3,2.75,
73,01/20/10 07:52:10 PM,15.855,0.0,2.74,
74,01/21/10 01:52:10 AM,14.421,0.0,2.75,
75,01/21/10 07:52:10 AM,15.378,1550.0,2.74,
76,01/21/10 01:52:10 PM,13.558,43.1,2.75,
77,01/21/10 07:52:10 PM,12.401,0.0,2.74,
78,01/22/10 01:52:10 AM,11.722,0.0,2.74,
79,01/22/10 07:52:10 AM,16.141,1463.9,2.74,
80,01/22/10 01:52:10 PM,14.804,53.8,2.75,
81,01/22/10 07:52:10 PM,12.207,0.0,2.74,
82,01/23/10 01:52:10 AM,11.431,0.0,2.74,
83,01/23/10 07:52:10 AM,12.787,2411.1,2.74,
84,01/23/10 01:52:10 PM,6.471,43.1,2.72,
85,01/23/10 07:52:10 PM,6.674,0.0,2.72,
86,01/24/10 01:52:10 AM,6.674,0.0,2.72,
87,01/24/10 07:52:10 AM,8.779,2755.6,2.74,
88,01/24/10 01:52:10 PM,8.082,21.5,2.72,
89,01/24/10 07:52:10 PM,6.978,0.0,2.72,
90,01/25/10 01:52:10 AM,7.381,0.0,2.72,
91,01/25/10 07:52:10 AM,10.455,1636.1,2.72,
92,01/25/10 01:52:10 PM,10.161,0.0,2.72,
93,01/25/10 07:52:10 PM,11.236,0.0,2.72,
94,01/26/10 01:52:10 AM,9.176,0.0,2.74,
95,01/26/10 07:52:10 AM,10.063,645.8,2.72,
96,01/26/10 01:52:10 PM,9.571,0.0,2.74,
97,01/26/10 07:52:10 PM,6.573,0.0,2.72,
98,01/27/10 01:52:10 AM,6.674,0.0,2.72,
99,01/27/10 07:52:10 AM,10.161,1550.0,2.72,
100,01/27/10 01:52:10 PM,10.846,0.0,2.72,
101,01/27/10 07:52:10 PM,9.077,0.0,2.74,
102,01/28/10 01:52:10 AM,5.655,0.0,2.70,
103,01/28/10 07:52:10 AM,4.519,1087.2,2.72,
104,01/28/10 01:52:10 PM,3.367,0.0,2.70,
105,01/28/10 07:52:10 PM,0.232,0.0,2.68,
106,01/29/10 01:52:10 AM,0.232,0.0,2.68,
107,01/29/10 07:52:10 AM,0.453,3100.0,2.68,
108,01/29/10 01:52:10 PM,2.303,0.0,2.70,
109,01/29/10 07:52:10 PM,2.303,0.0,2.70,
110,01/30/10 01:52:10 AM,1.656,0.0,2.70,
111,01/30/10 07:52:10 AM,3.261,1377.8,2.70,
112,01/30/10 01:52:10 PM,4.727,0.0,2.72,
113,01/30/10 07:52:10 PM,3.261,0.0,2.70,
114,01/31/10 01:52:10 AM,3.472,0.0,2.70,
115,01/31/10 07:52:10 AM,5.655,818.1,2.70,
116,01/31/10 01:52:10 PM,6.978,0.0,2.72,
117,01/31/10 07:52:10 PM,7.882,0.0,2.72,
118,02/01/10 01:52:10 AM,8.382,0.0,2.72,
119,02/01/10 07:52:10 AM,9.472,1550.0,2.72,
120,02/01/10 01:52:10 PM,9.669,0.0,2.72,
121,02/01/10 07:52:10 PM,8.779,0.0,2.72,
122,02/02/10 01:52:10 AM,6.775,0.0,2.72,
123,02/02/10 07:52:10 AM,7.682,904.2,2.72,
124,02/02/10 01:52:10 PM,6.268,0.0,2.70,
125,02/02/10 07:52:10 PM,4.311,0.0,2.72,
126,02/03/10 01:52:10 AM,3.893,0.0,2.70,
127,02/03/10 07:52:10 AM,4.727,1205.6,2.72,
128,02/03/10 01:52:10 PM,4.311,0.0,2.72,
129,02/03/10 07:52:10 PM,4.415,0.0,2.72,
130,02/04/10 01:52:10 AM,3.998,0.0,2.70,
131,02/04/10 07:52:10 AM,5.757,1141.0,2.70,
132,02/04/10 01:52:10 PM,4.519,0.0,2.72,
133,02/04/10 07:52:10 PM,2.730,0.0,2.70,
134,02/05/10 01:52:10 AM,2.303,0.0,2.70,
135,02/05/10 07:52:10 AM,2.624,322.9,2.70,
136,02/05/10 01:52:10 PM,2.624,0.0,2.70,
137,02/05/10 07:52:10 PM,2.410,0.0,2.70,
138,02/06/10 01:52:10 AM,1.872,0.0,2.70,
139,02/06/10 07:52:10 AM,1.980,624.3,2.70,
140,02/06/10 01:52:10 PM,1.112,0.0,2.68,
141,02/06/10 07:52:10 PM,-0.213,0.0,2.68,
142,02/07/10 01:52:10 AM,-0.102,0.0,2.68,
143,02/07/10 07:52:10 AM,0.232,1108.7,2.68,
144,02/07/10 01:52:10 PM,0.343,0.0,2.68,
145,02/07/10 07:52:10 PM,-0.437,0.0,2.70,
146,02/08/10 01:52:10 AM,-0.662,0.0,2.70,
147,02/08/10 07:52:10 AM,1.112,1345.5,2.68,
148,02/08/10 01:52:10 PM,1.330,0.0,2.68,
149,02/08/10 07:52:10 PM,0.784,0.0,2.68,
150,02/09/10 01:52:10 AM,1.112,0.0,2.68,
151,02/09/10 07:52:10 AM,2.303,1463.9,2.70,
152,02/09/10 01:52:10 PM,3.049,0.0,2.70,
153,02/09/10 07:52:10 PM,1.656,0.0,2.68,
154,02/10/10 01:52:10 AM,0.453,0.0,2.68,
155,02/10/10 07:52:10 AM,1.656,1302.4,2.68,
