"Plot Title: 10166291"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","End Of File"
1,06/30/12 09:00:00 PM,20.043,226.0,3.10,
2,07/01/12 03:00:00 AM,18.901,0.0,3.12,
3,07/01/12 09:00:00 AM,19.472,10.8,3.10,
4,07/01/12 03:00:00 PM,20.805,32.3,3.08,
5,07/01/12 09:00:00 PM,20.901,0.0,3.05,
6,07/02/12 03:00:00 AM,18.901,0.0,3.08,
7,07/02/12 09:00:00 AM,20.043,0.0,3.05,
8,07/02/12 03:00:00 PM,14.804,3788.9,3.05,
9,07/02/12 09:00:00 PM,8.581,0.0,3.03,
10,07/03/12 03:00:00 AM,6.370,0.0,3.01,
11,07/03/12 09:00:00 AM,7.079,5338.9,3.01,
12,07/03/12 03:00:00 PM,9.768,5511.1,2.99,
13,07/03/12 09:00:00 PM,6.775,0.0,2.99,
14,07/04/12 03:00:00 AM,5.860,0.0,2.99,
15,07/04/12 09:00:00 AM,9.077,3100.0,2.99,
16,07/04/12 03:00:00 PM,13.461,4133.4,2.99,
17,07/04/12 09:00:00 PM,9.669,0.0,2.97,
18,07/05/12 03:00:00 AM,8.879,0.0,2.99,
19,07/05/12 09:00:00 AM,11.916,2927.8,2.97,
20,07/05/12 03:00:00 PM,17.189,3788.9,2.97,
21,07/05/12 09:00:00 PM,12.207,0.0,2.97,
22,07/06/12 03:00:00 AM,11.041,0.0,2.97,
23,07/06/12 09:00:00 AM,14.804,2927.8,2.97,
24,07/06/12 03:00:00 PM,19.092,3616.7,2.99,
25,07/06/12 09:00:00 PM,14.230,0.0,2.99,
26,07/07/12 03:00:00 AM,13.654,0.0,2.97,
27,07/07/12 09:00:00 AM,16.808,2927.8,2.97,
28,07/07/12 03:00:00 PM,22.046,3616.7,2.97,
29,07/07/12 09:00:00 PM,17.189,0.0,2.97,
30,07/08/12 03:00:00 AM,16.427,0.0,2.97,
31,07/08/12 09:00:00 AM,18.426,5511.1,2.97,
