"Plot Title: 10169186"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Bad Battery","Good Battery","End Of File"
292,09/10/12 03:00:00 PM,11.625,3100.0,2.91,,,
293,09/10/12 09:00:00 PM,7.179,0.0,2.91,,,
294,09/11/12 03:00:00 AM,5.141,0.0,2.89,,,
295,09/11/12 09:00:00 AM,8.481,4133.4,2.91,,,
296,09/11/12 03:00:00 PM,17.189,3788.9,2.91,,,
297,09/11/12 09:00:00 PM,11.528,0.0,2.91,,,
298,09/12/12 03:00:00 AM,10.553,0.0,2.91,,,
299,09/12/12 09:00:00 AM,14.325,3961.1,2.91,,,
300,09/12/12 03:00:00 PM,21.473,3444.5,2.91,,,
301,09/12/12 09:00:00 PM,15.282,0.0,2.91,,,
302,09/13/12 03:00:00 AM,15.091,0.0,2.91,,,
303,09/13/12 09:00:00 AM,20.329,3272.2,2.91,,,
304,09/13/12 03:00:00 PM,28.555,2497.2,2.93,,,
305,09/13/12 09:00:00 PM,19.948,0.0,2.93,,,
306,09/14/12 03:00:00 AM,18.901,0.0,2.95,,,
307,09/14/12 09:00:00 AM,22.142,2152.8,2.93,,,
308,09/14/12 03:00:00 PM,26.000,1722.2,2.93,,,
309,09/14/12 09:00:00 PM,18.236,0.0,2.95,,,
310,09/15/12 03:00:00 AM,16.903,0.0,2.93,,,
311,09/15/12 09:00:00 AM,19.092,1324.0,2.95,,,
312,09/15/12 03:00:00 PM,22.525,1184.0,2.93,,,
313,09/15/12 09:00:00 PM,14.517,0.0,2.95,,,
314,09/16/12 03:00:00 AM,13.269,0.0,2.93,,,
315,09/16/12 09:00:00 AM,16.046,1248.6,2.93,,,
316,09/16/12 03:00:00 PM,22.621,1550.0,2.93,,,
317,09/16/12 09:00:00 PM,16.903,0.0,2.93,,,
318,09/17/12 03:00:00 AM,16.427,0.0,2.93,,,
319,09/17/12 09:00:00 AM,20.043,1377.8,2.93,,,
320,09/17/12 03:00:00 PM,26.292,1324.0,2.93,,,
321,09/17/12 09:00:00 PM,19.567,0.0,2.95,,,
322,09/18/12 03:00:00 AM,18.901,0.0,2.95,,,
323,09/18/12 09:00:00 AM,21.855,1636.1,2.93,,,
324,09/18/12 03:00:00 PM,25.708,1463.9,2.93,,,
325,09/18/12 09:00:00 PM,17.379,0.0,2.93,,,
326,09/19/12 03:00:00 AM,16.523,0.0,2.93,,,
327,09/19/12 09:00:00 AM,21.187,1377.8,2.93,,,
328,09/19/12 03:00:00 PM,24.931,1377.8,2.95,,,
329,09/19/12 09:00:00 PM,18.806,0.0,2.95,,,
330,09/20/12 03:00:00 AM,18.806,0.0,2.95,,,
331,09/20/12 09:00:00 AM,22.333,1636.1,2.93,,,
332,09/20/12 03:00:00 PM,23.773,1377.8,2.95,,,
333,09/20/12 09:00:00 PM,16.046,0.0,2.93,,,
334,09/21/12 03:00:00 AM,11.236,0.0,2.93,,,
335,09/21/12 09:00:00 AM,12.304,1636.1,2.93,,,
336,09/21/12 03:00:00 PM,17.760,1345.5,2.93,,,
337,09/21/12 09:00:00 PM,9.866,0.0,2.91,,,
338,09/22/12 03:00:00 AM,8.382,0.0,2.93,,,
339,09/22/12 09:00:00 AM,9.768,1463.9,2.91,,,
340,09/22/12 03:00:00 PM,14.421,538.2,2.93,,,
341,09/22/12 09:00:00 PM,11.041,0.0,2.91,,,
342,09/23/12 03:00:00 AM,9.275,0.0,2.93,,,
343,09/23/12 09:00:00 AM,10.944,1722.2,2.91,,,
344,09/23/12 03:00:00 PM,14.709,312.2,2.93,,,
345,09/23/12 09:00:00 PM,10.944,0.0,2.91,,,
346,09/24/12 03:00:00 AM,10.455,0.0,2.91,,,
347,09/24/12 09:00:00 AM,12.980,1162.5,2.91,,,
348,09/24/12 03:00:00 PM,17.760,1313.2,2.91,,,
349,09/24/12 09:00:00 PM,12.207,0.0,2.91,,,
350,09/25/12 03:00:00 AM,10.553,0.0,2.91,,,
351,09/25/12 09:00:00 AM,11.431,2066.7,2.91,,,
352,09/25/12 03:00:00 PM,18.616,1550.0,2.93,,,
353,09/25/12 09:00:00 PM,12.207,0.0,2.91,,,
354,09/26/12 03:00:00 AM,9.866,0.0,2.91,,,
355,09/26/12 09:00:00 AM,13.654,2152.8,2.91,,,
356,09/26/12 03:00:00 PM,21.569,1377.8,2.91,,,
357,09/26/12 09:00:00 PM,14.900,0.0,2.93,,,
358,09/27/12 03:00:00 AM,15.760,0.0,2.91,,,
359,09/27/12 09:00:00 AM,18.616,1291.7,2.93,,,
360,09/27/12 03:00:00 PM,23.581,1280.9,2.93,,,
361,09/27/12 09:00:00 PM,18.045,0.0,2.93,,,
362,09/28/12 03:00:00 AM,16.713,0.0,2.93,,,
363,09/28/12 09:00:00 AM,18.045,1722.2,2.93,,,
364,09/28/12 03:00:00 PM,22.333,1463.9,2.93,,,
365,09/28/12 09:00:00 PM,15.855,0.0,2.93,,,
366,09/29/12 03:00:00 AM,14.709,0.0,2.93,,,
367,09/29/12 09:00:00 AM,16.523,1550.0,2.93,,,
368,09/29/12 03:00:00 PM,20.901,1377.8,2.93,,,
369,09/29/12 09:00:00 PM,13.654,0.0,2.93,,,
370,09/30/12 03:00:00 AM,12.207,0.0,2.93,,,
371,09/30/12 09:00:00 AM,14.421,1334.7,2.93,,,
372,09/30/12 03:00:00 PM,22.238,925.7,2.93,,,
373,09/30/12 09:00:00 PM,15.473,0.0,2.93,,,
374,10/01/12 03:00:00 AM,15.282,0.0,2.93,,,
375,10/01/12 09:00:00 AM,19.187,1636.1,2.93,,,
376,10/01/12 03:00:00 PM,25.805,1173.3,2.93,,,
377,10/01/12 09:00:00 PM,16.903,0.0,2.93,,,
378,10/02/12 03:00:00 AM,14.134,0.0,2.95,,,
379,10/02/12 09:00:00 AM,15.282,1722.2,2.93,,,
380,10/02/12 03:00:00 PM,20.424,1248.6,2.93,,,
381,10/02/12 09:00:00 PM,11.819,0.0,2.93,,,
382,10/03/12 03:00:00 AM,7.079,0.0,2.93,,,
383,10/03/12 09:00:00 AM,8.879,2497.2,2.93,,,
384,10/03/12 03:00:00 PM,14.804,1377.8,2.93,,,
385,10/03/12 09:00:00 PM,7.280,0.0,2.91,,,
386,10/04/12 03:00:00 AM,6.877,0.0,2.91,,,
387,10/04/12 09:00:00 AM,10.944,5338.9,2.91,,,
388,10/04/12 03:00:00 PM,17.189,1463.9,2.91,,,
389,10/04/12 09:00:00 PM,7.280,0.0,2.91,,,
390,10/05/12 03:00:00 AM,5.962,0.0,2.91,,,
391,10/05/12 09:00:00 AM,10.161,3100.0,2.89,,,
392,10/05/12 03:00:00 PM,15.282,1550.0,2.91,,,
393,10/05/12 09:00:00 PM,7.983,0.0,2.91,,,
394,10/06/12 03:00:00 AM,7.682,0.0,2.91,,,
395,10/06/12 09:00:00 AM,11.431,2755.6,2.91,,,
396,10/06/12 03:00:00 PM,16.999,1808.3,2.91,,,
397,10/06/12 09:00:00 PM,9.669,0.0,2.89,,,
398,10/07/12 03:00:00 AM,9.176,0.0,2.91,,,
