"Plot Title: 10166304"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Coupler Attached","Stopped","End Of File"
1,07/10/13 03:00:00 PM,23.869,672.0,3.17,,,
2,07/10/13 09:00:00 PM,14.613,0.0,3.14,,,
3,07/11/13 03:00:00 AM,11.916,0.0,3.10,,,
4,07/11/13 09:00:00 AM,26.000,2688.0,3.08,,,
5,07/11/13 03:00:00 PM,20.043,672.0,3.05,,,
6,07/11/13 09:00:00 PM,11.431,0.0,3.03,,,
7,07/12/13 03:00:00 AM,9.077,0.0,3.03,,,
8,07/12/13 09:00:00 AM,23.966,5376.0,3.03,,,
9,07/12/13 03:00:00 PM,18.331,704.0,3.03,,,
10,07/12/13 09:00:00 PM,10.259,0.0,2.99,,,
11,07/13/13 03:00:00 AM,8.182,0.0,2.99,,,
12,07/13/13 09:00:00 AM,23.773,3840.0,2.99,,,
13,07/13/13 03:00:00 PM,21.569,704.0,2.99,,,
14,07/13/13 09:00:00 PM,13.461,0.0,2.99,,,
15,07/14/13 03:00:00 AM,11.334,0.0,2.97,,,
16,07/14/13 09:00:00 AM,28.754,3200.0,2.99,,,
17,07/14/13 03:00:00 PM,24.255,672.0,2.99,,,
18,07/14/13 09:00:00 PM,15.569,0.0,2.97,,,
19,07/15/13 03:00:00 AM,12.883,0.0,2.97,,,
20,07/15/13 09:00:00 AM,28.953,1984.0,2.97,,,
21,07/15/13 03:00:00 PM,25.028,672.0,2.95,,,
22,07/15/13 09:00:00 PM,17.189,0.0,2.95,,,
23,07/16/13 03:00:00 AM,15.569,0.0,2.95,,,
24,07/16/13 09:00:00 AM,20.615,1152.0,2.93,,,
25,07/16/13 03:00:00 PM,22.717,672.0,2.95,,,
26,07/16/13 09:00:00 PM,14.900,0.0,2.95,,,
27,07/17/13 03:00:00 AM,12.690,0.0,2.93,,,
28,07/17/13 09:00:00 AM,26.879,1856.0,2.93,,,
29,07/17/13 03:00:00 PM,22.333,704.0,2.95,,,
30,07/17/13 09:00:00 PM,14.325,0.0,2.95,,,
31,07/18/13 03:00:00 AM,12.401,0.0,2.93,,,
32,07/18/13 09:00:00 AM,26.781,2176.0,2.93,,,
33,07/18/13 03:00:00 PM,24.738,672.0,2.95,,,
