"Plot Title: 10166281"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","End Of File"
1,07/09/13 03:00:00 PM,20.996,288.0,3.12,
2,07/09/13 09:00:00 PM,16.332,0.0,3.10,
3,07/10/13 03:00:00 AM,14.134,0.0,3.10,
4,07/10/13 09:00:00 AM,16.618,480.0,3.08,
5,07/10/13 03:00:00 PM,20.043,304.0,3.05,
6,07/10/13 09:00:00 PM,14.517,0.0,3.05,
7,07/11/13 03:00:00 AM,11.916,0.0,3.03,
8,07/11/13 09:00:00 AM,13.269,496.0,3.03,
9,07/11/13 03:00:00 PM,16.903,304.0,3.03,
10,07/11/13 09:00:00 PM,12.110,0.0,3.01,
11,07/12/13 03:00:00 AM,9.669,0.0,2.99,
12,07/12/13 09:00:00 AM,12.690,896.0,2.99,
13,07/12/13 03:00:00 PM,15.664,272.0,2.99,
14,07/12/13 09:00:00 PM,10.455,0.0,2.99,
15,07/13/13 03:00:00 AM,8.879,0.0,2.99,
16,07/13/13 09:00:00 AM,13.558,1344.0,2.97,
17,07/13/13 03:00:00 PM,17.475,256.0,2.99,
18,07/13/13 09:00:00 PM,13.461,0.0,2.99,
19,07/14/13 03:00:00 AM,11.916,0.0,2.97,
20,07/14/13 09:00:00 AM,17.284,1664.0,2.97,
21,07/14/13 03:00:00 PM,19.758,256.0,2.97,
22,07/14/13 09:00:00 PM,15.091,0.0,2.97,
23,07/15/13 03:00:00 AM,12.980,0.0,2.97,
24,07/15/13 09:00:00 AM,17.284,768.0,2.97,
25,07/15/13 03:00:00 PM,20.329,240.0,2.97,
26,07/15/13 09:00:00 PM,16.427,0.0,2.97,
27,07/16/13 03:00:00 AM,12.594,0.0,2.97,
28,07/16/13 09:00:00 AM,15.187,432.0,2.95,
29,07/16/13 03:00:00 PM,18.426,272.0,2.97,
30,07/16/13 09:00:00 PM,14.134,0.0,2.97,
31,07/17/13 03:00:00 AM,12.401,0.0,2.95,
32,07/17/13 09:00:00 AM,15.378,704.0,2.93,
33,07/17/13 03:00:00 PM,17.475,272.0,2.95,
34,07/17/13 09:00:00 PM,14.038,0.0,2.95,
35,07/18/13 03:00:00 AM,11.431,0.0,2.93,
36,07/18/13 09:00:00 AM,15.569,512.0,2.93,
37,07/18/13 03:00:00 PM,19.758,272.0,2.95,
38,07/18/13 09:00:00 PM,14.996,0.0,2.97,
39,07/19/13 03:00:00 AM,13.173,0.0,2.95,
40,07/19/13 09:00:00 AM,16.141,448.0,2.93,
41,07/19/13 03:00:00 PM,20.424,272.0,2.95,
42,07/19/13 09:00:00 PM,15.760,0.0,2.95,
43,07/20/13 03:00:00 AM,13.365,0.0,2.95,
44,07/20/13 09:00:00 AM,16.046,432.0,2.93,
45,07/20/13 03:00:00 PM,20.615,272.0,2.95,
46,07/20/13 09:00:00 PM,16.046,0.0,2.95,
47,07/21/13 03:00:00 AM,13.076,0.0,2.95,
48,07/21/13 09:00:00 AM,15.664,400.0,2.93,
49,07/21/13 03:00:00 PM,20.901,272.0,2.95,
50,07/21/13 09:00:00 PM,15.855,0.0,2.95,
51,07/22/13 03:00:00 AM,13.846,0.0,2.95,
52,07/22/13 09:00:00 AM,16.332,384.0,2.93,
53,07/22/13 03:00:00 PM,21.473,256.0,2.95,
54,07/22/13 09:00:00 PM,16.903,0.0,2.95,
55,07/23/13 03:00:00 AM,14.996,0.0,2.95,
56,07/23/13 09:00:00 AM,17.855,464.0,2.95,
57,07/23/13 03:00:00 PM,22.142,256.0,2.95,
58,07/23/13 09:00:00 PM,17.284,0.0,2.95,
59,07/24/13 03:00:00 AM,16.046,0.0,2.93,
60,07/24/13 09:00:00 AM,17.760,368.0,2.95,
61,07/24/13 03:00:00 PM,21.855,248.0,2.95,
62,07/24/13 09:00:00 PM,16.808,0.0,2.95,
63,07/25/13 03:00:00 AM,15.282,0.0,2.93,
64,07/25/13 09:00:00 AM,17.570,352.0,2.93,
65,07/25/13 03:00:00 PM,22.812,248.0,2.95,
66,07/25/13 09:00:00 PM,18.331,0.0,2.95,
67,07/26/13 03:00:00 AM,17.189,0.0,2.95,
68,07/26/13 09:00:00 AM,18.901,496.0,2.95,
69,07/26/13 03:00:00 PM,22.429,272.0,2.95,
70,07/26/13 09:00:00 PM,16.427,0.0,2.95,
71,07/27/13 03:00:00 AM,13.654,0.0,2.95,
72,07/27/13 09:00:00 AM,15.091,352.0,2.93,
73,07/27/13 03:00:00 PM,19.092,240.0,2.95,
74,07/27/13 09:00:00 PM,13.173,0.0,2.93,
75,07/28/13 03:00:00 AM,10.748,0.0,2.91,
76,07/28/13 09:00:00 AM,12.594,352.0,2.93,
77,07/28/13 03:00:00 PM,17.570,240.0,2.93,
