"Plot Title: 10166323"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","End Of File"
1,07/02/13 09:00:00 PM,18.140,0.0,3.14,
2,07/03/13 03:00:00 AM,15.855,0.0,3.12,
3,07/03/13 09:00:00 AM,32.497,14336.0,3.10,
4,07/03/13 03:00:00 PM,21.664,384.0,3.10,
5,07/03/13 09:00:00 PM,14.230,0.0,3.10,
6,07/04/13 03:00:00 AM,11.139,0.0,3.05,
7,07/04/13 09:00:00 AM,29.352,13312.0,3.08,
8,07/04/13 03:00:00 PM,18.140,368.0,3.05,
9,07/04/13 09:00:00 PM,10.846,0.0,3.03,
10,07/05/13 03:00:00 AM,8.481,0.0,3.03,
11,07/05/13 09:00:00 AM,26.195,15872.0,3.01,
12,07/05/13 03:00:00 PM,16.332,368.0,3.03,
13,07/05/13 09:00:00 PM,9.866,0.0,3.01,
14,07/06/13 03:00:00 AM,7.179,0.0,2.99,
15,07/06/13 09:00:00 AM,28.655,14336.0,3.01,
16,07/06/13 03:00:00 PM,18.711,352.0,3.01,
17,07/06/13 09:00:00 PM,11.528,0.0,2.99,
18,07/07/13 03:00:00 AM,9.571,0.0,2.99,
19,07/07/13 09:00:00 AM,29.853,13824.0,2.97,
20,07/07/13 03:00:00 PM,19.092,368.0,3.01,
21,07/07/13 09:00:00 PM,12.013,0.0,2.99,
22,07/08/13 03:00:00 AM,9.176,0.0,2.99,
23,07/08/13 09:00:00 AM,29.252,13824.0,2.99,
24,07/08/13 03:00:00 PM,20.424,352.0,2.99,
25,07/08/13 09:00:00 PM,14.134,0.0,2.99,
26,07/09/13 03:00:00 AM,12.883,0.0,2.97,
27,07/09/13 09:00:00 AM,33.639,12800.0,2.99,
28,07/09/13 03:00:00 PM,22.812,352.0,2.99,
29,07/09/13 09:00:00 PM,15.378,0.0,2.97,
30,07/10/13 03:00:00 AM,12.883,0.0,2.97,
31,07/10/13 09:00:00 AM,30.659,12288.0,2.97,
32,07/10/13 03:00:00 PM,21.951,352.0,2.99,
33,07/10/13 09:00:00 PM,13.365,0.0,2.97,
34,07/11/13 03:00:00 AM,10.259,0.0,2.95,
35,07/11/13 09:00:00 AM,21.951,1152.0,2.95,
36,07/11/13 03:00:00 PM,17.475,304.0,2.97,
37,07/11/13 09:00:00 PM,10.259,0.0,2.95,
38,07/12/13 03:00:00 AM,7.280,0.0,2.95,
39,07/12/13 09:00:00 AM,19.282,1152.0,2.95,
40,07/12/13 03:00:00 PM,15.951,336.0,2.95,
41,07/12/13 09:00:00 PM,8.879,0.0,2.95,
42,07/13/13 03:00:00 AM,6.370,0.0,2.93,
43,07/13/13 09:00:00 AM,19.092,7680.0,2.95,
44,07/13/13 03:00:00 PM,18.806,320.0,2.95,
45,07/13/13 09:00:00 PM,11.916,0.0,2.95,
46,07/14/13 03:00:00 AM,10.846,0.0,2.93,
47,07/14/13 09:00:00 AM,23.004,1920.0,2.95,
48,07/14/13 03:00:00 PM,21.760,320.0,2.95,
49,07/14/13 09:00:00 PM,13.942,0.0,2.97,
50,07/15/13 03:00:00 AM,11.334,0.0,2.95,
