"Plot Title: 10166300"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","End Of File"
1,07/02/13 03:00:00 PM,33.326,576.0,3.14,
2,07/02/13 09:00:00 PM,17.950,0.0,3.14,
3,07/03/13 03:00:00 AM,15.664,0.0,3.10,
4,07/03/13 09:00:00 AM,25.125,960.0,3.08,
5,07/03/13 03:00:00 PM,23.677,576.0,3.10,
6,07/03/13 09:00:00 PM,13.558,0.0,3.08,
7,07/04/13 03:00:00 AM,10.455,0.0,3.03,
8,07/04/13 09:00:00 AM,20.329,896.0,3.03,
9,07/04/13 03:00:00 PM,20.615,512.0,3.03,
10,07/04/13 09:00:00 PM,9.965,0.0,3.01,
11,07/05/13 03:00:00 AM,7.682,0.0,3.01,
12,07/05/13 09:00:00 AM,14.038,768.0,3.01,
13,07/05/13 03:00:00 PM,18.236,480.0,3.01,
14,07/05/13 09:00:00 PM,9.077,0.0,3.01,
15,07/06/13 03:00:00 AM,6.471,0.0,2.97,
16,07/06/13 09:00:00 AM,16.427,672.0,2.97,
17,07/06/13 03:00:00 PM,21.091,464.0,2.99,
18,07/06/13 09:00:00 PM,11.139,0.0,2.97,
19,07/07/13 03:00:00 AM,9.176,0.0,2.97,
20,07/07/13 09:00:00 AM,17.950,672.0,2.97,
21,07/07/13 03:00:00 PM,20.996,480.0,2.97,
22,07/07/13 09:00:00 PM,11.625,0.0,2.97,
23,07/08/13 03:00:00 AM,8.879,0.0,2.97,
24,07/08/13 09:00:00 AM,18.331,704.0,2.97,
25,07/08/13 03:00:00 PM,22.621,432.0,2.97,
26,07/08/13 09:00:00 PM,14.134,0.0,2.97,
27,07/09/13 03:00:00 AM,12.980,0.0,2.97,
28,07/09/13 09:00:00 AM,22.908,768.0,2.97,
29,07/09/13 03:00:00 PM,25.028,416.0,2.97,
30,07/09/13 09:00:00 PM,15.664,0.0,2.97,
31,07/10/13 03:00:00 AM,12.690,0.0,2.97,
32,07/10/13 09:00:00 AM,22.238,3456.0,2.97,
33,07/10/13 03:00:00 PM,24.351,480.0,2.97,
34,07/10/13 09:00:00 PM,13.269,0.0,2.97,
35,07/11/13 03:00:00 AM,9.669,0.0,2.93,
36,07/11/13 09:00:00 AM,20.615,1984.0,2.95,
37,07/11/13 03:00:00 PM,19.377,1344.0,2.97,
38,07/11/13 09:00:00 PM,9.669,0.0,2.93,
39,07/12/13 03:00:00 AM,6.370,0.0,2.93,
40,07/12/13 09:00:00 AM,17.950,4096.0,2.93,
41,07/12/13 03:00:00 PM,17.570,1984.0,2.95,
42,07/12/13 09:00:00 PM,8.382,0.0,2.93,
43,07/13/13 03:00:00 AM,5.347,0.0,2.91,
44,07/13/13 09:00:00 AM,19.092,3200.0,2.93,
45,07/13/13 03:00:00 PM,20.710,1536.0,2.95,
46,07/13/13 09:00:00 PM,12.013,0.0,2.95,
47,07/14/13 03:00:00 AM,11.041,0.0,2.93,
48,07/14/13 09:00:00 AM,25.125,1280.0,2.93,
49,07/14/13 03:00:00 PM,23.581,608.0,2.97,
50,07/14/13 09:00:00 PM,14.325,0.0,2.95,
