Plot Title: 10166293,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Bad Battery,End Of File
1,9/1/2021 2:16,7.882,0,2.77,,
2,9/1/2021 8:16,10.455,818.1,2.77,,
3,9/1/2021 14:16,19.187,3444.5,2.83,,
4,9/1/2021 20:16,12.11,0,2.79,,
5,9/2/2021 2:16,9.866,0,2.77,,
6,9/2/2021 8:16,11.431,861.1,2.77,,
7,9/2/2021 14:16,20.329,3444.5,2.81,,
8,9/2/2021 20:16,14.038,0,2.81,,
9,9/3/2021 2:16,13.365,0,2.79,,
10,9/3/2021 8:16,14.613,914.9,2.81,,
11,9/3/2021 14:16,20.138,3961.1,2.81,,
12,9/3/2021 20:16,15.664,0,2.79,,
13,9/4/2021 2:16,13.942,0,2.79,,
14,9/4/2021 8:16,15.187,1097.9,2.79,,
15,9/4/2021 14:16,21.855,3788.9,2.81,,
16,9/4/2021 20:16,17.475,0,2.81,,
17,9/5/2021 2:16,15.855,0,2.79,,
18,9/5/2021 8:16,17.284,904.2,2.81,,
19,9/5/2021 14:16,22.429,3272.2,2.81,,
20,9/5/2021 20:16,17.855,0,2.81,,
21,9/6/2021 2:16,14.325,0,2.81,,
22,9/6/2021 8:16,17.189,839.6,2.81,,
23,9/6/2021 14:16,24.835,3788.9,2.83,,
24,9/6/2021 20:16,19.662,0,2.81,,
25,9/7/2021 2:16,19.187,0,2.83,,
26,9/7/2021 8:16,21.187,1270.1,2.81,,
27,9/7/2021 14:16,27.37,3100,2.83,,
28,9/7/2021 20:16,19.187,0,2.83,,
29,9/8/2021 2:16,16.427,0,2.81,,
30,9/8/2021 8:16,17.665,904.2,2.81,,
31,9/8/2021 14:16,24.545,3788.9,2.83,,
32,9/8/2021 20:16,18.14,0,2.83,,
33,9/9/2021 2:16,16.999,0,2.81,,
34,9/9/2021 8:16,17.189,925.7,2.81,,
35,9/9/2021 14:16,21.282,3100,2.81,,
36,9/9/2021 20:16,16.237,0,2.81,,
37,9/10/2021 2:16,13.365,0,2.79,,
38,9/10/2021 8:16,12.013,0,2.79,,
39,9/10/2021 14:16,11.819,613.5,2.79,,
40,9/10/2021 20:16,10.944,0,2.77,,
41,9/11/2021 2:16,10.161,0,2.77,,
42,9/11/2021 8:16,9.965,656.6,2.77,,
43,9/11/2021 14:16,15.76,2755.6,2.79,,
44,9/11/2021 20:16,13.173,0,2.79,,
45,9/12/2021 2:16,11.722,0,2.77,,
46,9/12/2021 8:16,11.916,1324,2.77,,
47,9/12/2021 14:16,14.996,3616.7,2.79,,
48,9/12/2021 20:16,11.431,0,2.77,,
49,9/13/2021 2:16,10.161,0,2.75,,
50,9/13/2021 8:16,9.472,914.9,2.77,,
51,9/13/2021 14:16,15.855,3100,2.79,,
52,9/13/2021 20:16,11.722,0,2.77,,
53,9/14/2021 2:16,11.625,0,2.77,,
54,9/14/2021 8:16,13.076,710.4,2.77,,
55,9/14/2021 14:16,19.758,2755.6,2.79,,
56,9/14/2021 20:16,14.134,0,2.79,,
57,9/15/2021 2:16,12.497,0,2.77,,
58,9/15/2021 8:16,11.819,624.3,2.77,,
59,9/15/2021 14:16,17.284,2755.6,2.79,,
60,9/15/2021 20:16,9.275,0,2.77,,
61,9/16/2021 2:16,6.37,0,2.75,,
62,9/16/2021 8:16,6.877,688.9,2.75,,
63,9/16/2021 14:16,16.999,2927.8,2.79,,
64,9/16/2021 20:16,12.594,0,2.77,,
65,9/17/2021 2:16,11.431,0,2.77,,
66,9/17/2021 8:16,12.594,710.4,2.77,,
67,9/17/2021 14:16,19.662,2927.8,2.79,,
68,9/17/2021 20:16,13.365,0,2.77,,
69,9/18/2021 2:16,10.748,0,2.75,,
70,9/18/2021 8:16,6.064,53.8,2.74,,
71,9/18/2021 14:16,6.877,96.9,2.75,,
72,9/18/2021 20:16,6.166,0,2.74,,
73,9/19/2021 2:16,4.519,0,2.74,,
74,9/19/2021 8:16,4.727,193.8,2.74,,
75,9/19/2021 14:16,6.268,333.7,2.74,,
76,9/19/2021 20:16,6.268,0,2.74,,
77,9/20/2021 2:16,5.347,0,2.72,,
