"Plot Title: 10169184"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","End Of File"
1,06/30/16 03:00:00 PM,21.091,336.0,3.14,,
2,06/30/16 09:00:00 PM,13.269,0.0,3.12,,
3,07/01/16 03:00:00 AM,11.236,0.0,3.08,,
4,07/01/16 09:00:00 AM,14.038,288.0,3.08,,
5,07/01/16 03:00:00 PM,21.569,416.0,3.10,,
6,07/01/16 09:00:00 PM,15.378,0.0,3.05,,
7,07/02/16 03:00:00 AM,13.173,0.0,3.05,,
8,07/02/16 09:00:00 AM,16.046,232.0,3.03,,
9,07/02/16 03:00:00 PM,21.951,336.0,3.05,,
10,07/02/16 09:00:00 PM,15.282,0.0,3.03,,
11,07/03/16 03:00:00 AM,12.497,0.0,3.01,,
12,07/03/16 09:00:00 AM,13.750,248.0,3.01,,
13,07/03/16 03:00:00 PM,19.377,336.0,3.03,,
14,07/03/16 09:00:00 PM,12.690,0.0,3.01,,
15,07/04/16 03:00:00 AM,9.965,0.0,2.97,,
16,07/04/16 09:00:00 AM,11.916,248.0,2.97,,
17,07/04/16 03:00:00 PM,18.140,352.0,3.01,,
18,07/04/16 09:00:00 PM,11.334,0.0,2.97,,
19,07/05/16 03:00:00 AM,9.077,0.0,2.97,,
20,07/05/16 09:00:00 AM,11.431,248.0,2.95,,
21,07/05/16 03:00:00 PM,17.855,336.0,2.99,,
22,07/05/16 09:00:00 PM,11.139,0.0,2.95,,
23,07/06/16 03:00:00 AM,9.571,0.0,2.95,,
24,07/06/16 09:00:00 AM,12.594,384.0,2.95,,
25,07/06/16 03:00:00 PM,18.996,480.0,2.99,,
26,07/06/16 09:00:00 PM,13.269,0.0,2.97,,
27,07/07/16 03:00:00 AM,10.748,0.0,2.93,,
28,07/07/16 09:00:00 AM,14.230,480.0,2.95,,
29,07/07/16 03:00:00 PM,20.138,448.0,2.95,,
30,07/07/16 09:00:00 PM,10.944,0.0,2.93,,
31,07/08/16 03:00:00 AM,9.768,0.0,2.91,,
32,07/08/16 09:00:00 AM,9.866,80.0,2.91,,
33,07/08/16 03:00:00 PM,11.625,288.0,2.91,,
34,07/08/16 09:00:00 PM,9.472,0.0,2.91,,
35,07/09/16 03:00:00 AM,8.082,0.0,2.91,,
36,07/09/16 09:00:00 AM,8.879,352.0,2.91,,
37,07/09/16 03:00:00 PM,10.748,192.0,2.89,,
38,07/09/16 09:00:00 PM,7.782,0.0,2.89,,
39,07/10/16 03:00:00 AM,6.471,0.0,2.87,,
40,07/10/16 09:00:00 AM,5.860,144.0,2.87,,
41,07/10/16 03:00:00 PM,7.481,160.0,2.87,,
42,07/10/16 09:00:00 PM,8.082,0.0,2.89,,
43,07/11/16 03:00:00 AM,7.882,0.0,2.87,,
44,07/11/16 09:00:00 AM,9.275,288.0,2.89,,
45,07/11/16 03:00:00 PM,14.709,240.0,2.93,,
46,07/11/16 09:00:00 PM,10.748,0.0,2.89,,
47,07/12/16 03:00:00 AM,9.472,0.0,2.89,,
48,07/12/16 09:00:00 AM,9.965,184.0,2.87,,
