"Plot Title: 10169173"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Good Battery","Bad Battery","End Of File"
1,06/30/16 03:00:00 PM,21.378,480.0,3.17,Logged,,
2,06/30/16 09:00:00 PM,13.365,0.0,3.14,,,
3,07/01/16 03:00:00 AM,11.236,0.0,3.10,,,
4,07/01/16 09:00:00 AM,15.187,288.0,3.10,,,
5,07/01/16 03:00:00 PM,21.951,512.0,3.10,,,
6,07/01/16 09:00:00 PM,15.569,0.0,3.08,,,
7,07/02/16 03:00:00 AM,13.269,0.0,3.08,,,
8,07/02/16 09:00:00 AM,17.189,248.0,3.08,,,
9,07/02/16 03:00:00 PM,22.046,496.0,3.08,,,
10,07/02/16 09:00:00 PM,15.378,0.0,3.05,,,
11,07/03/16 03:00:00 AM,12.304,0.0,3.05,,,
12,07/03/16 09:00:00 AM,14.421,272.0,3.05,,,
13,07/03/16 03:00:00 PM,19.472,464.0,3.05,,,
14,07/03/16 09:00:00 PM,12.690,0.0,3.03,,,
15,07/04/16 03:00:00 AM,9.866,0.0,3.01,,,
16,07/04/16 09:00:00 AM,12.401,272.0,3.01,,,
17,07/04/16 03:00:00 PM,18.426,448.0,3.03,,,
18,07/04/16 09:00:00 PM,11.334,0.0,3.01,,,
19,07/05/16 03:00:00 AM,8.978,0.0,2.99,,,
20,07/05/16 09:00:00 AM,11.819,256.0,2.99,,,
21,07/05/16 03:00:00 PM,18.045,464.0,3.01,,,
22,07/05/16 09:00:00 PM,11.139,0.0,2.99,,,
23,07/06/16 03:00:00 AM,9.472,0.0,2.99,,,
24,07/06/16 09:00:00 AM,12.787,336.0,2.99,,,
25,07/06/16 03:00:00 PM,19.377,608.0,3.01,,,
26,07/06/16 09:00:00 PM,13.365,0.0,2.99,,,
27,07/07/16 03:00:00 AM,10.651,0.0,2.97,,,
28,07/07/16 09:00:00 AM,14.421,432.0,2.99,,,
29,07/07/16 03:00:00 PM,20.519,480.0,2.99,,,
30,07/07/16 09:00:00 PM,10.846,0.0,2.97,,,
31,07/08/16 03:00:00 AM,9.669,0.0,2.95,,,
32,07/08/16 09:00:00 AM,9.768,84.0,2.95,,,
33,07/08/16 03:00:00 PM,11.431,288.0,2.95,,,
34,07/08/16 09:00:00 PM,9.275,0.0,2.95,,,
35,07/09/16 03:00:00 AM,7.983,0.0,2.93,,,
36,07/09/16 09:00:00 AM,8.680,272.0,2.93,,,
37,07/09/16 03:00:00 PM,10.651,200.0,2.93,,,
38,07/09/16 09:00:00 PM,7.582,0.0,2.93,,,
39,07/10/16 03:00:00 AM,6.370,0.0,2.91,,,
40,07/10/16 09:00:00 AM,5.552,160.0,2.91,,,
41,07/10/16 03:00:00 PM,7.280,168.0,2.91,,,
42,07/10/16 09:00:00 PM,7.983,0.0,2.91,,,
43,07/11/16 03:00:00 AM,7.782,0.0,2.91,,,
