"Plot Title: 10169144"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Good Battery","End Of File"
1,06/29/16 09:00:00 PM,13.365,0.0,3.12,Logged,
2,06/30/16 03:00:00 AM,10.748,0.0,3.08,,
3,06/30/16 09:00:00 AM,18.045,1344.0,3.08,,
4,06/30/16 03:00:00 PM,20.805,248.0,3.08,,
5,06/30/16 09:00:00 PM,12.690,0.0,3.05,,
6,07/01/16 03:00:00 AM,10.455,0.0,3.01,,
7,07/01/16 09:00:00 AM,18.616,1280.0,3.05,,
8,07/01/16 03:00:00 PM,19.853,304.0,3.03,,
9,07/01/16 09:00:00 PM,14.613,0.0,3.03,,
10,07/02/16 03:00:00 AM,12.497,0.0,3.01,,
11,07/02/16 09:00:00 AM,20.329,1280.0,3.01,,
12,07/02/16 03:00:00 PM,21.760,107.0,3.03,,
13,07/02/16 09:00:00 PM,14.325,0.0,3.01,,
14,07/03/16 03:00:00 AM,12.110,0.0,2.99,,
15,07/03/16 09:00:00 AM,18.521,1408.0,3.01,,
16,07/03/16 03:00:00 PM,19.282,248.0,3.03,,
17,07/03/16 09:00:00 PM,12.013,0.0,2.97,,
18,07/04/16 03:00:00 AM,9.768,0.0,2.95,,
19,07/04/16 09:00:00 AM,16.903,1536.0,2.97,,
20,07/04/16 03:00:00 PM,17.665,248.0,2.99,,
21,07/04/16 09:00:00 PM,11.139,0.0,2.95,,
22,07/05/16 03:00:00 AM,8.879,0.0,2.95,,
23,07/05/16 09:00:00 AM,16.523,272.0,2.95,,
24,07/05/16 03:00:00 PM,16.999,248.0,2.97,,
25,07/05/16 09:00:00 PM,10.651,0.0,2.93,,
26,07/06/16 03:00:00 AM,8.978,0.0,2.93,,
27,07/06/16 09:00:00 AM,12.787,248.0,2.95,,
28,07/06/16 03:00:00 PM,16.999,480.0,2.97,,
29,07/06/16 09:00:00 PM,12.401,0.0,2.95,,
30,07/07/16 03:00:00 AM,10.357,0.0,2.91,,
31,07/07/16 09:00:00 AM,17.189,1344.0,2.95,,
32,07/07/16 03:00:00 PM,17.665,320.0,2.95,,
33,07/07/16 09:00:00 PM,11.722,0.0,2.93,,
34,07/08/16 03:00:00 AM,10.651,0.0,2.91,,
35,07/08/16 09:00:00 AM,10.651,75.0,2.91,,
36,07/08/16 03:00:00 PM,12.013,144.0,2.91,,
37,07/08/16 09:00:00 PM,10.063,0.0,2.89,,
38,07/09/16 03:00:00 AM,8.581,0.0,2.89,,
39,07/09/16 09:00:00 AM,9.571,126.0,2.91,,
40,07/09/16 03:00:00 PM,10.944,352.0,2.89,,
41,07/09/16 09:00:00 PM,8.581,0.0,2.89,,
42,07/10/16 03:00:00 AM,7.582,0.0,2.87,,
43,07/10/16 09:00:00 AM,6.877,216.0,2.87,,
44,07/10/16 03:00:00 PM,8.082,86.0,2.87,,
45,07/10/16 09:00:00 PM,8.382,0.0,2.87,,
46,07/11/16 03:00:00 AM,8.282,0.0,2.87,,
47,07/11/16 09:00:00 AM,9.571,1600.0,2.89,,
48,07/11/16 03:00:00 PM,14.517,288.0,2.91,,
49,07/11/16 09:00:00 PM,10.651,0.0,2.89,,
50,07/12/16 03:00:00 AM,9.866,0.0,2.87,,
51,07/12/16 09:00:00 AM,10.455,152.0,2.87,,
52,07/12/16 03:00:00 PM,13.269,184.0,2.91,,
53,07/12/16 09:00:00 PM,10.161,0.0,2.87,,
54,07/13/16 03:00:00 AM,8.779,0.0,2.87,,
55,07/13/16 09:00:00 AM,22.333,3584.0,2.91,,
56,07/13/16 03:00:00 PM,17.189,288.0,2.91,,
57,07/13/16 09:00:00 PM,12.787,0.0,2.91,,
58,07/14/16 03:00:00 AM,11.528,0.0,2.89,,
59,07/14/16 09:00:00 AM,25.222,10752.0,2.91,,
60,07/14/16 03:00:00 PM,18.616,304.0,2.93,,
61,07/14/16 09:00:00 PM,12.594,0.0,2.91,,
62,07/15/16 03:00:00 AM,10.455,0.0,2.89,,
63,07/15/16 09:00:00 AM,17.570,10752.0,2.91,,
64,07/15/16 03:00:00 PM,16.332,336.0,2.91,,
65,07/15/16 09:00:00 PM,10.846,0.0,2.89,,
66,07/16/16 03:00:00 AM,9.176,0.0,2.89,,
67,07/16/16 09:00:00 AM,21.091,11264.0,2.91,,
68,07/16/16 03:00:00 PM,16.808,416.0,2.91,,
69,07/16/16 09:00:00 PM,11.528,0.0,2.89,,
70,07/17/16 03:00:00 AM,10.161,0.0,2.87,,
71,07/17/16 09:00:00 AM,11.528,304.0,2.89,,
72,07/17/16 03:00:00 PM,16.618,512.0,2.91,,
73,07/17/16 09:00:00 PM,11.916,0.0,2.89,,
74,07/18/16 03:00:00 AM,10.846,0.0,2.87,,
75,07/18/16 09:00:00 AM,11.139,152.0,2.87,,
76,07/18/16 03:00:00 PM,14.038,448.0,2.89,,
77,07/18/16 09:00:00 PM,11.334,0.0,2.87,,
78,07/19/16 03:00:00 AM,10.651,0.0,2.87,,
79,07/19/16 09:00:00 AM,11.139,208.0,2.87,,
80,07/19/16 03:00:00 PM,15.378,304.0,2.89,,
81,07/19/16 09:00:00 PM,11.041,0.0,2.87,,
82,07/20/16 03:00:00 AM,9.571,0.0,2.87,,
83,07/20/16 09:00:00 AM,18.996,11776.0,2.89,,
84,07/20/16 03:00:00 PM,18.045,46.0,2.91,,
85,07/20/16 09:00:00 PM,13.846,0.0,2.91,,
86,07/21/16 03:00:00 AM,12.883,0.0,2.89,,
87,07/21/16 09:00:00 AM,20.901,11776.0,2.89,,
88,07/21/16 03:00:00 PM,18.616,224.0,2.93,,
89,07/21/16 09:00:00 PM,13.365,0.0,2.91,,
90,07/22/16 03:00:00 AM,10.651,0.0,2.89,,
91,07/22/16 09:00:00 AM,12.594,960.0,2.89,,
92,07/22/16 03:00:00 PM,16.713,352.0,2.91,,
93,07/22/16 09:00:00 PM,11.722,0.0,2.89,,
94,07/23/16 03:00:00 AM,10.259,0.0,2.87,,
95,07/23/16 09:00:00 AM,17.665,9728.0,2.89,,
96,07/23/16 03:00:00 PM,18.426,304.0,2.91,,
97,07/23/16 09:00:00 PM,13.558,0.0,2.91,,
98,07/24/16 03:00:00 AM,12.013,0.0,2.89,,
99,07/24/16 09:00:00 AM,21.378,10752.0,2.89,,
100,07/24/16 03:00:00 PM,21.569,368.0,2.93,,
101,07/24/16 09:00:00 PM,15.951,0.0,2.91,,
102,07/25/16 03:00:00 AM,13.750,0.0,2.91,,
103,07/25/16 09:00:00 AM,22.717,11264.0,2.91,,
104,07/25/16 03:00:00 PM,21.855,992.0,2.93,,
105,07/25/16 09:00:00 PM,15.569,0.0,2.91,,
106,07/26/16 03:00:00 AM,13.846,0.0,2.91,,
107,07/26/16 09:00:00 AM,23.869,9216.0,2.93,,
108,07/26/16 03:00:00 PM,21.378,704.0,2.93,,
109,07/26/16 09:00:00 PM,15.569,0.0,2.91,,
110,07/27/16 03:00:00 AM,13.942,0.0,2.91,,
111,07/27/16 09:00:00 AM,24.738,4608.0,2.93,,
112,07/27/16 03:00:00 PM,21.473,320.0,2.93,,
113,07/27/16 09:00:00 PM,16.713,0.0,2.91,,
114,07/28/16 03:00:00 AM,15.187,0.0,2.89,,
115,07/28/16 09:00:00 AM,24.545,800.0,2.93,,
116,07/28/16 03:00:00 PM,23.869,288.0,2.95,,
117,07/28/16 09:00:00 PM,19.092,0.0,2.93,,
118,07/29/16 03:00:00 AM,17.189,0.0,2.91,,
119,07/29/16 09:00:00 AM,24.255,512.0,2.93,,
120,07/29/16 03:00:00 PM,23.773,224.0,2.95,,
121,07/29/16 09:00:00 PM,17.475,0.0,2.93,,
122,07/30/16 03:00:00 AM,15.473,0.0,2.91,,
123,07/30/16 09:00:00 AM,19.662,480.0,2.91,,
124,07/30/16 03:00:00 PM,20.519,272.0,2.93,,
125,07/30/16 09:00:00 PM,13.750,0.0,2.91,,
126,07/31/16 03:00:00 AM,11.334,0.0,2.89,,
127,07/31/16 09:00:00 AM,14.709,512.0,2.91,,
128,07/31/16 03:00:00 PM,19.187,216.0,2.93,,
129,07/31/16 09:00:00 PM,13.942,0.0,2.91,,
130,08/01/16 03:00:00 AM,12.207,0.0,2.89,,
131,08/01/16 09:00:00 AM,15.569,608.0,2.89,,
132,08/01/16 03:00:00 PM,20.138,512.0,2.91,,
133,08/01/16 09:00:00 PM,13.654,0.0,2.91,,
134,08/02/16 03:00:00 AM,10.748,0.0,2.87,,
135,08/02/16 09:00:00 AM,10.553,106.0,2.87,,
136,08/02/16 03:00:00 PM,15.187,1280.0,2.89,,
137,08/02/16 09:00:00 PM,10.161,0.0,2.87,,
138,08/03/16 03:00:00 AM,8.779,0.0,2.87,,
139,08/03/16 09:00:00 AM,13.461,704.0,2.89,,
140,08/03/16 03:00:00 PM,19.567,3712.0,2.91,,
141,08/03/16 09:00:00 PM,15.760,0.0,2.89,,
142,08/04/16 03:00:00 AM,14.900,0.0,2.91,,
143,08/04/16 09:00:00 AM,17.950,800.0,2.91,,
144,08/04/16 03:00:00 PM,22.812,6656.0,2.93,,
145,08/04/16 09:00:00 PM,17.189,0.0,2.91,,
146,08/05/16 03:00:00 AM,14.996,0.0,2.91,,
147,08/05/16 09:00:00 AM,16.808,992.0,2.91,,
148,08/05/16 03:00:00 PM,20.424,5888.0,2.91,,
149,08/05/16 09:00:00 PM,12.980,0.0,2.91,,
150,08/06/16 03:00:00 AM,10.455,0.0,2.87,,
151,08/06/16 09:00:00 AM,14.517,4352.0,2.89,,
152,08/06/16 03:00:00 PM,18.140,608.0,2.91,,
153,08/06/16 09:00:00 PM,11.625,0.0,2.89,,
154,08/07/16 03:00:00 AM,9.373,0.0,2.89,,
155,08/07/16 09:00:00 AM,15.378,9216.0,2.87,,
156,08/07/16 03:00:00 PM,15.664,208.0,2.89,,
157,08/07/16 09:00:00 PM,11.041,0.0,2.87,,
158,08/08/16 03:00:00 AM,9.275,0.0,2.87,,
159,08/08/16 09:00:00 AM,15.951,9728.0,2.87,,
160,08/08/16 03:00:00 PM,13.365,240.0,2.89,,
161,08/08/16 09:00:00 PM,10.063,0.0,2.85,,
162,08/09/16 03:00:00 AM,9.077,0.0,2.87,,
163,08/09/16 09:00:00 AM,10.455,256.0,2.85,,
164,08/09/16 03:00:00 PM,12.883,320.0,2.87,,
165,08/09/16 09:00:00 PM,10.161,0.0,2.85,,
166,08/10/16 03:00:00 AM,9.275,0.0,2.87,,
167,08/10/16 09:00:00 AM,19.187,5120.0,2.89,,
168,08/10/16 03:00:00 PM,17.094,160.0,2.89,,
169,08/10/16 09:00:00 PM,13.750,0.0,2.89,,
170,08/11/16 03:00:00 AM,12.594,0.0,2.87,,
171,08/11/16 09:00:00 AM,22.525,1984.0,2.91,,
172,08/11/16 03:00:00 PM,20.424,168.0,2.91,,
173,08/11/16 09:00:00 PM,17.284,0.0,2.91,,
174,08/12/16 03:00:00 AM,15.664,0.0,2.89,,
175,08/12/16 09:00:00 AM,22.142,1408.0,2.91,,
176,08/12/16 03:00:00 PM,22.333,168.0,2.93,,
177,08/12/16 09:00:00 PM,18.331,0.0,2.93,,
178,08/13/16 03:00:00 AM,16.713,0.0,2.91,,
179,08/13/16 09:00:00 AM,19.853,1792.0,2.91,,
180,08/13/16 03:00:00 PM,23.004,248.0,2.93,,
181,08/13/16 09:00:00 PM,18.045,0.0,2.93,,
182,08/14/16 03:00:00 AM,16.427,0.0,2.91,,
183,08/14/16 09:00:00 AM,18.806,336.0,2.93,,
184,08/14/16 03:00:00 PM,22.717,176.0,2.93,,
185,08/14/16 09:00:00 PM,16.713,0.0,2.91,,
186,08/15/16 03:00:00 AM,14.134,0.0,2.91,,
187,08/15/16 09:00:00 AM,16.141,288.0,2.91,,
188,08/15/16 03:00:00 PM,22.429,184.0,2.93,,
189,08/15/16 09:00:00 PM,16.427,0.0,2.91,,
190,08/16/16 03:00:00 AM,14.804,0.0,2.91,,
191,08/16/16 09:00:00 AM,16.523,288.0,2.91,,
192,08/16/16 03:00:00 PM,22.429,184.0,2.93,,
193,08/16/16 09:00:00 PM,16.046,0.0,2.91,,
194,08/17/16 03:00:00 AM,13.654,0.0,2.91,,
195,08/17/16 09:00:00 AM,15.760,248.0,2.89,,
196,08/17/16 03:00:00 PM,20.615,176.0,2.91,,
197,08/17/16 09:00:00 PM,16.332,0.0,2.91,,
198,08/18/16 03:00:00 AM,16.713,0.0,2.91,,
199,08/18/16 09:00:00 AM,19.853,232.0,2.91,,
200,08/18/16 03:00:00 PM,24.931,184.0,2.95,,
201,08/18/16 09:00:00 PM,20.519,0.0,2.93,,
202,08/19/16 03:00:00 AM,19.187,0.0,2.93,,
203,08/19/16 09:00:00 AM,19.282,288.0,2.93,,
204,08/19/16 03:00:00 PM,24.641,240.0,2.95,,
205,08/19/16 09:00:00 PM,19.853,0.0,2.93,,
206,08/20/16 03:00:00 AM,18.140,0.0,2.93,,
207,08/20/16 09:00:00 AM,18.996,224.0,2.93,,
208,08/20/16 03:00:00 PM,25.319,248.0,2.93,,
209,08/20/16 09:00:00 PM,18.616,0.0,2.93,,
210,08/21/16 03:00:00 AM,16.141,0.0,2.91,,
211,08/21/16 09:00:00 AM,16.903,304.0,2.91,,
212,08/21/16 03:00:00 PM,20.805,320.0,2.93,,
213,08/21/16 09:00:00 PM,14.613,0.0,2.93,,
214,08/22/16 03:00:00 AM,11.916,0.0,2.89,,
215,08/22/16 09:00:00 AM,13.365,352.0,2.91,,
216,08/22/16 03:00:00 PM,17.950,336.0,2.93,,
217,08/22/16 09:00:00 PM,12.013,0.0,2.89,,
218,08/23/16 03:00:00 AM,10.846,0.0,2.89,,
219,08/23/16 09:00:00 AM,12.401,320.0,2.89,,
220,08/23/16 03:00:00 PM,18.426,216.0,2.91,,
221,08/23/16 09:00:00 PM,14.230,0.0,2.91,,
222,08/24/16 03:00:00 AM,13.558,0.0,2.91,,
223,08/24/16 09:00:00 AM,15.378,248.0,2.89,,
224,08/24/16 03:00:00 PM,18.521,152.0,2.91,,
225,08/24/16 09:00:00 PM,15.473,0.0,2.89,,
226,08/25/16 03:00:00 AM,14.421,0.0,2.91,,
227,08/25/16 09:00:00 AM,16.046,200.0,2.89,,
228,08/25/16 03:00:00 PM,19.377,176.0,2.93,,
229,08/25/16 09:00:00 PM,16.237,0.0,2.91,,
230,08/26/16 03:00:00 AM,15.473,0.0,2.89,,
231,08/26/16 09:00:00 AM,16.618,160.0,2.89,,
232,08/26/16 03:00:00 PM,20.901,200.0,2.91,,
233,08/26/16 09:00:00 PM,17.189,0.0,2.91,,
234,08/27/16 03:00:00 AM,14.613,0.0,2.91,,
235,08/27/16 09:00:00 AM,14.900,144.0,2.91,,
236,08/27/16 03:00:00 PM,19.948,152.0,2.91,,
237,08/27/16 09:00:00 PM,14.517,0.0,2.91,,
238,08/28/16 03:00:00 AM,13.173,0.0,2.89,,
239,08/28/16 09:00:00 AM,14.996,152.0,2.91,,
240,08/28/16 03:00:00 PM,21.187,216.0,2.91,,
241,08/28/16 09:00:00 PM,15.951,0.0,2.89,,
242,08/29/16 03:00:00 AM,14.613,0.0,2.91,,
243,08/29/16 09:00:00 AM,15.378,224.0,2.89,,
244,08/29/16 03:00:00 PM,20.424,200.0,2.91,,
245,08/29/16 09:00:00 PM,14.613,0.0,2.91,,
246,08/30/16 03:00:00 AM,12.207,0.0,2.89,,
247,08/30/16 09:00:00 AM,12.883,232.0,2.89,,
248,08/30/16 03:00:00 PM,16.237,144.0,2.89,,
249,08/30/16 09:00:00 PM,10.944,0.0,2.87,,
250,08/31/16 03:00:00 AM,9.866,0.0,2.87,,
251,08/31/16 09:00:00 AM,11.528,1280.0,2.87,,
252,08/31/16 03:00:00 PM,16.618,240.0,2.89,,
253,08/31/16 09:00:00 PM,12.401,0.0,2.89,,
254,09/01/16 03:00:00 AM,10.161,0.0,2.87,,
255,09/01/16 09:00:00 AM,12.110,304.0,2.87,,
256,09/01/16 03:00:00 PM,13.846,256.0,2.89,,
257,09/01/16 09:00:00 PM,9.866,0.0,2.85,,
258,09/02/16 03:00:00 AM,8.581,0.0,2.87,,
259,09/02/16 09:00:00 AM,8.282,126.0,2.87,,
260,09/02/16 03:00:00 PM,11.139,192.0,2.87,,
261,09/02/16 09:00:00 PM,8.779,0.0,2.87,,
262,09/03/16 03:00:00 AM,7.582,0.0,2.87,,
263,09/03/16 09:00:00 AM,7.381,121.0,2.87,,
264,09/03/16 03:00:00 PM,11.139,256.0,2.85,,
265,09/03/16 09:00:00 PM,7.079,0.0,2.87,,
266,09/04/16 03:00:00 AM,5.450,0.0,2.85,,
267,09/04/16 09:00:00 AM,7.280,94.0,2.87,,
268,09/04/16 03:00:00 PM,10.161,224.0,2.85,,
269,09/04/16 09:00:00 PM,6.370,0.0,2.85,,
270,09/05/16 03:00:00 AM,5.757,0.0,2.85,,
271,09/05/16 09:00:00 AM,8.082,400.0,2.87,,
272,09/05/16 03:00:00 PM,13.076,125.0,2.87,,
273,09/05/16 09:00:00 PM,8.282,0.0,2.87,,
274,09/06/16 03:00:00 AM,7.782,0.0,2.87,,
275,09/06/16 09:00:00 AM,8.282,69.0,2.87,,
276,09/06/16 03:00:00 PM,10.651,100.0,2.85,,
277,09/06/16 09:00:00 PM,9.768,0.0,2.85,,
278,09/07/16 03:00:00 AM,9.768,0.0,2.85,,
279,09/07/16 09:00:00 AM,10.357,121.0,2.85,,
280,09/07/16 03:00:00 PM,13.750,109.0,2.87,,
281,09/07/16 09:00:00 PM,10.748,0.0,2.85,,
282,09/08/16 03:00:00 AM,8.779,0.0,2.87,,
283,09/08/16 09:00:00 AM,9.965,288.0,2.85,,
284,09/08/16 03:00:00 PM,14.038,208.0,2.87,,
285,09/08/16 09:00:00 PM,9.275,0.0,2.87,,
286,09/09/16 03:00:00 AM,7.280,0.0,2.87,,
287,09/09/16 09:00:00 AM,9.373,192.0,2.87,,
288,09/09/16 03:00:00 PM,14.230,116.0,2.89,,
289,09/09/16 09:00:00 PM,12.304,0.0,2.87,,
290,09/10/16 03:00:00 AM,12.401,0.0,2.87,,
291,09/10/16 09:00:00 AM,13.365,110.0,2.89,,
292,09/10/16 03:00:00 PM,17.475,111.0,2.89,,
