"Plot Title: 10169153"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","End Of File"
1,06/30/16 03:00:00 PM,21.664,480.0,2.58,
2,06/30/16 09:00:00 PM,13.076,0.0,2.55,
3,07/01/16 03:00:00 AM,10.846,0.0,2.52,
4,07/01/16 09:00:00 AM,12.207,192.0,2.54,
5,07/01/16 03:00:00 PM,22.046,576.0,2.58,
6,07/01/16 09:00:00 PM,15.187,0.0,2.55,
7,07/02/16 03:00:00 AM,12.883,0.0,2.54,
8,07/02/16 09:00:00 AM,14.421,152.0,2.55,
9,07/02/16 03:00:00 PM,23.004,512.0,2.60,
10,07/02/16 09:00:00 PM,15.091,0.0,2.54,
11,07/03/16 03:00:00 AM,12.110,0.0,2.52,
12,07/03/16 09:00:00 AM,12.304,176.0,2.52,
13,07/03/16 03:00:00 PM,20.710,576.0,2.57,
14,07/03/16 09:00:00 PM,12.401,0.0,2.52,
15,07/04/16 03:00:00 AM,9.669,0.0,2.51,
16,07/04/16 09:00:00 AM,10.455,168.0,2.52,
17,07/04/16 03:00:00 PM,19.092,576.0,2.57,
18,07/04/16 09:00:00 PM,11.041,0.0,2.52,
19,07/05/16 03:00:00 AM,8.779,0.0,2.51,
20,07/05/16 09:00:00 AM,9.965,152.0,2.51,
21,07/05/16 03:00:00 PM,18.806,768.0,2.55,
22,07/05/16 09:00:00 PM,10.944,0.0,2.52,
23,07/06/16 03:00:00 AM,9.176,0.0,2.51,
24,07/06/16 09:00:00 AM,10.944,256.0,2.51,
25,07/06/16 03:00:00 PM,20.996,1728.0,2.55,
26,07/06/16 09:00:00 PM,12.980,0.0,2.52,
27,07/07/16 03:00:00 AM,10.455,0.0,2.51,
28,07/07/16 09:00:00 AM,12.980,384.0,2.52,
29,07/07/16 03:00:00 PM,21.855,896.0,2.57,
30,07/07/16 09:00:00 PM,11.334,0.0,2.51,
31,07/08/16 03:00:00 AM,10.161,0.0,2.49,
32,07/08/16 09:00:00 AM,10.553,136.0,2.51,
33,07/08/16 03:00:00 PM,12.304,480.0,2.52,
34,07/08/16 09:00:00 PM,9.768,0.0,2.49,
35,07/09/16 03:00:00 AM,8.581,0.0,2.49,
36,07/09/16 09:00:00 AM,9.965,336.0,2.49,
37,07/09/16 03:00:00 PM,12.401,216.0,2.52,
38,07/09/16 09:00:00 PM,8.581,0.0,2.49,
39,07/10/16 03:00:00 AM,7.280,0.0,2.48,
40,07/10/16 09:00:00 AM,6.978,208.0,2.46,
41,07/10/16 03:00:00 PM,8.382,256.0,2.48,
42,07/10/16 09:00:00 PM,8.382,0.0,2.48,
43,07/11/16 03:00:00 AM,8.182,0.0,2.48,
44,07/11/16 09:00:00 AM,9.571,144.0,2.49,
45,07/11/16 03:00:00 PM,16.713,384.0,2.51,
46,07/11/16 09:00:00 PM,10.846,0.0,2.49,
47,07/12/16 03:00:00 AM,9.768,0.0,2.48,
48,07/12/16 09:00:00 AM,10.455,320.0,2.48,
49,07/12/16 03:00:00 PM,14.804,672.0,2.52,
50,07/12/16 09:00:00 PM,9.866,0.0,2.48,
51,07/13/16 03:00:00 AM,8.581,0.0,2.48,
52,07/13/16 09:00:00 AM,9.965,144.0,2.48,
53,07/13/16 03:00:00 PM,17.855,1600.0,2.52,
54,07/13/16 09:00:00 PM,12.883,0.0,2.51,
55,07/14/16 03:00:00 AM,11.431,0.0,2.49,
56,07/14/16 09:00:00 AM,12.207,152.0,2.51,
57,07/14/16 03:00:00 PM,19.377,992.0,2.54,
58,07/14/16 09:00:00 PM,12.690,0.0,2.51,
59,07/15/16 03:00:00 AM,10.357,0.0,2.48,
60,07/15/16 09:00:00 AM,10.651,152.0,2.48,
61,07/15/16 03:00:00 PM,16.237,800.0,2.51,
62,07/15/16 09:00:00 PM,10.553,0.0,2.48,
63,07/16/16 03:00:00 AM,8.680,0.0,2.46,
64,07/16/16 09:00:00 AM,9.571,168.0,2.48,
65,07/16/16 03:00:00 PM,17.094,1152.0,2.51,
66,07/16/16 09:00:00 PM,11.236,0.0,2.48,
67,07/17/16 03:00:00 AM,9.965,0.0,2.46,
68,07/17/16 09:00:00 AM,11.722,464.0,2.48,
69,07/17/16 03:00:00 PM,17.094,960.0,2.51,
70,07/17/16 09:00:00 PM,11.722,0.0,2.49,
71,07/18/16 03:00:00 AM,10.455,0.0,2.46,
72,07/18/16 09:00:00 AM,11.722,384.0,2.46,
73,07/18/16 03:00:00 PM,15.473,464.0,2.51,
74,07/18/16 09:00:00 PM,11.139,0.0,2.48,
75,07/19/16 03:00:00 AM,10.357,0.0,2.46,
76,07/19/16 09:00:00 AM,11.722,432.0,2.46,
77,07/19/16 03:00:00 PM,16.903,512.0,2.51,
78,07/19/16 09:00:00 PM,11.041,0.0,2.48,
79,07/20/16 03:00:00 AM,9.669,0.0,2.45,
80,07/20/16 09:00:00 AM,11.334,136.0,2.48,
81,07/20/16 03:00:00 PM,19.187,480.0,2.52,
82,07/20/16 09:00:00 PM,14.230,0.0,2.51,
83,07/21/16 03:00:00 AM,12.980,0.0,2.49,
84,07/21/16 09:00:00 AM,14.230,144.0,2.51,
85,07/21/16 03:00:00 PM,19.948,368.0,2.52,
86,07/21/16 09:00:00 PM,13.076,0.0,2.49,
87,07/22/16 03:00:00 AM,9.965,0.0,2.45,
88,07/22/16 09:00:00 AM,11.236,464.0,2.46,
89,07/22/16 03:00:00 PM,17.284,480.0,2.51,
90,07/22/16 09:00:00 PM,11.722,0.0,2.48,
91,07/23/16 03:00:00 AM,10.161,0.0,2.45,
92,07/23/16 09:00:00 AM,11.139,128.0,2.46,
93,07/23/16 03:00:00 PM,19.567,432.0,2.51,
94,07/23/16 09:00:00 PM,13.846,0.0,2.49,
95,07/24/16 03:00:00 AM,12.497,0.0,2.48,
96,07/24/16 09:00:00 AM,14.804,128.0,2.51,
97,07/24/16 03:00:00 PM,23.388,432.0,2.54,
98,07/24/16 09:00:00 PM,16.618,0.0,2.51,
99,07/25/16 03:00:00 AM,13.942,0.0,2.49,
100,07/25/16 09:00:00 AM,14.996,128.0,2.49,
101,07/25/16 03:00:00 PM,22.429,432.0,2.52,
102,07/25/16 09:00:00 PM,15.760,0.0,2.49,
103,07/26/16 03:00:00 AM,13.846,0.0,2.49,
104,07/26/16 09:00:00 AM,14.804,123.0,2.49,
105,07/26/16 03:00:00 PM,22.429,432.0,2.52,
106,07/26/16 09:00:00 PM,16.046,0.0,2.49,
107,07/27/16 03:00:00 AM,14.134,0.0,2.49,
108,07/27/16 09:00:00 AM,14.900,124.0,2.49,
109,07/27/16 03:00:00 PM,23.677,384.0,2.54,
110,07/27/16 09:00:00 PM,17.379,0.0,2.51,
111,07/28/16 03:00:00 AM,15.760,0.0,2.49,
112,07/28/16 09:00:00 AM,17.570,124.0,2.51,
113,07/28/16 03:00:00 PM,26.781,384.0,2.55,
114,07/28/16 09:00:00 PM,19.948,0.0,2.51,
115,07/29/16 03:00:00 AM,17.855,0.0,2.51,
116,07/29/16 09:00:00 AM,18.996,125.0,2.51,
117,07/29/16 03:00:00 PM,26.000,496.0,2.54,
118,07/29/16 09:00:00 PM,18.616,0.0,2.51,
119,07/30/16 03:00:00 AM,15.951,0.0,2.48,
120,07/30/16 09:00:00 AM,15.664,121.0,2.48,
121,07/30/16 03:00:00 PM,22.046,496.0,2.52,
122,07/30/16 09:00:00 PM,14.038,0.0,2.48,
123,07/31/16 03:00:00 AM,11.334,0.0,2.43,
124,07/31/16 09:00:00 AM,11.625,120.0,2.45,
125,07/31/16 03:00:00 PM,21.091,496.0,2.51,
126,07/31/16 09:00:00 PM,14.517,0.0,2.48,
127,08/01/16 03:00:00 AM,12.401,0.0,2.45,
128,08/01/16 09:00:00 AM,13.461,120.0,2.46,
129,08/01/16 03:00:00 PM,22.525,480.0,2.52,
130,08/01/16 09:00:00 PM,14.517,0.0,2.48,
131,08/02/16 03:00:00 AM,10.455,0.0,2.42,
132,08/02/16 09:00:00 AM,10.748,288.0,2.42,
133,08/02/16 03:00:00 PM,17.094,496.0,2.49,
134,08/02/16 09:00:00 PM,10.748,0.0,2.42,
135,08/03/16 03:00:00 AM,9.472,0.0,2.42,
136,08/03/16 09:00:00 AM,11.431,124.0,2.43,
137,08/03/16 03:00:00 PM,22.525,496.0,2.52,
138,08/03/16 09:00:00 PM,16.713,0.0,2.49,
139,08/04/16 03:00:00 AM,15.569,0.0,2.46,
140,08/04/16 09:00:00 AM,16.332,120.0,2.48,
141,08/04/16 03:00:00 PM,26.097,496.0,2.54,
142,08/04/16 09:00:00 PM,18.331,0.0,2.49,
143,08/05/16 03:00:00 AM,15.664,0.0,2.46,
144,08/05/16 09:00:00 AM,14.613,124.0,2.46,
145,08/05/16 03:00:00 PM,21.760,496.0,2.51,
146,08/05/16 09:00:00 PM,13.846,0.0,2.45,
147,08/06/16 03:00:00 AM,10.846,0.0,2.42,
148,08/06/16 09:00:00 AM,11.334,116.0,2.42,
149,08/06/16 03:00:00 PM,19.758,480.0,2.49,
150,08/06/16 09:00:00 PM,12.401,0.0,2.43,
151,08/07/16 03:00:00 AM,9.472,0.0,2.41,
152,08/07/16 09:00:00 AM,9.965,118.0,2.39,
153,08/07/16 03:00:00 PM,16.903,672.0,2.46,
154,08/07/16 09:00:00 PM,10.553,0.0,2.41,
155,08/08/16 03:00:00 AM,9.176,0.0,2.41,
156,08/08/16 09:00:00 AM,11.819,432.0,2.41,
157,08/08/16 03:00:00 PM,14.517,176.0,2.45,
158,08/08/16 09:00:00 PM,9.965,0.0,2.39,
159,08/09/16 03:00:00 AM,8.978,0.0,2.39,
160,08/09/16 09:00:00 AM,10.161,480.0,2.39,
161,08/09/16 03:00:00 PM,14.996,608.0,2.43,
162,08/09/16 09:00:00 PM,10.357,0.0,2.39,
163,08/10/16 03:00:00 AM,9.176,0.0,2.39,
164,08/10/16 09:00:00 AM,10.357,72.0,2.39,
165,08/10/16 03:00:00 PM,19.282,432.0,2.49,
166,08/10/16 09:00:00 PM,14.421,0.0,2.45,
167,08/11/16 03:00:00 AM,13.076,0.0,2.43,
168,08/11/16 09:00:00 AM,15.091,106.0,2.45,
169,08/11/16 03:00:00 PM,24.255,432.0,2.51,
170,08/11/16 09:00:00 PM,18.331,0.0,2.48,
171,08/12/16 03:00:00 AM,16.903,0.0,2.46,
172,08/12/16 09:00:00 AM,18.045,108.0,2.48,
173,08/12/16 03:00:00 PM,26.683,448.0,2.52,
174,08/12/16 09:00:00 PM,19.567,0.0,2.49,
175,08/13/16 03:00:00 AM,17.665,0.0,2.46,
176,08/13/16 09:00:00 AM,18.236,123.0,2.48,
177,08/13/16 03:00:00 PM,27.272,480.0,2.52,
178,08/13/16 09:00:00 PM,19.472,0.0,2.49,
179,08/14/16 03:00:00 AM,17.189,0.0,2.46,
180,08/14/16 09:00:00 AM,18.616,256.0,2.48,
181,08/14/16 03:00:00 PM,26.195,448.0,2.51,
182,08/14/16 09:00:00 PM,17.760,0.0,2.46,
183,08/15/16 03:00:00 AM,14.709,0.0,2.43,
