"Plot Title: 10169165"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","End Of File"
1,06/30/16 09:00:00 PM,13.365,0.0,3.14,
2,07/01/16 03:00:00 AM,10.748,0.0,3.10,
3,07/01/16 09:00:00 AM,12.013,59.0,3.08,
4,07/01/16 03:00:00 PM,20.043,672.0,3.08,
5,07/01/16 09:00:00 PM,15.378,0.0,3.08,
6,07/02/16 03:00:00 AM,13.269,0.0,3.05,
7,07/02/16 09:00:00 AM,14.134,50.0,3.05,
8,07/02/16 03:00:00 PM,22.142,576.0,3.05,
9,07/02/16 09:00:00 PM,15.282,0.0,3.03,
10,07/03/16 03:00:00 AM,12.883,0.0,3.03,
11,07/03/16 09:00:00 AM,12.207,58.0,3.01,
12,07/03/16 03:00:00 PM,19.567,576.0,3.03,
13,07/03/16 09:00:00 PM,12.690,0.0,3.01,
14,07/04/16 03:00:00 AM,10.259,0.0,2.99,
15,07/04/16 09:00:00 AM,10.357,54.0,2.97,
16,07/04/16 03:00:00 PM,18.140,608.0,3.01,
17,07/04/16 09:00:00 PM,11.528,0.0,2.99,
18,07/05/16 03:00:00 AM,9.077,0.0,2.97,
19,07/05/16 09:00:00 AM,9.768,54.0,2.95,
20,07/05/16 03:00:00 PM,17.665,960.0,2.99,
21,07/05/16 09:00:00 PM,11.431,0.0,2.97,
22,07/06/16 03:00:00 AM,9.768,0.0,2.95,
23,07/06/16 09:00:00 AM,10.748,70.0,2.95,
24,07/06/16 03:00:00 PM,17.284,192.0,2.97,
25,07/06/16 09:00:00 PM,13.269,0.0,2.97,
26,07/07/16 03:00:00 AM,11.041,0.0,2.95,
27,07/07/16 09:00:00 AM,12.594,136.0,2.95,
28,07/07/16 03:00:00 PM,17.475,176.0,2.97,
29,07/07/16 09:00:00 PM,10.944,0.0,2.95,
30,07/08/16 03:00:00 AM,10.063,0.0,2.93,
31,07/08/16 09:00:00 AM,9.866,20.0,2.93,
32,07/08/16 03:00:00 PM,11.139,43.0,2.93,
33,07/08/16 09:00:00 PM,9.571,0.0,2.93,
34,07/09/16 03:00:00 AM,8.282,0.0,2.93,
35,07/09/16 09:00:00 AM,8.879,83.0,2.93,
36,07/09/16 03:00:00 PM,9.669,103.0,2.91,
37,07/09/16 09:00:00 PM,8.082,0.0,2.91,
38,07/10/16 03:00:00 AM,6.775,0.0,2.91,
39,07/10/16 09:00:00 AM,5.962,46.0,2.89,
40,07/10/16 03:00:00 PM,7.280,21.0,2.91,
41,07/10/16 09:00:00 PM,8.182,0.0,2.91,
42,07/11/16 03:00:00 AM,7.882,0.0,2.91,
43,07/11/16 09:00:00 AM,8.082,74.0,2.91,
44,07/11/16 03:00:00 PM,14.038,512.0,2.93,
45,07/11/16 09:00:00 PM,11.139,0.0,2.91,
46,07/12/16 03:00:00 AM,9.571,0.0,2.93,
47,07/12/16 09:00:00 AM,9.669,120.0,2.89,
48,07/12/16 03:00:00 PM,12.110,144.0,2.91,
49,07/12/16 09:00:00 PM,10.161,0.0,2.91,
50,07/13/16 03:00:00 AM,8.779,0.0,2.91,
51,07/13/16 09:00:00 AM,10.161,49.0,2.89,
