"Plot Title: 10166323"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, lum/ft²","End Of File"
166,08/10/16 09:00:00 PM,12.883,0.0,
167,08/11/16 03:00:00 AM,11.041,0.0,
168,08/11/16 09:00:00 AM,23.388,336.0,
169,08/11/16 03:00:00 PM,22.717,320.0,
170,08/11/16 09:00:00 PM,16.523,0.0,
171,08/12/16 03:00:00 AM,14.709,0.0,
172,08/12/16 09:00:00 AM,25.610,384.0,
173,08/12/16 03:00:00 PM,24.641,336.0,
174,08/12/16 09:00:00 PM,17.189,0.0,
175,08/13/16 03:00:00 AM,15.187,0.0,
176,08/13/16 09:00:00 AM,25.513,432.0,
177,08/13/16 03:00:00 PM,24.448,432.0,
178,08/13/16 09:00:00 PM,17.379,0.0,
179,08/14/16 03:00:00 AM,14.900,0.0,
180,08/14/16 09:00:00 AM,24.158,256.0,
181,08/14/16 03:00:00 PM,23.388,352.0,
182,08/14/16 09:00:00 PM,15.855,0.0,
183,08/15/16 03:00:00 AM,12.401,0.0,
184,08/15/16 09:00:00 AM,20.234,200.0,
185,08/15/16 03:00:00 PM,23.004,336.0,
186,08/15/16 09:00:00 PM,14.613,0.0,
187,08/16/16 03:00:00 AM,12.594,0.0,
188,08/16/16 09:00:00 AM,17.665,248.0,
189,08/16/16 03:00:00 PM,22.908,320.0,
190,08/16/16 09:00:00 PM,14.996,0.0,
191,08/17/16 03:00:00 AM,11.528,0.0,
192,08/17/16 09:00:00 AM,17.855,160.0,
193,08/17/16 03:00:00 PM,22.333,304.0,
194,08/17/16 09:00:00 PM,14.613,0.0,
195,08/18/16 03:00:00 AM,14.134,0.0,
196,08/18/16 09:00:00 AM,19.662,176.0,
197,08/18/16 03:00:00 PM,26.781,304.0,
198,08/18/16 09:00:00 PM,19.472,0.0,
199,08/19/16 03:00:00 AM,16.808,0.0,
200,08/19/16 09:00:00 AM,18.901,192.0,
201,08/19/16 03:00:00 PM,25.902,320.0,
202,08/19/16 09:00:00 PM,18.806,0.0,
203,08/20/16 03:00:00 AM,16.141,0.0,
204,08/20/16 09:00:00 AM,21.091,168.0,
205,08/20/16 03:00:00 PM,26.488,288.0,
206,08/20/16 09:00:00 PM,18.521,0.0,
207,08/21/16 03:00:00 AM,14.613,0.0,
208,08/21/16 09:00:00 AM,17.950,160.0,
209,08/21/16 03:00:00 PM,22.142,320.0,
210,08/21/16 09:00:00 PM,13.269,0.0,
211,08/22/16 03:00:00 AM,10.455,0.0,
212,08/22/16 09:00:00 AM,12.594,152.0,
213,08/22/16 03:00:00 PM,19.377,400.0,
214,08/22/16 09:00:00 PM,10.259,0.0,
215,08/23/16 03:00:00 AM,8.282,0.0,
216,08/23/16 09:00:00 AM,11.528,200.0,
217,08/23/16 03:00:00 PM,20.043,272.0,
218,08/23/16 09:00:00 PM,12.401,0.0,
219,08/24/16 03:00:00 AM,10.846,0.0,
220,08/24/16 09:00:00 AM,14.038,432.0,
221,08/24/16 03:00:00 PM,20.138,272.0,
222,08/24/16 09:00:00 PM,15.473,0.0,
223,08/25/16 03:00:00 AM,12.980,0.0,
224,08/25/16 09:00:00 AM,15.473,232.0,
225,08/25/16 03:00:00 PM,20.996,288.0,
226,08/25/16 09:00:00 PM,16.427,0.0,
227,08/26/16 03:00:00 AM,14.230,0.0,
228,08/26/16 09:00:00 AM,14.996,152.0,
229,08/26/16 03:00:00 PM,23.869,400.0,
230,08/26/16 09:00:00 PM,16.427,0.0,
231,08/27/16 03:00:00 AM,13.365,0.0,
232,08/27/16 09:00:00 AM,14.134,128.0,
233,08/27/16 03:00:00 PM,21.282,272.0,
234,08/27/16 09:00:00 PM,13.846,0.0,
235,08/28/16 03:00:00 AM,11.334,0.0,
236,08/28/16 09:00:00 AM,14.230,125.0,
237,08/28/16 03:00:00 PM,22.333,272.0,
238,08/28/16 09:00:00 PM,14.709,0.0,
239,08/29/16 03:00:00 AM,13.750,0.0,
240,08/29/16 09:00:00 AM,14.325,176.0,
241,08/29/16 03:00:00 PM,21.951,256.0,
242,08/29/16 09:00:00 PM,13.654,0.0,
243,08/30/16 03:00:00 AM,10.846,0.0,
244,08/30/16 09:00:00 AM,12.207,464.0,
245,08/30/16 03:00:00 PM,16.046,256.0,
246,08/30/16 09:00:00 PM,9.768,0.0,
247,08/31/16 03:00:00 AM,7.983,0.0,
248,08/31/16 09:00:00 AM,10.944,896.0,
249,08/31/16 03:00:00 PM,17.570,272.0,
250,08/31/16 09:00:00 PM,12.013,0.0,
251,09/01/16 03:00:00 AM,8.978,0.0,
252,09/01/16 09:00:00 AM,11.334,512.0,
253,09/01/16 03:00:00 PM,16.903,800.0,
254,09/01/16 09:00:00 PM,9.571,0.0,
255,09/02/16 03:00:00 AM,7.381,0.0,
256,09/02/16 09:00:00 AM,7.983,103.0,
257,09/02/16 03:00:00 PM,11.916,368.0,
258,09/02/16 09:00:00 PM,7.782,0.0,
259,09/03/16 03:00:00 AM,6.573,0.0,
260,09/03/16 09:00:00 AM,6.064,51.0,
261,09/03/16 03:00:00 PM,12.013,448.0,
262,09/03/16 09:00:00 PM,6.674,0.0,
263,09/04/16 03:00:00 AM,4.207,0.0,
264,09/04/16 09:00:00 AM,6.370,288.0,
265,09/04/16 03:00:00 PM,11.041,432.0,
266,09/04/16 09:00:00 PM,5.552,0.0,
267,09/05/16 03:00:00 AM,4.102,0.0,
268,09/05/16 09:00:00 AM,6.064,184.0,
269,09/05/16 03:00:00 PM,12.594,224.0,
270,09/05/16 09:00:00 PM,7.280,0.0,
271,09/06/16 03:00:00 AM,6.877,0.0,
272,09/06/16 09:00:00 AM,7.882,208.0,
273,09/06/16 03:00:00 PM,11.625,480.0,
274,09/06/16 09:00:00 PM,9.373,0.0,
275,09/07/16 03:00:00 AM,9.176,0.0,
276,09/07/16 09:00:00 AM,9.768,304.0,
277,09/07/16 03:00:00 PM,12.980,272.0,
278,09/07/16 09:00:00 PM,9.472,0.0,
279,09/08/16 03:00:00 AM,7.782,0.0,
280,09/08/16 09:00:00 AM,8.382,93.0,
281,09/08/16 03:00:00 PM,14.230,272.0,
282,09/08/16 09:00:00 PM,8.879,0.0,
283,09/09/16 03:00:00 AM,6.166,0.0,
284,09/09/16 09:00:00 AM,7.983,128.0,
285,09/09/16 03:00:00 PM,15.664,168.0,
286,09/09/16 09:00:00 PM,11.236,0.0,
287,09/10/16 03:00:00 AM,10.651,0.0,
288,09/10/16 09:00:00 AM,12.304,89.0,
289,09/10/16 03:00:00 PM,18.426,160.0,
290,09/10/16 09:00:00 PM,12.980,0.0,
291,09/11/16 03:00:00 AM,10.259,0.0,
292,09/11/16 09:00:00 AM,11.334,232.0,
293,09/11/16 03:00:00 PM,12.497,168.0,
294,09/11/16 09:00:00 PM,6.166,0.0,
295,09/12/16 03:00:00 AM,5.347,0.0,
296,09/12/16 09:00:00 AM,5.860,89.0,
297,09/12/16 03:00:00 PM,10.161,160.0,
298,09/12/16 09:00:00 PM,6.877,0.0,
299,09/13/16 03:00:00 AM,5.655,0.0,
300,09/13/16 09:00:00 AM,5.860,90.0,
301,09/13/16 03:00:00 PM,12.304,160.0,
302,09/13/16 09:00:00 PM,7.983,0.0,
303,09/14/16 03:00:00 AM,6.471,0.0,
304,09/14/16 09:00:00 AM,5.962,89.0,
305,09/14/16 03:00:00 PM,12.883,152.0,
306,09/14/16 09:00:00 PM,8.978,0.0,
307,09/15/16 03:00:00 AM,6.775,0.0,
308,09/15/16 09:00:00 AM,8.879,168.0,
309,09/15/16 03:00:00 PM,15.378,160.0,
310,09/15/16 09:00:00 PM,10.748,0.0,
311,09/16/16 03:00:00 AM,9.571,0.0,
312,09/16/16 09:00:00 AM,10.944,91.0,
313,09/16/16 03:00:00 PM,18.996,288.0,
314,09/16/16 09:00:00 PM,12.401,0.0,
315,09/17/16 03:00:00 AM,10.748,0.0,
316,09/17/16 09:00:00 AM,12.594,416.0,
317,09/17/16 03:00:00 PM,16.046,336.0,
318,09/17/16 09:00:00 PM,11.334,0.0,
319,09/18/16 03:00:00 AM,11.528,0.0,
320,09/18/16 09:00:00 AM,12.110,124.0,
321,09/18/16 03:00:00 PM,13.942,672.0,
322,09/18/16 09:00:00 PM,9.965,0.0,
323,09/19/16 03:00:00 AM,7.582,0.0,
324,09/19/16 09:00:00 AM,6.978,208.0,
325,09/19/16 03:00:00 PM,13.461,464.0,
326,09/19/16 09:00:00 PM,7.280,0.0,
327,09/20/16 03:00:00 AM,6.674,0.0,
328,09/20/16 09:00:00 AM,8.282,304.0,
329,09/20/16 03:00:00 PM,10.455,272.0,
330,09/20/16 09:00:00 PM,4.831,0.0,
331,09/21/16 03:00:00 AM,3.683,0.0,
332,09/21/16 09:00:00 AM,4.207,80.0,
333,09/21/16 03:00:00 PM,11.041,176.0,
334,09/21/16 09:00:00 PM,4.623,0.0,
335,09/22/16 03:00:00 AM,3.998,0.0,
336,09/22/16 09:00:00 AM,5.141,57.0,
337,09/22/16 03:00:00 PM,7.782,416.0,
338,09/22/16 09:00:00 PM,4.207,0.0,
339,09/23/16 03:00:00 AM,4.934,0.0,
340,09/23/16 09:00:00 AM,4.831,232.0,
341,09/23/16 03:00:00 PM,7.179,208.0,
342,09/23/16 09:00:00 PM,7.179,0.0,
343,09/24/16 03:00:00 AM,5.347,0.0,
344,09/24/16 09:00:00 AM,5.655,73.0,
345,09/24/16 03:00:00 PM,9.669,116.0,
346,09/24/16 09:00:00 PM,7.481,0.0,
347,09/25/16 03:00:00 AM,7.481,0.0,
348,09/25/16 09:00:00 AM,10.651,69.0,
349,09/25/16 03:00:00 PM,16.427,126.0,
350,09/25/16 09:00:00 PM,14.325,0.0,
351,09/26/16 03:00:00 AM,12.883,0.0,
352,09/26/16 09:00:00 AM,13.173,82.0,
353,09/26/16 03:00:00 PM,17.950,102.0,
354,09/26/16 09:00:00 PM,13.846,0.0,
355,09/27/16 03:00:00 AM,11.722,0.0,
356,09/27/16 09:00:00 AM,11.334,86.0,
357,09/27/16 03:00:00 PM,15.664,98.0,
358,09/27/16 09:00:00 PM,11.916,0.0,
359,09/28/16 03:00:00 AM,10.651,0.0,
360,09/28/16 09:00:00 AM,10.846,111.0,
361,09/28/16 03:00:00 PM,14.421,98.0,
362,09/28/16 09:00:00 PM,11.041,0.0,
363,09/29/16 03:00:00 AM,9.571,0.0,
364,09/29/16 09:00:00 AM,9.669,144.0,
365,09/29/16 03:00:00 PM,12.304,136.0,
366,09/29/16 09:00:00 PM,8.481,0.0,
367,09/30/16 03:00:00 AM,7.179,0.0,
368,09/30/16 09:00:00 AM,6.471,100.0,
369,09/30/16 03:00:00 PM,11.528,200.0,
370,09/30/16 09:00:00 PM,4.623,0.0,
371,10/01/16 03:00:00 AM,4.311,0.0,
372,10/01/16 09:00:00 AM,4.102,58.0,
373,10/01/16 03:00:00 PM,6.370,288.0,
374,10/01/16 09:00:00 PM,4.415,0.0,
375,10/02/16 03:00:00 AM,3.155,0.0,
376,10/02/16 09:00:00 AM,4.311,91.0,
377,10/02/16 03:00:00 PM,6.268,304.0,
378,10/02/16 09:00:00 PM,3.049,0.0,
379,10/03/16 03:00:00 AM,2.088,0.0,
380,10/03/16 09:00:00 AM,2.624,105.0,
381,10/03/16 03:00:00 PM,7.582,288.0,
382,10/03/16 09:00:00 PM,5.244,0.0,
383,10/04/16 03:00:00 AM,4.727,0.0,
384,10/04/16 09:00:00 AM,4.519,86.0,
385,10/04/16 03:00:00 PM,4.831,136.0,
386,10/04/16 09:00:00 PM,4.415,0.0,
387,10/05/16 03:00:00 AM,3.998,0.0,
388,10/05/16 09:00:00 AM,3.683,54.0,
389,10/05/16 03:00:00 PM,5.962,105.0,
390,10/05/16 09:00:00 PM,4.934,0.0,
391,10/06/16 03:00:00 AM,4.623,0.0,
392,10/06/16 09:00:00 AM,4.934,144.0,
393,10/06/16 03:00:00 PM,9.275,464.0,
394,10/06/16 09:00:00 PM,6.166,0.0,
395,10/07/16 03:00:00 AM,6.674,0.0,
396,10/07/16 09:00:00 AM,8.282,72.0,
397,10/07/16 03:00:00 PM,9.965,168.0,
398,10/07/16 09:00:00 PM,8.182,0.0,
399,10/08/16 03:00:00 AM,7.882,0.0,
400,10/08/16 09:00:00 AM,8.382,60.0,
401,10/08/16 03:00:00 PM,11.819,107.0,
402,10/08/16 09:00:00 PM,9.768,0.0,
403,10/09/16 03:00:00 AM,7.983,0.0,
404,10/09/16 09:00:00 AM,6.674,64.0,
405,10/09/16 03:00:00 PM,10.259,98.0,
406,10/09/16 09:00:00 PM,9.669,0.0,
407,10/10/16 03:00:00 AM,8.680,0.0,
408,10/10/16 09:00:00 AM,8.779,120.0,
409,10/10/16 03:00:00 PM,10.846,368.0,
410,10/10/16 09:00:00 PM,7.682,0.0,
411,10/11/16 03:00:00 AM,5.037,0.0,
412,10/11/16 09:00:00 AM,4.623,98.0,
413,10/11/16 03:00:00 PM,8.680,160.0,
414,10/11/16 09:00:00 PM,5.860,0.0,
415,10/12/16 03:00:00 AM,4.831,0.0,
416,10/12/16 09:00:00 AM,5.655,160.0,
417,10/12/16 03:00:00 PM,9.275,256.0,
418,10/12/16 09:00:00 PM,8.082,0.0,
419,10/13/16 03:00:00 AM,7.179,0.0,
420,10/13/16 09:00:00 AM,7.983,64.0,
421,10/13/16 03:00:00 PM,8.978,136.0,
422,10/13/16 09:00:00 PM,8.382,0.0,
423,10/14/16 03:00:00 AM,3.893,0.0,
424,10/14/16 09:00:00 AM,4.623,128.0,
425,10/14/16 03:00:00 PM,5.450,42.0,
426,10/14/16 09:00:00 PM,5.037,0.0,
427,10/15/16 03:00:00 AM,5.141,0.0,
428,10/15/16 09:00:00 AM,5.141,68.0,
429,10/15/16 03:00:00 PM,6.471,152.0,
430,10/15/16 09:00:00 PM,4.727,0.0,
431,10/16/16 03:00:00 AM,3.893,0.0,
432,10/16/16 09:00:00 AM,3.893,45.0,
433,10/16/16 03:00:00 PM,4.727,384.0,
434,10/16/16 09:00:00 PM,3.155,0.0,
435,10/17/16 03:00:00 AM,3.049,0.0,
436,10/17/16 09:00:00 AM,3.472,28.0,
437,10/17/16 03:00:00 PM,4.519,336.0,
438,10/17/16 09:00:00 PM,0.232,0.0,
439,10/18/16 03:00:00 AM,0.232,0.0,
440,10/18/16 09:00:00 AM,0.232,39.0,
441,10/18/16 03:00:00 PM,0.343,82.0,
442,10/18/16 09:00:00 PM,0.232,0.0,
443,10/19/16 03:00:00 AM,0.232,0.0,
444,10/19/16 09:00:00 AM,0.232,30.0,
445,10/19/16 03:00:00 PM,0.563,160.0,
446,10/19/16 09:00:00 PM,0.232,0.0,
447,10/20/16 03:00:00 AM,0.453,0.0,
448,10/20/16 09:00:00 AM,4.415,52.0,
449,10/20/16 03:00:00 PM,8.680,65.0,
450,10/20/16 09:00:00 PM,7.983,0.0,
451,10/21/16 03:00:00 AM,7.882,0.0,
452,10/21/16 09:00:00 AM,7.682,18.0,
453,10/21/16 03:00:00 PM,7.481,208.0,
454,10/21/16 09:00:00 PM,4.519,0.0,
455,10/22/16 03:00:00 AM,3.261,0.0,
456,10/22/16 09:00:00 AM,1.872,120.0,
457,10/22/16 03:00:00 PM,7.280,336.0,
458,10/22/16 09:00:00 PM,3.683,0.0,
459,10/23/16 03:00:00 AM,3.049,0.0,
460,10/23/16 09:00:00 AM,4.623,208.0,
461,10/23/16 03:00:00 PM,8.978,352.0,
462,10/23/16 09:00:00 PM,6.471,0.0,
463,10/24/16 03:00:00 AM,5.244,0.0,
464,10/24/16 09:00:00 AM,5.655,160.0,
465,10/24/16 03:00:00 PM,8.182,216.0,
466,10/24/16 09:00:00 PM,4.207,0.0,
467,10/25/16 03:00:00 AM,2.837,0.0,
468,10/25/16 09:00:00 AM,2.943,144.0,
469,10/25/16 03:00:00 PM,7.381,416.0,
470,10/25/16 09:00:00 PM,5.347,0.0,
471,10/26/16 03:00:00 AM,6.370,0.0,
472,10/26/16 09:00:00 AM,7.582,37.0,
473,10/26/16 03:00:00 PM,9.866,94.0,
474,10/26/16 09:00:00 PM,8.182,0.0,
475,10/27/16 03:00:00 AM,6.573,0.0,
476,10/27/16 09:00:00 AM,3.998,22.0,
477,10/27/16 03:00:00 PM,4.623,256.0,
478,10/27/16 09:00:00 PM,4.311,0.0,
479,10/28/16 03:00:00 AM,2.410,0.0,
480,10/28/16 09:00:00 AM,3.578,192.0,
481,10/28/16 03:00:00 PM,6.064,128.0,
482,10/28/16 09:00:00 PM,4.102,0.0,
483,10/29/16 03:00:00 AM,5.450,0.0,
484,10/29/16 09:00:00 AM,4.102,69.0,
485,10/29/16 03:00:00 PM,7.481,256.0,
486,10/29/16 09:00:00 PM,4.934,0.0,
487,10/30/16 03:00:00 AM,4.623,0.0,
488,10/30/16 09:00:00 AM,5.347,44.0,
489,10/30/16 03:00:00 PM,6.877,128.0,
490,10/30/16 09:00:00 PM,4.415,0.0,
491,10/31/16 03:00:00 AM,3.788,0.0,
492,10/31/16 09:00:00 AM,2.837,46.0,
493,10/31/16 03:00:00 PM,5.962,368.0,
494,10/31/16 09:00:00 PM,3.788,0.0,
495,11/01/16 03:00:00 AM,3.683,0.0,
496,11/01/16 09:00:00 AM,3.472,92.0,
497,11/01/16 03:00:00 PM,5.962,176.0,
498,11/01/16 09:00:00 PM,2.943,0.0,
499,11/02/16 03:00:00 AM,3.367,0.0,
500,11/02/16 09:00:00 AM,4.415,117.0,
501,11/02/16 03:00:00 PM,7.280,102.0,
502,11/02/16 09:00:00 PM,6.573,0.0,
503,11/03/16 03:00:00 AM,5.141,0.0,
504,11/03/16 09:00:00 AM,4.415,47.0,
505,11/03/16 03:00:00 PM,9.571,200.0,
506,11/03/16 09:00:00 PM,7.682,0.0,
507,11/04/16 03:00:00 AM,6.064,0.0,
508,11/04/16 09:00:00 AM,5.655,46.0,
509,11/04/16 03:00:00 PM,9.275,176.0,
510,11/04/16 09:00:00 PM,7.079,0.0,
511,11/05/16 03:00:00 AM,6.978,0.0,
512,11/05/16 09:00:00 AM,7.481,81.0,
513,11/05/16 03:00:00 PM,8.282,144.0,
514,11/05/16 09:00:00 PM,5.962,0.0,
515,11/06/16 03:00:00 AM,4.102,0.0,
516,11/06/16 09:00:00 AM,2.195,46.0,
517,11/06/16 03:00:00 PM,6.268,184.0,
518,11/06/16 09:00:00 PM,3.788,0.0,
519,11/07/16 03:00:00 AM,4.311,0.0,
520,11/07/16 09:00:00 AM,5.655,152.0,
521,11/07/16 03:00:00 PM,9.373,168.0,
522,11/07/16 09:00:00 PM,7.682,0.0,
523,11/08/16 03:00:00 AM,7.079,0.0,
524,11/08/16 09:00:00 AM,6.978,36.0,
525,11/08/16 03:00:00 PM,9.866,62.0,
526,11/08/16 09:00:00 PM,8.382,0.0,
527,11/09/16 03:00:00 AM,7.079,0.0,
528,11/09/16 09:00:00 AM,7.882,40.0,
529,11/09/16 03:00:00 PM,8.978,62.0,
530,11/09/16 09:00:00 PM,7.381,0.0,
531,11/10/16 03:00:00 AM,7.582,0.0,
532,11/10/16 09:00:00 AM,7.582,36.0,
533,11/10/16 03:00:00 PM,10.357,61.0,
