"Plot Title: 10169178"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Good Battery","Bad Battery","End Of File"
1,06/30/16 03:00:00 PM,20.329,320.0,3.12,Logged,,
2,06/30/16 09:00:00 PM,12.883,0.0,3.08,,,
3,07/01/16 03:00:00 AM,11.041,0.0,3.05,,,
4,07/01/16 09:00:00 AM,15.378,1024.0,3.03,,,
5,07/01/16 03:00:00 PM,20.996,400.0,3.05,,,
6,07/01/16 09:00:00 PM,14.996,0.0,3.05,,,
7,07/02/16 03:00:00 AM,12.980,0.0,3.01,,,
8,07/02/16 09:00:00 AM,17.284,1088.0,3.01,,,
9,07/02/16 03:00:00 PM,21.473,320.0,3.03,,,
10,07/02/16 09:00:00 PM,14.996,0.0,3.01,,,
11,07/03/16 03:00:00 AM,12.110,0.0,2.97,,,
12,07/03/16 09:00:00 AM,15.473,1408.0,2.97,,,
13,07/03/16 03:00:00 PM,18.996,320.0,3.01,,,
14,07/03/16 09:00:00 PM,12.304,0.0,2.97,,,
15,07/04/16 03:00:00 AM,9.768,0.0,2.93,,,
16,07/04/16 09:00:00 AM,14.134,1728.0,2.95,,,
17,07/04/16 03:00:00 PM,17.950,320.0,2.97,,,
18,07/04/16 09:00:00 PM,11.139,0.0,2.93,,,
19,07/05/16 03:00:00 AM,8.879,0.0,2.93,,,
20,07/05/16 09:00:00 AM,13.558,1920.0,2.93,,,
21,07/05/16 03:00:00 PM,17.760,320.0,2.97,,,
22,07/05/16 09:00:00 PM,10.944,0.0,2.91,,,
23,07/06/16 03:00:00 AM,9.373,0.0,2.91,,,
24,07/06/16 09:00:00 AM,13.846,960.0,2.93,,,
25,07/06/16 03:00:00 PM,18.806,496.0,2.95,,,
26,07/06/16 09:00:00 PM,12.883,0.0,2.93,,,
27,07/07/16 03:00:00 AM,10.455,0.0,2.89,,,
28,07/07/16 09:00:00 AM,15.091,608.0,2.91,,,
29,07/07/16 03:00:00 PM,19.758,432.0,2.93,,,
30,07/07/16 09:00:00 PM,10.846,0.0,2.89,,,
31,07/08/16 03:00:00 AM,9.866,0.0,2.87,,,
32,07/08/16 09:00:00 AM,10.063,72.0,2.87,,,
33,07/08/16 03:00:00 PM,11.722,256.0,2.89,,,
34,07/08/16 09:00:00 PM,9.472,0.0,2.89,,,
35,07/09/16 03:00:00 AM,8.182,0.0,2.87,,,
36,07/09/16 09:00:00 AM,9.176,304.0,2.87,,,
37,07/09/16 03:00:00 PM,10.651,168.0,2.87,,,
38,07/09/16 09:00:00 PM,7.782,0.0,2.87,,,
39,07/10/16 03:00:00 AM,6.674,0.0,2.87,,,
40,07/10/16 09:00:00 AM,6.166,128.0,2.85,,,
41,07/10/16 03:00:00 PM,7.682,144.0,2.87,,,
42,07/10/16 09:00:00 PM,8.082,0.0,2.87,,,
43,07/11/16 03:00:00 AM,7.882,0.0,2.87,,,
44,07/11/16 09:00:00 AM,9.571,2176.0,2.87,,,
45,07/11/16 03:00:00 PM,14.230,152.0,2.89,,,
46,07/11/16 09:00:00 PM,10.455,0.0,2.85,,,
47,07/12/16 03:00:00 AM,9.373,0.0,2.87,,,
48,07/12/16 09:00:00 AM,10.259,168.0,2.85,,,
49,07/12/16 03:00:00 PM,13.173,400.0,2.87,,,
50,07/12/16 09:00:00 PM,9.571,0.0,2.87,,,
51,07/13/16 03:00:00 AM,8.581,0.0,2.87,,,
