"Plot Title: 10166303"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","End Of File"
1,06/30/16 09:00:00 PM,12.207,0.0,2.83,,
2,07/01/16 03:00:00 AM,9.866,0.0,2.81,,
3,07/01/16 09:00:00 AM,10.748,136.0,2.83,,
4,07/01/16 03:00:00 PM,18.236,496.0,2.85,,
5,07/01/16 09:00:00 PM,13.942,0.0,2.85,,
6,07/02/16 03:00:00 AM,12.304,0.0,2.83,,
7,07/02/16 09:00:00 AM,12.980,108.0,2.85,,
8,07/02/16 03:00:00 PM,19.567,320.0,2.87,,
9,07/02/16 09:00:00 PM,13.942,0.0,2.85,,
10,07/03/16 03:00:00 AM,12.110,0.0,2.83,,
11,07/03/16 09:00:00 AM,11.625,126.0,2.83,,
12,07/03/16 03:00:00 PM,17.665,352.0,2.85,,
13,07/03/16 09:00:00 PM,12.013,0.0,2.85,,
14,07/04/16 03:00:00 AM,9.768,0.0,2.81,,
15,07/04/16 09:00:00 AM,9.866,114.0,2.81,,
16,07/04/16 03:00:00 PM,16.046,352.0,2.83,,
17,07/04/16 09:00:00 PM,10.944,0.0,2.83,,
18,07/05/16 03:00:00 AM,8.779,0.0,2.83,,
19,07/05/16 09:00:00 AM,9.472,112.0,2.83,,
20,07/05/16 03:00:00 PM,15.951,336.0,2.83,,
21,07/05/16 09:00:00 PM,10.748,0.0,2.83,,
22,07/06/16 03:00:00 AM,9.275,0.0,2.83,,
23,07/06/16 09:00:00 AM,10.553,144.0,2.81,,
24,07/06/16 03:00:00 PM,17.094,336.0,2.83,,
25,07/06/16 09:00:00 PM,12.207,0.0,2.83,,
26,07/07/16 03:00:00 AM,10.455,0.0,2.81,,
27,07/07/16 09:00:00 AM,12.401,400.0,2.83,,
28,07/07/16 03:00:00 PM,17.950,432.0,2.85,,
29,07/07/16 09:00:00 PM,11.625,0.0,2.83,,
30,07/08/16 03:00:00 AM,10.651,0.0,2.81,,
31,07/08/16 09:00:00 AM,10.748,85.0,2.81,,
32,07/08/16 03:00:00 PM,12.207,160.0,2.83,,
33,07/08/16 09:00:00 PM,10.161,0.0,2.81,,
34,07/09/16 03:00:00 AM,8.978,0.0,2.83,,
35,07/09/16 09:00:00 AM,10.063,232.0,2.81,,
36,07/09/16 03:00:00 PM,11.528,336.0,2.81,,
37,07/09/16 09:00:00 PM,8.978,0.0,2.81,,
38,07/10/16 03:00:00 AM,7.582,0.0,2.81,,
39,07/10/16 09:00:00 AM,7.682,168.0,2.79,,
40,07/10/16 03:00:00 PM,8.382,83.0,2.81,,
41,07/10/16 09:00:00 PM,8.581,0.0,2.81,,
42,07/11/16 03:00:00 AM,8.481,0.0,2.81,,
43,07/11/16 09:00:00 AM,9.472,248.0,2.81,,
44,07/11/16 03:00:00 PM,15.282,368.0,2.83,,
45,07/11/16 09:00:00 PM,11.041,0.0,2.81,,
46,07/12/16 03:00:00 AM,9.965,0.0,2.79,,
47,07/12/16 09:00:00 AM,10.748,232.0,2.81,,
48,07/12/16 03:00:00 PM,13.461,496.0,2.83,,
49,07/12/16 09:00:00 PM,10.357,0.0,2.79,,
50,07/13/16 03:00:00 AM,9.077,0.0,2.81,,
51,07/13/16 09:00:00 AM,9.965,101.0,2.79,,
52,07/13/16 03:00:00 PM,17.284,368.0,2.83,,
53,07/13/16 09:00:00 PM,12.883,0.0,2.83,,
54,07/14/16 03:00:00 AM,11.528,0.0,2.81,,
55,07/14/16 09:00:00 AM,11.916,105.0,2.81,,
56,07/14/16 03:00:00 PM,18.521,336.0,2.83,,
57,07/14/16 09:00:00 PM,12.883,0.0,2.83,,
58,07/15/16 03:00:00 AM,10.651,0.0,2.81,,
59,07/15/16 09:00:00 AM,10.357,75.0,2.81,,
60,07/15/16 03:00:00 PM,16.046,304.0,2.83,,
61,07/15/16 09:00:00 PM,11.041,0.0,2.81,,
62,07/16/16 03:00:00 AM,9.176,0.0,2.81,,
63,07/16/16 09:00:00 AM,9.669,39.0,2.79,,
64,07/16/16 03:00:00 PM,16.427,480.0,2.83,,
65,07/16/16 09:00:00 PM,11.528,0.0,2.81,,
66,07/17/16 03:00:00 AM,10.259,0.0,2.81,,
67,07/17/16 09:00:00 AM,11.431,232.0,2.81,,
68,07/17/16 03:00:00 PM,16.332,368.0,2.83,,
69,07/17/16 09:00:00 PM,11.819,0.0,2.81,,
70,07/18/16 03:00:00 AM,10.944,0.0,2.81,,
71,07/18/16 09:00:00 AM,11.431,416.0,2.81,,
72,07/18/16 03:00:00 PM,14.517,496.0,2.83,,
73,07/18/16 09:00:00 PM,11.334,0.0,2.81,,
74,07/19/16 03:00:00 AM,10.651,0.0,2.81,,
75,07/19/16 09:00:00 AM,11.139,99.0,2.81,,
76,07/19/16 03:00:00 PM,15.187,320.0,2.83,,
77,07/19/16 09:00:00 PM,11.334,0.0,2.81,,
78,07/20/16 03:00:00 AM,9.866,0.0,2.79,,
79,07/20/16 09:00:00 AM,10.553,93.0,2.81,,
80,07/20/16 03:00:00 PM,17.855,304.0,2.83,,
81,07/20/16 09:00:00 PM,13.654,0.0,2.83,,
82,07/21/16 03:00:00 AM,12.304,0.0,2.83,,
83,07/21/16 09:00:00 AM,12.690,91.0,2.83,,
84,07/21/16 03:00:00 PM,19.282,432.0,2.85,,
85,07/21/16 09:00:00 PM,13.365,0.0,2.83,,
86,07/22/16 03:00:00 AM,10.357,0.0,2.81,,
87,07/22/16 09:00:00 AM,11.334,464.0,2.81,,
88,07/22/16 03:00:00 PM,16.237,304.0,2.83,,
89,07/22/16 09:00:00 PM,11.916,0.0,2.81,,
90,07/23/16 03:00:00 AM,10.455,0.0,2.81,,
91,07/23/16 09:00:00 AM,10.651,85.0,2.81,,
92,07/23/16 03:00:00 PM,18.045,288.0,2.83,,
93,07/23/16 09:00:00 PM,13.365,0.0,2.83,,
94,07/24/16 03:00:00 AM,11.916,0.0,2.81,,
95,07/24/16 09:00:00 AM,12.690,88.0,2.83,,
96,07/24/16 03:00:00 PM,20.710,272.0,2.85,,
97,07/24/16 09:00:00 PM,15.569,0.0,2.83,,
98,07/25/16 03:00:00 AM,13.750,0.0,2.83,,
99,07/25/16 09:00:00 AM,14.038,90.0,2.83,,
100,07/25/16 03:00:00 PM,20.805,272.0,2.85,,
101,07/25/16 09:00:00 PM,15.378,0.0,2.83,,
102,07/26/16 03:00:00 AM,13.654,0.0,2.83,,
103,07/26/16 09:00:00 AM,13.942,89.0,2.83,,
104,07/26/16 03:00:00 PM,20.710,272.0,2.85,,
105,07/26/16 09:00:00 PM,15.569,0.0,2.83,,
106,07/27/16 03:00:00 AM,13.654,0.0,2.83,,
107,07/27/16 09:00:00 AM,13.750,93.0,2.83,,
108,07/27/16 03:00:00 PM,21.091,288.0,2.85,,
109,07/27/16 09:00:00 PM,16.332,0.0,2.83,,
110,07/28/16 03:00:00 AM,14.804,0.0,2.85,,
111,07/28/16 09:00:00 AM,15.282,96.0,2.83,,
112,07/28/16 03:00:00 PM,22.621,288.0,2.87,,
