"Plot Title: 10166287"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","Coupler Attached","Coupler Detached","Stopped","End Of File"
1,06/29/16 09:00:00 PM,11.528,0.0,2.93,,,,,
2,06/30/16 03:00:00 AM,6.877,0.0,2.93,,,,,
3,06/30/16 09:00:00 AM,40.645,23552.0,2.99,,,,,
4,06/30/16 03:00:00 PM,29.352,1728.0,2.99,,,,,
5,06/30/16 09:00:00 PM,10.553,0.0,2.95,,,,,
6,07/01/16 03:00:00 AM,6.370,0.0,2.93,,,,,
7,07/01/16 09:00:00 AM,39.615,22528.0,2.99,,,,,
8,07/01/16 03:00:00 PM,28.357,1984.0,2.99,,,,,
9,07/01/16 09:00:00 PM,13.365,0.0,2.97,,,,,
10,07/02/16 03:00:00 AM,9.768,0.0,2.93,,,,,
11,07/02/16 09:00:00 AM,40.300,22528.0,2.99,,,,,
12,07/02/16 03:00:00 PM,30.760,1536.0,2.97,,,,,
13,07/02/16 09:00:00 PM,13.076,0.0,2.97,,,,,
14,07/03/16 03:00:00 AM,9.176,0.0,2.95,,,,,
15,07/03/16 09:00:00 AM,37.714,22528.0,2.99,,,,,
16,07/03/16 03:00:00 PM,28.159,1600.0,2.99,,,,,
17,07/03/16 09:00:00 PM,9.866,0.0,2.95,,,,,
18,07/04/16 03:00:00 AM,6.268,0.0,2.93,,,,,
19,07/04/16 09:00:00 AM,33.743,22528.0,2.99,,,,,
20,07/04/16 03:00:00 PM,26.292,1536.0,2.99,,,,,
21,07/04/16 09:00:00 PM,9.077,0.0,2.97,,,,,
22,07/05/16 03:00:00 AM,5.037,0.0,2.93,,,,,
23,07/05/16 09:00:00 AM,32.600,22528.0,2.99,,,,,
24,07/05/16 03:00:00 PM,26.683,1536.0,2.99,,,,,
25,07/05/16 09:00:00 PM,9.077,0.0,2.97,,,,,
26,07/06/16 03:00:00 AM,5.757,0.0,2.93,,,,,
27,07/06/16 09:00:00 AM,24.158,2432.0,2.99,,,,,
28,07/06/16 03:00:00 PM,28.555,2560.0,2.99,,,,,
29,07/06/16 09:00:00 PM,10.748,0.0,2.95,,,,,
30,07/07/16 03:00:00 AM,7.179,0.0,2.95,,,,,
31,07/07/16 09:00:00 AM,35.756,6656.0,2.97,,,,,
32,07/07/16 03:00:00 PM,28.456,1536.0,2.99,,,,,
33,07/07/16 09:00:00 PM,12.980,0.0,2.97,,,,,
34,07/08/16 03:00:00 AM,11.819,0.0,2.95,,,,,
35,07/08/16 09:00:00 AM,13.076,304.0,2.95,,,,,
36,07/08/16 03:00:00 PM,15.378,416.0,2.95,,,,,
37,07/08/16 09:00:00 PM,11.819,0.0,2.95,,,,,
38,07/09/16 03:00:00 AM,9.965,0.0,2.93,,,,,
39,07/09/16 09:00:00 AM,15.282,1216.0,2.95,,,,,
40,07/09/16 03:00:00 PM,18.331,1600.0,2.97,,,,,
41,07/09/16 09:00:00 PM,10.553,0.0,2.93,,,,,
42,07/10/16 03:00:00 AM,8.879,0.0,2.95,,,,,
43,07/10/16 09:00:00 AM,12.013,992.0,2.93,,,,,
44,07/10/16 03:00:00 PM,11.431,352.0,2.93,,,,,
45,07/10/16 09:00:00 PM,10.259,0.0,2.93,,,,,
46,07/11/16 03:00:00 AM,9.768,0.0,2.93,,,,,
47,07/11/16 09:00:00 AM,28.060,17408.0,2.97,,,,,
48,07/11/16 03:00:00 PM,22.429,1536.0,2.95,,,,,
49,07/11/16 09:00:00 PM,11.139,0.0,2.93,,,,,
50,07/12/16 03:00:00 AM,10.748,0.0,2.93,,,,,
51,07/12/16 09:00:00 AM,28.456,17408.0,2.97,,,,,
52,07/12/16 03:00:00 PM,20.615,1024.0,2.95,,,,,
53,07/12/16 09:00:00 PM,10.161,0.0,2.93,,,,,
54,07/13/16 03:00:00 AM,6.573,0.0,2.91,,,,,
55,07/13/16 09:00:00 AM,26.488,22528.0,2.95,,,,,
56,07/13/16 03:00:00 PM,25.902,1600.0,2.95,,,,,
57,07/13/16 09:00:00 PM,12.401,0.0,2.95,,,,,
58,07/14/16 03:00:00 AM,8.978,0.0,2.93,,,,,
59,07/14/16 09:00:00 AM,28.754,18432.0,2.97,,,,,
60,07/14/16 03:00:00 PM,27.567,1600.0,2.97,,,,,
61,07/14/16 09:00:00 PM,11.625,0.0,2.95,,,,,
62,07/15/16 03:00:00 AM,7.782,0.0,2.93,,,,,
63,07/15/16 09:00:00 AM,31.574,21504.0,2.97,,,,,
64,07/15/16 03:00:00 PM,24.448,1536.0,2.97,,,,,
65,07/15/16 09:00:00 PM,9.472,0.0,2.95,,,,,
66,07/16/16 03:00:00 AM,6.471,0.0,2.93,,,,,
67,07/16/16 09:00:00 AM,27.173,3584.0,2.97,,,,,
68,07/16/16 03:00:00 PM,24.931,2176.0,2.99,,,,,
69,07/16/16 09:00:00 PM,10.259,0.0,2.93,,,,,
70,07/17/16 03:00:00 AM,9.571,0.0,2.95,,,,,
71,07/17/16 09:00:00 AM,16.713,1088.0,2.95,,,,,
72,07/17/16 03:00:00 PM,25.319,1600.0,2.97,,,,,
73,07/17/16 09:00:00 PM,14.038,0.0,2.97,,,,,
74,07/18/16 03:00:00 AM,12.690,0.0,2.95,,,,,
75,07/18/16 09:00:00 AM,16.618,992.0,2.95,,,,,
76,07/18/16 03:00:00 PM,22.908,608.0,2.97,,,,,
77,07/18/16 09:00:00 PM,11.722,0.0,2.95,,,,,
78,07/19/16 03:00:00 AM,11.916,0.0,2.93,,,,,
79,07/19/16 09:00:00 AM,16.046,896.0,2.95,,,,,
80,07/19/16 03:00:00 PM,23.677,800.0,2.97,,,,,
81,07/19/16 09:00:00 PM,10.063,0.0,2.93,,,,,
82,07/20/16 03:00:00 AM,6.877,0.0,2.91,,,,,
83,07/20/16 09:00:00 AM,23.966,10240.0,2.95,,,,,
84,07/20/16 03:00:00 PM,27.665,800.0,2.97,,,,,
85,07/20/16 09:00:00 PM,13.269,0.0,2.95,,,,,
86,07/21/16 03:00:00 AM,9.866,0.0,2.93,,,,,
87,07/21/16 09:00:00 AM,26.977,8192.0,2.95,,,,,
88,07/21/16 03:00:00 PM,29.352,1152.0,2.97,,,,,
89,07/21/16 09:00:00 PM,15.473,0.0,2.95,,,,,
90,07/22/16 03:00:00 AM,11.819,0.0,2.93,,,,,
91,07/22/16 09:00:00 AM,22.429,1536.0,2.95,,,,,
92,07/22/16 03:00:00 PM,25.125,800.0,2.95,,,,,
93,07/22/16 09:00:00 PM,10.357,0.0,2.93,,,,,
94,07/23/16 03:00:00 AM,7.179,0.0,2.93,,,,,
95,07/23/16 09:00:00 AM,23.581,3328.0,2.95,,,,,
96,07/23/16 03:00:00 PM,26.977,768.0,2.95,,,,,
97,07/23/16 09:00:00 PM,12.207,0.0,2.95,,,,,
98,07/24/16 03:00:00 AM,8.481,0.0,2.93,,,,,
99,07/24/16 09:00:00 AM,26.097,3328.0,2.95,,,,,
100,07/24/16 03:00:00 PM,30.760,768.0,2.95,,,,,
101,07/24/16 09:00:00 PM,15.282,0.0,2.95,,,,,
102,07/25/16 03:00:00 AM,11.236,0.0,2.93,,,,,
103,07/25/16 09:00:00 AM,29.352,3072.0,2.97,,,,,
104,07/25/16 03:00:00 PM,29.953,704.0,2.95,,,,,
105,07/25/16 09:00:00 PM,14.421,0.0,2.95,,,,,
106,07/26/16 03:00:00 AM,10.944,0.0,2.93,,,,,
107,07/26/16 09:00:00 AM,29.552,2688.0,2.97,,,,,
108,07/26/16 03:00:00 PM,30.054,704.0,2.95,,,,,
109,07/26/16 09:00:00 PM,14.230,0.0,2.95,,,,,
110,07/27/16 03:00:00 AM,10.063,0.0,2.93,,,,,
111,07/27/16 09:00:00 AM,29.152,2688.0,2.97,,,,,
112,07/27/16 03:00:00 PM,31.064,704.0,2.97,,,,,
113,07/27/16 09:00:00 PM,15.569,0.0,2.95,,,,,
114,07/28/16 03:00:00 AM,11.722,0.0,2.95,,,,,
115,07/28/16 09:00:00 AM,29.152,2304.0,2.97,,,,,
116,07/28/16 03:00:00 PM,33.430,608.0,2.97,,,,,
117,07/28/16 09:00:00 PM,17.950,0.0,2.97,,,,,
118,07/29/16 03:00:00 AM,13.750,0.0,2.95,,,,,
119,07/29/16 09:00:00 AM,29.552,2176.0,2.97,,,,,
120,07/29/16 03:00:00 PM,32.704,576.0,2.97,,,,,
121,07/29/16 09:00:00 PM,15.473,0.0,2.95,,,,,
122,07/30/16 03:00:00 AM,11.819,0.0,2.95,,,,,
123,07/30/16 09:00:00 AM,27.468,1600.0,2.95,,,,,
124,07/30/16 03:00:00 PM,29.352,432.0,2.97,,,,,
125,07/30/16 09:00:00 PM,11.528,0.0,2.95,,,,,
126,07/31/16 03:00:00 AM,7.280,0.0,2.93,,,,,
127,07/31/16 09:00:00 AM,22.429,1408.0,2.95,,,,,
128,07/31/16 03:00:00 PM,28.258,384.0,2.97,,,,,
129,07/31/16 09:00:00 PM,11.722,0.0,2.95,,,,,
130,08/01/16 03:00:00 AM,7.582,0.0,2.93,,,,,
131,08/01/16 09:00:00 AM,23.004,1216.0,2.95,,,,,
132,08/01/16 03:00:00 PM,29.252,320.0,2.97,,,,,
133,08/01/16 09:00:00 PM,11.625,0.0,2.95,,,,,
134,08/02/16 03:00:00 AM,7.079,0.0,2.93,,,,,
135,08/02/16 09:00:00 AM,14.900,124.0,2.95,,,,,
136,08/02/16 03:00:00 PM,22.908,304.0,2.97,,,,,
137,08/02/16 09:00:00 PM,7.882,0.0,2.93,,,,,
138,08/03/16 03:00:00 AM,4.934,0.0,2.91,,,,,
139,08/03/16 09:00:00 AM,23.677,1024.0,2.95,,,,,
140,08/03/16 03:00:00 PM,29.352,272.0,2.97,,,,,
141,08/03/16 09:00:00 PM,13.654,0.0,2.95,,,,,
142,08/04/16 03:00:00 AM,9.965,0.0,2.93,,,,,
143,08/04/16 09:00:00 AM,30.457,1088.0,2.95,,,,,
144,08/04/16 03:00:00 PM,32.394,256.0,2.97,,,,,
145,08/04/16 09:00:00 PM,15.664,0.0,2.95,,,,,
146,08/05/16 03:00:00 AM,12.497,0.0,2.95,,,,,
147,08/05/16 09:00:00 AM,29.752,896.0,2.95,,,,,
148,08/05/16 03:00:00 PM,28.754,232.0,2.97,,,,,
149,08/05/16 09:00:00 PM,10.553,0.0,2.93,,,,,
150,08/06/16 03:00:00 AM,6.471,0.0,2.93,,,,,
151,08/06/16 09:00:00 AM,26.879,896.0,2.95,,,,,
152,08/06/16 03:00:00 PM,27.075,224.0,2.97,,,,,
153,08/06/16 09:00:00 PM,9.472,0.0,2.95,,,,,
154,08/07/16 03:00:00 AM,5.655,0.0,2.91,,,,,
155,08/07/16 09:00:00 AM,26.977,864.0,2.95,,,,,
156,08/07/16 03:00:00 PM,27.370,400.0,2.97,,,,,
157,08/07/16 09:00:00 PM,9.965,0.0,2.93,,,,,
158,08/08/16 03:00:00 AM,6.370,0.0,2.91,,,,,
159,08/08/16 09:00:00 AM,24.545,320.0,2.97,,,,,
160,08/08/16 03:00:00 PM,20.996,128.0,2.95,,,,,
161,08/08/16 09:00:00 PM,11.722,0.0,2.93,,,,,
162,08/09/16 03:00:00 AM,9.669,0.0,2.91,,,,,
163,08/09/16 09:00:00 AM,16.713,216.0,2.95,,,,,
164,08/09/16 03:00:00 PM,20.424,127.0,2.95,,,,,
165,08/09/16 09:00:00 PM,8.879,0.0,2.93,,,,,
166,08/10/16 03:00:00 AM,6.268,0.0,2.91,,,,,
167,08/10/16 09:00:00 AM,23.484,512.0,2.95,,,,,
168,08/10/16 03:00:00 PM,26.390,77.0,2.95,,,,,
169,08/10/16 09:00:00 PM,12.690,0.0,2.93,,,,,
170,08/11/16 03:00:00 AM,8.879,0.0,2.93,,,,,
171,08/11/16 09:00:00 AM,30.558,480.0,2.93,,,,,
172,08/11/16 03:00:00 PM,30.760,113.0,2.95,,,,,
173,08/11/16 09:00:00 PM,15.951,0.0,2.95,,,,,
174,08/12/16 03:00:00 AM,11.334,0.0,2.93,,,,,
175,08/12/16 09:00:00 AM,32.291,464.0,2.95,,,,,
176,08/12/16 03:00:00 PM,32.086,111.0,2.97,,,,,
177,08/12/16 09:00:00 PM,16.332,0.0,2.95,,,,,
178,08/13/16 03:00:00 AM,12.013,0.0,2.93,,,,,
179,08/13/16 09:00:00 AM,33.430,448.0,2.95,,,,,
180,08/13/16 03:00:00 PM,32.807,120.0,2.97,,,,,
181,08/13/16 09:00:00 PM,16.523,0.0,2.95,,,,,
182,08/14/16 03:00:00 AM,13.173,0.0,2.95,,,,,
183,08/14/16 09:00:00 AM,28.853,168.0,2.97,,,,,
184,08/14/16 03:00:00 PM,31.472,107.0,2.97,,,,,
185,08/14/16 09:00:00 PM,14.230,0.0,2.95,,,,,
186,08/15/16 03:00:00 AM,8.978,0.0,2.93,,,,,
187,08/15/16 09:00:00 AM,31.880,416.0,2.95,,,,,
188,08/15/16 03:00:00 PM,30.558,107.0,2.95,,,,,
189,08/15/16 09:00:00 PM,13.846,0.0,2.95,,,,,
190,08/16/16 03:00:00 AM,10.651,0.0,2.93,,,,,
191,08/16/16 09:00:00 AM,31.166,384.0,2.95,,,,,
192,08/16/16 03:00:00 PM,30.862,102.0,2.97,,,,,
193,08/16/16 09:00:00 PM,14.230,0.0,2.95,,,,,
194,08/17/16 03:00:00 AM,9.373,0.0,2.95,,,,,
195,08/17/16 09:00:00 AM,28.953,384.0,2.95,,,,,
196,08/17/16 03:00:00 PM,29.352,96.0,2.97,,,,,
197,08/17/16 09:00:00 PM,13.846,0.0,2.95,,,,,
198,08/18/16 03:00:00 AM,10.259,0.0,2.93,,,,,
199,08/18/16 09:00:00 AM,35.542,384.0,2.95,,,,,
200,08/18/16 03:00:00 PM,35.222,105.0,2.95,,,,,
201,08/18/16 09:00:00 PM,18.996,0.0,2.97,,,,,
202,08/19/16 03:00:00 AM,16.427,0.0,2.95,,,,,
203,08/19/16 09:00:00 AM,34.163,320.0,2.97,,,,,
204,08/19/16 03:00:00 PM,34.163,116.0,2.97,,,,,
205,08/19/16 09:00:00 PM,19.092,0.0,2.97,,,,,
206,08/20/16 03:00:00 AM,12.980,0.0,2.95,,,,,
207,08/20/16 09:00:00 AM,33.014,384.0,2.95,,,,,
208,08/20/16 03:00:00 PM,33.639,102.0,2.97,,,,,
209,08/20/16 09:00:00 PM,15.664,0.0,2.95,,,,,
210,08/21/16 03:00:00 AM,11.041,0.0,2.93,,,,,
211,08/21/16 09:00:00 AM,31.574,400.0,2.95,,,,,
212,08/21/16 03:00:00 PM,29.652,107.0,2.97,,,,,
213,08/21/16 09:00:00 PM,12.110,0.0,2.95,,,,,
214,08/22/16 03:00:00 AM,7.882,0.0,2.93,,,,,
215,08/22/16 09:00:00 AM,28.060,400.0,2.95,,,,,
216,08/22/16 03:00:00 PM,28.060,125.0,2.97,,,,,
217,08/22/16 09:00:00 PM,8.382,0.0,2.93,,,,,
218,08/23/16 03:00:00 AM,5.347,0.0,2.91,,,,,
219,08/23/16 09:00:00 AM,25.902,400.0,2.93,,,,,
220,08/23/16 03:00:00 PM,28.159,105.0,2.97,,,,,
221,08/23/16 09:00:00 PM,11.236,0.0,2.93,,,,,
222,08/24/16 03:00:00 AM,7.179,0.0,2.93,,,,,
223,08/24/16 09:00:00 AM,30.255,400.0,2.93,,,,,
224,08/24/16 03:00:00 PM,28.853,105.0,2.97,,,,,
225,08/24/16 09:00:00 PM,13.846,0.0,2.95,,,,,
226,08/25/16 03:00:00 AM,11.625,0.0,2.93,,,,,
227,08/25/16 09:00:00 AM,31.574,368.0,2.95,,,,,
228,08/25/16 03:00:00 PM,29.752,105.0,2.95,,,,,
229,08/25/16 09:00:00 PM,17.475,0.0,2.95,,,,,
230,08/26/16 03:00:00 AM,13.461,0.0,2.95,,,,,
231,08/26/16 09:00:00 AM,29.452,368.0,2.95,,,,,
232,08/26/16 03:00:00 PM,31.370,109.0,2.95,,,,,
233,08/26/16 09:00:00 PM,14.613,0.0,2.95,,,,,
234,08/27/16 03:00:00 AM,10.357,0.0,2.93,,,,,
235,08/27/16 09:00:00 AM,27.370,336.0,2.95,,,,,
236,08/27/16 03:00:00 PM,29.053,89.0,2.97,,,,,
237,08/27/16 09:00:00 PM,12.980,0.0,2.95,,,,,
238,08/28/16 03:00:00 AM,9.571,0.0,2.93,,,,,
239,08/28/16 09:00:00 AM,26.683,304.0,2.93,,,,,
240,08/28/16 03:00:00 PM,30.356,92.0,2.95,,,,,
241,08/28/16 09:00:00 PM,14.038,0.0,2.95,,,,,
242,08/29/16 03:00:00 AM,10.161,0.0,2.91,,,,,
243,08/29/16 09:00:00 AM,25.708,320.0,2.93,,,,,
244,08/29/16 03:00:00 PM,30.154,126.0,2.95,,,,,
245,08/29/16 09:00:00 PM,12.594,0.0,2.93,,,,,
246,08/30/16 03:00:00 AM,10.161,0.0,2.91,,,,,
247,08/30/16 09:00:00 AM,17.475,105.0,2.95,,,,,
248,08/30/16 03:00:00 PM,22.429,92.0,2.95,,,,,
249,08/30/16 09:00:00 PM,8.282,0.0,2.93,,,,,
250,08/31/16 03:00:00 AM,5.244,0.0,2.89,,,,,
251,08/31/16 09:00:00 AM,22.333,352.0,2.93,,,,,
252,08/31/16 03:00:00 PM,24.062,76.0,2.95,,,,,
253,08/31/16 09:00:00 PM,14.038,0.0,2.93,,,,,
254,09/01/16 03:00:00 AM,9.965,0.0,2.91,,,,,
255,09/01/16 09:00:00 AM,19.092,144.0,2.95,,,,,
256,09/01/16 03:00:00 PM,23.196,110.0,2.95,,,,,
257,09/01/16 09:00:00 PM,11.236,0.0,2.91,,,,,
258,09/02/16 03:00:00 AM,9.373,0.0,2.91,,,,,
259,09/02/16 09:00:00 AM,11.528,40.0,2.91,,,,,
260,09/02/16 03:00:00 PM,17.189,65.0,2.93,,,,,
261,09/02/16 09:00:00 PM,8.779,0.0,2.91,,,,,
262,09/03/16 03:00:00 AM,6.471,0.0,2.89,,,,,
263,09/03/16 09:00:00 AM,12.980,90.0,2.91,,,,,
264,09/03/16 03:00:00 PM,19.662,128.0,2.91,,,,,
265,09/03/16 09:00:00 PM,5.962,0.0,2.89,,,,,
266,09/04/16 03:00:00 AM,1.764,0.0,2.89,,,,,
267,09/04/16 09:00:00 AM,11.139,86.0,2.89,,,,,
268,09/04/16 03:00:00 PM,16.903,128.0,2.91,,,,,
269,09/04/16 09:00:00 PM,3.788,0.0,2.89,,,,,
270,09/05/16 03:00:00 AM,1.330,0.0,2.87,,,,,
271,09/05/16 09:00:00 AM,14.134,336.0,2.89,,,,,
272,09/05/16 03:00:00 PM,19.092,84.0,2.93,,,,,
273,09/05/16 09:00:00 PM,6.064,0.0,2.87,,,,,
274,09/06/16 03:00:00 AM,5.552,0.0,2.87,,,,,
275,09/06/16 09:00:00 AM,11.139,38.0,2.89,,,,,
276,09/06/16 03:00:00 PM,14.230,35.0,2.91,,,,,
277,09/06/16 09:00:00 PM,11.528,0.0,2.89,,,,,
278,09/07/16 03:00:00 AM,11.236,0.0,2.89,,,,,
279,09/07/16 09:00:00 AM,16.046,208.0,2.91,,,,,
280,09/07/16 03:00:00 PM,18.616,88.0,2.93,,,,,
281,09/07/16 09:00:00 PM,8.978,0.0,2.89,,,,,
282,09/08/16 03:00:00 AM,5.347,0.0,2.87,,,,,
283,09/08/16 09:00:00 AM,15.187,336.0,2.87,,,,,
284,09/08/16 03:00:00 PM,21.378,136.0,2.91,,,,,
285,09/08/16 09:00:00 PM,7.582,0.0,2.89,,,,,
286,09/09/16 03:00:00 AM,3.367,0.0,2.89,,,,,
287,09/09/16 09:00:00 AM,14.996,352.0,2.89,,,,,
288,09/09/16 03:00:00 PM,21.951,90.0,2.91,,,,,
289,09/09/16 09:00:00 PM,9.373,0.0,2.89,,,,,
290,09/10/16 03:00:00 AM,6.775,0.0,2.87,,,,,
291,09/10/16 09:00:00 AM,16.713,304.0,2.89,,,,,
292,09/10/16 03:00:00 PM,24.931,84.0,2.93,,,,,
293,09/10/16 09:00:00 PM,11.139,0.0,2.89,,,,,
294,09/11/16 03:00:00 AM,7.481,0.0,2.89,,,,,
295,09/11/16 09:00:00 AM,22.142,272.0,2.91,,,,,
296,09/11/16 03:00:00 PM,19.567,88.0,2.93,,,,,
297,09/11/16 09:00:00 PM,4.831,0.0,2.87,,,,,
298,09/12/16 03:00:00 AM,3.049,0.0,2.89,,,,,
299,09/12/16 09:00:00 AM,13.846,128.0,2.89,,,,,
300,09/12/16 03:00:00 PM,18.616,112.0,2.91,,,,,
301,09/12/16 09:00:00 PM,8.779,0.0,2.89,,,,,
302,09/13/16 03:00:00 AM,7.280,0.0,2.87,,,,,
303,09/13/16 09:00:00 AM,10.944,103.0,2.87,,,,,
304,09/13/16 03:00:00 PM,20.710,122.0,2.91,,,,,
305,09/13/16 09:00:00 PM,8.382,0.0,2.89,,,,,
306,09/14/16 03:00:00 AM,2.943,0.0,2.89,,,,,
307,09/14/16 09:00:00 AM,9.373,200.0,2.89,,,,,
308,09/14/16 03:00:00 PM,21.569,116.0,2.91,,,,,
309,09/14/16 09:00:00 PM,7.179,0.0,2.87,,,,,
310,09/15/16 03:00:00 AM,4.207,0.0,2.89,,,,,
311,09/15/16 09:00:00 AM,9.965,168.0,2.87,,,,,
312,09/15/16 03:00:00 PM,24.158,113.0,2.93,,,,,
313,09/15/16 09:00:00 PM,9.768,0.0,2.89,,,,,
314,09/16/16 03:00:00 AM,6.674,0.0,2.87,,,,,
315,09/16/16 09:00:00 AM,10.259,176.0,2.87,,,,,
316,09/16/16 03:00:00 PM,24.835,119.0,2.93,,,,,
317,09/16/16 09:00:00 PM,11.819,0.0,2.89,,,,,
318,09/17/16 03:00:00 AM,9.077,0.0,2.89,,,,,
319,09/17/16 09:00:00 AM,18.045,152.0,2.91,,,,,
320,09/17/16 03:00:00 PM,15.473,25.0,2.91,,,,,
321,09/17/16 09:00:00 PM,13.173,0.0,2.91,,,,,
322,09/18/16 03:00:00 AM,13.269,0.0,2.91,,,,,
323,09/18/16 09:00:00 AM,14.709,62.0,2.91,,,,,
324,09/18/16 03:00:00 PM,18.521,128.0,2.91,,,,,
325,09/18/16 09:00:00 PM,12.207,0.0,2.89,,,,,
326,09/19/16 03:00:00 AM,8.581,0.0,2.89,,,,,
327,09/19/16 09:00:00 AM,8.978,216.0,2.87,,,,,
328,09/19/16 03:00:00 PM,18.426,168.0,2.91,,,,,
329,09/19/16 09:00:00 PM,6.674,0.0,2.87,,,,,
330,09/20/16 03:00:00 AM,6.877,0.0,2.87,,,,,
331,09/20/16 09:00:00 AM,11.431,136.0,2.87,,,,,
332,09/20/16 03:00:00 PM,15.855,128.0,2.89,,,,,
333,09/20/16 09:00:00 PM,4.727,0.0,2.89,,,,,
334,09/21/16 03:00:00 AM,1.980,0.0,2.87,,,,,
335,09/21/16 09:00:00 AM,4.623,152.0,2.87,,,,,
336,09/21/16 03:00:00 PM,10.651,10.0,2.87,,,,,
337,09/21/16 09:00:00 PM,5.757,0.0,2.87,,,,,
338,09/22/16 03:00:00 AM,5.450,0.0,2.87,,,,,
339,09/22/16 09:00:00 AM,7.381,16.0,2.87,,,,,
340,09/22/16 03:00:00 PM,11.722,176.0,2.87,,,,,
341,09/22/16 09:00:00 PM,4.311,0.0,2.87,,,,,
342,09/23/16 03:00:00 AM,4.623,0.0,2.89,,,,,
343,09/23/16 09:00:00 AM,9.373,136.0,2.87,,,,,
344,09/23/16 03:00:00 PM,9.571,48.0,2.89,,,,,
345,09/23/16 09:00:00 PM,9.077,0.0,2.87,,,,,
346,09/24/16 03:00:00 AM,5.141,0.0,2.87,,,,,
347,09/24/16 09:00:00 AM,11.334,224.0,2.87,,,,,
348,09/24/16 03:00:00 PM,16.808,115.0,2.89,,,,,
349,09/24/16 09:00:00 PM,6.775,0.0,2.87,,,,,
350,09/25/16 03:00:00 AM,5.347,0.0,2.87,,,,,
351,09/25/16 09:00:00 AM,8.779,53.0,2.87,,,,,
352,09/25/16 03:00:00 PM,23.100,119.0,2.91,,,,,
353,09/25/16 09:00:00 PM,12.690,0.0,2.89,,,,,
354,09/26/16 03:00:00 AM,11.041,0.0,2.87,,,,,
355,09/26/16 09:00:00 AM,11.625,56.0,2.87,,,,,
356,09/26/16 03:00:00 PM,24.351,122.0,2.91,,,,,
357,09/26/16 09:00:00 PM,12.013,0.0,2.89,,,,,
358,09/27/16 03:00:00 AM,9.571,0.0,2.89,,,,,
359,09/27/16 09:00:00 AM,10.161,69.0,2.87,,,,,
360,09/27/16 03:00:00 PM,21.473,108.0,2.91,,,,,
361,09/27/16 09:00:00 PM,11.041,0.0,2.89,,,,,
362,09/28/16 03:00:00 AM,8.282,0.0,2.87,,,,,
363,09/28/16 09:00:00 AM,16.427,160.0,2.89,,,,,
364,09/28/16 03:00:00 PM,20.805,114.0,2.91,,,,,
365,09/28/16 09:00:00 PM,9.768,0.0,2.87,,,,,
366,09/29/16 03:00:00 AM,6.877,0.0,2.87,,,,,
367,09/29/16 09:00:00 AM,11.625,75.0,2.87,,,,,
368,09/29/16 03:00:00 PM,18.426,136.0,2.91,,,,,
369,09/29/16 09:00:00 PM,7.983,0.0,2.87,,,,,
370,09/30/16 03:00:00 AM,5.962,0.0,2.87,,,,,
371,09/30/16 09:00:00 AM,6.064,30.0,2.87,,,,,
372,09/30/16 03:00:00 PM,17.094,160.0,2.89,,,,,
373,09/30/16 09:00:00 PM,6.166,0.0,2.87,,,,,
374,10/01/16 03:00:00 AM,5.244,0.0,2.87,,,,,
375,10/01/16 09:00:00 AM,7.782,44.0,2.87,,,,,
376,10/01/16 03:00:00 PM,10.553,232.0,2.87,,,,,
377,10/01/16 09:00:00 PM,5.244,0.0,2.87,,,,,
378,10/02/16 03:00:00 AM,3.788,0.0,2.87,,,,,
379,10/02/16 09:00:00 AM,8.282,85.0,2.87,,,,,
380,10/02/16 03:00:00 PM,12.110,136.0,2.87,,,,,
381,10/02/16 09:00:00 PM,5.655,0.0,2.87,,,,,
382,10/03/16 03:00:00 AM,3.893,0.0,2.87,,,,,
383,10/03/16 09:00:00 AM,7.882,104.0,2.87,,,,,
384,10/03/16 03:00:00 PM,11.528,97.0,2.87,,,,,
385,10/03/16 09:00:00 PM,7.179,0.0,2.87,,,,,
386,10/04/16 03:00:00 AM,6.877,0.0,2.87,,,,,
387,10/04/16 09:00:00 AM,7.682,24.0,2.87,,,,,
388,10/04/16 03:00:00 PM,9.077,30.0,2.87,,,,,
389,10/04/16 09:00:00 PM,6.573,0.0,2.87,,,,,
390,10/05/16 03:00:00 AM,5.962,0.0,2.85,,,,,
391,10/05/16 09:00:00 AM,7.280,24.0,2.87,,,,,
392,10/05/16 03:00:00 PM,8.282,5.0,2.87,,,,,
393,10/05/16 09:00:00 PM,7.079,0.0,2.87,,,,,
