"Plot Title: 10169181"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Good Battery","Bad Battery","End Of File"
1,06/30/16 03:00:00 PM,21.187,384.0,3.14,Logged,,
2,06/30/16 09:00:00 PM,13.173,0.0,3.14,,,
3,07/01/16 03:00:00 AM,11.236,0.0,3.10,,,
4,07/01/16 09:00:00 AM,14.134,232.0,3.10,,,
5,07/01/16 03:00:00 PM,21.760,480.0,3.10,,,
6,07/01/16 09:00:00 PM,15.473,0.0,3.08,,,
7,07/02/16 03:00:00 AM,13.269,0.0,3.08,,,
8,07/02/16 09:00:00 AM,16.141,208.0,3.05,,,
9,07/02/16 03:00:00 PM,22.142,432.0,3.08,,,
10,07/02/16 09:00:00 PM,15.282,0.0,3.05,,,
11,07/03/16 03:00:00 AM,12.207,0.0,3.05,,,
12,07/03/16 09:00:00 AM,13.654,216.0,3.05,,,
13,07/03/16 03:00:00 PM,19.662,416.0,3.03,,,
14,07/03/16 09:00:00 PM,12.497,0.0,3.03,,,
15,07/04/16 03:00:00 AM,9.768,0.0,3.01,,,
16,07/04/16 09:00:00 AM,12.013,232.0,3.01,,,
17,07/04/16 03:00:00 PM,18.331,432.0,3.03,,,
18,07/04/16 09:00:00 PM,11.041,0.0,3.01,,,
19,07/05/16 03:00:00 AM,8.879,0.0,2.99,,,
20,07/05/16 09:00:00 AM,11.334,232.0,2.99,,,
21,07/05/16 03:00:00 PM,17.950,464.0,3.01,,,
22,07/05/16 09:00:00 PM,11.041,0.0,2.99,,,
23,07/06/16 03:00:00 AM,9.373,0.0,2.99,,,
24,07/06/16 09:00:00 AM,12.304,288.0,2.99,,,
25,07/06/16 03:00:00 PM,18.996,576.0,3.01,,,
26,07/06/16 09:00:00 PM,13.269,0.0,2.99,,,
27,07/07/16 03:00:00 AM,10.553,0.0,2.97,,,
28,07/07/16 09:00:00 AM,14.038,416.0,2.99,,,
29,07/07/16 03:00:00 PM,19.758,432.0,2.97,,,
30,07/07/16 09:00:00 PM,10.748,0.0,2.97,,,
31,07/08/16 03:00:00 AM,9.571,0.0,2.97,,,
32,07/08/16 09:00:00 AM,9.669,85.0,2.95,,,
33,07/08/16 03:00:00 PM,11.334,304.0,2.95,,,
34,07/08/16 09:00:00 PM,9.176,0.0,2.95,,,
35,07/09/16 03:00:00 AM,7.983,0.0,2.93,,,
36,07/09/16 09:00:00 AM,8.581,288.0,2.93,,,
37,07/09/16 03:00:00 PM,10.259,200.0,2.93,,,
38,07/09/16 09:00:00 PM,7.582,0.0,2.93,,,
39,07/10/16 03:00:00 AM,6.268,0.0,2.91,,,
40,07/10/16 09:00:00 AM,5.552,152.0,2.91,,,
41,07/10/16 03:00:00 PM,7.280,168.0,2.91,,,
42,07/10/16 09:00:00 PM,7.882,0.0,2.91,,,
43,07/11/16 03:00:00 AM,7.682,0.0,2.91,,,
44,07/11/16 09:00:00 AM,8.680,320.0,2.93,,,
45,07/11/16 03:00:00 PM,14.325,256.0,2.95,,,
46,07/11/16 09:00:00 PM,10.553,0.0,2.93,,,
47,07/12/16 03:00:00 AM,9.176,0.0,2.93,,,
