"Plot Title: 10169147"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Bad Battery","End Of File"
1,06/30/16 09:00:00 PM,13.461,0.0,2.89,,
2,07/01/16 03:00:00 AM,10.846,0.0,2.87,,
3,07/01/16 09:00:00 AM,12.497,192.0,2.89,,
4,07/01/16 03:00:00 PM,20.234,480.0,2.91,,
5,07/01/16 09:00:00 PM,15.473,0.0,2.89,,
6,07/02/16 03:00:00 AM,13.269,0.0,2.89,,
7,07/02/16 09:00:00 AM,14.709,176.0,2.91,,
8,07/02/16 03:00:00 PM,22.142,496.0,2.91,,
9,07/02/16 09:00:00 PM,15.473,0.0,2.89,,
10,07/03/16 03:00:00 AM,13.076,0.0,2.89,,
11,07/03/16 09:00:00 AM,13.076,192.0,2.89,,
12,07/03/16 03:00:00 PM,19.472,448.0,2.91,,
13,07/03/16 09:00:00 PM,12.980,0.0,2.89,,
14,07/04/16 03:00:00 AM,10.357,0.0,2.87,,
15,07/04/16 09:00:00 AM,11.139,184.0,2.87,,
16,07/04/16 03:00:00 PM,17.950,448.0,2.91,,
17,07/04/16 09:00:00 PM,11.528,0.0,2.89,,
18,07/05/16 03:00:00 AM,9.176,0.0,2.89,,
19,07/05/16 09:00:00 AM,10.553,176.0,2.87,,
20,07/05/16 03:00:00 PM,17.665,432.0,2.91,,
21,07/05/16 09:00:00 PM,11.625,0.0,2.89,,
22,07/06/16 03:00:00 AM,9.866,0.0,2.87,,
23,07/06/16 09:00:00 AM,11.528,113.0,2.89,,
24,07/06/16 03:00:00 PM,18.140,336.0,2.91,,
25,07/06/16 09:00:00 PM,13.365,0.0,2.89,,
26,07/07/16 03:00:00 AM,11.139,0.0,2.87,,
27,07/07/16 09:00:00 AM,13.558,288.0,2.89,,
28,07/07/16 03:00:00 PM,18.711,272.0,2.91,,
29,07/07/16 09:00:00 PM,11.236,0.0,2.87,,
30,07/08/16 03:00:00 AM,10.259,0.0,2.87,,
31,07/08/16 09:00:00 AM,10.161,36.0,2.87,,
32,07/08/16 03:00:00 PM,11.625,77.0,2.87,,
33,07/08/16 09:00:00 PM,9.866,0.0,2.87,,
34,07/09/16 03:00:00 AM,8.481,0.0,2.87,,
35,07/09/16 09:00:00 AM,9.275,152.0,2.87,,
36,07/09/16 03:00:00 PM,10.357,184.0,2.87,,
37,07/09/16 09:00:00 PM,8.581,0.0,2.87,,
38,07/10/16 03:00:00 AM,6.978,0.0,2.87,,
39,07/10/16 09:00:00 AM,6.370,92.0,2.87,,
40,07/10/16 03:00:00 PM,7.682,39.0,2.87,,
41,07/10/16 09:00:00 PM,8.382,0.0,2.87,,
42,07/11/16 03:00:00 AM,8.082,0.0,2.87,,
43,07/11/16 09:00:00 AM,8.779,240.0,2.87,,
44,07/11/16 03:00:00 PM,14.325,432.0,2.89,,
45,07/11/16 09:00:00 PM,11.139,0.0,2.87,,
46,07/12/16 03:00:00 AM,9.768,0.0,2.85,,
47,07/12/16 09:00:00 AM,10.357,304.0,2.87,,
48,07/12/16 03:00:00 PM,12.787,176.0,2.89,,
49,07/12/16 09:00:00 PM,10.455,0.0,2.87,,
50,07/13/16 03:00:00 AM,9.077,0.0,2.87,,
51,07/13/16 09:00:00 AM,10.651,176.0,2.87,,
52,07/13/16 03:00:00 PM,17.760,416.0,2.89,,
53,07/13/16 09:00:00 PM,13.461,0.0,2.89,,
54,07/14/16 03:00:00 AM,12.013,0.0,2.87,,
55,07/14/16 09:00:00 AM,13.173,192.0,2.89,,
56,07/14/16 03:00:00 PM,19.377,416.0,2.91,,
57,07/14/16 09:00:00 PM,13.461,0.0,2.89,,
58,07/15/16 03:00:00 AM,10.944,0.0,2.87,,
59,07/15/16 09:00:00 AM,10.944,68.0,2.87,,
60,07/15/16 03:00:00 PM,16.332,416.0,2.89,,
61,07/15/16 09:00:00 PM,11.041,0.0,2.87,,
62,07/16/16 03:00:00 AM,9.275,0.0,2.87,,
63,07/16/16 09:00:00 AM,9.866,94.0,2.87,,
64,07/16/16 03:00:00 PM,16.427,480.0,2.89,,
65,07/16/16 09:00:00 PM,11.722,0.0,2.87,,
66,07/17/16 03:00:00 AM,9.965,0.0,2.87,,
67,07/17/16 09:00:00 AM,11.041,168.0,2.87,,
68,07/17/16 03:00:00 PM,15.951,432.0,2.89,,
69,07/17/16 09:00:00 PM,11.528,0.0,2.87,,
70,07/18/16 03:00:00 AM,10.651,0.0,2.87,,
71,07/18/16 09:00:00 AM,10.846,232.0,2.87,,
72,07/18/16 03:00:00 PM,14.325,248.0,2.89,,
73,07/18/16 09:00:00 PM,11.528,0.0,2.87,,
74,07/19/16 03:00:00 AM,10.553,0.0,2.87,,
75,07/19/16 09:00:00 AM,10.748,55.0,2.87,,
76,07/19/16 03:00:00 PM,15.473,400.0,2.87,,
77,07/19/16 09:00:00 PM,11.722,0.0,2.87,,
78,07/20/16 03:00:00 AM,9.965,0.0,2.87,,
79,07/20/16 09:00:00 AM,11.916,160.0,2.87,,
80,07/20/16 03:00:00 PM,19.758,400.0,2.89,,
81,07/20/16 09:00:00 PM,14.804,0.0,2.89,,
82,07/21/16 03:00:00 AM,13.269,0.0,2.89,,
83,07/21/16 09:00:00 AM,14.709,152.0,2.89,,
84,07/21/16 03:00:00 PM,20.805,496.0,2.89,,
85,07/21/16 09:00:00 PM,12.980,0.0,2.89,,
86,07/22/16 03:00:00 AM,9.669,0.0,2.87,,
87,07/22/16 09:00:00 AM,10.748,256.0,2.87,,
88,07/22/16 03:00:00 PM,16.903,400.0,2.89,,
89,07/22/16 09:00:00 PM,12.401,0.0,2.89,,
90,07/23/16 03:00:00 AM,10.748,0.0,2.87,,
91,07/23/16 09:00:00 AM,11.431,152.0,2.87,,
92,07/23/16 03:00:00 PM,19.758,400.0,2.89,,
93,07/23/16 09:00:00 PM,14.230,0.0,2.89,,
94,07/24/16 03:00:00 AM,12.497,0.0,2.89,,
95,07/24/16 09:00:00 AM,15.282,152.0,2.89,,
96,07/24/16 03:00:00 PM,23.677,384.0,2.91,,
97,07/24/16 09:00:00 PM,16.999,0.0,2.89,,
98,07/25/16 03:00:00 AM,14.613,0.0,2.91,,
99,07/25/16 09:00:00 AM,15.664,144.0,2.89,,
100,07/25/16 03:00:00 PM,22.621,384.0,2.91,,
101,07/25/16 09:00:00 PM,16.427,0.0,2.89,,
102,07/26/16 03:00:00 AM,14.421,0.0,2.91,,
103,07/26/16 09:00:00 AM,15.282,144.0,2.89,,
104,07/26/16 03:00:00 PM,22.908,448.0,2.91,,
105,07/26/16 09:00:00 PM,16.618,0.0,2.89,,
106,07/27/16 03:00:00 AM,14.421,0.0,2.91,,
107,07/27/16 09:00:00 AM,15.378,144.0,2.89,,
108,07/27/16 03:00:00 PM,24.351,432.0,2.93,,
109,07/27/16 09:00:00 PM,17.760,0.0,2.91,,
110,07/28/16 03:00:00 AM,15.951,0.0,2.89,,
111,07/28/16 09:00:00 AM,18.236,136.0,2.91,,
112,07/28/16 03:00:00 PM,26.683,384.0,2.91,,
113,07/28/16 09:00:00 PM,20.138,0.0,2.91,,
114,07/29/16 03:00:00 AM,18.045,0.0,2.91,,
115,07/29/16 09:00:00 AM,19.282,136.0,2.91,,
116,07/29/16 03:00:00 PM,26.000,400.0,2.91,,
117,07/29/16 09:00:00 PM,18.996,0.0,2.91,,
118,07/30/16 03:00:00 AM,16.427,0.0,2.91,,
119,07/30/16 09:00:00 AM,16.237,136.0,2.91,,
120,07/30/16 03:00:00 PM,22.046,400.0,2.91,,
121,07/30/16 09:00:00 PM,14.709,0.0,2.91,,
122,07/31/16 03:00:00 AM,11.819,0.0,2.89,,
123,07/31/16 09:00:00 AM,12.013,136.0,2.89,,
124,07/31/16 03:00:00 PM,21.187,384.0,2.91,,
125,07/31/16 09:00:00 PM,14.804,0.0,2.91,,
126,08/01/16 03:00:00 AM,12.401,0.0,2.89,,
127,08/01/16 09:00:00 AM,13.846,136.0,2.89,,
128,08/01/16 03:00:00 PM,22.333,384.0,2.91,,
129,08/01/16 09:00:00 PM,15.187,0.0,2.89,,
130,08/02/16 03:00:00 AM,11.236,0.0,2.89,,
131,08/02/16 09:00:00 AM,9.965,99.0,2.87,,
132,08/02/16 03:00:00 PM,16.237,416.0,2.89,,
133,08/02/16 09:00:00 PM,11.139,0.0,2.87,,
134,08/03/16 03:00:00 AM,9.472,0.0,2.89,,
135,08/03/16 09:00:00 AM,11.528,136.0,2.87,,
136,08/03/16 03:00:00 PM,21.951,384.0,2.91,,
137,08/03/16 09:00:00 PM,15.855,0.0,2.89,,
138,08/04/16 03:00:00 AM,15.664,0.0,2.89,,
139,08/04/16 09:00:00 AM,17.189,136.0,2.89,,
