"Plot Title: 10169151"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Good Battery","End Of File"
1,06/30/16 03:00:00 PM,23.484,432.0,3.17,Logged,
2,06/30/16 09:00:00 PM,13.461,0.0,3.12,,
3,07/01/16 03:00:00 AM,11.431,0.0,3.08,,
4,07/01/16 09:00:00 AM,12.883,184.0,3.08,,
5,07/01/16 03:00:00 PM,22.908,496.0,3.10,,
6,07/01/16 09:00:00 PM,15.282,0.0,3.05,,
7,07/02/16 03:00:00 AM,13.269,0.0,3.05,,
8,07/02/16 09:00:00 AM,14.804,160.0,3.05,,
9,07/02/16 03:00:00 PM,24.448,448.0,3.08,,
10,07/02/16 09:00:00 PM,15.282,0.0,3.03,,
11,07/03/16 03:00:00 AM,12.497,0.0,3.03,,
12,07/03/16 09:00:00 AM,13.076,176.0,3.01,,
13,07/03/16 03:00:00 PM,22.429,464.0,3.05,,
14,07/03/16 09:00:00 PM,12.594,0.0,3.01,,
15,07/04/16 03:00:00 AM,10.161,0.0,2.97,,
16,07/04/16 09:00:00 AM,11.236,192.0,2.97,,
17,07/04/16 03:00:00 PM,22.525,480.0,3.03,,
18,07/04/16 09:00:00 PM,11.431,0.0,2.99,,
19,07/05/16 03:00:00 AM,9.373,0.0,2.97,,
20,07/05/16 09:00:00 AM,10.748,192.0,2.95,,
21,07/05/16 03:00:00 PM,22.525,464.0,3.01,,
22,07/05/16 09:00:00 PM,11.139,0.0,2.97,,
23,07/06/16 03:00:00 AM,9.768,0.0,2.95,,
24,07/06/16 09:00:00 AM,11.431,248.0,2.95,,
25,07/06/16 03:00:00 PM,22.621,576.0,2.99,,
26,07/06/16 09:00:00 PM,13.076,0.0,2.97,,
27,07/07/16 03:00:00 AM,10.846,0.0,2.95,,
28,07/07/16 09:00:00 AM,13.076,320.0,2.95,,
29,07/07/16 03:00:00 PM,19.282,496.0,2.99,,
30,07/07/16 09:00:00 PM,10.944,0.0,2.93,,
31,07/08/16 03:00:00 AM,9.965,0.0,2.93,,
32,07/08/16 09:00:00 AM,9.965,83.0,2.91,,
33,07/08/16 03:00:00 PM,11.431,288.0,2.93,,
34,07/08/16 09:00:00 PM,9.571,0.0,2.93,,
35,07/09/16 03:00:00 AM,8.182,0.0,2.91,,
36,07/09/16 09:00:00 AM,8.779,272.0,2.91,,
37,07/09/16 03:00:00 PM,11.431,144.0,2.91,,
38,07/09/16 09:00:00 PM,7.682,0.0,2.89,,
39,07/10/16 03:00:00 AM,6.674,0.0,2.89,,
40,07/10/16 09:00:00 AM,5.962,136.0,2.87,,
41,07/10/16 03:00:00 PM,7.381,160.0,2.89,,
42,07/10/16 09:00:00 PM,7.983,0.0,2.89,,
43,07/11/16 03:00:00 AM,7.882,0.0,2.89,,
44,07/11/16 09:00:00 AM,8.779,168.0,2.89,,
45,07/11/16 03:00:00 PM,19.187,256.0,2.95,,
46,07/11/16 09:00:00 PM,10.944,0.0,2.91,,
47,07/12/16 03:00:00 AM,9.373,0.0,2.91,,
48,07/12/16 09:00:00 AM,9.669,192.0,2.89,,
49,07/12/16 03:00:00 PM,16.523,416.0,2.91,,
50,07/12/16 09:00:00 PM,9.965,0.0,2.89,,
51,07/13/16 03:00:00 AM,8.978,0.0,2.89,,
52,07/13/16 09:00:00 AM,10.259,192.0,2.89,,
53,07/13/16 03:00:00 PM,29.352,608.0,2.97,,
54,07/13/16 09:00:00 PM,13.269,0.0,2.93,,
55,07/14/16 03:00:00 AM,11.916,0.0,2.91,,
56,07/14/16 09:00:00 AM,12.690,208.0,2.91,,
57,07/14/16 03:00:00 PM,33.848,1344.0,2.97,,
58,07/14/16 09:00:00 PM,13.365,0.0,2.93,,
59,07/15/16 03:00:00 AM,10.944,0.0,2.91,,
60,07/15/16 09:00:00 AM,11.236,232.0,2.91,,
61,07/15/16 03:00:00 PM,32.600,4864.0,2.97,,
62,07/15/16 09:00:00 PM,10.553,0.0,2.91,,
63,07/16/16 03:00:00 AM,8.978,0.0,2.91,,
64,07/16/16 09:00:00 AM,9.768,232.0,2.89,,
65,07/16/16 03:00:00 PM,28.555,8704.0,2.95,,
66,07/16/16 09:00:00 PM,11.431,0.0,2.91,,
67,07/17/16 03:00:00 AM,10.063,0.0,2.89,,
68,07/17/16 09:00:00 AM,10.846,288.0,2.89,,
69,07/17/16 03:00:00 PM,17.094,1600.0,2.91,,
70,07/17/16 09:00:00 PM,11.236,0.0,2.89,,
71,07/18/16 03:00:00 AM,10.161,0.0,2.87,,
72,07/18/16 09:00:00 AM,10.748,272.0,2.89,,
73,07/18/16 03:00:00 PM,16.808,288.0,2.91,,
74,07/18/16 09:00:00 PM,11.139,0.0,2.89,,
75,07/19/16 03:00:00 AM,10.161,0.0,2.87,,
76,07/19/16 09:00:00 AM,10.748,352.0,2.87,,
77,07/19/16 03:00:00 PM,23.004,1856.0,2.93,,
78,07/19/16 09:00:00 PM,11.236,0.0,2.89,,
79,07/20/16 03:00:00 AM,10.161,0.0,2.87,,
80,07/20/16 09:00:00 AM,11.819,288.0,2.89,,
81,07/20/16 03:00:00 PM,32.704,1792.0,2.95,,
82,07/20/16 09:00:00 PM,14.517,0.0,2.93,,
83,07/21/16 03:00:00 AM,13.461,0.0,2.91,,
84,07/21/16 09:00:00 AM,14.709,288.0,2.91,,
85,07/21/16 03:00:00 PM,27.468,1856.0,2.95,,
86,07/21/16 09:00:00 PM,12.401,0.0,2.91,,
87,07/22/16 03:00:00 AM,9.176,0.0,2.89,,
88,07/22/16 09:00:00 AM,10.063,304.0,2.87,,
89,07/22/16 03:00:00 PM,34.585,6400.0,2.95,,
90,07/22/16 09:00:00 PM,12.013,0.0,2.91,,
91,07/23/16 03:00:00 AM,10.651,0.0,2.89,,
92,07/23/16 09:00:00 AM,11.819,200.0,2.89,,
93,07/23/16 03:00:00 PM,39.276,7680.0,2.95,,
94,07/23/16 09:00:00 PM,14.230,0.0,2.93,,
95,07/24/16 03:00:00 AM,13.076,0.0,2.91,,
96,07/24/16 09:00:00 AM,15.187,208.0,2.91,,
97,07/24/16 03:00:00 PM,41.341,5376.0,2.95,,
98,07/24/16 09:00:00 PM,16.999,0.0,2.93,,
99,07/25/16 03:00:00 AM,14.517,0.0,2.93,,
100,07/25/16 09:00:00 AM,15.664,224.0,2.91,,
101,07/25/16 03:00:00 PM,33.326,864.0,2.95,,
102,07/25/16 09:00:00 PM,16.141,0.0,2.93,,
103,07/26/16 03:00:00 AM,14.325,0.0,2.93,,
104,07/26/16 09:00:00 AM,15.473,232.0,2.91,,
105,07/26/16 03:00:00 PM,33.430,512.0,2.97,,
106,07/26/16 09:00:00 PM,16.618,0.0,2.93,,
107,07/27/16 03:00:00 AM,14.804,0.0,2.93,,
108,07/27/16 09:00:00 AM,15.855,256.0,2.91,,
109,07/27/16 03:00:00 PM,38.602,512.0,2.97,,
110,07/27/16 09:00:00 PM,17.855,0.0,2.95,,
111,07/28/16 03:00:00 AM,16.427,0.0,2.93,,
112,07/28/16 09:00:00 AM,18.236,304.0,2.93,,
113,07/28/16 03:00:00 PM,42.639,480.0,2.97,,
114,07/28/16 09:00:00 PM,20.234,0.0,2.95,,
115,07/29/16 03:00:00 AM,18.331,0.0,2.95,,
116,07/29/16 09:00:00 AM,19.662,336.0,2.93,,
117,07/29/16 03:00:00 PM,38.046,480.0,2.97,,
118,07/29/16 09:00:00 PM,18.806,0.0,2.95,,
119,07/30/16 03:00:00 AM,16.427,0.0,2.93,,
120,07/30/16 09:00:00 AM,16.523,352.0,2.93,,
121,07/30/16 03:00:00 PM,31.370,480.0,2.95,,
122,07/30/16 09:00:00 PM,14.230,0.0,2.93,,
123,07/31/16 03:00:00 AM,11.722,0.0,2.91,,
124,07/31/16 09:00:00 AM,12.401,272.0,2.91,,
125,07/31/16 03:00:00 PM,32.704,576.0,2.95,,
126,07/31/16 09:00:00 PM,14.804,0.0,2.93,,
127,08/01/16 03:00:00 AM,12.980,0.0,2.91,,
128,08/01/16 09:00:00 AM,14.230,200.0,2.93,,
129,08/01/16 03:00:00 PM,26.000,512.0,2.95,,
130,08/01/16 09:00:00 PM,14.709,0.0,2.93,,
131,08/02/16 03:00:00 AM,10.357,0.0,2.89,,
132,08/02/16 09:00:00 AM,9.768,200.0,2.89,,
133,08/02/16 03:00:00 PM,19.758,512.0,2.91,,
134,08/02/16 09:00:00 PM,10.553,0.0,2.89,,
135,08/03/16 03:00:00 AM,9.768,0.0,2.87,,
136,08/03/16 09:00:00 AM,11.916,208.0,2.89,,
137,08/03/16 03:00:00 PM,26.097,672.0,2.93,,
138,08/03/16 09:00:00 PM,16.618,0.0,2.91,,
139,08/04/16 03:00:00 AM,15.378,0.0,2.91,,
140,08/04/16 09:00:00 AM,16.427,192.0,2.91,,
141,08/04/16 03:00:00 PM,30.255,704.0,2.95,,
142,08/04/16 09:00:00 PM,18.236,0.0,2.93,,
143,08/05/16 03:00:00 AM,15.951,0.0,2.91,,
144,08/05/16 09:00:00 AM,14.996,144.0,2.93,,
145,08/05/16 03:00:00 PM,23.388,512.0,2.95,,
146,08/05/16 09:00:00 PM,13.750,0.0,2.93,,
147,08/06/16 03:00:00 AM,11.041,0.0,2.89,,
