Plot Title: 10166316,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Coupler Detached,Stopped,End Of File
1,7/14/2015 21:00,11.236,0,3.08,,,,
2,7/15/2015 3:00,8.978,0,3.05,,,,
3,7/15/2015 9:00,12.401,448,3.05,,,,
4,7/15/2015 15:00,20.805,512,3.08,,,,
5,7/15/2015 21:00,11.528,0,3.03,,,,
6,7/16/2015 3:00,8.879,0,3.01,,,,
7,7/16/2015 9:00,15.664,1024,3.01,,,,
8,7/16/2015 15:00,19.092,512,3.03,,,,
9,7/16/2015 21:00,10.063,0,2.97,,,,
10,7/17/2015 3:00,7.481,0,2.95,,,,
11,7/17/2015 9:00,14.23,864,2.99,,,,
12,7/17/2015 15:00,21.282,496,3.01,,,,
13,7/17/2015 21:00,13.269,0,2.99,,,,
14,7/18/2015 3:00,12.69,0,2.97,,,,
15,7/18/2015 9:00,17.95,448,2.99,,,,
16,7/18/2015 15:00,25.513,480,3.01,,,,
17,7/18/2015 21:00,16.999,0,2.99,,,,
18,7/19/2015 3:00,14.709,0,2.99,,,,
19,7/19/2015 9:00,19.472,432,2.99,,,,
20,7/19/2015 15:00,25.805,480,2.99,,,,
21,7/19/2015 21:00,16.237,0,2.97,,,,
22,7/20/2015 3:00,12.98,0,2.95,,,,
23,7/20/2015 9:00,16.713,448,2.95,,,,
24,7/20/2015 15:00,23.966,480,2.99,,,,
25,7/20/2015 21:00,14.613,0,2.97,,,,
26,7/21/2015 3:00,11.916,0,2.93,,,,
27,7/21/2015 9:00,15.187,512,2.93,,,,
28,7/21/2015 15:00,20.996,480,2.95,,,,
29,7/21/2015 21:00,10.063,0,2.91,,,,
30,7/22/2015 3:00,7.381,0,2.89,,,,
31,7/22/2015 9:00,10.944,576,2.89,,,,
32,7/22/2015 15:00,17.95,512,2.93,,,,
33,7/22/2015 21:00,8.779,0,2.89,,,,
34,7/23/2015 3:00,6.978,0,2.87,,,,
35,7/23/2015 9:00,11.041,576,2.89,,,,
36,7/23/2015 15:00,18.236,480,2.93,,,,
37,7/23/2015 21:00,10.846,0,2.89,,,,
38,7/24/2015 3:00,8.879,0,2.89,,,,
39,7/24/2015 9:00,13.076,432,2.89,,,,
40,7/24/2015 15:00,19.567,480,2.93,,,,
41,7/24/2015 21:00,12.304,0,2.89,,,,
42,7/25/2015 3:00,9.768,0,2.87,,,,
43,7/25/2015 9:00,16.618,1728,2.91,,,,
44,7/25/2015 15:00,15.951,992,2.89,,,,
45,7/25/2015 21:00,11.041,0,2.87,,,,
46,7/26/2015 3:00,9.275,0,2.87,,,,
47,7/26/2015 9:00,11.334,1152,2.87,,,,
48,7/26/2015 15:00,15.664,1152,2.89,,,,
49,7/26/2015 21:00,9.077,0,2.87,,,,
50,7/27/2015 3:00,7.983,0,2.87,,,,
51,7/27/2015 9:00,13.654,1792,2.87,,,,
52,7/27/2015 15:00,17.284,480,2.89,,,,
53,7/27/2015 21:00,8.382,0,2.87,,,,
54,7/28/2015 3:00,6.775,0,2.85,,,,
55,7/28/2015 9:00,11.916,448,2.87,,,,
56,7/28/2015 15:00,22.238,480,2.91,,,,
57,7/28/2015 21:00,14.804,0,2.91,,,,
58,7/29/2015 3:00,11.722,0,2.87,,,,
59,7/29/2015 9:00,16.808,448,2.89,,,,
60,7/29/2015 15:00,26.292,480,2.93,,,,
61,7/29/2015 21:00,18.236,0,2.93,,,,
62,7/30/2015 3:00,16.141,0,2.91,,,,
63,7/30/2015 9:00,20.519,464,2.91,,,,
