Plot Title: 10169139,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Coupler Detached,Stopped,End Of File
1,7/14/2015 21:00,12.883,0,3.12,,,,
2,7/15/2015 3:00,10.748,0,3.08,,,,
3,7/15/2015 9:00,12.594,55,3.05,,,,
4,7/15/2015 15:00,19.853,91,3.05,,,,
5,7/15/2015 21:00,13.076,0,3.03,,,,
6,7/16/2015 3:00,10.651,0,3.01,,,,
7,7/16/2015 9:00,11.334,89,2.99,,,,
8,7/16/2015 15:00,17.855,91,3.01,,,,
9,7/16/2015 21:00,11.041,0,2.97,,,,
10,7/17/2015 3:00,8.978,0,2.97,,,,
11,7/17/2015 9:00,12.69,71,2.97,,,,
12,7/17/2015 15:00,20.138,88,2.97,,,,
13,7/17/2015 21:00,15.282,0,2.97,,,,
14,7/18/2015 3:00,14.996,0,2.97,,,,
15,7/18/2015 9:00,18.14,63,2.97,,,,
16,7/18/2015 15:00,24.931,87,2.99,,,,
17,7/18/2015 21:00,19.187,0,2.97,,,,
18,7/19/2015 3:00,17.95,0,2.95,,,,
19,7/19/2015 9:00,19.853,58,2.95,,,,
20,7/19/2015 15:00,25.028,87,2.95,,,,
21,7/19/2015 21:00,19.662,0,2.95,,,,
22,7/20/2015 3:00,16.332,0,2.93,,,,
23,7/20/2015 9:00,17.379,62,2.93,,,,
24,7/20/2015 15:00,23.484,85,2.95,,,,
25,7/20/2015 21:00,16.903,0,2.93,,,,
26,7/21/2015 3:00,14.996,0,2.93,,,,
27,7/21/2015 9:00,15.76,64,2.91,,,,
28,7/21/2015 15:00,20.138,82,2.91,,,,
29,7/21/2015 21:00,11.722,0,2.89,,,,
30,7/22/2015 3:00,9.472,0,2.89,,,,
31,7/22/2015 9:00,10.553,86,2.87,,,,
32,7/22/2015 15:00,17.57,91,2.89,,,,
33,7/22/2015 21:00,10.553,0,2.87,,,,
34,7/23/2015 3:00,9.275,0,2.87,,,,
35,7/23/2015 9:00,11.819,128,2.87,,,,
36,7/23/2015 15:00,19.092,95,2.91,,,,
37,7/23/2015 21:00,13.173,0,2.89,,,,
38,7/24/2015 3:00,11.041,0,2.87,,,,
39,7/24/2015 9:00,14.038,176,2.89,,,,
40,7/24/2015 15:00,20.234,136,2.89,,,,
41,7/24/2015 21:00,14.709,0,2.89,,,,
42,7/25/2015 3:00,11.431,0,2.87,,,,
43,7/25/2015 9:00,12.304,86,2.87,,,,
44,7/25/2015 15:00,12.69,71,2.87,,,,
45,7/25/2015 21:00,10.944,0,2.87,,,,
46,7/26/2015 3:00,9.176,0,2.87,,,,
47,7/26/2015 9:00,9.077,68,2.87,,,,
48,7/26/2015 15:00,11.916,73,2.85,,,,
49,7/26/2015 21:00,9.275,0,2.87,,,,
50,7/27/2015 3:00,8.382,0,2.87,,,,
51,7/27/2015 9:00,10.553,152,2.85,,,,
52,7/27/2015 15:00,19.948,288,2.87,,,,
53,7/27/2015 21:00,10.161,0,2.85,,,,
54,7/28/2015 3:00,8.68,0,2.87,,,,
55,7/28/2015 9:00,13.461,59,2.87,,,,
56,7/28/2015 15:00,25.61,304,2.89,,,,
57,7/28/2015 21:00,17.094,0,2.89,,,,
58,7/29/2015 3:00,14.517,0,2.89,,,,
59,7/29/2015 9:00,18.806,50,2.89,,,,
60,7/29/2015 15:00,28.555,200,2.91,,,,
61,7/29/2015 21:00,21.282,0,2.91,,,,
62,7/30/2015 3:00,19.377,0,2.91,,,,
63,7/30/2015 9:00,24.835,48,2.91,,,,
64,7/30/2015 15:00,31.064,103,2.91,,,,
65,7/30/2015 21:00,23.1,0,2.93,,,,
66,7/31/2015 3:00,22.046,0,2.91,,,,
67,7/31/2015 9:00,23.869,40,2.91,,,,
68,7/31/2015 15:00,30.76,81,2.91,,,,
69,7/31/2015 21:00,22.812,0,2.93,,,,
70,8/1/2015 3:00,21.378,0,2.91,,,,
71,8/1/2015 9:00,23.869,54,2.91,,,,
72,8/1/2015 15:00,30.76,84,2.91,,,,
73,8/1/2015 21:00,21.951,0,2.91,,,,
74,8/2/2015 3:00,19.092,0,2.91,,,,
75,8/2/2015 9:00,20.615,50,2.89,,,,
76,8/2/2015 15:00,23.966,61,2.91,,,,
77,8/2/2015 21:00,20.615,0,2.89,,,,
78,8/3/2015 3:00,18.331,0,2.91,,,,
79,8/3/2015 9:00,19.853,65,2.89,,,,
80,8/3/2015 15:00,22.429,62,2.89,,,,
81,8/3/2015 21:00,16.332,0,2.89,,,,
82,8/4/2015 3:00,15.091,0,2.87,,,,
83,8/4/2015 9:00,16.523,40,2.87,,,,
84,8/4/2015 15:00,22.046,71,2.89,,,,
85,8/4/2015 21:00,14.325,0,2.89,,,,
86,8/5/2015 3:00,11.916,0,2.87,,,,
87,8/5/2015 9:00,13.173,39,2.87,,,,
88,8/5/2015 15:00,19.567,67,2.89,,,,
89,8/5/2015 21:00,12.304,0,2.87,,,,
90,8/6/2015 3:00,11.041,0,2.85,,,,
91,8/6/2015 9:00,12.013,38,2.87,,,,
92,8/6/2015 15:00,20.71,65,2.87,,,,
93,8/6/2015 21:00,13.461,0,2.89,,,,
94,8/7/2015 3:00,12.207,0,2.87,,,,
95,8/7/2015 9:00,14.996,39,2.89,,,,
96,8/7/2015 15:00,21.282,65,2.89,,,,
97,8/7/2015 21:00,14.804,0,2.89,,,,
98,8/8/2015 3:00,12.207,0,2.87,,,,
99,8/8/2015 9:00,14.804,40,2.89,,,,
100,8/8/2015 15:00,20.138,66,2.87,,,,
101,8/8/2015 21:00,13.75,0,2.89,,,,
102,8/9/2015 3:00,11.819,0,2.87,,,,
103,8/9/2015 9:00,14.421,44,2.89,,,,
104,8/9/2015 15:00,18.616,54,2.89,,,,
105,8/9/2015 21:00,14.9,0,2.89,,,,
106,8/10/2015 3:00,11.916,0,2.87,,,,
107,8/10/2015 9:00,15.951,57,2.87,,,,
108,8/10/2015 15:00,20.043,64,2.87,,,,
109,8/10/2015 21:00,14.804,0,2.89,,,,
110,8/11/2015 3:00,12.69,0,2.87,,,,
111,8/11/2015 9:00,16.618,56,2.87,,,,
112,8/11/2015 15:00,23.004,81,2.89,,,,
113,8/11/2015 21:00,16.808,0,2.89,,,,
114,8/12/2015 3:00,14.325,0,2.89,,,,
115,8/12/2015 9:00,18.331,38,2.89,,,,
116,8/12/2015 15:00,24.738,69,2.91,,,,
117,8/12/2015 21:00,17.284,0,2.89,,,,
118,8/13/2015 3:00,15.187,0,2.87,,,,
119,8/13/2015 9:00,19.948,35,2.89,,,,
120,8/13/2015 15:00,23.869,61,2.91,,,,
121,8/13/2015 21:00,15.855,0,2.89,,,,
122,8/14/2015 3:00,12.207,0,2.89,,,,
123,8/14/2015 9:00,8.779,22,2.87,,,,
124,8/14/2015 15:00,12.883,58,2.87,,,,
125,8/14/2015 21:00,11.236,0,2.87,,,,
126,8/15/2015 3:00,10.259,0,2.85,,,,
127,8/15/2015 9:00,10.944,32,2.85,,,,
128,8/15/2015 15:00,18.331,79,2.89,,,,
129,8/15/2015 21:00,12.304,0,2.87,,,,
130,8/16/2015 3:00,10.259,0,2.85,,,,
131,8/16/2015 9:00,12.594,40,2.87,,,,
132,8/16/2015 15:00,21.855,75,2.89,,,,
133,8/16/2015 21:00,14.709,0,2.89,,,,
134,8/17/2015 3:00,13.461,0,2.89,,,,
135,8/17/2015 9:00,16.427,40,2.87,,,,
136,8/17/2015 15:00,25.222,75,2.89,,,,
137,8/17/2015 21:00,18.236,0,2.91,,,,
138,8/18/2015 3:00,17.665,0,2.89,,,,
139,8/18/2015 9:00,20.71,37,2.89,,,,
140,8/18/2015 15:00,29.053,75,2.91,,,,
141,8/18/2015 21:00,20.615,0,2.91,,,,
142,8/19/2015 3:00,20.138,0,2.89,,,,
143,8/19/2015 9:00,21.187,39,2.89,,,,
144,8/19/2015 15:00,27.173,72,2.91,,,,
145,8/19/2015 21:00,19.092,0,2.91,,,,
146,8/20/2015 3:00,15.664,0,2.89,,,,
147,8/20/2015 9:00,15.664,32,2.89,,,,
148,8/20/2015 15:00,21.664,67,2.89,,,,
149,8/20/2015 21:00,14.23,0,2.89,,,,
150,8/21/2015 3:00,11.722,0,2.87,,,,
151,8/21/2015 9:00,12.594,32,2.87,,,,
152,8/21/2015 15:00,18.996,72,2.89,,,,
153,8/21/2015 21:00,12.787,0,2.89,,,,
154,8/22/2015 3:00,10.748,0,2.87,,,,
155,8/22/2015 9:00,14.23,35,2.89,,,,
156,8/22/2015 15:00,25.513,70,2.89,,,,
157,8/22/2015 21:00,17.189,0,2.89,,,,
158,8/23/2015 3:00,19.377,0,2.91,,,,
159,8/23/2015 9:00,19.092,37,2.91,,,,
160,8/23/2015 15:00,23.484,91,2.91,,,,
161,8/23/2015 21:00,17.094,0,2.89,,,,
162,8/24/2015 3:00,15.282,0,2.89,,,,
163,8/24/2015 9:00,18.711,38,2.89,,,,
164,8/24/2015 15:00,23.484,69,2.91,,,,
165,8/24/2015 21:00,15.569,0,2.89,,,,
166,8/25/2015 3:00,13.846,0,2.89,,,,
167,8/25/2015 9:00,16.999,33,2.89,,,,
168,8/25/2015 15:00,23.677,68,2.91,,,,
169,8/25/2015 21:00,18.331,0,2.89,,,,
170,8/26/2015 3:00,16.808,0,2.89,,,,
171,8/26/2015 9:00,18.996,37,2.89,,,,
172,8/26/2015 15:00,23.196,59,2.91,,,,
173,8/26/2015 21:00,15.951,0,2.89,,,,
174,8/27/2015 3:00,15.378,0,2.89,,,,
175,8/27/2015 9:00,18.236,33,2.89,,,,
176,8/27/2015 15:00,25.125,79,2.89,,,,
177,8/27/2015 21:00,17.094,0,2.89,,,,
178,8/28/2015 3:00,13.846,0,2.89,,,,
179,8/28/2015 9:00,17.189,27,2.89,,,,
180,8/28/2015 15:00,22.429,69,2.89,,,,
181,8/28/2015 21:00,18.521,0,2.91,,,,
182,8/29/2015 3:00,15.664,0,2.89,,,,
183,8/29/2015 9:00,9.571,22,2.89,,,,
184,8/29/2015 15:00,12.013,21,2.87,,,,
185,8/29/2015 21:00,10.259,0,2.85,,,,
186,8/30/2015 3:00,9.176,0,2.87,,,,
187,8/30/2015 9:00,7.481,15,2.87,,,,
188,8/30/2015 15:00,8.382,24,2.87,,,,
189,8/30/2015 21:00,7.983,0,2.87,,,,
190,8/31/2015 3:00,7.381,0,2.87,,,,
191,8/31/2015 9:00,8.581,29,2.87,,,,
192,8/31/2015 15:00,14.804,69,2.87,,,,
193,8/31/2015 21:00,10.259,0,2.85,,,,
194,9/1/2015 3:00,8.581,0,2.87,,,,
195,9/1/2015 9:00,9.275,33,2.87,,,,
196,9/1/2015 15:00,16.618,71,2.87,,,,
197,9/1/2015 21:00,9.866,0,2.85,,,,
198,9/2/2015 3:00,8.382,0,2.87,,,,
199,9/2/2015 9:00,7.179,14,2.87,,,,
200,9/2/2015 15:00,8.382,10,2.87,,,,
201,9/2/2015 21:00,6.37,0,2.85,,,,
202,9/3/2015 3:00,4.831,0,2.83,,,,
203,9/3/2015 9:00,5.244,19,2.83,,,,
204,9/3/2015 15:00,7.28,30,2.85,,,,
205,9/3/2015 21:00,5.037,0,2.83,,,,
206,9/4/2015 3:00,4.519,0,2.85,,,,
207,9/4/2015 9:00,6.166,38,2.85,,,,
208,9/4/2015 15:00,1.003,17,2.83,,,,
209,9/4/2015 21:00,1.548,0,2.83,,,,
210,9/5/2015 3:00,2.837,0,2.83,,,,
211,9/5/2015 9:00,3.998,15,2.85,,,,
212,9/5/2015 15:00,5.757,28,2.83,,,,
213,9/5/2015 21:00,5.244,0,2.83,,,,
214,9/6/2015 3:00,4.727,0,2.85,,,,
215,9/6/2015 9:00,6.674,37,2.85,,,,
216,9/6/2015 15:00,12.013,118,2.85,,,,
217,9/6/2015 21:00,7.582,0,2.87,,,,
218,9/7/2015 3:00,6.674,0,2.85,,,,
219,9/7/2015 9:00,8.581,30,2.87,,,,
220,9/7/2015 15:00,16.808,98,2.87,,,,
221,9/7/2015 21:00,11.236,0,2.85,,,,
222,9/8/2015 3:00,10.846,0,2.85,,,,
223,9/8/2015 9:00,12.883,31,2.87,,,,
224,9/8/2015 15:00,21.187,88,2.87,,,,
225,9/8/2015 21:00,15.282,0,2.87,,,,
226,9/9/2015 3:00,16.237,0,2.87,,,,
227,9/9/2015 9:00,15.951,31,2.87,,,,
228,9/9/2015 15:00,22.717,95,2.89,,,,
229,9/9/2015 21:00,16.237,0,2.89,,,,
230,9/10/2015 3:00,15.282,0,2.87,,,,
231,9/10/2015 9:00,18.711,32,2.89,,,,
232,9/10/2015 15:00,24.738,81,2.91,,,,
233,9/10/2015 21:00,17.95,0,2.91,,,,
234,9/11/2015 3:00,18.711,0,2.91,,,,
235,9/11/2015 9:00,20.901,32,2.89,,,,
236,9/11/2015 15:00,28.754,152,2.91,,,,
237,9/11/2015 21:00,19.948,0,2.89,,,,
238,9/12/2015 3:00,20.234,0,2.89,,,,
239,9/12/2015 9:00,19.092,30,2.91,,,,
240,9/12/2015 15:00,26.488,160,2.89,,,,
241,9/12/2015 21:00,16.427,0,2.89,,,,
242,9/13/2015 3:00,14.23,0,2.91,,,,
243,9/13/2015 9:00,14.804,29,2.89,,,,
244,9/13/2015 15:00,19.853,200,2.89,,,,
245,9/13/2015 21:00,11.431,0,2.87,,,,
246,9/14/2015 3:00,9.472,0,2.89,,,,
247,9/14/2015 9:00,8.779,50,2.87,,,,
248,9/14/2015 15:00,10.553,32,2.87,,,,
249,9/14/2015 21:00,5.45,0,2.87,,,,
250,9/15/2015 3:00,3.683,0,2.87,,,,
251,9/15/2015 9:00,5.244,54,2.85,,,,
252,9/15/2015 15:00,7.28,72,2.87,,,,
253,9/15/2015 21:00,5.141,0,2.85,,,,
254,9/16/2015 3:00,4.311,0,2.85,,,,
255,9/16/2015 9:00,6.268,25,2.85,,,,
256,9/16/2015 15:00,7.481,12,2.87,,,,
257,9/16/2015 21:00,6.268,0,2.85,,,,
258,9/17/2015 3:00,5.347,0,2.85,,,,
259,9/17/2015 9:00,6.268,12,2.85,,,,
260,9/17/2015 15:00,7.381,7,2.85,,,,
261,9/17/2015 21:00,7.179,0,2.85,,,,
262,9/18/2015 3:00,5.757,0,2.85,,,,
263,9/18/2015 9:00,7.28,26,2.85,,,,
264,9/18/2015 15:00,13.558,107,2.87,,,,
265,9/18/2015 21:00,9.669,0,2.85,,,,
266,9/19/2015 3:00,8.581,0,2.87,,,,
267,9/19/2015 9:00,10.553,28,2.85,,,,
268,9/19/2015 15:00,16.999,86,2.87,,,,
269,9/19/2015 21:00,12.401,0,2.87,,,,
270,9/20/2015 3:00,12.11,0,2.87,,,,
271,9/20/2015 9:00,13.076,28,2.87,,,,
272,9/20/2015 15:00,18.616,70,2.89,,,,
273,9/20/2015 21:00,13.076,0,2.87,,,,
274,9/21/2015 3:00,11.528,0,2.87,,,,
275,9/21/2015 9:00,11.139,29,2.87,,,,
276,9/21/2015 15:00,17.76,79,2.87,,,,
277,9/21/2015 21:00,10.651,0,2.87,,,,
278,9/22/2015 3:00,9.571,0,2.87,,,,
279,9/22/2015 9:00,8.779,34,2.87,,,,
280,9/22/2015 15:00,15.282,96,2.87,,,,
281,9/22/2015 21:00,9.275,0,2.87,,,,
282,9/23/2015 3:00,8.481,0,2.87,,,,
283,9/23/2015 9:00,9.866,30,2.85,,,,
284,9/23/2015 15:00,16.237,84,2.87,,,,
285,9/23/2015 21:00,10.748,0,2.85,,,,
286,9/24/2015 3:00,13.269,0,2.87,,,,
287,9/24/2015 9:00,13.75,40,2.87,,,,
288,9/24/2015 15:00,19.092,127,2.89,,,,
289,9/24/2015 21:00,13.365,0,2.89,,,,
290,9/25/2015 3:00,12.883,0,2.87,,,,
291,9/25/2015 9:00,14.038,29,2.89,,,,
292,9/25/2015 15:00,16.808,29,2.89,,,,
293,9/25/2015 21:00,12.304,0,2.87,,,,
294,9/26/2015 3:00,10.161,0,2.85,,,,
295,9/26/2015 9:00,9.571,26,2.87,,,,
296,9/26/2015 15:00,13.654,416,2.87,,,,
297,9/26/2015 21:00,7.28,0,2.87,,,,
298,9/27/2015 3:00,5.244,0,2.85,,,,
299,9/27/2015 9:00,6.471,30,2.85,,,,
300,9/27/2015 15:00,14.134,136,2.87,,,,
301,9/27/2015 21:00,8.481,0,2.87,,,,
302,9/28/2015 3:00,10.455,0,2.85,,,,
303,9/28/2015 9:00,13.076,36,2.87,,,,
304,9/28/2015 15:00,20.138,90,2.87,,,,
305,9/28/2015 21:00,14.709,0,2.89,,,,
306,9/29/2015 3:00,14.804,0,2.89,,,,
307,9/29/2015 9:00,17.094,29,2.87,,,,
308,9/29/2015 15:00,19.758,66,2.87,,,,
309,9/29/2015 21:00,13.269,0,2.89,,,,
310,9/30/2015 3:00,11.236,0,2.87,,,,
311,9/30/2015 9:00,12.594,29,2.87,,,,
312,9/30/2015 15:00,18.521,77,2.89,,,,
313,9/30/2015 21:00,11.819,0,2.87,,,,
314,10/1/2015 3:00,11.236,0,2.87,,,,
315,10/1/2015 9:00,13.173,30,2.87,,,,
316,10/1/2015 15:00,16.808,80,2.87,,,,
317,10/1/2015 21:00,10.063,0,2.85,,,,
318,10/2/2015 3:00,8.879,0,2.87,,,,
319,10/2/2015 9:00,9.866,44,2.85,,,,
320,10/2/2015 15:00,14.134,38,2.87,,,,
321,10/2/2015 21:00,7.179,0,2.87,,,,
322,10/3/2015 3:00,5.86,0,2.87,,,,
323,10/3/2015 9:00,4.623,29,2.87,,,,
324,10/3/2015 15:00,7.782,66,2.87,,,,
325,10/3/2015 21:00,8.68,0,2.87,,,,
326,10/4/2015 3:00,8.581,0,2.87,,,,
327,10/4/2015 9:00,9.571,29,2.87,,,,
