Plot Title: 10169163,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Coupler Attached,Stopped,End Of File
1,7/13/2015 21:00,13.654,0,3.14,,,
2,7/14/2015 3:00,11.916,0,3.1,,,
3,7/14/2015 9:00,12.98,91,3.08,,,
4,7/14/2015 15:00,19.092,320,3.1,,,
5,7/14/2015 21:00,13.75,0,3.08,,,
6,7/15/2015 3:00,11.625,0,3.03,,,
7,7/15/2015 9:00,12.013,41,3.03,,,
8,7/15/2015 15:00,19.472,320,3.05,,,
9,7/15/2015 21:00,14.134,0,3.03,,,
10,7/16/2015 3:00,11.528,0,3.01,,,
11,7/16/2015 9:00,11.528,98,2.99,,,
12,7/16/2015 15:00,17.76,304,3.01,,,
13,7/16/2015 21:00,12.594,0,2.99,,,
14,7/17/2015 3:00,9.965,0,2.97,,,
15,7/17/2015 9:00,11.819,94,2.97,,,
16,7/17/2015 15:00,19.282,288,3.01,,,
17,7/17/2015 21:00,15.76,0,2.99,,,
18,7/18/2015 3:00,14.038,0,2.99,,,
19,7/18/2015 9:00,16.046,41,2.97,,,
20,7/18/2015 15:00,23.388,288,2.99,,,
21,7/18/2015 21:00,19.853,0,2.99,,,
22,7/19/2015 3:00,18.14,0,2.99,,,
23,7/19/2015 9:00,18.14,39,2.99,,,
24,7/19/2015 15:00,23.581,288,2.99,,,
25,7/19/2015 21:00,19.377,0,2.99,,,
26,7/20/2015 3:00,15.76,0,2.97,,,
27,7/20/2015 9:00,15.76,38,2.95,,,
28,7/20/2015 15:00,22.621,288,2.97,,,
29,7/20/2015 21:00,17.57,0,2.97,,,
30,7/21/2015 3:00,14.709,0,2.97,,,
31,7/21/2015 9:00,14.517,40,2.95,,,
32,7/21/2015 15:00,20.329,288,2.95,,,
33,7/21/2015 21:00,12.401,0,2.95,,,
34,7/22/2015 3:00,10.357,0,2.91,,,
35,7/22/2015 9:00,10.259,57,2.91,,,
36,7/22/2015 15:00,17.665,304,2.95,,,
37,7/22/2015 21:00,11.819,0,2.93,,,
38,7/23/2015 3:00,9.669,0,2.89,,,
39,7/23/2015 9:00,10.259,40,2.89,,,
40,7/23/2015 15:00,17.855,288,2.93,,,
41,7/23/2015 21:00,13.558,0,2.93,,,
42,7/24/2015 3:00,11.431,0,2.91,,,
43,7/24/2015 9:00,12.11,40,2.91,,,
44,7/24/2015 15:00,19.092,288,2.93,,,
45,7/24/2015 21:00,14.709,0,2.93,,,
46,7/25/2015 3:00,12.11,0,2.91,,,
47,7/25/2015 9:00,12.883,160,2.91,,,
48,7/25/2015 15:00,14.23,240,2.91,,,
49,7/25/2015 21:00,11.625,0,2.89,,,
50,7/26/2015 3:00,9.866,0,2.89,,,
51,7/26/2015 9:00,10.259,160,2.87,,,
52,7/26/2015 15:00,12.304,160,2.89,,,
53,7/26/2015 21:00,9.866,0,2.87,,,
54,7/27/2015 3:00,9.373,0,2.89,,,
55,7/27/2015 9:00,8.879,108,2.87,,,
56,7/27/2015 15:00,14.996,320,2.91,,,
57,7/27/2015 21:00,11.236,0,2.89,,,
58,7/28/2015 3:00,9.669,0,2.87,,,
59,7/28/2015 9:00,11.722,37,2.89,,,
60,7/28/2015 15:00,20.901,288,2.91,,,
