Plot Title: 10169156,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,End Of File
1,7/13/2015 21:00,14.038,0,2.91,,
2,7/14/2015 3:00,12.304,0,2.89,,
3,7/14/2015 9:00,12.98,70,2.89,,
4,7/14/2015 15:00,20.234,200,2.89,,
5,7/14/2015 21:00,14.134,0,2.91,,
6,7/15/2015 3:00,11.916,0,2.89,,
7,7/15/2015 9:00,12.207,53,2.89,,
8,7/15/2015 15:00,20.996,200,2.91,,
9,7/15/2015 21:00,14.613,0,2.91,,
10,7/16/2015 3:00,11.916,0,2.89,,
11,7/16/2015 9:00,11.625,71,2.89,,
12,7/16/2015 15:00,19.187,224,2.91,,
13,7/16/2015 21:00,13.076,0,2.89,,
14,7/17/2015 3:00,10.455,0,2.87,,
15,7/17/2015 9:00,12.013,107,2.89,,
16,7/17/2015 15:00,21.76,200,2.91,,
17,7/17/2015 21:00,16.046,0,2.89,,
18,7/18/2015 3:00,14.325,0,2.91,,
19,7/18/2015 9:00,16.618,57,2.91,,
20,7/18/2015 15:00,25.222,200,2.91,,
21,7/18/2015 21:00,19.948,0,2.91,,
22,7/19/2015 3:00,17.95,0,2.91,,
23,7/19/2015 9:00,17.95,55,2.91,,
24,7/19/2015 15:00,26,192,2.93,,
25,7/19/2015 21:00,19.567,0,2.93,,
26,7/20/2015 3:00,15.855,0,2.91,,
27,7/20/2015 9:00,15.76,53,2.91,,
28,7/20/2015 15:00,24.931,192,2.93,,
29,7/20/2015 21:00,17.95,0,2.91,,
30,7/21/2015 3:00,15.091,0,2.89,,
31,7/21/2015 9:00,14.613,54,2.91,,
32,7/21/2015 15:00,22.238,200,2.91,,
33,7/21/2015 21:00,12.98,0,2.91,,
34,7/22/2015 3:00,10.748,0,2.89,,
35,7/22/2015 9:00,10.553,38,2.89,,
36,7/22/2015 15:00,19.282,200,2.91,,
37,7/22/2015 21:00,12.207,0,2.89,,
38,7/23/2015 3:00,10.063,0,2.89,,
39,7/23/2015 9:00,10.553,52,2.89,,
40,7/23/2015 15:00,19.948,192,2.91,,
41,7/23/2015 21:00,14.134,0,2.91,,
42,7/24/2015 3:00,11.819,0,2.89,,
43,7/24/2015 9:00,12.401,53,2.89,,
44,7/24/2015 15:00,20.805,200,2.91,,
45,7/24/2015 21:00,15.282,0,2.89,,
46,7/25/2015 3:00,12.304,0,2.89,,
