"Plot Title: 10166273"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V","Coupler Attached","Coupler Detached","Host Connected","Stopped","End Of File"
397,10/21/15 03:00:00 PM,10.161,3.0,2.85,,,,,
398,10/21/15 09:00:00 PM,5.552,0.0,2.83,,,,,
399,10/22/15 03:00:00 AM,6.674,0.0,2.85,,,,,
400,10/22/15 09:00:00 AM,3.998,2.0,2.83,,,,,
401,10/22/15 03:00:00 PM,9.571,2.0,2.87,,,,,
402,10/22/15 09:00:00 PM,2.517,0.0,2.83,,,,,
403,10/23/15 03:00:00 AM,0.893,0.0,2.81,,,,,
404,10/23/15 09:00:00 AM,3.472,1.0,2.83,,,,,
405,10/23/15 03:00:00 PM,13.654,8.0,2.85,,,,,
406,10/23/15 09:00:00 PM,7.079,0.0,2.85,,,,,
407,10/24/15 03:00:00 AM,6.775,0.0,2.85,,,,,
408,10/24/15 09:00:00 AM,10.161,9.0,2.85,,,,,
409,10/24/15 03:00:00 PM,10.846,1.0,2.85,,,,,
410,10/24/15 09:00:00 PM,5.450,0.0,2.83,,,,,
411,10/25/15 03:00:00 AM,5.244,0.0,2.83,,,,,
412,10/25/15 09:00:00 AM,7.079,0.0,2.85,,,,,
413,10/25/15 03:00:00 PM,7.983,0.0,2.85,,,,,
414,10/25/15 09:00:00 PM,6.370,0.0,2.83,,,,,
415,10/26/15 03:00:00 AM,5.655,0.0,2.83,,,,,
416,10/26/15 09:00:00 AM,8.879,7.0,2.85,,,,,
417,10/26/15 03:00:00 PM,7.481,2.0,2.85,,,,,
418,10/26/15 09:00:00 PM,1.764,0.0,2.81,,,,,
419,10/27/15 03:00:00 AM,1.112,0.0,2.81,,,,,
420,10/27/15 09:00:00 AM,6.775,6.0,2.83,,,,,
421,10/27/15 03:00:00 PM,12.013,3.0,2.85,,,,,
422,10/27/15 09:00:00 PM,7.481,0.0,2.83,,,,,
423,10/28/15 03:00:00 AM,7.280,0.0,2.83,,,,,
424,10/28/15 09:00:00 AM,7.882,0.0,2.85,,,,,
425,10/28/15 03:00:00 PM,9.373,1.0,2.85,,,,,
426,10/28/15 09:00:00 PM,7.179,0.0,2.83,,,,,
427,10/29/15 03:00:00 AM,7.280,0.0,2.83,,,,,
428,10/29/15 09:00:00 AM,8.382,6.0,2.85,,,,,
429,10/29/15 03:00:00 PM,11.431,11.0,2.85,,,,,
430,10/29/15 09:00:00 PM,6.674,0.0,2.83,,,,,
431,10/30/15 03:00:00 AM,6.268,0.0,2.83,,,,,
432,10/30/15 09:00:00 AM,7.481,1.0,2.83,,,,,
433,10/30/15 03:00:00 PM,9.965,0.0,2.83,,,,,
434,10/30/15 09:00:00 PM,9.373,0.0,2.85,,,,,
435,10/31/15 03:00:00 AM,9.571,0.0,2.85,,,,,
436,10/31/15 09:00:00 AM,9.965,0.0,2.85,,,,,
437,10/31/15 03:00:00 PM,10.259,0.0,2.85,,,,,
438,10/31/15 09:00:00 PM,9.077,0.0,2.85,,,,,
439,11/01/15 03:00:00 AM,6.877,0.0,2.83,,,,,
440,11/01/15 09:00:00 AM,6.166,0.0,2.83,,,,,
441,11/01/15 03:00:00 PM,5.962,0.0,2.83,,,,,
442,11/01/15 09:00:00 PM,4.415,0.0,2.83,,,,,
443,11/02/15 03:00:00 AM,3.893,0.0,2.83,,,,,
444,11/02/15 09:00:00 AM,4.102,2.0,2.83,,,,,
445,11/02/15 03:00:00 PM,6.978,2.0,2.83,,,,,
446,11/02/15 09:00:00 PM,3.683,0.0,2.83,,,,,
447,11/03/15 03:00:00 AM,2.088,0.0,2.81,,,,,
448,11/03/15 09:00:00 AM,5.757,13.0,2.81,,,,,
449,11/03/15 03:00:00 PM,2.088,1.0,2.81,,,,,
450,11/03/15 09:00:00 PM,0.893,0.0,2.79,,,,,
451,11/04/15 03:00:00 AM,-1.228,0.0,2.79,,,,,
452,11/04/15 09:00:00 AM,-0.887,0.0,2.79,,,,,
453,11/04/15 03:00:00 PM,1.330,0.0,2.79,,,,,
454,11/04/15 09:00:00 PM,0.453,0.0,2.77,,,,,
455,11/05/15 03:00:00 AM,0.453,0.0,2.77,,,,,
456,11/05/15 09:00:00 AM,1.548,1.0,2.79,,,,,
457,11/05/15 03:00:00 PM,3.683,0.0,2.81,,,,,
458,11/05/15 09:00:00 PM,3.155,0.0,2.81,,,,,
459,11/06/15 03:00:00 AM,1.221,0.0,2.79,,,,,
460,11/06/15 09:00:00 AM,0.343,0.0,2.77,,,,,
461,11/06/15 03:00:00 PM,4.415,0.0,2.81,,,,,
462,11/06/15 09:00:00 PM,1.330,0.0,2.79,,,,,
463,11/07/15 03:00:00 AM,0.674,0.0,2.77,,,,,
464,11/07/15 09:00:00 AM,1.221,5.0,2.79,,,,,
465,11/07/15 03:00:00 PM,8.182,3.0,2.83,,,,,
466,11/07/15 09:00:00 PM,5.141,0.0,2.81,,,,,
467,11/08/15 03:00:00 AM,4.727,0.0,2.81,,,,,
468,11/08/15 09:00:00 AM,3.683,2.0,2.81,,,,,
469,11/08/15 03:00:00 PM,3.893,4.0,2.81,,,,,
470,11/08/15 09:00:00 PM,1.330,0.0,2.79,,,,,
471,11/09/15 03:00:00 AM,1.439,0.0,2.79,,,,,
472,11/09/15 09:00:00 AM,1.439,0.0,2.79,,,,,
473,11/09/15 03:00:00 PM,1.330,0.0,2.79,,,,,
474,11/09/15 09:00:00 PM,1.221,0.0,2.79,,,,,
475,11/10/15 03:00:00 AM,1.112,0.0,2.77,,,,,
476,11/10/15 09:00:00 AM,1.221,0.0,2.79,,,,,
477,11/10/15 03:00:00 PM,1.330,0.0,2.79,,,,,
478,11/10/15 09:00:00 PM,1.330,0.0,2.77,,,,,
479,11/11/15 03:00:00 AM,1.330,0.0,2.77,,,,,
480,11/11/15 09:00:00 AM,1.112,0.0,2.77,,,,,
481,11/11/15 03:00:00 PM,1.112,0.0,2.77,,,,,
482,11/11/15 09:00:00 PM,1.112,0.0,2.77,,,,,
483,11/12/15 03:00:00 AM,1.003,0.0,2.77,,,,,
484,11/12/15 09:00:00 AM,0.232,0.0,2.77,,,,,
485,11/12/15 03:00:00 PM,0.893,0.0,2.77,,,,,
486,11/12/15 09:00:00 PM,1.003,0.0,2.77,,,,,
487,11/13/15 03:00:00 AM,0.784,0.0,2.77,,,,,
488,11/13/15 09:00:00 AM,0.784,0.0,2.77,,,,,
489,11/13/15 03:00:00 PM,0.893,0.0,2.77,,,,,
490,11/13/15 09:00:00 PM,0.893,0.0,2.77,,,,,
491,11/14/15 03:00:00 AM,0.893,0.0,2.77,,,,,
492,11/14/15 09:00:00 AM,1.656,2.0,2.77,,,,,
493,11/14/15 03:00:00 PM,6.064,4.0,2.79,,,,,
494,11/14/15 09:00:00 PM,1.221,0.0,2.77,,,,,
495,11/15/15 03:00:00 AM,2.195,0.0,2.79,,,,,
496,11/15/15 09:00:00 AM,1.003,0.0,2.77,,,,,
497,11/15/15 03:00:00 PM,1.003,0.0,2.77,,,,,
498,11/15/15 09:00:00 PM,1.003,0.0,2.77,,,,,
499,11/16/15 03:00:00 AM,1.003,0.0,2.77,,,,,
500,11/16/15 09:00:00 AM,1.003,0.0,2.77,,,,,
501,11/16/15 03:00:00 PM,1.003,0.0,2.77,,,,,
502,11/16/15 09:00:00 PM,0.893,0.0,2.77,,,,,
503,11/17/15 03:00:00 AM,0.674,0.0,2.77,,,,,
504,11/17/15 09:00:00 AM,0.563,0.0,2.77,,,,,
505,11/17/15 03:00:00 PM,0.453,0.0,2.77,,,,,
506,11/17/15 09:00:00 PM,0.232,0.0,2.77,,,,,
507,11/18/15 03:00:00 AM,0.343,0.0,2.77,,,,,
508,11/18/15 09:00:00 AM,0.453,0.0,2.77,,,,,
509,11/18/15 03:00:00 PM,0.563,0.0,2.77,,,,,
510,11/18/15 09:00:00 PM,0.563,0.0,2.77,,,,,
511,11/19/15 03:00:00 AM,0.453,0.0,2.77,,,,,
512,11/19/15 09:00:00 AM,0.232,0.0,2.77,,,,,
513,11/19/15 03:00:00 PM,0.563,0.0,2.77,,,,,
514,11/19/15 09:00:00 PM,0.893,0.0,2.77,,,,,
515,11/20/15 03:00:00 AM,0.784,0.0,2.77,,,,,
516,11/20/15 09:00:00 AM,-1.001,0.0,2.77,,,,,
517,11/20/15 03:00:00 PM,0.784,0.0,2.77,,,,,
518,11/20/15 09:00:00 PM,-1.001,0.0,2.77,,,,,
519,11/21/15 03:00:00 AM,-1.456,0.0,2.77,,,,,
520,11/21/15 09:00:00 AM,-1.001,0.0,2.77,,,,,
521,11/21/15 03:00:00 PM,0.343,0.0,2.77,,,,,
522,11/21/15 09:00:00 PM,-1.001,0.0,2.77,,,,,
523,11/22/15 03:00:00 AM,-1.001,0.0,2.77,,,,,
524,11/22/15 09:00:00 AM,-0.437,0.0,2.77,,,,,
525,11/22/15 03:00:00 PM,1.221,0.0,2.77,,,,,
526,11/22/15 09:00:00 PM,-0.437,0.0,2.77,,,,,
527,11/23/15 03:00:00 AM,-0.774,0.0,2.77,,,,,
528,11/23/15 09:00:00 AM,-0.437,0.0,2.77,,,,,
529,11/23/15 03:00:00 PM,1.003,0.0,2.77,,,,,
530,11/23/15 09:00:00 PM,0.563,0.0,2.77,,,,,
531,11/24/15 03:00:00 AM,0.674,0.0,2.77,,,,,
532,11/24/15 09:00:00 AM,0.784,0.0,2.77,,,,,
533,11/24/15 03:00:00 PM,0.784,0.0,2.77,,,,,
534,11/24/15 09:00:00 PM,0.784,0.0,2.77,,,,,
535,11/25/15 03:00:00 AM,0.784,0.0,2.77,,,,,
536,11/25/15 09:00:00 AM,0.893,0.0,2.77,,,,,
537,11/25/15 03:00:00 PM,0.893,0.0,2.77,,,,,
538,11/25/15 09:00:00 PM,0.784,0.0,2.77,,,,,
539,11/26/15 03:00:00 AM,0.784,0.0,2.77,,,,,
540,11/26/15 09:00:00 AM,0.674,0.0,2.77,,,,,
541,11/26/15 03:00:00 PM,0.784,0.0,2.77,,,,,
542,11/26/15 09:00:00 PM,0.784,0.0,2.77,,,,,
543,11/27/15 03:00:00 AM,0.674,0.0,2.77,,,,,
544,11/27/15 09:00:00 AM,0.674,0.0,2.77,,,,,
545,11/27/15 03:00:00 PM,0.674,0.0,2.77,,,,,
546,11/27/15 09:00:00 PM,0.674,0.0,2.77,,,,,
547,11/28/15 03:00:00 AM,0.674,0.0,2.77,,,,,
548,11/28/15 09:00:00 AM,0.563,0.0,2.77,,,,,
549,11/28/15 03:00:00 PM,0.563,0.0,2.77,,,,,
550,11/28/15 09:00:00 PM,0.563,0.0,2.77,,,,,
551,11/29/15 03:00:00 AM,0.453,0.0,2.77,,,,,
552,11/29/15 09:00:00 AM,0.343,0.0,2.77,,,,,
553,11/29/15 03:00:00 PM,0.563,0.0,2.77,,,,,
554,11/29/15 09:00:00 PM,0.563,0.0,2.77,,,,,
555,11/30/15 03:00:00 AM,0.343,0.0,2.77,,,,,
556,11/30/15 09:00:00 AM,0.232,0.0,2.77,,,,,
557,11/30/15 03:00:00 PM,0.563,0.0,2.77,,,,,
558,11/30/15 09:00:00 PM,0.563,0.0,2.77,,,,,
559,12/01/15 03:00:00 AM,0.674,0.0,2.77,,,,,
560,12/01/15 09:00:00 AM,0.674,0.0,2.77,,,,,
561,12/01/15 03:00:00 PM,0.674,0.0,2.77,,,,,
562,12/01/15 09:00:00 PM,0.674,0.0,2.77,,,,,
563,12/02/15 03:00:00 AM,0.563,0.0,2.77,,,,,
564,12/02/15 09:00:00 AM,0.453,0.0,2.77,,,,,
565,12/02/15 03:00:00 PM,0.453,0.0,2.77,,,,,
566,12/02/15 09:00:00 PM,0.453,0.0,2.77,,,,,
567,12/03/15 03:00:00 AM,0.453,0.0,2.77,,,,,
568,12/03/15 09:00:00 AM,0.563,0.0,2.77,,,,,
569,12/03/15 03:00:00 PM,0.563,0.0,2.77,,,,,
570,12/03/15 09:00:00 PM,0.563,0.0,2.77,,,,,
571,12/04/15 03:00:00 AM,0.563,0.0,2.77,,,,,
572,12/04/15 09:00:00 AM,0.563,0.0,2.77,,,,,
573,12/04/15 03:00:00 PM,0.563,0.0,2.77,,,,,
574,12/04/15 09:00:00 PM,0.563,0.0,2.77,,,,,
575,12/05/15 03:00:00 AM,0.563,0.0,2.77,,,,,
576,12/05/15 09:00:00 AM,0.563,0.0,2.77,,,,,
577,12/05/15 03:00:00 PM,0.563,0.0,2.77,,,,,
578,12/05/15 09:00:00 PM,0.563,0.0,2.77,,,,,
579,12/06/15 03:00:00 AM,0.563,0.0,2.77,,,,,
580,12/06/15 09:00:00 AM,0.563,0.0,2.77,,,,,
581,12/06/15 03:00:00 PM,0.563,0.0,2.77,,,,,
582,12/06/15 09:00:00 PM,0.453,0.0,2.77,,,,,
583,12/07/15 03:00:00 AM,0.453,0.0,2.77,,,,,
584,12/07/15 09:00:00 AM,0.343,0.0,2.77,,,,,
585,12/07/15 03:00:00 PM,0.343,0.0,2.77,,,,,
586,12/07/15 09:00:00 PM,0.343,0.0,2.77,,,,,
587,12/08/15 03:00:00 AM,1.003,0.0,2.77,,,,,
588,12/08/15 09:00:00 AM,5.552,0.0,2.79,,,,,
589,12/08/15 03:00:00 PM,7.582,0.0,2.81,,,,,
590,12/08/15 09:00:00 PM,5.860,0.0,2.81,,,,,
591,12/09/15 03:00:00 AM,5.552,0.0,2.81,,,,,
592,12/09/15 09:00:00 AM,0.893,0.0,2.79,,,,,
593,12/09/15 03:00:00 PM,0.893,0.0,2.77,,,,,
594,12/09/15 09:00:00 PM,0.784,0.0,2.77,,,,,
595,12/10/15 03:00:00 AM,0.674,0.0,2.77,,,,,
596,12/10/15 09:00:00 AM,0.674,0.0,2.77,,,,,
597,12/10/15 03:00:00 PM,0.674,0.0,2.77,,,,,
598,12/10/15 09:00:00 PM,0.674,0.0,2.77,,,,,
599,12/11/15 03:00:00 AM,0.674,0.0,2.77,,,,,
600,12/11/15 09:00:00 AM,0.674,0.0,2.77,,,,,
601,12/11/15 03:00:00 PM,0.674,0.0,2.77,,,,,
602,12/11/15 09:00:00 PM,0.674,0.0,2.77,,,,,
603,12/12/15 03:00:00 AM,0.563,0.0,2.77,,,,,
604,12/12/15 09:00:00 AM,0.563,0.0,2.77,,,,,
605,12/12/15 03:00:00 PM,0.563,0.0,2.77,,,,,
606,12/12/15 09:00:00 PM,0.563,0.0,2.77,,,,,
607,12/13/15 03:00:00 AM,0.563,0.0,2.77,,,,,
608,12/13/15 09:00:00 AM,0.563,0.0,2.77,,,,,
609,12/13/15 03:00:00 PM,0.453,0.0,2.77,,,,,
610,12/13/15 09:00:00 PM,0.453,0.0,2.77,,,,,
611,12/14/15 03:00:00 AM,0.453,0.0,2.77,,,,,
612,12/14/15 09:00:00 AM,0.453,0.0,2.77,,,,,
613,12/14/15 03:00:00 PM,0.453,0.0,2.77,,,,,
614,12/14/15 09:00:00 PM,0.453,0.0,2.77,,,,,
615,12/15/15 03:00:00 AM,0.453,0.0,2.77,,,,,
616,12/15/15 09:00:00 AM,0.453,0.0,2.77,,,,,
617,12/15/15 03:00:00 PM,0.453,0.0,2.77,,,,,
618,12/15/15 09:00:00 PM,0.453,0.0,2.77,,,,,
619,12/16/15 03:00:00 AM,0.453,0.0,2.77,,,,,
620,12/16/15 09:00:00 AM,0.453,0.0,2.77,,,,,
621,12/16/15 03:00:00 PM,0.453,0.0,2.77,,,,,
622,12/16/15 09:00:00 PM,0.453,0.0,2.77,,,,,
623,12/17/15 03:00:00 AM,0.453,0.0,2.77,,,,,
624,12/17/15 09:00:00 AM,0.453,0.0,2.77,,,,,
625,12/17/15 03:00:00 PM,0.453,0.0,2.77,,,,,
626,12/17/15 09:00:00 PM,0.453,0.0,2.77,,,,,
627,12/18/15 03:00:00 AM,0.453,0.0,2.77,,,,,
628,12/18/15 09:00:00 AM,0.453,0.0,2.77,,,,,
629,12/18/15 03:00:00 PM,0.453,0.0,2.77,,,,,
630,12/18/15 09:00:00 PM,0.453,0.0,2.77,,,,,
631,12/19/15 03:00:00 AM,0.453,0.0,2.77,,,,,
632,12/19/15 09:00:00 AM,0.453,0.0,2.77,,,,,
633,12/19/15 03:00:00 PM,0.453,0.0,2.77,,,,,
634,12/19/15 09:00:00 PM,0.453,0.0,2.77,,,,,
635,12/20/15 03:00:00 AM,0.453,0.0,2.77,,,,,
636,12/20/15 09:00:00 AM,0.453,0.0,2.77,,,,,
637,12/20/15 03:00:00 PM,0.453,0.0,2.77,,,,,
638,12/20/15 09:00:00 PM,0.453,0.0,2.77,,,,,
639,12/21/15 03:00:00 AM,0.453,0.0,2.77,,,,,
640,12/21/15 09:00:00 AM,0.453,0.0,2.77,,,,,
641,12/21/15 03:00:00 PM,0.453,0.0,2.77,,,,,
642,12/21/15 09:00:00 PM,0.453,0.0,2.77,,,,,
643,12/22/15 03:00:00 AM,0.453,0.0,2.77,,,,,
644,12/22/15 09:00:00 AM,0.453,0.0,2.77,,,,,
645,12/22/15 03:00:00 PM,0.453,0.0,2.77,,,,,
646,12/22/15 09:00:00 PM,0.453,0.0,2.77,,,,,
647,12/23/15 03:00:00 AM,0.453,0.0,2.77,,,,,
648,12/23/15 09:00:00 AM,0.453,0.0,2.77,,,,,
649,12/23/15 03:00:00 PM,0.453,0.0,2.77,,,,,
650,12/23/15 09:00:00 PM,0.453,0.0,2.77,,,,,
651,12/24/15 03:00:00 AM,0.453,0.0,2.77,,,,,
652,12/24/15 09:00:00 AM,0.453,0.0,2.77,,,,,
653,12/24/15 03:00:00 PM,0.453,0.0,2.77,,,,,
654,12/24/15 09:00:00 PM,0.453,0.0,2.77,,,,,
655,12/25/15 03:00:00 AM,0.453,0.0,2.77,,,,,
656,12/25/15 09:00:00 AM,0.453,0.0,2.77,,,,,
657,12/25/15 03:00:00 PM,0.453,0.0,2.77,,,,,
658,12/25/15 09:00:00 PM,0.453,0.0,2.77,,,,,
659,12/26/15 03:00:00 AM,0.453,0.0,2.77,,,,,
660,12/26/15 09:00:00 AM,0.453,0.0,2.77,,,,,
661,12/26/15 03:00:00 PM,0.453,0.0,2.77,,,,,
662,12/26/15 09:00:00 PM,0.453,0.0,2.77,,,,,
663,12/27/15 03:00:00 AM,0.453,0.0,2.77,,,,,
664,12/27/15 09:00:00 AM,0.453,0.0,2.77,,,,,
665,12/27/15 03:00:00 PM,0.453,0.0,2.77,,,,,
666,12/27/15 09:00:00 PM,0.453,0.0,2.77,,,,,
667,12/28/15 03:00:00 AM,0.453,0.0,2.77,,,,,
668,12/28/15 09:00:00 AM,0.453,0.0,2.77,,,,,
669,12/28/15 03:00:00 PM,0.453,0.0,2.77,,,,,
670,12/28/15 09:00:00 PM,0.453,0.0,2.77,,,,,
671,12/29/15 03:00:00 AM,0.453,0.0,2.77,,,,,
672,12/29/15 09:00:00 AM,0.453,0.0,2.77,,,,,
673,12/29/15 03:00:00 PM,0.453,0.0,2.77,,,,,
674,12/29/15 09:00:00 PM,0.453,0.0,2.77,,,,,
675,12/30/15 03:00:00 AM,0.453,0.0,2.77,,,,,
676,12/30/15 09:00:00 AM,0.453,0.0,2.77,,,,,
677,12/30/15 03:00:00 PM,0.453,0.0,2.77,,,,,
678,12/30/15 09:00:00 PM,0.453,0.0,2.77,,,,,
679,12/31/15 03:00:00 AM,0.453,0.0,2.77,,,,,
680,12/31/15 09:00:00 AM,0.453,0.0,2.77,,,,,
681,12/31/15 03:00:00 PM,0.453,0.0,2.77,,,,,
682,12/31/15 09:00:00 PM,0.453,0.0,2.77,,,,,
683,01/01/16 03:00:00 AM,0.453,0.0,2.77,,,,,
684,01/01/16 09:00:00 AM,0.453,0.0,2.77,,,,,
685,01/01/16 03:00:00 PM,0.453,0.0,2.77,,,,,
686,01/01/16 09:00:00 PM,0.453,0.0,2.77,,,,,
687,01/02/16 03:00:00 AM,0.453,0.0,2.77,,,,,
688,01/02/16 09:00:00 AM,0.453,0.0,2.77,,,,,
689,01/02/16 03:00:00 PM,0.453,0.0,2.77,,,,,
690,01/02/16 09:00:00 PM,0.453,0.0,2.77,,,,,
691,01/03/16 03:00:00 AM,0.453,0.0,2.77,,,,,
692,01/03/16 09:00:00 AM,0.453,0.0,2.77,,,,,
693,01/03/16 03:00:00 PM,0.453,0.0,2.77,,,,,
694,01/03/16 09:00:00 PM,0.453,0.0,2.77,,,,,
695,01/04/16 03:00:00 AM,0.453,0.0,2.77,,,,,
696,01/04/16 09:00:00 AM,0.453,0.0,2.77,,,,,
697,01/04/16 03:00:00 PM,0.453,0.0,2.77,,,,,
698,01/04/16 09:00:00 PM,0.453,0.0,2.77,,,,,
699,01/05/16 03:00:00 AM,0.453,0.0,2.77,,,,,
700,01/05/16 09:00:00 AM,0.453,0.0,2.77,,,,,
701,01/05/16 03:00:00 PM,0.453,0.0,2.77,,,,,
702,01/05/16 09:00:00 PM,0.453,0.0,2.77,,,,,
703,01/06/16 03:00:00 AM,0.453,0.0,2.77,,,,,
704,01/06/16 09:00:00 AM,0.453,0.0,2.77,,,,,
705,01/06/16 03:00:00 PM,0.453,0.0,2.77,,,,,
706,01/06/16 09:00:00 PM,0.453,0.0,2.77,,,,,
707,01/07/16 03:00:00 AM,0.453,0.0,2.77,,,,,
708,01/07/16 09:00:00 AM,0.453,0.0,2.77,,,,,
709,01/07/16 03:00:00 PM,0.453,0.0,2.77,,,,,
710,01/07/16 09:00:00 PM,0.453,0.0,2.77,,,,,
711,01/08/16 03:00:00 AM,0.453,0.0,2.77,,,,,
712,01/08/16 09:00:00 AM,0.453,0.0,2.77,,,,,
713,01/08/16 03:00:00 PM,0.453,0.0,2.77,,,,,
714,01/08/16 09:00:00 PM,0.453,0.0,2.77,,,,,
715,01/09/16 03:00:00 AM,0.453,0.0,2.77,,,,,
716,01/09/16 09:00:00 AM,0.453,0.0,2.77,,,,,
717,01/09/16 03:00:00 PM,0.453,0.0,2.77,,,,,
718,01/09/16 09:00:00 PM,0.453,0.0,2.77,,,,,
719,01/10/16 03:00:00 AM,0.453,0.0,2.77,,,,,
720,01/10/16 09:00:00 AM,0.453,0.0,2.77,,,,,
721,01/10/16 03:00:00 PM,0.453,0.0,2.77,,,,,
722,01/10/16 09:00:00 PM,0.453,0.0,2.77,,,,,
723,01/11/16 03:00:00 AM,0.453,0.0,2.77,,,,,
724,01/11/16 09:00:00 AM,0.453,0.0,2.77,,,,,
725,01/11/16 03:00:00 PM,0.453,0.0,2.77,,,,,
726,01/11/16 09:00:00 PM,0.453,0.0,2.77,,,,,
727,01/12/16 03:00:00 AM,0.453,0.0,2.77,,,,,
728,01/12/16 09:00:00 AM,0.453,0.0,2.77,,,,,
729,01/12/16 03:00:00 PM,0.453,0.0,2.77,,,,,
730,01/12/16 09:00:00 PM,0.453,0.0,2.77,,,,,
731,01/13/16 03:00:00 AM,0.453,0.0,2.77,,,,,
732,01/13/16 09:00:00 AM,0.453,0.0,2.77,,,,,
733,01/13/16 03:00:00 PM,0.453,0.0,2.77,,,,,
734,01/13/16 09:00:00 PM,0.453,0.0,2.77,,,,,
735,01/14/16 03:00:00 AM,0.453,0.0,2.77,,,,,
736,01/14/16 09:00:00 AM,0.453,0.0,2.77,,,,,
737,01/14/16 03:00:00 PM,0.453,0.0,2.77,,,,,
738,01/14/16 09:00:00 PM,0.453,0.0,2.77,,,,,
739,01/15/16 03:00:00 AM,0.453,0.0,2.77,,,,,
740,01/15/16 09:00:00 AM,0.453,0.0,2.77,,,,,
741,01/15/16 03:00:00 PM,0.453,0.0,2.77,,,,,
742,01/15/16 09:00:00 PM,0.453,0.0,2.77,,,,,
743,01/16/16 03:00:00 AM,0.453,0.0,2.77,,,,,
744,01/16/16 09:00:00 AM,0.453,0.0,2.77,,,,,
745,01/16/16 03:00:00 PM,0.453,0.0,2.77,,,,,
746,01/16/16 09:00:00 PM,0.453,0.0,2.77,,,,,
747,01/17/16 03:00:00 AM,0.453,0.0,2.77,,,,,
748,01/17/16 09:00:00 AM,0.453,0.0,2.77,,,,,
749,01/17/16 03:00:00 PM,0.453,0.0,2.77,,,,,
750,01/17/16 09:00:00 PM,0.453,0.0,2.77,,,,,
751,01/18/16 03:00:00 AM,0.453,0.0,2.77,,,,,
752,01/18/16 09:00:00 AM,0.453,0.0,2.77,,,,,
753,01/18/16 03:00:00 PM,0.453,0.0,2.77,,,,,
754,01/18/16 09:00:00 PM,0.453,0.0,2.77,,,,,
755,01/19/16 03:00:00 AM,0.453,0.0,2.77,,,,,
756,01/19/16 09:00:00 AM,0.453,0.0,2.77,,,,,
757,01/19/16 03:00:00 PM,0.453,0.0,2.77,,,,,
758,01/19/16 09:00:00 PM,0.453,0.0,2.77,,,,,
759,01/20/16 03:00:00 AM,0.453,0.0,2.77,,,,,
760,01/20/16 09:00:00 AM,0.453,0.0,2.77,,,,,
761,01/20/16 03:00:00 PM,0.453,0.0,2.77,,,,,
762,01/20/16 09:00:00 PM,0.453,0.0,2.77,,,,,
763,01/21/16 03:00:00 AM,0.453,0.0,2.77,,,,,
764,01/21/16 09:00:00 AM,0.453,0.0,2.77,,,,,
765,01/21/16 03:00:00 PM,0.453,0.0,2.77,,,,,
766,01/21/16 09:00:00 PM,0.453,0.0,2.77,,,,,
767,01/22/16 03:00:00 AM,0.453,0.0,2.77,,,,,
768,01/22/16 09:00:00 AM,0.453,0.0,2.77,,,,,
769,01/22/16 03:00:00 PM,0.453,0.0,2.77,,,,,
770,01/22/16 09:00:00 PM,0.453,0.0,2.77,,,,,
771,01/23/16 03:00:00 AM,0.453,0.0,2.77,,,,,
772,01/23/16 09:00:00 AM,0.453,0.0,2.77,,,,,
773,01/23/16 03:00:00 PM,0.453,0.0,2.77,,,,,
774,01/23/16 09:00:00 PM,0.453,0.0,2.77,,,,,
775,01/24/16 03:00:00 AM,0.453,0.0,2.77,,,,,
776,01/24/16 09:00:00 AM,0.343,0.0,2.77,,,,,
777,01/24/16 03:00:00 PM,0.343,0.0,2.77,,,,,
778,01/24/16 09:00:00 PM,0.343,0.0,2.77,,,,,
779,01/25/16 03:00:00 AM,0.343,0.0,2.77,,,,,
780,01/25/16 09:00:00 AM,0.343,0.0,2.77,,,,,
781,01/25/16 03:00:00 PM,0.343,0.0,2.77,,,,,
782,01/25/16 09:00:00 PM,0.343,0.0,2.77,,,,,
783,01/26/16 03:00:00 AM,0.343,0.0,2.77,,,,,
784,01/26/16 09:00:00 AM,0.343,0.0,2.77,,,,,
785,01/26/16 03:00:00 PM,0.343,0.0,2.77,,,,,
786,01/26/16 09:00:00 PM,0.343,0.0,2.77,,,,,
787,01/27/16 03:00:00 AM,0.343,0.0,2.77,,,,,
788,01/27/16 09:00:00 AM,0.343,0.0,2.77,,,,,
789,01/27/16 03:00:00 PM,0.343,0.0,2.77,,,,,
790,01/27/16 09:00:00 PM,0.343,0.0,2.77,,,,,
791,01/28/16 03:00:00 AM,0.343,0.0,2.77,,,,,
792,01/28/16 09:00:00 AM,0.343,0.0,2.77,,,,,
793,01/28/16 03:00:00 PM,0.343,0.0,2.77,,,,,
794,01/28/16 09:00:00 PM,0.343,0.0,2.77,,,,,
795,01/29/16 03:00:00 AM,0.343,0.0,2.77,,,,,
796,01/29/16 09:00:00 AM,0.343,0.0,2.77,,,,,
797,01/29/16 03:00:00 PM,0.343,0.0,2.77,,,,,
798,01/29/16 09:00:00 PM,0.343,0.0,2.77,,,,,
799,01/30/16 03:00:00 AM,0.343,0.0,2.77,,,,,
800,01/30/16 09:00:00 AM,0.343,0.0,2.77,,,,,
801,01/30/16 03:00:00 PM,0.343,0.0,2.77,,,,,
802,01/30/16 09:00:00 PM,0.343,0.0,2.77,,,,,
803,01/31/16 03:00:00 AM,0.343,0.0,2.77,,,,,
804,01/31/16 09:00:00 AM,0.343,0.0,2.77,,,,,
