Plot Title: 10169140,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,End Of File
1,7/14/2015 15:00,17.95,60,3.14,,
2,7/14/2015 21:00,12.883,0,3.12,,
3,7/15/2015 3:00,10.846,0,3.08,,
4,7/15/2015 9:00,14.613,192,3.1,,
5,7/15/2015 15:00,18.711,102,3.1,,
6,7/15/2015 21:00,13.654,0,3.08,,
7,7/16/2015 3:00,11.236,0,3.03,,
8,7/16/2015 9:00,13.558,208,3.05,,
9,7/16/2015 15:00,16.808,95,3.05,,
10,7/16/2015 21:00,12.207,0,3.03,,
11,7/17/2015 3:00,9.768,0,2.99,,
12,7/17/2015 9:00,13.365,216,3.01,,
13,7/17/2015 15:00,18.901,86,3.03,,
14,7/17/2015 21:00,15.282,0,3.01,,
15,7/18/2015 3:00,15.378,0,2.99,,
16,7/18/2015 9:00,18.806,208,3.01,,
17,7/18/2015 15:00,22.525,90,3.03,,
18,7/18/2015 21:00,18.426,0,3.01,,
19,7/19/2015 3:00,16.618,0,2.99,,
20,7/19/2015 9:00,19.853,200,2.99,,
21,7/19/2015 15:00,23.004,85,3.01,,
22,7/19/2015 21:00,18.045,0,3.01,,
23,7/20/2015 3:00,14.421,0,2.99,,
24,7/20/2015 9:00,18.14,200,2.99,,
25,7/20/2015 15:00,22.046,86,2.99,,
26,7/20/2015 21:00,16.332,0,2.97,,
27,7/21/2015 3:00,14.23,0,2.97,,
28,7/21/2015 9:00,16.713,208,2.97,,
29,7/21/2015 15:00,19.377,99,2.99,,
30,7/21/2015 21:00,11.722,0,2.95,,
31,7/22/2015 3:00,9.472,0,2.95,,
32,7/22/2015 9:00,12.883,224,2.95,,
33,7/22/2015 15:00,16.523,91,2.95,,
34,7/22/2015 21:00,10.651,0,2.93,,
35,7/23/2015 3:00,8.481,0,2.93,,
36,7/23/2015 9:00,12.69,216,2.93,,
37,7/23/2015 15:00,17.475,87,2.95,,
38,7/23/2015 21:00,12.787,0,2.93,,
39,7/24/2015 3:00,10.455,0,2.91,,
40,7/24/2015 9:00,14.23,216,2.93,,
41,7/24/2015 15:00,18.331,87,2.95,,
42,7/24/2015 21:00,14.038,0,2.93,,
43,7/25/2015 3:00,11.625,0,2.91,,
44,7/25/2015 9:00,13.365,272,2.93,,
45,7/25/2015 15:00,14.709,128,2.93,,
46,7/25/2015 21:00,11.819,0,2.91,,
47,7/26/2015 3:00,9.965,0,2.89,,
48,7/26/2015 9:00,10.161,67,2.89,,
49,7/26/2015 15:00,12.594,117,2.91,,
