Plot Title: 10166291,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",Bad Battery,Coupler Attached,Stopped,End Of File
1,7/14/2015 21:00,12.401,0,3.1,,,,
2,7/15/2015 3:00,10.748,0,3.05,,,,
3,7/15/2015 9:00,11.819,152,3.03,,,,
4,7/15/2015 15:00,18.331,216,3.05,,,,
5,7/15/2015 21:00,13.076,0,3.03,,,,
6,7/16/2015 3:00,10.748,0,2.99,,,,
7,7/16/2015 9:00,11.334,224,2.97,,,,
8,7/16/2015 15:00,16.427,224,2.99,,,,
9,7/16/2015 21:00,11.334,0,2.97,,,,
10,7/17/2015 3:00,9.176,0,2.95,,,,
11,7/17/2015 9:00,12.013,176,2.95,,,,
12,7/17/2015 15:00,18.711,224,2.97,,,,
13,7/17/2015 21:00,15.091,0,2.95,,,,
14,7/18/2015 3:00,14.517,0,2.95,,,,
15,7/18/2015 9:00,17.094,160,2.95,,,,
16,7/18/2015 15:00,22.908,224,2.97,,,,
17,7/18/2015 21:00,18.996,0,2.97,,,,
18,7/19/2015 3:00,17.475,0,2.95,,,,
19,7/19/2015 9:00,19.567,160,2.95,,,,
20,7/19/2015 15:00,23.869,216,2.97,,,,
21,7/19/2015 21:00,18.996,0,2.95,,,,
22,7/20/2015 3:00,15.951,0,2.93,,,,
23,7/20/2015 9:00,16.713,152,2.91,,,,
24,7/20/2015 15:00,22.429,216,2.93,,,,
25,7/20/2015 21:00,17.284,0,2.93,,,,
26,7/21/2015 3:00,14.804,0,2.91,,,,
27,7/21/2015 9:00,15.473,160,2.89,,,,
28,7/21/2015 15:00,19.567,216,2.93,,,,
29,7/21/2015 21:00,12.207,0,2.89,,,,
30,7/22/2015 3:00,9.866,0,2.85,,,,
31,7/22/2015 9:00,10.455,168,2.85,,,,
32,7/22/2015 15:00,16.713,224,2.89,,,,
33,7/22/2015 21:00,11.139,0,2.87,,,,
34,7/23/2015 3:00,9.275,0,2.87,,,,
35,7/23/2015 9:00,11.528,160,2.85,,,,
36,7/23/2015 15:00,17.855,224,2.89,,,,
37,7/23/2015 21:00,13.269,0,2.87,,,,
38,7/24/2015 3:00,11.236,0,2.85,,,,
39,7/24/2015 9:00,13.365,160,2.87,,,,
40,7/24/2015 15:00,19.092,224,2.89,,,,
41,7/24/2015 21:00,14.709,0,2.89,,,,
42,7/25/2015 3:00,11.722,0,2.85,,,,
43,7/25/2015 9:00,12.207,216,2.85,,,,
44,7/25/2015 15:00,12.594,176,2.85,,,,
45,7/25/2015 21:00,11.041,0,2.85,,,,
46,7/26/2015 3:00,9.275,0,2.87,,,,
47,7/26/2015 9:00,9.275,160,2.85,,,,
48,7/26/2015 15:00,11.625,184,2.85,,,,
49,7/26/2015 21:00,9.472,0,2.87,,,,
50,7/27/2015 3:00,8.581,0,2.85,,,,
51,7/27/2015 9:00,10.063,288,2.83,,,,
52,7/27/2015 15:00,14.613,248,2.85,,,,
53,7/27/2015 21:00,10.357,0,2.85,,,,
54,7/28/2015 3:00,8.879,0,2.85,,,,
55,7/28/2015 9:00,12.497,160,2.85,,,,
56,7/28/2015 15:00,21.282,256,2.87,,,,
57,7/28/2015 21:00,17.189,0,2.87,,,,
58,7/29/2015 3:00,14.421,0,2.87,,,,
59,7/29/2015 9:00,18.236,160,2.87,,,,
60,7/29/2015 15:00,26.488,304,2.89,,,,
61,7/29/2015 21:00,21.187,0,2.89,,,,
62,7/30/2015 3:00,19.092,0,2.89,,,,
63,7/30/2015 9:00,23.196,160,2.91,,,,
64,7/30/2015 15:00,29.853,384,2.91,,,,
65,7/30/2015 21:00,23.388,0,2.91,,,,
66,7/31/2015 3:00,22.142,0,2.91,,,,
67,7/31/2015 9:00,23.581,160,2.91,,,,
68,7/31/2015 15:00,29.953,336,2.91,,,,
69,7/31/2015 21:00,22.812,0,2.91,,,,
70,8/1/2015 3:00,21.569,0,2.91,,,,
71,8/1/2015 9:00,23.484,192,2.91,,,,
72,8/1/2015 15:00,29.752,304,2.91,,,,
73,8/1/2015 21:00,21.855,0,2.91,,,,
74,8/2/2015 3:00,19.092,0,2.91,,,,
75,8/2/2015 9:00,20.043,168,2.89,,,,
76,8/2/2015 15:00,23.004,216,2.89,,,,
77,8/2/2015 21:00,20.329,0,2.89,,,,
78,8/3/2015 3:00,18.236,0,2.89,,,,
79,8/3/2015 9:00,19.472,240,2.89,,,,
80,8/3/2015 15:00,21.951,248,2.89,,,,
81,8/3/2015 21:00,16.713,0,2.87,,,,
82,8/4/2015 3:00,15.091,0,2.85,,,,
83,8/4/2015 9:00,16.332,168,2.87,,,,
84,8/4/2015 15:00,21.473,272,2.87,,,,
85,8/4/2015 21:00,14.613,0,2.87,,,,
86,8/5/2015 3:00,11.916,0,2.85,,,,
87,8/5/2015 9:00,12.98,152,2.85,,,,
88,8/5/2015 15:00,18.711,256,2.87,,,,
89,8/5/2015 21:00,12.401,0,2.85,,,,
90,8/6/2015 3:00,11.139,0,2.85,,,,
91,8/6/2015 9:00,11.722,152,2.85,,,,
92,8/6/2015 15:00,19.948,256,2.85,,,,
93,8/6/2015 21:00,13.558,0,2.87,,,,
94,8/7/2015 3:00,12.207,0,2.85,,,,
95,8/7/2015 9:00,14.804,152,2.87,,,,
96,8/7/2015 15:00,20.519,240,2.87,,,,
97,8/7/2015 21:00,14.996,0,2.87,,,,
98,8/8/2015 3:00,12.401,0,2.85,,,,
99,8/8/2015 9:00,14.421,144,2.87,,,,
100,8/8/2015 15:00,19.567,240,2.89,,,,
101,8/8/2015 21:00,14.134,0,2.87,,,,
102,8/9/2015 3:00,12.207,0,2.85,,,,
103,8/9/2015 9:00,14.325,200,2.87,,,,
104,8/9/2015 15:00,18.331,232,2.87,,,,
105,8/9/2015 21:00,15.091,0,2.85,,,,
106,8/10/2015 3:00,12.11,0,2.85,,,,
107,8/10/2015 9:00,15.473,208,2.85,,,,
108,8/10/2015 15:00,19.472,272,2.89,,,,
109,8/10/2015 21:00,14.804,0,2.87,,,,
110,8/11/2015 3:00,12.883,0,2.85,,,,
111,8/11/2015 9:00,16.046,216,2.85,,,,
112,8/11/2015 15:00,22.238,272,2.89,,,,
113,8/11/2015 21:00,16.999,0,2.87,,,,
114,8/12/2015 3:00,14.517,0,2.87,,,,
115,8/12/2015 9:00,17.855,152,2.87,,,,
116,8/12/2015 15:00,24.062,240,2.89,,,,
117,8/12/2015 21:00,17.475,0,2.89,,,,
118,8/13/2015 3:00,15.378,0,2.87,,,,
119,8/13/2015 9:00,19.282,152,2.89,,,,
120,8/13/2015 15:00,23.1,192,2.89,,,,
121,8/13/2015 21:00,16.141,0,2.87,,,,
122,8/14/2015 3:00,12.497,0,2.87,,,,
123,8/14/2015 9:00,9.373,102,2.87,,,,
124,8/14/2015 15:00,12.401,208,2.85,,,,
125,8/14/2015 21:00,11.334,0,2.85,,,,
126,8/15/2015 3:00,10.357,0,2.85,,,,
127,8/15/2015 9:00,10.846,101,2.85,,,,
128,8/15/2015 15:00,17.57,256,2.87,,,,
129,8/15/2015 21:00,12.401,0,2.85,,,,
130,8/16/2015 3:00,10.553,0,2.85,,,,
131,8/16/2015 9:00,12.69,144,2.85,,,,
132,8/16/2015 15:00,20.234,272,2.87,,,,
133,8/16/2015 21:00,14.996,0,2.87,,,,
134,8/17/2015 3:00,13.461,0,2.87,,,,
135,8/17/2015 9:00,16.523,144,2.87,,,,
136,8/17/2015 15:00,23.677,576,2.89,,,,
137,8/17/2015 21:00,18.616,0,2.89,,,,
138,8/18/2015 3:00,17.665,0,2.89,,,,
139,8/18/2015 9:00,19.948,144,2.87,,,,
140,8/18/2015 15:00,28.06,432,2.91,,,,
141,8/18/2015 21:00,20.901,0,2.89,,,,
142,8/19/2015 3:00,19.853,0,2.89,,,,
143,8/19/2015 9:00,21.282,152,2.89,,,,
144,8/19/2015 15:00,26.097,480,2.89,,,,
145,8/19/2015 21:00,19.472,0,2.91,,,,
146,8/20/2015 3:00,15.76,0,2.87,,,,
147,8/20/2015 9:00,15.473,128,2.87,,,,
148,8/20/2015 15:00,21.473,272,2.89,,,,
149,8/20/2015 21:00,14.421,0,2.89,,,,
150,8/21/2015 3:00,11.819,0,2.85,,,,
151,8/21/2015 9:00,12.497,128,2.85,,,,
152,8/21/2015 15:00,18.806,256,2.87,,,,
153,8/21/2015 21:00,12.98,0,2.87,,,,
154,8/22/2015 3:00,10.748,0,2.85,,,,
155,8/22/2015 9:00,13.654,136,2.85,,,,
156,8/22/2015 15:00,24.062,248,2.89,,,,
157,8/22/2015 21:00,17.284,0,2.87,,,,
158,8/23/2015 3:00,18.616,0,2.89,,,,
159,8/23/2015 9:00,18.996,152,2.89,,,,
160,8/23/2015 15:00,23.292,368,2.89,,,,
161,8/23/2015 21:00,17.189,0,2.89,,,,
162,8/24/2015 3:00,15.569,0,2.87,,,,
163,8/24/2015 9:00,18.331,160,2.89,,,,
164,8/24/2015 15:00,22.717,768,2.89,,,,
165,8/24/2015 21:00,16.046,0,2.87,,,,
166,8/25/2015 3:00,14.038,0,2.87,,,,
167,8/25/2015 9:00,16.808,136,2.87,,,,
168,8/25/2015 15:00,23.004,1536,2.89,,,,
169,8/25/2015 21:00,17.855,0,2.89,,,,
170,8/26/2015 3:00,16.903,0,2.87,,,,
171,8/26/2015 9:00,18.806,152,2.89,,,,
172,8/26/2015 15:00,22.812,256,2.89,,,,
173,8/26/2015 21:00,16.237,0,2.87,,,,
174,8/27/2015 3:00,15.187,0,2.87,,,,
175,8/27/2015 9:00,17.855,136,2.87,,,,
176,8/27/2015 15:00,24.351,4096,2.89,,,,
177,8/27/2015 21:00,17.379,0,2.89,,,,
178,8/28/2015 3:00,13.942,0,2.87,,,,
179,8/28/2015 9:00,16.903,119,2.87,,,,
180,8/28/2015 15:00,22.142,1024,2.89,,,,
181,8/28/2015 21:00,18.806,0,2.89,,,,
182,8/29/2015 3:00,16.141,0,2.87,,,,
183,8/29/2015 9:00,9.472,104,2.87,,,,
184,8/29/2015 15:00,11.041,99,2.85,,,,
185,8/29/2015 21:00,10.063,0,2.85,,,,
186,8/30/2015 3:00,8.879,0,2.87,,,,
187,8/30/2015 9:00,7.481,54,2.85,,,,
188,8/30/2015 15:00,8.282,81,2.85,,,,
189,8/30/2015 21:00,7.983,0,2.85,,,,
190,8/31/2015 3:00,7.481,0,2.83,,,,
191,8/31/2015 9:00,7.983,99,2.83,,,,
192,8/31/2015 15:00,13.461,240,2.85,,,,
193,8/31/2015 21:00,10.161,0,2.85,,,,
194,9/1/2015 3:00,8.68,0,2.85,,,,
195,9/1/2015 9:00,9.077,106,2.85,,,,
196,9/1/2015 15:00,14.613,224,2.85,,,,
197,9/1/2015 21:00,9.669,0,2.85,,,,
198,9/2/2015 3:00,8.382,0,2.85,,,,
199,9/2/2015 9:00,7.079,42,2.83,,,,
200,9/2/2015 15:00,8.282,32,2.85,,,,
201,9/2/2015 21:00,6.471,0,2.83,,,,
202,9/3/2015 3:00,5.141,0,2.81,,,,
203,9/3/2015 9:00,5.244,65,2.81,,,,
204,9/3/2015 15:00,6.978,70,2.83,,,,
205,9/3/2015 21:00,5.244,0,2.81,,,,
